,ru,en,fr
3179,информация,intelligence,info
3180,информация,dope,no_equality
3181,информация,light,no_equality
3182,основательный,thorough,sérieux
3183,основательный,solid,no_equality
3184,основательный,substantial,sérieux
3185,основательный,substantial,substantiel
3186,основательный,profound,no_equality
3187,основательный,sound,no_equality
3188,основательный,fundamental,no_equality
3189,основательный,robust,no_equality
3190,основательный,staunch,no_equality
3191,зарабатывать,earn,gagner
3192,зарабатывать,make,gagner
3193,зарабатывать,make money,no_equality
3194,область,area,domaine
3195,область,area,zone
3196,область,area,région
3197,область,area,secteur
3198,область,oblast,no_equality
3199,область,domain,domaine
3200,область,province,domaine
3201,область,pane,no_equality
3202,область,territory,domaine
3203,область,territory,zone
3204,область,territory,région
3205,область,direction,no_equality
3206,область,country,région
3207,область,department,no_equality
3208,область,ground,terrain
3209,область,purview,domaine
3210,область,purview,champ
3211,область,purview,portée
3212,область,circle,no_equality
3213,совершать,make,commettre
3214,совершать,make,faire
3215,совершать,make,effectuer
3216,совершать,commit,commettre
3217,совершать,commit,perpétrer
3218,совершать,perform,effectuer
3219,совершать,perform,accomplir
3220,совершать,undertake,effectuer
3221,совершать,undertake,lancer
3222,совершать,undertake,entreprendre
3223,совершать,undertake,mener
3224,совершать,effect,effectuer
3225,тренинг,training,no_equality
3226,тренинг,coaching,no_equality
3227,выходной,output,sortie
3228,выходной,weekends,week-end
3229,выходной,weekends,weekend
3230,выходной,weekend,week-end
3231,выходной,weekend,weekend
3232,выходной,target,no_equality
3233,выходной,outgoing,no_equality
3234,предоставить,provide,fournir
3235,предоставить,provide,donner
3236,предоставить,provide,permettre
3237,предоставить,provide,offrir
3238,предоставить,provide,apporter
3239,предоставить,provide,communiquer
3240,предоставить,provide,présenter
3241,предоставить,provide,assurer
3242,предоставить,submit,fournir
3243,предоставить,submit,communiquer
3244,предоставить,submit,présenter
3245,предоставить,allow,donner
3246,предоставить,allow,accorder
3247,предоставить,allow,permettre
3248,предоставить,allow,laisser
3249,предоставить,allow,assurer
3250,предоставить,allow,autoriser
3251,предоставить,supply,fournir
3252,предоставить,supply,donner
3253,предоставить,supply,communiquer
3254,предоставить,render,fournir
3255,предоставить,render,apporter
3256,предоставить,render,présenter
3257,отказ,refusal,refus
3258,отказ,refusal,rejet
3259,отказ,refusal,refusé
3260,отказ,denial,refus
3261,отказ,denial,déni
3262,отказ,denial,rejet
3263,отказ,denial,refusé
3264,отказ,fault,défaillance
3265,отказ,renunciation,renonciation
3266,отказ,renunciation,abandon
3267,отказ,renunciation,renoncement
3268,отказ,renunciation,répudiation
3269,отказ,disclaimer,renonciation
3270,отказ,disclaimer,déni
3271,отказ,disclaimer,décharge
3272,отказ,refusing,refus
3273,отказ,refusing,rejet
3274,отказ,refuse,refus
3275,отказ,refuse,rejet
3276,отказ,crack,no_equality
3277,отказ,bounce,no_equality
3278,отказ,refused,refus
3279,отказ,refused,rejet
3280,отказ,surrender,abandon
3281,отказ,negative,no_equality
3282,отказ,disallowance,rejet
3283,маска,mask,masque
3284,маска,netmask,no_equality
3285,маска,wildcard,no_equality
3286,маска,facemask,masque
3287,маска,visor,no_equality
3288,маска,cover,no_equality
3289,ленч,lunch,déjeuner
3290,стая,flock,bande
3291,стая,flock,troupeau
3292,стая,flock,volée
3293,стая,flock,vol
3294,стая,pack,meute
3295,стая,pack,bande
3296,стая,flight,volée
3297,стая,flight,vol
3298,стая,shoal,banc
3299,стая,horde,nuée
3300,стая,horde,horde
3301,стая,bevy,bande
3302,стая,bevy,essaim
3303,стая,bevy,vol
3304,стая,covey,no_equality
3305,стая,school,banc
3306,стая,bunch,bande
3307,стая,bunch,troupe
3308,стая,band,bande
3309,стая,band,troupe
3310,электро,electro,electro
3311,электро,electrical,no_equality
3312,статист,extra,figurant
3313,статист,supernumerary,no_equality
3314,статист,mute,no_equality
3315,статист,figurant,no_equality
3316,статист,statist,no_equality
3317,карикатура,caricature,caricature
3318,школьный,school,scolaire
3319,школьный,school,de l'école
3320,школьный,schooling,no_equality
3321,лев,lion,lion
3322,лев,lion,lev
3323,лев,Lev,lev
3324,тротуар,sidewalk,trottoir
3325,тротуар,footway,trottoir
3326,тротуар,causeway,no_equality
3327,приказывать,order,ordonner
3328,приказывать,order,commander
3329,приказывать,command,ordonner
3330,приказывать,command,commander
3331,приказывать,require,no_equality
3332,приказывать,tell,ordonner
3333,приказывать,enjoin,no_equality
3334,приказывать,direct,ordonner
3335,определенно,definitely,certainement
3336,определенно,definitely,définitivement
3337,определенно,definitely,vraiment
3338,определенно,definitely,clairement
3339,определенно,definitely,sûrement
3340,определенно,definitely,bien
3341,определенно,definitely,absolument
3342,определенно,definitely,sans aucun doute
3343,определенно,definitely,carrément
3344,определенно,definitely,assurément
3345,определенно,definitely,nettement
3346,определенно,specifically,expressément
3347,определенно,distinctly,clairement
3348,определенно,distinctly,nettement
3349,определенно,positively,vraiment
3350,определенно,positively,absolument
3351,определенно,definitively,définitivement
3352,обстрелять,bombard,no_equality
3353,обстрелять,fire,no_equality
3354,обстрелять,rake,no_equality
3355,страх,fear,peur
3356,страх,fear,terreur
3357,страх,fear,anxiété
3358,страх,fear,angoisse
3359,страх,fear,frayeur
3360,страх,fear,effroi
3361,страх,fear,trouille
3362,страх,pavor,no_equality
3363,страх,awe,crainte
3364,страх,awe,effroi
3365,страх,anxiety,peur
3366,страх,anxiety,crainte
3367,страх,anxiety,anxiété
3368,страх,anxiety,angoisse
3369,страх,angst,anxiété
3370,страх,angst,angoisse
3371,страх,afraid,no_equality
3372,страх,intimidation,terreur
3373,мило,nicely,bien
3374,мило,nicely,gentiment
3375,мило,nicely,joliment
3376,мило,nice,sympa
3377,мило,nice,joli
3378,мило,nice,charmant
3379,мило,nice,agréable
3380,мило,nice,super
3381,мило,nice,chouette
3382,мило,lovely,joli
3383,мило,lovely,adorable
3384,мило,lovely,charmant
3385,мило,lovely,beau
3386,мило,lovely,agréable
3387,мило,pretty,mignon
3388,мило,pretty,bien
3389,мило,pretty,joli
3390,мило,pretty,beau
3391,мило,pretty,super
3392,художественная литература,fiction,fiction
3393,художественная литература,imaginative literature,no_equality
3394,художественная литература,belletristic literature,no_equality
3395,художественная литература,artistic literature,no_equality
3396,художественная литература,fiction literature,fiction
3397,выгода,benefit,avantage
3398,выгода,benefit,profit
3399,выгода,benefit,bénéfice
3400,выгода,benefit,intérêt
3401,выгода,benefit,gain
3402,выгода,gain,avantage
3403,выгода,gain,profit
3404,выгода,gain,bénéfice
3405,выгода,gain,intérêt
3406,выгода,gain,gain
3407,выгода,interest,intérêt
3408,выгода,catch,no_equality
3409,выгода,avail,profit
3410,выгода,convenience,avantage
3411,выгода,account,no_equality
3412,выгода,spoil,no_equality
3413,явственный,distinct,no_equality
3414,форма,form,forme
3415,форма,form,formulaire
3416,форма,form,format
3417,форма,uniform,uniforme
3418,форма,uniform,tenue
3419,форма,format,forme
3420,форма,format,présentation
3421,форма,format,formule
3422,форма,format,format
3423,форма,mold,moule
3424,форма,way,mode
3425,форма,way,manière
3426,форма,manner,forme
3427,форма,manner,mode
3428,форма,manner,manière
3429,форма,pattern,forme
3430,форма,pattern,mode
3431,форма,pattern,modèle
3432,форма,pattern,configuration
3433,форма,shaped,no_equality
3434,форма,configuration,forme
3435,форма,configuration,configuration
3436,форма,state,no_equality
3437,форма,matrix,no_equality
3438,форма,writing,no_equality
3439,форма,conformation,forme
3440,форма,conformation,configuration
3441,форма,make,no_equality
3442,закоулок,corner,recoin
3443,закоулок,back street,ruelle
3444,аэропорт,airport,aéroport
3445,аэропорт,airport,aérodrome
3446,аэропорт,airport,avion
3447,поединок,duel,combat
3448,поединок,duel,duel
3449,поединок,single combat,combat singulier
3450,одеваемый,dressed,no_equality
3451,одеваемый,worn,no_equality
3452,одеваемый,put,no_equality
3453,мытье,washing,lavage
3454,мытье,washing,nettoyage
3455,мытье,wash,lavage
3456,мытье,wash,nettoyage
3457,аппарат,apparatus,appareil
3458,аппарат,machine,machine
3459,аппарат,machine,appareil
3460,аппарат,phone,appareil
3461,аппарат,vehicle,no_equality
3462,аппарат,spacecraft,aéronef
3463,аппарат,mechanism,no_equality
3464,надземный,overhead,no_equality
3465,надземный,aboveground,no_equality
3466,надземный,elevated,no_equality
3467,надземный,above ground,no_equality
3468,надземный,supermundane,no_equality
3469,заседание,meeting,séance
3470,заседание,meeting,réunion
3471,заседание,meeting,session
3472,заседание,meeting,rencontre
3473,заседание,session,séance
3474,заседание,session,réunion
3475,заседание,session,session
3476,заседание,session,audience
3477,заседание,sitting,séance
3478,заседание,sitting,session
3479,заседание,sitting,audience
3480,заседание,proceeding,audience
3481,заседание,proceeding,procès
3482,заседание,seance,séance
3483,держава,empire,no_equality
3484,держава,orb,no_equality
3485,держава,power,puissance
3486,держава,superpower,no_equality
3487,аккуратно,neatly,soigneusement
3488,аккуратно,accurately,soigneusement
3489,аккуратно,carefully,soigneusement
3490,аккуратно,carefully,délicatement
3491,аккуратно,carefully,prudemment
3492,аккуратно,shipshape,no_equality
3493,порожняк,empty,no_equality
3494,выслушать,listen,écouter
3495,выслушать,listen,entendre
3496,выслушать,listen,écoute-moi
3497,выслушать,listen,écoutez-moi
3498,выслушать,audience,no_equality
3499,высший,high,supérieur
3500,высший,Supreme,supérieur
3501,высший,Supreme,suprême
3502,высший,Supreme,haute
3503,высший,senior,supérieur
3504,высший,maximum,no_equality
3505,высший,paramount,suprême
3506,высший,imperial,no_equality
3507,синхрофазотрон,synchrophasotron,no_equality
3508,синхрофазотрон,synchrotron,no_equality
3509,до наступления,before the onset,no_equality
3510,до наступления,before,avant
3511,до наступления,until nightfall,no_equality
3512,массив,array,matrice
3513,массив,massif,no_equality
3514,массив,solid,no_equality
3515,массив,file,no_equality
3516,массив,mass,no_equality
3517,массив,massive,no_equality
3518,массив,tract,no_equality
3519,осуществление,implementation,mise en œuvre
3520,осуществление,implementation,application
3521,осуществление,implementation,exécution
3522,осуществление,implementation,exercice
3523,осуществление,implementation,réalisation
3524,осуществление,implementation,respect
3525,осуществление,exercise,exercice
3526,осуществление,exercise,réalisation
3527,осуществление,execution,application
3528,осуществление,execution,exécution
3529,осуществление,execution,exercice
3530,осуществление,execution,réalisation
3531,осуществление,enjoyment,exercice
3532,осуществление,enjoyment,réalisation
3533,осуществление,enjoyment,respect
3534,осуществление,implemented,no_equality
3535,осуществление,carrying,no_equality
3536,осуществление,realize,no_equality
3537,осуществление,performing,exécution
3538,осуществление,performing,exercice
3539,осуществление,performing,réalisation
3540,осуществление,fruition,réalisation
3541,осуществление,materialization,no_equality
3542,хищение,theft,vol
3543,хищение,embezzlement,détournement de fonds
3544,хищение,embezzlement,soustraction
3545,хищение,stealage,no_equality
3546,хищение,plunder,no_equality
3547,земля,land,terre
3548,земля,land,sol
3549,земля,land,terrain
3550,земля,land,land
3551,земля,land,territoire
3552,земля,land,biens fonciers
3553,земля,Terra,terre
3554,земля,territory,terre
3555,земля,territory,pay
3556,земля,territory,territoire
3557,земля,dirt,terre
3558,земля,dirt,sol
3559,земля,sod,no_equality
3560,облаченный,robed,no_equality
3561,реализовать,realize,réaliser
3562,реализовать,realize,atteindre
3563,реализовать,realize,concrétiser
3564,реализовать,execute,réaliser
3565,реализовать,execute,mettre en œuvre
3566,реализовать,execute,appliquer
3567,реализовать,execute,exercer
3568,реализовать,execute,exécuter
3569,реализовать,sell,vendre
3570,реализовать,exercise,exercer
3571,реализовать,fulfil,réaliser
3572,реализовать,fulfil,atteindre
3573,реализовать,fulfil,exercer
3574,реализовать,fulfil,concrétiser
3575,реализовать,fulfil,satisfaire
3576,реализовать,fulfil,exécuter
3577,реализовать,actualize,réaliser
3578,реализовать,materialize,réaliser
3579,реализовать,negotiate,no_equality
3580,опрос,survey,sondage
3581,опрос,survey,enquête
3582,опрос,poll,sondage
3583,опрос,poll,enquête
3584,опрос,poll,scrutin
3585,опрос,interrogation,interrogatoire
3586,опрос,interview,interrogatoire
3587,опрос,quiz,no_equality
3588,опрос,consultation,no_equality
3589,закат,sunset,coucher de soleil
3590,закат,sunset,coucher du soleil
3591,закат,sunset,soleil couchant
3592,закат,sunset,crépuscule
3593,закат,sunset,coucher
3594,закат,sunset,déclin
3595,закат,decline,déclin
3596,закат,nightfall,coucher du soleil
3597,закат,nightfall,crépuscule
3598,закат,set,no_equality
3599,закат,demise,déclin
3600,усугублять,aggravate,aggraver
3601,усугублять,aggravate,exacerber
3602,усугублять,aggravate,accentuer
3603,усугублять,deepen,aggraver
3604,усугублять,deepen,exacerber
3605,усугублять,deepen,accentuer
3606,усугублять,accentuate,aggraver
3607,усугублять,accentuate,accentuer
3608,усугублять,compound,aggraver
3609,усугублять,compound,exacerber
3610,разъяснять,explain,expliquer
3611,разъяснять,explain,préciser
3612,разъяснять,explain,éclairer
3613,разъяснять,explain,clarifier
3614,разъяснять,clear,clarifier
3615,разъяснять,expound,expliquer
3616,разъяснять,illuminate,éclairer
3617,разъяснять,illuminate,éclaircir
3618,уменьшение,reduction,réduction
3619,уменьшение,reduction,diminution
3620,уменьшение,reduction,baisse
3621,уменьшение,reduction,atténuation
3622,уменьшение,reduction,recul
3623,уменьшение,reduction,allègement
3624,уменьшение,reduction,amoindrissement
3625,уменьшение,mitigation,réduction
3626,уменьшение,mitigation,atténuation
3627,уменьшение,decrement,réduction
3628,уменьшение,reduce,no_equality
3629,уменьшение,declining,réduction
3630,уменьшение,declining,diminution
3631,уменьшение,declining,baisse
3632,уменьшение,downturn,diminution
3633,уменьшение,downturn,baisse
3634,уменьшение,downturn,déclin
3635,уменьшение,downturn,recul
3636,уменьшение,remission,no_equality
3637,экспертный,expert,expert
3638,сушь,dry,no_equality
3639,получить,get,obtenir
3640,получить,get,avoir
3641,получить,get,recevoir
3642,получить,get,faire
3643,получить,get,récupérer
3644,получить,get,prendre
3645,получить,get,trouver
3646,получить,get,acquérir
3647,получить,gain,obtenir
3648,получить,gain,avoir
3649,получить,gain,prendre
3650,получить,gain,tirer
3651,получить,gain,gagner
3652,получить,gain,acquérir
3653,получить,win,obtenir
3654,получить,win,gagner
3655,получить,achieve,obtenir
3656,получить,achieve,faire
3657,получить,achieve,trouver
3658,получить,earn,obtenir
3659,получить,earn,recevoir
3660,получить,earn,tirer
3661,получить,earn,gagner
3662,излагать,state,exposer
3663,излагать,state,énoncer
3664,излагать,expound,exposer
3665,излагать,expound,expliquer
3666,излагать,pose,présenter
3667,излагать,set,no_equality
3668,излагать,express,exprimer
3669,излагать,express,formuler
3670,излагать,express,énoncer
3671,излагать,express,faire part
3672,излагать,explain,exposer
3673,излагать,explain,expliquer
3674,излагать,recount,no_equality
3675,излагать,recite,no_equality
3676,излагать,develop,formuler
3677,излагать,couch,formuler
3678,сезон,season,saison
3679,сезон,season,période
3680,граненый,cut,no_equality
3681,граненый,faceted,no_equality
3682,фермерша,farmwife,no_equality
3683,резон,sense,raison
3684,резон,reason,raison
3685,зайти,visit log,voir
3686,зайти,go,entrer
3687,зайти,go,venir
3688,зайти,go,passer
3689,зайти,go,rentrer
3690,зайти,go,monter
3691,зайти,go,aller
3692,зайти,go,voir
3693,зайти,enter,entrer
3694,зайти,enter,rentrer
3695,зайти,enter,accéder
3696,зайти,stop,arrêter
3697,зайти,drop,passer
3698,зайти,login,accéder
3699,чемпион,Champ,champion
3700,чемпион,Champ,championne
3701,чемпион,Champ,champ
3702,поворот,turn,virage
3703,поворот,turn,tournure
3704,поворот,turn,tournant
3705,поворот,turn,tour
3706,поворот,rotation,tourne
3707,поворот,rotation,tournant
3708,поворот,rotation,rotation
3709,поворот,rotation,tour
3710,поворот,twist,virage
3711,поворот,twist,tournure
3712,поворот,twist,tournant
3713,поворот,twist,rebondissement
3714,поворот,twist,rotation
3715,поворот,twist,tour
3716,поворот,corner,virage
3717,поворот,swing,revirement
3718,поворот,turnabout,revirement
3719,поворот,rotate,no_equality
3720,поворот,turnaround,virage
3721,поворот,turnaround,tournant
3722,поворот,turnaround,rotation
3723,поворот,turnaround,retournement
3724,поворот,turnaround,revirement
3725,поворот,winding,no_equality
3726,поворот,switch,revirement
3727,поворот,slew,no_equality
3728,консалтинг,consulting,consulting
3729,консалтинг,consulting,consultation
3730,предпринимать,undertake,prendre
3731,предпринимать,undertake,entreprendre
3732,предпринимать,undertake,mener
3733,предпринимать,undertake,engager
3734,предпринимать,undertaking,no_equality
3735,предпринимать,embark,entreprendre
3736,предпринимать,launch,engager
3737,предпринимать,attack,no_equality
3738,естество,nature,nature
3739,Бельгия,Belgium,belgique
3740,Бельгия,Belgium,belge
3741,Бельгия,Belgium,bruxelles
3742,моторизованный,motorized,no_equality
3743,позыв,urge,no_equality
3744,позыв,impulse,pulsion
3745,позыв,impulse,envie
3746,студеный,cold,no_equality
3747,студеный,icy,no_equality
3748,студеный,bitter,no_equality
3749,студеный,ice cold,no_equality
3750,студеный,gelid,no_equality
3751,удалять,remove,supprimer
3752,удалять,remove,enlever
3753,удалять,remove,effacer
3754,удалять,remove,retirer
3755,удалять,remove,éliminer
3756,удалять,extract,no_equality
3757,удалять,purge,éliminer
3758,удалять,expel,éloigner
3759,удалять,prune,no_equality
3760,колокольчик,bell,cloche
3761,колокольчик,bell,grelot
3762,колокольчик,bell,sonnette
3763,колокольчик,bell,sonner
3764,колокольчик,bluebell,no_equality
3765,колокольчик,harebell,no_equality
3766,отзывчивый,responsive,no_equality
3767,отзывчивый,nice,no_equality
3768,отзывчивый,compassionate,no_equality
3769,отзывчивый,kindhearted,no_equality
3770,отзывчивый,charitable,no_equality
3771,отзывчивый,understanding,no_equality
3772,отзывчивый,soft,no_equality
3773,выбирать,choose,choisir
3774,выбирать,choose,sélectionner
3775,выбирать,choose,décider
3776,выбирать,choose,élire
3777,выбирать,choose,opter
3778,выбирать,selected,no_equality
3779,выбирать,elect,choisir
3780,выбирать,elect,décider
3781,выбирать,elect,élire
3782,выбирать,elect,opter
3783,выбирать,choice,no_equality
3784,выбирать,take,no_equality
3785,выбирать,excerpt,no_equality
3786,выбирать,extract,no_equality
3787,выбирать,single,no_equality
3788,тонкий конец,tip,no_equality
3789,тонкий конец,thin end,no_equality
3790,отмывать,wash,nettoyer
3791,отмывать,wash,laver
3792,отмывать,launder,blanchir
3793,отмывать,launder,laver
3794,нетрудно,easily,no_equality
3795,завет,covenant,testament
3796,завет,covenant,covenant
3797,завет,behest,no_equality
3798,отрываться,come off,no_equality
3799,отрываться,rive,no_equality
3800,в действительности,in fact,en fait
3801,в действительности,in fact,en réalité
3802,в действительности,in fact,en effet
3803,в действительности,in fact,effectivement
3804,в действительности,in fact,dans les faits
3805,в действительности,in fact,en vérité
3806,в действительности,in effect,en fait
3807,в действительности,in effect,en réalité
3808,в действительности,in effect,en effet
3809,в действительности,in effect,dans la pratique
3810,в действительности,in effect,effectivement
3811,в действительности,in effect,dans les faits
3812,в действительности,in itself,no_equality
3813,в действительности,in practice,en fait
3814,в действительности,in practice,en réalité
3815,в действительности,in practice,dans la réalité
3816,в действительности,in practice,dans la pratique
3817,в действительности,in practice,dans les faits
3818,супер,super,super
3819,супер,super,très
3820,супер,super,superbe
3821,финансовый год,fiscal year,exercice
3822,финансовый год,fiscal year,exercice financier
3823,финансовый год,fiscal year,année fiscale
3824,финансовый год,fiscal year,année budgétaire
3825,финансовый год,fiscal year,année financière
3826,аккорд,chord,accord
3827,аккорд,accord,accord
3828,пустотелый,hollow,no_equality
3829,каким образом,how,comment
3830,каким образом,how,de quelle façon
3831,каким образом,how,de quelle manière
3832,чрезвычайный,emergency,extraordinaire
3833,чрезвычайный,extraordinary,extraordinaire
3834,чрезвычайный,extraordinary,exceptionnel
3835,чрезвычайный,extreme,no_equality
3836,чрезвычайный,deadly,no_equality
3837,разучивать,rehearse,no_equality
3838,разучивать,learn,apprendre
3839,рука,hand,main
3840,рука,hand,bra
3841,рука,hand,hand
3842,рука,paw,no_equality
3843,рука,mitt,no_equality
3844,завтракать,breakfast,manger
3845,завтракать,have breakfast,déjeuner
3846,завтракать,have breakfast,petit-déjeuner
3847,подкачать,let us down,no_equality
3848,подкачать,pump up,no_equality
3849,послание,message,message
3850,послание,message,mot
3851,послание,epistle,lettre
3852,послание,epistle,missive
3853,послание,missive,missive
3854,послание,messaging,message
3855,послание,pastoral,no_equality
3856,основы,basics,base
3857,основы,basics,fondations
3858,основы,basics,essentiel
3859,затрагивать,affect,affecter
3860,затрагивать,affect,toucher
3861,затрагивать,affect,porter atteinte
3862,затрагивать,affect,concerner
3863,затрагивать,affect,avoir une incidence sur
3864,затрагивать,touch,toucher
3865,затрагивать,touch,aborder
3866,затрагивать,involve,porter sur
3867,затрагивать,involve,concerner
3868,затрагивать,address,traiter
3869,затрагивать,address,aborder
3870,затрагивать,cover,porter sur
3871,затрагивать,mention,aborder
3872,объяснить,explain,expliquer
3873,объяснить,explain,dire
3874,объяснить,explain,justifier
3875,объяснить,explain,décrire
3876,объяснить,explain,exposer
3877,объяснить,tell,expliquer
3878,объяснить,tell,dire
3879,объяснить,tell,parler
3880,воссоединение,reunification,réunification
3881,воссоединение,reunification,réunion
3882,воссоединение,reunification,réunifier
3883,воссоединение,reunite,no_equality
3884,воссоединение,reconnection,no_equality
3885,муха,fly,mouche
3886,муха,bluebottle,no_equality
3887,регистрировать,register,enregistrer
3888,регистрировать,register,inscrire
3889,регистрировать,register,immatriculer
3890,регистрировать,register,déclarer
3891,регистрировать,record,enregistrer
3892,регистрировать,record,consigner
3893,регистрировать,record,comptabiliser
3894,регистрировать,log,enregistrer
3895,регистрировать,log,consigner
3896,регистрировать,enroll,inscrire
3897,регистрировать,detect,no_equality
3898,регистрировать,enter,inscrire
3899,регистрировать,enter,déclarer
3900,регистрировать,incorporate,inscrire
3901,регистрировать,notify,déclarer
3902,регистрировать,calendar,no_equality
3903,море,sea,mer
3904,море,sea,océan
3905,море,sea,large
3906,море,water,mer
3907,море,water,eau
3908,море,tide,mer
3909,море,flood,no_equality
3910,море,blue,no_equality
3911,море,deep,no_equality
3912,целить,aim,viser
3913,сговориться,conspire,no_equality
3914,эра,era,ère
3915,эра,era,époque
3916,эра,era,enchères électroniques inversées
3917,эра,era,enchère électronique inversée
3918,эра,age,ère
3919,эра,age,époque
3920,уезжать,leave,partir
3921,уезжать,leave,quitter
3922,уезжать,leave,repartir
3923,уезжать,go,partir
3924,уезжать,move,partir
3925,уезжать,move,déménager
3926,уезжать,move,bouger
3927,уезжать,drive away,partir
3928,уезжать,departure,no_equality
3929,сочинить,compose,écrire
3930,сочинить,compose,composer
3931,сочинить,invent,inventer
3932,совокупность,set,ensemble
3933,совокупность,set,série
3934,совокупность,aggregate,ensemble
3935,совокупность,aggregate,somme
3936,совокупность,totality,ensemble
3937,совокупность,totality,somme
3938,совокупность,totality,totalité
3939,совокупность,combination,ensemble
3940,совокупность,combination,combinaison
3941,совокупность,collection,ensemble
3942,совокупность,collection,série
3943,совокупность,population,no_equality
3944,совокупность,complex,ensemble
3945,совокупность,sum,somme
3946,совокупность,body,ensemble
3947,совокупность,universe,ensemble
3948,совокупность,universe,univers
3949,совокупность,altogether,no_equality
3950,совокупность,plurality,ensemble
3951,совокупность,plurality,série
3952,совокупность,collectively,no_equality
3953,совокупность,combined,combinaison
3954,самостоятельный,independent,autonome
3955,самостоятельный,independent,indépendant
3956,самостоятельный,independent,distinct
3957,самостоятельный,Autonomous,autonome
3958,самостоятельный,Autonomous,indépendant
3959,самостоятельный,Autonomous,autonomie
3960,самостоятельный,alone,no_equality
3961,самостоятельный,itself,no_equality
3962,самостоятельный,distinct,distinct
3963,самостоятельный,solo,no_equality
3964,самостоятельный,substantive,no_equality
3965,сухой,dry,sec
3966,сухой,dry,aride
3967,сухой,arid,sec
3968,сухой,arid,aride
3969,сухой,dead,no_equality
3970,сухой,dried,sec
3971,сухой,dried,séché
3972,сухой,cool,no_equality
3973,сухой,sec,no_equality
3974,сухой,distant,no_equality
3975,сухой,dusty,no_equality
3976,сухой,fine,no_equality
3977,сухой,brut,no_equality
3978,скорый,fast,rapide
3979,скорый,near,no_equality
3980,скорый,early,rapide
3981,скорый,speedy,rapide
3982,скорый,soon,no_equality
3983,скорый,short,rapide
3984,скорый,imminent,bientôt
3985,скорый,forthcoming,no_equality
3986,холостой ход,idling,no_equality
3987,холостой ход,idle running,no_equality
3988,холостой ход,no load,no_equality
3989,холостой ход,idle run,no_equality
3990,холостой ход,idle,no_equality
3991,полный,full,complet
3992,полный,full,plein
3993,полный,full,intégral
3994,полный,full,total
3995,полный,full,rempli
3996,полный,full,entier
3997,полный,complete,complet
3998,полный,complete,plein
3999,полный,complete,intégral
4000,полный,complete,total
4001,полный,complete,entier
4002,полный,total,complet
4003,полный,total,total
4004,полный,total,entier
4005,полный,comprehensive,complet
4006,полный,comprehensive,intégral
4007,полный,comprehensive,détaillé
4008,полный,comprehensive,exhaustif
4009,полный,perfect,no_equality
4010,полный,fully,complet
4011,полный,fully,plein
4012,полный,fully,intégral
4013,полный,flush,no_equality
4014,полный,plump,plein
4015,полный,clear,no_equality
4016,полный,outright,complet
4017,полный,profound,no_equality
4018,полный,integral,complet
4019,полный,integral,intégral
4020,полный,integral,entier
4021,полный,crowded,plein
4022,полный,crowded,rempli
4023,полный,blanket,no_equality
4024,полный,unabridged,intégral
4025,полный,plenary,plein
4026,полный,portly,no_equality
4027,полный,direct,no_equality
4028,полный,radical,no_equality
4029,полный,implicit,no_equality
4030,полный,dead,no_equality
4031,полный,integrate,no_equality
4032,полный,blank,no_equality
4033,полный,round,complet
4034,оголовье,headband,no_equality
4035,численность персонала,number of personnel,nombre de personnes
4036,численность персонала,staff number,effectif
4037,численность персонала,staff number,personnel
4038,в конфликт,into conflict,en conflit
4039,в конфликт,into conflict,dans le conflit
4040,в конфликт,into conflict,dans un conflit
4041,поджечь,set fire,mettre le feu
4042,поджечь,set fire,incendier
4043,поджечь,burn,brûler
4044,поджечь,burn,enflammer
4045,поджечь,burn,cramer
4046,поджечь,on fire,no_equality
4047,поджечь,torch,brûler
4048,поджечь,torch,mettre le feu
4049,поджечь,torch,incendier
4050,поджечь,torch,cramer
4051,поджечь,set on fire,mettre le feu
4052,поджечь,set on fire,enflammer
4053,поджечь,set on fire,incendier
4054,стиль,style,style
4055,стиль,style,genre
4056,стиль,style,look
4057,стиль,lifestyle,no_equality
4058,стиль,taste,no_equality
4059,стиль,pattern,no_equality
4060,стиль,tone,no_equality
4061,стиль,language,no_equality
4062,стиль,writing,no_equality
4063,стиль,turn,no_equality
4064,досье,dossier,dossier
4065,досье,file,dossier
4066,досье,file,fichier
4067,досье,record,dossier
4068,досье,record,casier judiciaire
4069,перевозка,transportation,transport
4070,перевозка,transportation,transfert
4071,перевозка,carriage,transport
4072,перевозка,shipment,transport
4073,перевозка,shipment,transfert
4074,перевозка,carry,no_equality
4075,перевозка,carrying,transport
4076,перевозка,carrying,transporter
4077,перевозка,transfer,transfert
4078,перевозка,freightage,no_equality
4079,насильственный,violent,violent
4080,насильственный,forced,forcé
4081,насильственный,abusive,violent
4082,умно,intelligently,no_equality
4083,температура,temperature,température
4084,температура,temperature,fièvre
4085,температура,temperature,chaleur
4086,температура,temperature,chaud
4087,температура,heat,température
4088,температура,heat,chaleur
4089,температура,fever,température
4090,температура,fever,fièvre
4091,температура,fever,fiévreux
4092,общеевропейский,pan-European,européen
4093,общеевропейский,pan-European,paneuropéen
4094,общеевропейский,european,européen
4095,общеевропейский,all-european,paneuropéen
4096,общеевропейский,europe-wide,paneuropéen
4097,общеевропейский,european-wide,européen
4098,общеевропейский,european-wide,paneuropéen
4099,хореография,choreography,chorégraphie
4100,ходячий,walking,ambulant
4101,ходячий,current,no_equality
4102,отрегулировать,adjust,ajuster
4103,отрегулировать,adjust,régler
4104,отрегулировать,adjust,réguler
