,ru,fr,en,vote
26333,вакансия,offre d'emploi,no_equality,1
26334,вакансия,siège devenu vacant,vacancy,1
26335,вакансия,siège devenu vacant,vacant seat,1
26336,вакансия,poste à pourvoir,vacancy,1
26337,вакансия,emploi vacant,no_equality,1
26338,вакансия,place vacante,vacancy,1
26339,вакансия,lacune,no_equality,1
26340,пропуск,vacance,no_equality,1
26341,пропуск,laissez-passer,pass,1
26342,пропуск,laissez-passer,ticket,1
26343,пропуск,laissez-passer,laissez-passer,1
26344,пропуск,laissez-passer,admission,1
26345,пропуск,laisser-passer,pass,1
26346,пропуск,omission,omission,1
26347,пропуск,omission,skipping,1
26348,пропуск,badge,pass,1
26349,пропуск,badge,i.d,1
26350,пропуск,badge,id,1
26351,пропуск,sauf-conduit,pass,1
26352,пропуск,carte d'accès,key card,1
26353,пропуск,saut,skipping,1
26354,пропуск,pass,pass,1
26355,пропуск,pass,key card,1
26356,пропуск,pass,i.d,1
26357,пропуск,pass,ticket,1
26358,пропуск,pass,id,1
26359,пропуск,passe,pass,1
26360,пропуск,passe,passing,1
26361,пропуск,passeport,pass,1
26362,пропуск,passeport,passport,1
26363,пропуск,absence,omission,1
26364,пропуск,absence,miss,1
26365,пропуск,entrée,admission,1
26366,пропуск,coupe-file,no_equality,1
26367,пропуск,espace,blank,1
26368,пропуск,caractère blanc,blank,1
26369,пустое место,vacance,no_equality,2
26370,пустое место,vide,void,1
26371,пустое место,blanc,blank space,1
26372,электроэнергия,électricité,electricity,2
26373,электроэнергия,électrique,electric,1
26374,электроэнергия,énergie électrique,electricity,1
26375,электроэнергия,énergie électrique,electric power,1
26376,электроэнергия,énergie électrique,electrical power,1
26377,электроэнергия,Electricité,no_equality,1
26378,электроснабжение,électricité,electricity,2
26379,электроснабжение,électrique,electric,1
26380,электроснабжение,alimentation électrique,electricity supply,1
26381,электроснабжение,alimentation électrique,power supply,1
26382,электроснабжение,alimentation électrique,electrical supply,1
26383,электроснабжение,alimentation électrique,electric supply,1
26384,электроснабжение,fourniture d'électricité,electricity supply,1
26385,электроснабжение,fourniture d'électricité,power supply,1
26386,электроснабжение,distribution d'électricité,electricity supply,1
26387,электроснабжение,distribution d'électricité,power supply,1
26388,электроснабжение,alimentation en électricité,electricity supply,1
26389,электроснабжение,alimentation en électricité,power supply,1
26390,электроснабжение,alimentation en électricité,electrical supply,1
26391,электроснабжение,distribution de l'électricité,electricity supply,1
26392,электроснабжение,alimentation en courant,electricity supply,1
26393,электроснабжение,alimentation en courant,power supply,1
26394,электроснабжение,Electricité,no_equality,1
26395,электроснабжение,fourniture de l'électricité,no_equality,1
26396,энергоснабжение,électricité,electricity,2
26397,энергоснабжение,alimentation en énergie,energy supply,1
26398,энергоснабжение,alimentation en énergie,power supply,1
26399,энергоснабжение,alimentation en énergie,electricity supply,1
26400,энергоснабжение,alimentation électrique,energy supply,1
26401,энергоснабжение,alimentation électrique,power supply,1
26402,энергоснабжение,alimentation électrique,electricity supply,1
26403,энергоснабжение,livraison d'énergie,no_equality,1
26404,электроэнергетика,électricité,electricity,2
26405,энергия,électricité,electricity,2
26406,энергия,puissance,power,1
26407,энергия,énergie,energy,1
26408,энергия,énergie,power,1
26409,энергия,énergie,vigour,1
26410,энергия,énergie,vigor,1
26411,энергия,énergie,vitality,1
26412,энергия,Energie,no_equality,1
26413,энергия,pouvoir,power,1
26414,энергия,énergie marémotrice,no_equality,1
26415,энергия,force motrice,no_equality,1
26416,энергия,courage,energy,1
26417,энергия,nervosité,no_equality,1
26418,энергия,pep,no_equality,1
26419,электро-,électricité,electricity,2
26420,энергетика,électricité,electricity,2
26421,энергетика,électricité,power,1
26422,энергетика,électricité,energy,1
26423,энергетика,énergie,energy,1
26424,энергетика,énergie,power,1
26425,энергетика,secteur de l'énergie,no_equality,1
26426,энергетика,production d'énergie,no_equality,1
26427,электроэнергетический,électricité,electricity,1
26428,электротехника,électricité,electricity,2
26429,электропромышленность,électricité,no_equality,2
26430,электропромышленность,industrie électrique,no_equality,1
26431,освещение,lumière,light,1
26432,освещение,lumière,lights,1
26433,освещение,éclairage,lighting,1
26434,освещение,éclairage,light,1
26435,освещение,éclairage,illumination,1
26436,освещение,éclairage,lit,1
26437,освещение,éclairage,lightening,1
26438,освещение,éclairage,illuminating,1
26439,освещение,Eclairage,no_equality,1
26440,освещение,lumières,light,1
26441,освещение,couverture,coverage,1
26442,освещение,allumage,lighting,1
26443,освещение,allumage,lit,1
26444,освещение,rampe,no_equality,1
26445,освещение,interprétation,no_equality,1
26446,огонёк,lumière,light,1
26447,огонёк,lumière,lights,1
26448,огонь,lumière,light,2
26449,огонь,lumière,lights,1
26450,огонь,feu,lights,1
26451,огонь,feu,fire,5
26452,огонь,feu,light,2
26453,огонь,feu,lamp,2
26454,огонь,feu,firing,2
26455,огонь,feu,flame,2
26456,огонь,feu,shoot,2
26457,огонь,feu,fired,2
26458,огонь,tir,shooting,3
26459,огонь,tir,fire,3
26460,огонь,tir,shot,2
26461,огонь,tir,firing,2
26462,огонь,tir,shoot,2
26463,огонь,tir,gunfire,2
26464,огонь,incendie,fire,2
26465,огонь,tiré,fire,1
26466,огонь,flamme,fire,1
26467,огонь,flamme,flame,1
26468,огонь,feux,fire,1
26469,огонь,feux,light,1
26470,огонь,feux,lamp,1
26471,огонь,F,no_equality,1
26472,огонь,fanal,lamp,1
26473,лампочка,lumière,lights,1
26474,лампочка,ampoule,light bulb,1
26475,лампочка,ampoule,bulb,1
26476,лампочка,ampoule,lightbulb,1
26477,лампочка,ampoule,light-bulb,1
26478,лампочка,ampoule,lamp,1
26479,лампочка,loupiote,no_equality,1
26480,огни,lumière,light,2
26481,огни,feux,lights,1
26482,огни,feux,lamps,1
26483,огни,feux,light,1
26484,огни,rampe,no_equality,1
26485,световой поток,lumière,lumen,2
26486,световой поток,flux lumineux,luminous flux,1
26487,световой поток,flux de lumière,no_equality,1
26488,излучение,lumière,no_equality,1
26489,излучение,émission,no_equality,2
26490,излучение,rayonnement,radiation,1
26491,излучение,rayonnement,radiance,1
26492,излучение,rayonnement,radiating,1
26493,излучение,rayons,radiation,1
26494,излучение,rayons,rays,1
26495,излучение,radiothérapie,no_equality,1
26496,излучение,émission de rayonnement,no_equality,1
26497,просвет,lumière,no_equality,2
26498,просвет,passage libre,no_equality,1
26499,просвет,éclaircie,no_equality,1
26500,просвет,dégagement,clearance,1
26501,просвет,échappée de lumière,no_equality,1
26502,просвет,lueur d'espoir,silver lining,1
26503,просвет,interstice,clearance,1
26504,просвет,interstice,gap,1
26505,просвет,claire-voie,skylight,1
26506,просвет,chenal,no_equality,1
26507,просвет,jour,no_equality,1
26508,просвет,baie,no_equality,1
26509,просвещение,lumière,enlightenment,2
26510,просвещение,instruction,education,1
26511,просвещение,instruction,teaching,1
26512,просвещение,instruction,educating,1
26513,просвещение,instruction,instruction,1
26514,отверстие,lumière,no_equality,2
26515,отверстие,trou,hole,1
26516,отверстие,trou,opening,1
26517,отверстие,trou,aperture,1
26518,отверстие,perçage,hole,1
26519,отверстие,ouverture,hole,1
26520,отверстие,ouverture,opening,1
26521,отверстие,ouverture,aperture,1
26522,отверстие,ouïe,no_equality,1
26523,отверстие,passage,no_equality,1
26524,отверстие,brèche,hole,1
26525,отверстие,brèche,opening,1
26526,отверстие,bouche,vent,1
26527,отверстие,maille,no_equality,1
26528,отверстие,baie,opening,1
26529,отверстие,baie,aperture,1
26530,отверстие,diaphragme,aperture,1
26531,отверстие,méat,no_equality,1
26532,световой проем,lumière,light,2
26533,световой проем,lumière,lighting,2
26534,световой проем,baie,aperture,1
26535,световой проем,ouverture,gap,1
26536,световой проем,ouverture,aperture,1
26537,светоч,lumière,light,2
26538,светоч,flambeau,beacon,1
26539,благодать,lumière,no_equality,2
26540,благодать,grâce,grace,1
26541,благодать,grâce,blessing,1
26542,благодать,grace,grace,1
26543,благодать,bénédiction,blessing,1
26544,благодать,grâce suffisante,grace,1
26545,спектр,éventail,range,2
26546,спектр,éventail,variety,1
26547,спектр,éventail,spectrum,1
26548,спектр,éventail,array,1
26549,спектр,éventail,scope,1
26550,спектр,éventail,set,1
26551,спектр,éventail,breadth,1
26552,спектр,éventail,continuum,1
26553,спектр,éventail,gamut,1
26554,спектр,spectre,range,1
26555,спектр,spectre,spectrum,1
26556,спектр,spectre,scope,1
26557,спектр,spectre,specter,1
26558,спектр,spectre,spectre,1
26559,различный,éventail,range,1
26560,различный,différent,different,1
26561,различный,différent,various,1
26562,различный,différent,varying,1
26563,различный,différent,diverse,1
26564,различный,différent,differing,1
26565,различный,divers,different,1
26566,различный,divers,various,1
26567,различный,divers,varying,1
26568,различный,divers,diverse,1
26569,различный,divers,varied,1
26570,различный,divers,differing,1
26571,различный,divergent,different,1
26572,различный,divergent,diverse,1
26573,различный,divergent,vary,1
26574,различный,disjoint,no_equality,1
26575,ряд,éventail,range,1
26576,ряд,nombre,number,1
26577,ряд,nombre,range,1
26578,ряд,nombre,few,1
26579,ряд,série,series,1
26580,ряд,série,range,1
26581,ряд,série,set,1
26582,ряд,série,array,1
26583,ряд,série,sequence,1
26584,ряд,série,string,1
26585,ряд,rangée,row,1
26586,ряд,rangée,array,1
26587,ряд,rangée,line,1
26588,ряд,rangée,tier,1
26589,ряд,développement,no_equality,1
26590,ряд,suite,series,1
26591,ряд,suite,sequence,1
26592,ряд,famille,no_equality,1
26593,ряд,lit,no_equality,1
26594,ряд,galerie,no_equality,1
26595,ряд,tissu,no_equality,1
26596,ряд,enfilade,series,1
26597,ряд,enfilade,row,1
26598,веер,éventail,fan,3
26599,веер,ventilateur,fan,2
26600,веер,eventail,no_equality,1
26601,разброс,éventail,range,2
26602,разброс,dispersion,dispersion,1
26603,разброс,dispersion,spread,1
26604,разброс,dispersion,dispersal,1
26605,разброс,dispersion,scatter,1
26606,разброс,dispersion,dispersed,1
26607,разброс,variation,variation,1
26608,разброс,variation,variability,1
26609,разброс,éparpillement,dispersion,1
26610,разброс,éparpillement,dispersal,1
26611,разброс,éparpillement,scatter,1
26612,окончание,fin,end,2
26613,окончание,fin,ending,1
26614,окончание,fin,completion,1
26615,окончание,fin,termination,1
26616,окончание,fin,conclusion,1
26617,окончание,fin,finishing,1
26618,окончание,fin,finish,1
26619,окончание,issue,completion,1
26620,окончание,issue,conclusion,1
26621,окончание,bout,end,1
26622,окончание,suite et fin,no_equality,1
26623,окончание,conclusion,end,1
26624,окончание,conclusion,ending,1
26625,окончание,conclusion,completion,1
26626,окончание,conclusion,conclusion,1
26627,окончание,achevage,no_equality,1
26628,окончание,finalisation,completion,1
26629,окончание,levée,end,1
26630,окончание,terminale,end,1
26631,окончание,terminale,termination,1
26632,окончание,terminale,terminus,1
26633,окончание,finisseur,finishing,1
26634,цель,fin,end,1
26635,цель,fin,purpose,2
26636,цель,but,goal,2
26637,цель,but,purpose,2
26638,цель,but,objective,2
26639,цель,but,aim,1
26640,цель,but,intended,1
26641,цель,but,intent,1
26642,цель,but,idea,1
26643,цель,but,ambition,1
26644,цель,but,designed,1
26645,цель,but,point,1
26646,цель,but,target,1
26647,цель,but,mark,1
26648,цель,objectif,objective,1
26649,цель,objectif,goal,1
26650,цель,objectif,purpose,1
26651,цель,objectif,aim,1
26652,цель,objectif,target,1
26653,цель,objectif,intended,1
26654,цель,objectif,intent,1
26655,цель,objectif,focus,1
26656,цель,ambition,objective,1
26657,цель,ambition,goal,1
26658,цель,ambition,purpose,1
26659,цель,ambition,aim,1
26660,цель,ambition,intended,1
26661,цель,ambition,ambition,1
26662,цель,O,no_equality,1
26663,цель,propos,purpose,1
26664,цель,enchaînement,no_equality,1
26665,цель,point de mire,target,1
26666,цель,point de mire,focus,1
26667,концовка,fin,end,3
26668,концовка,fin,ending,2
26669,концовка,chute,punchline,1
26670,закончиться,fin,end,1
26671,закончиться,prendre fin,end,1
26672,закончиться,prendre fin,be over,1
26673,закончиться,prendre fin,be completed,1
26674,заканчиваться,fin,end,1
26675,заканчиваться,se terminer,end,1
26676,заканчиваться,se terminer,come to an end,1
26677,заканчиваться,se terminer,finish,1
26678,заканчиваться,aboutir,end,1
26679,остаток,fin,no_equality,2
26680,остаток,reste,rest,1
26681,остаток,fond,no_equality,1
26682,остаток,résidu,remainder,1
26683,остаток,résidu,residue,1
26684,остаток,résidu,residual,1
26685,остаток,résidu,remnant,1
26686,остаток,solde,balance,1
26687,остаток,solde,remainder,1
26688,остаток,solde,surplus,1
26689,остаток,solde,remaining,1
26690,остаток,vestige,remnant,1
26691,остаток,vestige,remains,1
26692,остаток,vestige,vestige,1
26693,остаток,excédent,balance,1
26694,остаток,excédent,surplus,1
26695,остаток,encaisse,no_equality,1
26696,остаток,demeurant,remaining,1
26697,остаток,différence,no_equality,1
26698,остаток,épave,no_equality,1
26699,остаток,groupe,no_equality,1
26700,остаток,marge,no_equality,1
26701,остаток,coupon,remnant,1
26702,смерть,fin,end,2
26703,смерть,fin,demise,2
26704,смерть,fin,death,2
26705,смерть,fin,passing,2
26706,смерть,mort,death,1
26707,смерть,mort,die,1
26708,смерть,mort,dying,1
26709,смерть,mort,killing,1
26710,смерть,mort,passing,1
26711,смерть,mort,demise,1
26712,смерть,mort,kill,1
26713,смерть,mort,murder,1
26714,смерть,mort,fatality,1
26715,смерть,mort,grim reaper,1
26716,смерть,la grande faucheuse,no_equality,1
26717,смерть,grand saut,no_equality,1
26718,смерть,au poteau,no_equality,1
26719,смерть,le grand saut,no_equality,1
26720,смерть,Parque,no_equality,1
26721,высокого качества,fin,no_equality,2
26722,тонкое белье,fin,no_equality,2
26723,проба,fin,no_equality,2
26724,проба,échantillon,sample,1
26725,проба,échantillon,test,1
26726,проба,échantillon,specimen,1
26727,проба,essai,test,1
26728,проба,essai,tryout,1
26729,проба,tâtonnement,no_equality,1
26730,проба,analyse,test,1
26731,проба,contrôle,test,1
26732,проба,finesse,no_equality,1
26733,проба,prise,no_equality,1
26734,проба,épreuve de,no_equality,1
26735,проба,garantie,no_equality,1
26736,проба,aloi,no_equality,1
26737,проба,témoin,no_equality,1
26738,проба,dégustation,sample,1
26739,тонкий,fin,fine,1
26740,тонкий,fin,thin,1
26741,тонкий,fin,delicate,1
26742,тонкий,fin,slender,1
26743,тонкий,mince,thin,1
26744,тонкий,mince,slim,1
26745,тонкий,mince,slender,1
26746,тонкий,subtil,delicate,1
26747,тонкий,subtil,subtle,1
26748,тонкий,subtil,fine,1
26749,тонкий,fragile,delicate,1
26750,тонкий,fragile,sensitive,1
26751,тонкий,filiforme,no_equality,1
26752,тонкий,aigu,no_equality,1
26753,тонкий,menu,thin,1
26754,тонкий,sable fin,no_equality,1
26755,тонкий,astucieux,no_equality,1
26756,тонкий,délié,no_equality,1
26757,тонко,fin,finely,2
26758,тонко,subtilement,subtly,1
26759,тонко,subtilement,delicately,1
26760,тонко,subtilement,nicely,1
26761,тонко,subtilement,subtlety,1
26762,тонко,finement,thin,1
26763,тонко,finement,finely,1
26764,тонко,finement,delicately,1
26765,тонко,finement,thinly,1
26766,тонко,en tranches fines,thinly,1
26767,тонко,délicatement,subtly,1
26768,тонко,délicatement,finely,1
26769,тонко,délicatement,delicately,1
26770,тонко,délicatement,delicate,1
26771,изысканный,fin,delicate,1
26772,изысканный,raffiné,exquisite,1
26773,изысканный,raffiné,refined,1
26774,изысканный,raffiné,sophisticated,1
26775,изысканный,raffiné,elegant,1
26776,изысканный,raffiné,fancy,1
26777,изысканный,raffiné,tasteful,1
26778,изысканный,délicieux,exquisite,1
26779,изысканный,délicieux,delicious,1
26780,изысканный,gourmand,delicious,1
26781,изысканный,gourmand,gourmet,1
26782,изысканный,racé,elegant,1
26783,изысканный,friand,no_equality,1
26784,изысканный,affecté,no_equality,1
26785,конечный,fin,no_equality,2
26786,конечный,finale,final,2
26787,конечный,final,final,3
26788,конечный,final,ultimate,2
26789,конечный,final,end,1
26790,конечный,final,eventual,1
26791,конечный,ultime,final,2
26792,конечный,ultime,ultimate,2
26793,конечный,ultime,last,1
26794,конечный,ultime,eventual,1
26795,конечный,ultime,end,1
26796,конечный,terminal,final,1
26797,конечный,principal,no_equality,1
26798,мелкий,fin,fine,2
26799,мелкий,petit,small,2
26800,мелкий,petit,little,2
26801,мелкий,petit,minor,1
26802,мелкий,petit,petty,1
26803,мелкий,petit,tiny,1
26804,мелкий,peu profond,shallow,1
26805,мелкий,mesquin,petty,1
26806,мелкий,menu,small,1
26807,мелкий,menu,tiny,1
26808,мелкий,plat,no_equality,1
26809,мелкий,délié,no_equality,1
26810,мелкий,petits,small,1
26811,мелкий,crachin,no_equality,1
26812,мелкозернистый,fin,no_equality,2
26813,мелкозернистый,à grain fin,fine-grained,1
26814,искусный,fin,no_equality,1
26815,искусный,habile,skilled,1
26816,искусный,habile,skilful,1
26817,искусный,habile,clever,1
26818,искусный,habile,skillful,1
26819,искусный,habile,adept,1
26820,искусный,astucieux,clever,1
26821,искусный,industrieux,no_equality,1
26822,искусный,émérite,skilled,1
26823,искусный,fort,good,1
26824,искусный,versé,no_equality,1
26825,очищенный,fin,no_equality,1
26826,очищенный,lavé,no_equality,1
26827,очищенный,décortiqué,no_equality,1
26828,очищенный,épuré,purified,1
26829,очищенный,vierge,no_equality,1
26830,проницательный,fin,no_equality,1
26831,проницательный,perspicace,perceptive,1
26832,проницательный,perspicace,insightful,1
26833,проницательный,perspicace,astute,1
26834,проницательный,perspicace,shrewd,1
26835,проницательный,perspicace,discerning,1
26836,проницательный,perspicace,penetrating,1
26837,проницательный,perspicace,acute,1
26838,проницательный,astucieux,astute,1
26839,проницательный,astucieux,shrewd,1
26840,проницательный,incisif,no_equality,1
26841,проницательный,perspicacité,no_equality,1
26842,проницательный,malin,sharp,1
26843,проницательный,malin,shrewd,1
26844,мелко,fin,thin,2
26845,мелко,en petits morceaux,no_equality,1
26846,мелко,finement,no_equality,1
26847,мелко,menu,tiny,1
26848,мелко,menu,thin,1
26849,файл,fichier,file,4
26850,файл,fichier,filename,2
26851,досье,fichier,file,3
26852,досье,dossier,file,3
26853,досье,dossier,record,2
26854,досье,dossier,folder,2
26855,досье,dossier,case,1
26856,досье,dossier,dossier,2
26857,досье,dossier,case file,2
26858,досье,dossier,case-file,2
26859,папка,fichier,file,1
26860,папка,dossier,file,3
26861,папка,dossier,folder,3
26862,папка,dossier,directory,2
26863,папка,dossier,binder,2
26864,папка,chemise,folder,1
26865,папка,porte-documents,no_equality,1
26866,папка,carton à dessins,no_equality,1
26867,папка,carton,no_equality,1
26868,папка,sac,no_equality,1
26869,папка,calepin,no_equality,1
26870,картотека,fichier,file,2
26871,картотека,classeur,file,1
26872,картотека,classeur,filing cabinet,1
26873,картотека,casier,no_equality,1
26874,каталог,dossier,folder,2
26875,каталог,dossier,directory,1
26876,каталог,répertoire,catalogue,1
26877,каталог,répertoire,directory,1
26878,каталог,répertoire,folder,1
26879,каталог,répertoire,inventory,1
26880,каталог,répertoire,repertory,1
26881,каталог,répertoire,list,1
26882,каталог,répertoire,index,1
26883,каталог,prospectus,no_equality,1
26884,каталог,livret,no_equality,1
26885,каталог,Rép.,no_equality,1
26886,спинка,dossier,backrest,2
26887,спинка,dossier,back,2
26888,спинка,dos,back,1
26889,спинка,dos,backrest,1
26890,отчет,dossier,record,2
26891,отчет,dossier,account,2
26892,отчет,rapport,report,1
26893,отчет,rapport,account,1
26894,отчет,rapport,record,1
26895,отчет,rapport,statement,1
26896,отчет,rapport,reporting,1
26897,отчет,compte rendu,report,1
26898,отчет,compte rendu,account,1
26899,отчет,compte rendu,record,1
26900,отчет,compte rendu,summary,1
26901,отчет,compte rendu,reporting,1
26902,отчет,compte rendu,proceedings,1
26903,отчет,compte rendu,accounting,1
26904,отчет,compte rendu,reported,1
26905,отчет,compte rendu,minutes,1
26906,отчет,compte rendu,debriefing,1
26907,отчет,compte rendu,update,1
26908,отчет,compte,account,1
26909,отчет,compte-rendu,report,1
26910,отчет,compte-rendu,account,1
26911,отчет,compte-rendu,record,1
26912,отчет,compte-rendu,summary,1
26913,отчет,compte-rendu,reporting,1
26914,отчет,compte-rendu,proceedings,1
26915,отчет,compte-rendu,accounting,1
26916,отчет,compte-rendu,minutes,1
26917,отчет,compte-rendu,debriefing,1
26918,отчет,compte-rendu,update,1
26919,отчет,situation,no_equality,1
26920,документация,dossier,record,1
26921,документация,dossier,documentation,1
26922,документация,documentation,documentation,1
26923,документация,documentation,document,1
26924,документация,documentation,paperwork,1
26925,документация,documents,documentation,1
26926,документация,documents,document,1
26927,документация,documents,records,1
26928,документация,documents,papers,1
26929,документация,documents,paperwork,1
26930,документация,documentaire,documentation,1
26931,документация,documentaire,document,1
26932,документация,papiers,documentation,1
26933,документация,papiers,document,1
26934,документация,papiers,paperwork,1
26935,документация,pièces,no_equality,1
26936,документация,expéditions,no_equality,1
26937,документация,FD,no_equality,1
26938,пакет документов,dossier,file,2
26939,карта больного,dossier,no_equality,2
26940,напильник,lime,file,3
26941,лайм,lime,lime,1
26942,известь,lime,lime,2
26943,известь,chaux,lime,1
26944,известь,chaux,limestone,1
26945,известь,chaux,chalk,1
26946,известь,tilleul,lime,1
26947,необходимый,requis,required,1
26948,необходимый,requis,necessary,1
26949,необходимый,besoin,need,1
26950,необходимый,besoin,necessary,1
26951,необходимый,nécessaire,necessary,5
26952,необходимый,nécessaire,required,2
26953,необходимый,nécessaire,needed,2
26954,необходимый,nécessaire,appropriate,2
26955,необходимый,nécessaire,essential,2
26956,необходимый,nécessaire,requisite,2
26957,необходимый,nécessaire,desired,2
26958,необходимый,nécessaire,sufficient,2
26959,необходимый,nécessaire,adequate,2
26960,необходимый,nécessaire,vital,2
26961,необходимый,faut,necessary,1
26962,необходимый,indispensable,necessary,1
26963,необходимый,indispensable,essential,1
26964,необходимый,indispensable,indispensable,1
26965,необходимый,obligatoire,necessary,1
26966,необходимый,obligatoire,required,1
26967,необходимый,necessaire,necessary,1
26968,необходимый,necessaire,required,1
26969,необходимый,necessaire,needed,1
26970,необходимый,necessaire,essential,1
26971,необходимый,necessaire,requisite,1
26972,необходимый,necessaire,appropriate,1
26973,необходимый,necessaire,adequate,1
26974,необходимый,necessaire,vital,1
26975,необходимый,necessaire,desired,1
26976,необходимый,necessaire,sufficient,1
26977,необходимый,premier,no_equality,1
26978,необходимый,de rigueur,required,1
26979,необходимый,de rigueur,essential,1
26980,требуемый,requis,necessary,3
26981,требуемый,requis,requisite,2
26982,требуемый,nécessaire,necessary,2
26983,требуемый,nécessaire,required,1
26984,требуемый,nécessaire,needed,1
26985,требуемый,nécessaire,requisite,1
26986,требуемый,nécessaire,desired,1
26987,требуемый,recherché,desired,1
26988,обязательный,requis,necessary,2
26989,обязательный,requis,mandatory,2
26990,обязательный,indispensable,indispensable,1
26991,обязательный,obligatoire,binding,1
26992,обязательный,obligatoire,mandatory,1
26993,обязательный,obligatoire,compulsory,1
26994,обязательный,obligatoire,obligatory,1
26995,обязательный,obligatoire,required,1
26996,обязательный,obligatoire,statutory,1
26997,обязательный,obligatoire,necessary,1
26998,обязательный,obligatoire,obligation,1
26999,обязательный,nécessaire,required,1
27000,обязательный,nécessaire,necessary,1
27001,обязательный,incontournable,indispensable,1
27002,обязательный,obligeant,binding,1
27003,обязательный,obligeant,mandatory,1
27004,обязательный,obligeant,obligation,1
27005,обязательный,de commande,no_equality,1
27006,обязательный,automatique,no_equality,1
27007,обязательный,de rigueur,mandatory,1
27008,обязательный,de rigueur,obligatory,1
27009,обязательный,de rigueur,required,1
27010,обязательный,injonctif,no_equality,1
27011,мобилизованный,requis,no_equality,1
27012,мобилизованный,mobilisé,no_equality,1
27013,закрытие,clôture,closing,2
27014,закрытие,clôture,closure,1
27015,закрытие,clôture,close,1
27016,закрытие,clôture,closed,1
27017,закрытие,fermeture,closure,1
27018,закрытие,fermeture,closing,1
27019,закрытие,fermeture,close,1
27020,закрытие,fermeture,closing down,1
27021,закрытие,fermeture,closed,1
27022,закрытие,fermeture,shutdown,1
27023,закрытие,fermeture,shutting,1
27024,закрытие,fermeture,shut down,1
27025,закрытие,obturation,closure,1
27026,закрытие,obturation,closing,1
27027,закрытие,levée,no_equality,1
27028,закрытие,barrage,no_equality,1
27029,закрытие,abri,no_equality,1
27030,закрытие,relevage,no_equality,1
27031,забор,clôture,fence,3
27032,забор,prélèvement,no_equality,1
27033,забор,prise,no_equality,1
27034,забор,reprise,no_equality,1
27035,ограждение,clôture,fence,2
27036,ограждение,clôture,fencing,1
27037,ограждение,clôture,enclosure,1
27038,ограждение,garde-corps,guardrail,1
27039,ограждение,garde-corps,guard rail,1
27040,ограждение,garde-corps,railing,1
27041,ограждение,escrime,fence,1
27042,ограждение,escrime,fencing,1
27043,ограждение,rambarde,guardrail,1
27044,ограждение,rambarde,railing,1
27045,ограждение,garde-fou,guardrail,1
27046,ограждение,garde-fou,guard rail,1
27047,ограждение,garde-fou,railing,1
27048,ограждение,protection,protection,1
27049,ограждение,protection,shielding,1
27050,ограждение,capot,no_equality,1
27051,ограждение,barrage,barrier,1
27052,ограждение,abri,protection,1
27053,ограждение,masque,no_equality,1
27054,стен,clôture,fence,1
27055,монастырская ограда,clôture,no_equality,2
27056,отдание,clôture,no_equality,2
27057,надпись,écrit,writing,1
27058,надпись,inscription,inscription,1
27059,надпись,inscription,writing,1
27060,надпись,inscription,sign,1
27061,надпись,légende,inscription,1
27062,надпись,légende,caption,1
27063,надпись,étiquette,label,1
27064,надпись,libellé,caption,1
27065,надпись,libellé,label,1
27066,надпись,titre,heading,1
27067,надпись,e,no_equality,1
27068,надпись,motif,no_equality,1
27069,написанный,écrit,no_equality,2
27070,написанное,écrit,written,2
27071,написанное,écrit,writing,2
27072,предопределенный,écrit,no_equality,2
27073,предопределенный,prédestiné,no_equality,1
27074,письменное соглашение,écrit,no_equality,2
27075,письменное соглашение,convention écrite,written agreement,1
27076,письменное соглашение,convention écrite,agreement in writing,1
27077,письменный документ,écrit,no_equality,2
27078,письменный экзамен,écrit,written examination,2
27079,письменный экзамен,épreuve écrite,written examination,1
27080,письменный экзамен,épreuve écrite,written test,1
27081,письменный экзамен,épreuve écrite,written exam,1
27082,текст,écrit,script,2
27083,текст,texte,text,1
27084,текст,texte,copy,1
27085,текст,texte,wording,1
27086,текст,texte,draft,1
27087,текст,texte,language,1
27088,текст,texte,script,1
27089,текст,parole,no_equality,1
27090,текст,paroles,lyrics,1
27091,писание,écrit,no_equality,2
27092,писание,écriture,scripture,2
27093,сочинения,écrit,writing,2
27094,письменность,écriture,writing,3
27095,письменность,écriture,script,2
27096,письменность,alphabet,script,1
27097,письменность,alphabet,alphabet,1
27098,писательство,écriture,writing,1
27099,проводка,écriture,no_equality,2
27100,проводка,câblage,wiring,1
27101,проводка,câblage,wire,1
27102,проводка,imputation,posting,1
27103,проводка,fils,wire,1
27104,проводка,passation,no_equality,1
27105,проводка,pilotage,pilotage,1
27106,проводка,canalisation,duct,1
27107,бухгалтерская запись,écriture,entry,2
27108,бухгалтерская запись,écriture comptable,no_equality,1
27109,бухгалтерская запись,inscription comptable,no_equality,1
27110,бухгалтерская запись,enregistrement comptable,no_equality,1
27111,бухгалтерская запись,comptabilisation,accounting,1
27112,бухгалтерская запись,comptabilisation,accountancy,1
27113,бухгалтерская запись,comptabilisation,recording,1
27114,творческий почерк,écriture,writing,2
27115,творческий почерк,écriture,handwriting,2
27116,делопроизводство,écriture,clerical,2
27117,делопроизводство,travail de bureau,office work,1
27118,делопроизводство,paperasserie,paperwork,1
27119,делопроизводство,tenue des dossiers,no_equality,1
27120,делопроизводство,secrétariat,no_equality,1
27121,делопроизводство,écritures,paperwork,1
27122,делопроизводство,écritures,clerical,1
27123,делопроизводство,les écritures,paperwork,1
27124,манера,écriture,style,1
27125,манера,manière,way,1
27126,манера,manière,manner,1
27127,манера,allure,style,1
