,fr,ru,en,vote
4880,tirer,вытягивать,extract,1
4881,tirer,дергать,pull,1
4882,tirer,дергать,yank,1
4883,tirer,сделать,take,1
4884,tirer,сделать,make,1
4885,tirer,подтянуть,no_equality,1
4886,tirer,бить,shoot,1
4887,tirer,бить,kick,1
4888,tirer,делать вывод,draw,1
4889,tirage,тираж,drawing,1
4890,tirage,тираж,circulation,1
4891,tirage,тираж,printing,1
4892,tirage,тираж,edition,1
4893,tirage,тираж,print run,1
4894,tirage,тираж,run,1
4895,tirage,тираж,print-run,1
4896,tirage,розыгрыш,draw,1
4897,tirage,розыгрыш,drawing,1
4898,tirage,заимствование,no_equality,1
4899,tirage,отпечаток,print,1
4900,tirage,отпечаток,impression,1
4901,tirage,тяга,pull,1
4902,tirage,тяга,draught,1
4903,tirage,втяжение,no_equality,1
4904,tirage,натяжение,pulling,1
4905,tirage,натяжение,pull,1
4906,tirage,чек,no_equality,1
4907,tirage,снимок,no_equality,1
4908,tirage,тиражирование,printing,1
4909,tirage,копия,copy,1
4910,tirage,выборка,no_equality,1
4911,tirage,вексель,no_equality,1
4912,tirage,волочение,no_equality,1
4913,tirage,воздухопровод,no_equality,1
4914,ravioli,no_equality,ravioli,1
4915,ravioli,равиоли,ravioli,3
4916,ravioli,пельмень,ravioli,1
4917,sûr,no_equality,course,1
4918,sûr,no_equality,naturally,1
4919,sûr,безопасный,safe,2
4920,sûr,безопасный,secure,1
4921,sûr,безопасный,safety,1
4922,sûr,надёжный,safe,1
4923,sûr,безопасно,safe,1
4924,sûr,уверенный,sure,2
4925,sûr,уверенный,certain,1
4926,sûr,уверенный,confident,1
4927,sûr,уверенный,assured,1
4928,sûr,точно,sure,1
4929,sûr,наверняка,sure,1
4930,sûr,знать,sure,1
4931,sûr,надежный,dependable,1
4932,sûr,верный,sure,1
4933,sûr,верный,right,1
4934,sûr,обязательно,definitely,1
4935,sûr,обязательно,surely,1
4936,sûr,несомненный,no_equality,1
4937,sûr,конечно,right,1
4938,sûr,конечно,definitely,1
4939,sûr,конечно,surely,1
4940,près,почти,near,1
4941,près,почти,nearly,1
4942,près,почти,about,1
4943,près,почти,almost,1
4944,près,близко,near,2
4945,près,близко,close,2
4946,près,близко,nearly,2
4947,près,близко,closely,2
4948,près,близко,nearby,1
4949,près,вблизи,near,1
4950,près,вблизи,close,1
4951,près,вблизи,around,1
4952,près,вблизи,nearby,1
4953,près,вблизи,close to,1
4954,près,близ,near,1
4955,près,около,near,2
4956,près,около,almost,1
4957,près,около,nearly,1
4958,près,около,approximately,1
4959,près,около,roughly,1
4960,près,около,nearby,1
4961,près,возле,near,1
4962,près,примерно,nearly,1
4963,près,примерно,about,1
4964,près,примерно,around,1
4965,près,приблизительно,nearly,1
4966,près,приблизительно,about,1
4967,près,приблизительно,around,1
4968,près,при,about,1
4969,près,при,no_equality,1
4970,près,рядом,near,1
4971,près,рядом,close,1
4972,près,рядом,next,1
4973,près,рядом,nearby,1
4974,environ,почти,about,1
4975,environ,почти,almost,1
4976,environ,примерно,about,2
4977,environ,примерно,approximately,1
4978,environ,примерно,approx,1
4979,environ,примерно,roughly,1
4980,environ,примерно,almost,1
4981,environ,примерно,nearly,1
4982,environ,примерно,around,1
4983,environ,примерно,approximate,1
4984,environ,приблизительно,about,1
4985,environ,порядок,about,1
4986,environ,около,about,2
4987,environ,около,approximately,1
4988,environ,около,approx,1
4989,environ,около,roughly,1
4990,environ,около,almost,1
4991,environ,около,nearly,1
4992,environ,около,around,1
4993,environ,с,no_equality,1
4994,environ,вокруг,about,1
4995,environ,вокруг,around,1
4996,environ,вокруг,round,1
4997,environ,поблизости от,no_equality,1
4998,prendre,принять,take,2
4999,prendre,принять,make,1
5000,prendre,принять,undertake,1
5001,prendre,принять,action,1
5002,prendre,принять,adopt,1
5003,prendre,принять,assumer,1
5004,prendre,принять,accept,1
5005,prendre,принять,receive,1
5006,prendre,взять,take,2
5007,prendre,взять,make,1
5008,prendre,взять,catch,1
5009,prendre,взять,grab,1
5010,prendre,взять,use,1
5011,prendre,взять,pick up,1
5012,prendre,взять,accept,1
5013,prendre,принимать,take,1
5014,prendre,забрать,take,1
5015,prendre,предпринять,take,1
5016,prendre,занять,take,2
5017,prendre,занять,adopt,1
5018,prendre,занять,assumer,1
5019,prendre,брать,take,1
5020,prendre,предпринимать,take,1
5021,prendre,пойти,take,1
5022,prendre,пойти,begin,1
5023,prendre,занимать,take,1
5024,prendre,нести,take,1
5025,prendre,украсть,take,1
5026,prendre,no_equality,taking,1
5027,prendre,приняться,no_equality,1
5028,prendre,надеть,no_equality,1
5029,prendre,поймать,catch,1
5030,prendre,поймать,grab,1
5031,prendre,поймать,capture,1
5032,prendre,идти,take,1
5033,prendre,идти,go,1
5034,prendre,идти,become,1
5035,prendre,требовать,take,1
5036,avoir,взять,take,1
5037,avoir,иметь,take,2
5038,avoir,иметь,have,1
5039,avoir,иметь,be,1
5040,avoir,иметь,haver,1
5041,avoir,иметь,own,1
5042,avoir,иметь,be of value,1
5043,avoir,быть,have,1
5044,avoir,быть,be,1
5045,avoir,получить,have,1
5046,avoir,получить,haver,1
5047,avoir,получить,obtain,1
5048,avoir,есть,have,1
5049,avoir,узнать,hear,1
5050,avoir,оказывать,give,1
5051,avoir,купить,take,1
5052,avoir,приносить,give,1
5053,avoir,достать,obtain,1
5054,avoir,достаться,no_equality,1
5055,avoir,постичь,no_equality,1
5056,avoir,документ,no_equality,1
5057,avoir,кредит,credit,1
5058,avoir,имущество,asset,1
5059,avoir,достояние,asset,1
5060,avoir,глагол,no_equality,1
5061,avoir,дебиторская задолженность,no_equality,1
5062,assez,достаточно,enough,4
5063,assez,достаточно,pretty,2
5064,assez,достаточно,fairly,2
5065,assez,достаточно,very,1
5066,assez,достаточно,quite,1
5067,assez,достаточно,rather,1
5068,assez,достаточно,relatively,1
5069,assez,достаточно,sufficiently,1
5070,assez,достаточно,sufficient,1
5071,assez,достаточно,plenty,1
5072,assez,достаточно,reasonably,1
5073,assez,достаточно,quite enough,1
5074,assez,довольно,enough,2
5075,assez,довольно,quite,3
5076,assez,довольно,pretty,1
5077,assez,довольно,fairly,1
5078,assez,довольно,very,1
5079,assez,хватить,enough,2
5080,assez,настолько,enough,2
5081,assez,слишком,enough,2
5082,assez,слишком,quite,2
5083,assez,слишком,pretty,1
5084,assez,слишком,very,1
5085,assez,так,enough,2
5086,assez,достаточный,enough,2
5087,assez,столько,enough,2
5088,assez,вполне,enough,2
5089,assez,вполне,quite,2
5090,assez,вполне,pretty,1
5091,assez,вполне,fairly,1
5092,assez,уже,enough,2
5093,assez,предостаточно,enough,3
5094,assez,очень,quite,2
5095,assez,очень,pretty,1
5096,assez,очень,very,1
5097,assez,весьма,quite,2
5098,assez,весьма,pretty,1
5099,assez,весьма,fairly,1
5100,assez,весьма,very,1
5101,assez,относительно,fairly,1
5102,assez,совсем,quite,1
5103,assez,совсем,pretty,1
5104,assez,изрядно,quite,1
5105,assez,изрядно,pretty,1
5106,assez,хватит,no_equality,1
5107,assez,будет,no_equality,1
5108,suffisamment,достаточно,enough,3
5109,suffisamment,достаточно,sufficiently,2
5110,suffisamment,достаточно,well,1
5111,suffisamment,достаточно,plenty,1
5112,suffisamment,достаточно,reasonably,1
5113,suffisamment,достаточно,adequate,1
5114,suffisamment,довольно,enough,1
5115,suffisamment,хватить,enough,1
5116,suffisamment,настолько,enough,1
5117,suffisamment,настолько,sufficiently,1
5118,suffisamment,достаточный количество,enough,1
5119,suffisamment,должное образ,sufficiently,1
5120,suffisamment,надлежащий образ,sufficiently,1
5121,suffisamment,no_equality,sufficient,1
5122,suffisamment,no_equality,ample,1
5123,suffisamment,в достаточном количестве,no_equality,1
5124,très,довольно,quite,2
5125,très,довольно,very,1
5126,très,очень,quite,2
5127,très,очень,very,2
5128,très,очень,highly,2
5129,très,очень,really,1
5130,très,очень,great,1
5131,très,очень,extremely,1
5132,très,очень,well,1
5133,très,очень,pretty,1
5134,très,очень,real,1
5135,très,очень,very much,1
5136,très,очень,way,1
5137,très,весьма,quite,1
5138,très,весьма,very,1
5139,très,весьма,highly,1
5140,très,слишком,quite,1
5141,très,слишком,very,1
5142,très,вполне,quite,1
5143,très,крайне,quite,1
5144,très,крайне,very,1
5145,très,крайне,highly,2
5146,très,крайне,extremely,1
5147,très,крайне,much,1
5148,très,крайне,greatly,1
5149,très,крайне,deeply,1
5150,très,сильно,quite,1
5151,très,сильно,very,1
5152,très,сильно,highly,2
5153,très,сильно,really,1
5154,très,сильно,pretty,1
5155,très,сильно,much,1
5156,très,сильно,strong,1
5157,très,сильно,greatly,1
5158,très,сильно,deeply,1
5159,très,совсем,quite,2
5160,très,совсем,very,1
5161,très,совсем,really,1
5162,très,совсем,pretty,1
5163,très,совершенно,quite,1
5164,très,совершенно,very,1
5165,très,самое,quite,1
5166,très,чрезвычайно,very,1
5167,très,чрезвычайно,highly,1
5168,très,далеко,far,1
5169,très,значительно,far,1
5170,très,особенно,especially,1
5171,très,адски,no_equality,1
5172,beaucoup,довольно,quite,1
5173,beaucoup,немало,quite,1
5174,beaucoup,немало,much,1
5175,beaucoup,гораздо,far,2
5176,beaucoup,гораздо,much,2
5177,beaucoup,гораздо,greatly,2
5178,beaucoup,гораздо,a lot,1
5179,beaucoup,гораздо,significantly,1
5180,beaucoup,гораздо,considerably,1
5181,beaucoup,гораздо,vastly,1
5182,beaucoup,значительно,far,2
5183,beaucoup,значительно,much,2
5184,beaucoup,значительно,greatly,2
5185,beaucoup,значительно,considerable,1
5186,beaucoup,значительно,significant,1
5187,beaucoup,значительно,significantly,1
5188,beaucoup,значительно,considerably,1
5189,beaucoup,значительно,vastly,1
5190,beaucoup,много,many,2
5191,beaucoup,много,much,1
5192,beaucoup,много,considerable,1
5193,beaucoup,много,plenty of,1
5194,beaucoup,много,great deal,1
5195,beaucoup,много,a whole lot,1
5196,beaucoup,много,a lot of,1
5197,beaucoup,множество,many,1
5198,beaucoup,куча,lot,1
5199,beaucoup,большой количество,lot,1
5200,beaucoup,многий,lot,1
5201,beaucoup,намного,much,1
5202,beaucoup,намного,greatly,1
5203,beaucoup,очень,much,1
5204,beaucoup,очень,greatly,1
5205,beaucoup,часто,much,1
5206,beaucoup,большой,much,1
5207,beaucoup,значительный,much,1
5208,beaucoup,очень много,much,1
5209,beaucoup,весьма,much,1
5210,beaucoup,весьма,greatly,1
5211,beaucoup,многие,plenty of,1
5212,beaucoup,многое,great deal,1
5213,beaucoup,помногу,no_equality,1
5214,relativement,довольно,quite,1
5215,relativement,довольно,relatively,1
5216,relativement,относительно,relatively,2
5217,relativement,относительно,in respect of,1
5218,relativement,относительно,fairly,1
5219,relativement,относительно,comparatively,1
5220,relativement,относительно,rather,1
5221,relativement,относительно,reasonably,1
5222,relativement,сравнительно,relatively,1
5223,relativement,весьма,relatively,1
5224,relativement,относительный,relatively,1
5225,relativement,no_equality,in respect,1
5226,peu,довольно,quite,1
5227,peu,мало,little,1
5228,peu,мало,low,1
5229,peu,мало,short,1
5230,peu,слегка,little,1
5231,peu,несколько,little,1
5232,peu,слишком,little,1
5233,peu,чуть,little,1
5234,peu,почти,little,1
5235,peu,немножко,little,1
5236,peu,немножко,bit,1
5237,peu,немного,bit,1
5238,peu,немного,kind of,1
5239,peu,немного,slightly,1
5240,peu,немного,just,1
5241,peu,немного,not much,1
5242,peu,немного,a little,1
5243,peu,понемногу,gradually,1
5244,peu,малое,no_equality,1
5245,extrêmement,очень,very,1
5246,extrêmement,очень,extremely,1
5247,extrêmement,весьма,very,1
5248,extrêmement,весьма,extremely,1
5249,extrêmement,чрезвычайно,very,1
5250,extrêmement,чрезвычайно,extremely,1
5251,extrêmement,чрезвычайно,hugely,1
5252,extrêmement,чрезвычайно,tremendously,1
5253,extrêmement,крайне,very,1
5254,extrêmement,крайне,extremely,2
5255,extrêmement,крайне,highly,1
5256,extrêmement,крайне,deeply,1
5257,extrêmement,крайне,exceptionally,1
5258,extrêmement,крайне,severely,1
5259,extrêmement,крайне,grossly,1
5260,extrêmement,исключительно,extremely,1
5261,extrêmement,невероятно,extremely,1
5262,extrêmement,особо,extremely,1
5263,extrêmement,особо,extra,1
5264,extrêmement,особенно,extremely,1
5265,extrêmement,необычайно,extremely,1
5266,extrêmement,крайний,extremely,1
5267,extrêmement,долго,no_equality,1
5268,extrêmement,до крайности,no_equality,1
5269,extrêmement,потрясающе,great,1
5270,extrêmement,потрясающе,incredibly,1
5271,extrêmement,убийственно,no_equality,1
5272,gel,гель,gel,2
5273,gel,замораживание,freeze,4
5274,gel,замораживание,freezing,1
5275,gel,замораживание,frozen,1
5276,gel,блокирование,freeze,2
5277,gel,мораторий,freeze,2
5278,gel,заморозка,freeze,1
5279,gel,no_equality,frost,1
5280,gel,мороз,frost,1
5281,geler,заморозить,freeze,3
5282,geler,заморозить,ice,1
5283,geler,замораживать,freeze,3
5284,geler,блокировать,freeze,3
5285,geler,блокировать,block,1
5286,geler,замёрзнуть,freeze,1
5287,geler,заблокировать,freeze,1
5288,geler,замерзать,freeze,3
5289,geler,вмерзнуть,freeze,1
5290,geler,no_equality,frozen,1
5291,geler,no_equality,freezing,1
5292,geler,no_equality,freeze over,1
5293,geler,промерзнуть,no_equality,1
5294,geler,превращаться в лед,ice,1
5295,geler,перемерзнуть,no_equality,1
5296,geler,обмерзнуть,no_equality,1
5297,geler,подмерзнуть,no_equality,1
5298,geler,смерзаться,no_equality,1
5299,geler,леденить,no_equality,1
5300,geler,прерывать,no_equality,1
5301,froid,мороз,freeze,1
5302,froid,холодный,cold,2
5303,froid,холодный,chilly,2
5304,froid,холодный,cool,1
5305,froid,холодный,chilled,1
5306,froid,холод,cold,2
5307,froid,холод,chill,2
5308,froid,холод,freezing,1
5309,froid,холод,coldness,1
5310,froid,замёрзлый,cold,1
5311,froid,замёрзнуть,cold,1
5312,froid,остылый,cold,1
5313,froid,холодн,no_equality,1
5314,froid,охлаждение,cool,1
5315,froid,охлаждение,refrigeration,1
5316,froid,охлаждение,cooling,1
5317,froid,замерзший,frozen,1
5318,froid,студеный,no_equality,1
5319,froid,натянутый,stiff,1
5320,réalisation,достижение,achievement,2
5321,réalisation,достижение,realization,2
5322,réalisation,достижение,implementation,2
5323,réalisation,достижение,achieving,1
5324,réalisation,достижение,attainment,1
5325,réalisation,достижение,meeting,1
5326,réalisation,достижение,accomplishment,1
5327,réalisation,осуществление,achievement,1
5328,réalisation,осуществление,realization,1
5329,réalisation,осуществление,implementation,1
5330,réalisation,осуществление,conduct,1
5331,réalisation,осуществление,exercise,1
5332,réalisation,реализация,achievement,1
5333,réalisation,реализация,realization,2
5334,réalisation,реализация,implementation,2
5335,réalisation,реализация,achieving,1
5336,réalisation,реализация,realisation,1
5337,réalisation,реализация,implementing,1
5338,réalisation,реализация,project,1
5339,réalisation,выполнение,achievement,1
5340,réalisation,выполнение,realization,1
5341,réalisation,выполнение,implementation,1
5342,réalisation,выполнение,fulfillment,1
5343,réalisation,выполнение,meeting,1
5344,réalisation,обеспечение,achievement,1
5345,réalisation,проведение,realization,1
5346,réalisation,проведение,implementation,1
5347,réalisation,проведение,conduct,1
5348,réalisation,соблюдение,implementation,1
5349,réalisation,претворение в жизнь,implementation,1
5350,réalisation,претворение в жизнь,implementing,1
5351,réalisation,постановка,production,1
5352,réalisation,объект,project,1
5353,réalisation,продажа,no_equality,1
5354,réalisation,произведение,no_equality,1
5355,réalisation,строительный объект,no_equality,1
5356,alarme,сигнализация,alarm,3
5357,alarme,тревога,alarm,4
5358,alarme,тревога,alert,1
5359,alarme,тревога,bell,1
5360,alarme,тревога,concern,1
5361,alarme,сигнал тревога,alarm,2
5362,alarme,напоминание,alarm,2
5363,alarme,будильник,alarm,3
5364,alarme,сирена,alarm,1
5365,alarme,сигнал тревоги,alarm,1
5366,alarme,боевая тревога,no_equality,1
5367,alarme,переполох,alarm,1
5368,réveil,будильник,alarm,1
5369,réveil,будильник,alarm clock,1
5370,réveil,будильник,wake-up call,1
5371,réveil,пробуждение,awakening,2
5372,réveil,пробуждение,waking,1
5373,réveil,пробуждение,wake-up call,1
5374,réveil,пробуждение,wakeup,1
5375,réveil,пробуждение,reawakening,1
5376,réveil,пробуждение,waking up,1
5377,alarmer,no_equality,alarm,1
5378,alarmer,no_equality,alarmed,1
5379,alarmer,пугать,alarm,2
5380,alarmer,пугать,scare,1
5381,alarmer,тревожить,alarm,1
5382,alarmer,встревожить,alarm,2
5383,alarmer,потревожить,no_equality,1
5384,alarmer,переполошить,alarm,1
5385,alarmer,поднять по тревоге,no_equality,1
5386,alarmer,всполошить,no_equality,1
5387,inquiéter,встревожить,alarm,1
5388,inquiéter,волноваться,worry,1
5389,inquiéter,волноваться,fret,1
5390,inquiéter,беспокоиться,worry,1
5391,inquiéter,беспокоиться,fret,1
5392,inquiéter,переживать,worry,1
5393,inquiéter,беспокоить,worry,1
5394,inquiéter,беспокоить,worry about,1
5395,inquiéter,беспокоить,concerned about,1
5396,inquiéter,волновать,worry,1
5397,inquiéter,волновать,worry about,1
5398,inquiéter,волновать,concerned about,1
5399,inquiéter,тревожить,worry,1
5400,inquiéter,тревожить,alarm,1
5401,inquiéter,тревожить,bother,1
5402,voire,даже,even,4
5403,voire,даже,indeed,1
5404,voire,даже,nay,1
5405,voire,вообще,even,2
5406,encore,даже,even,1
5407,encore,гораздо,far,1
5408,encore,ещё,yet,1
5409,encore,ещё,still,1
5410,encore,до сей пора,yet,1
5411,encore,до сей пора,still,1
5412,encore,пока ещё,yet,1
5413,encore,пока ещё,still,1
5414,encore,хотя,yet,1
5415,encore,весь ещё,yet,1
5416,encore,весь ещё,still,1
5417,encore,по-прежнему,still,1
5418,encore,весь равно,still,1
5419,encore,еще,else,1
5420,encore,еще,yet,1
5421,encore,еще,even,1
5422,encore,еще,further,1
5423,encore,еще,just,1
5424,encore,еще,a few,1
5425,encore,опять,still,1
5426,encore,опять,again,1
5427,encore,опять,just,1
5428,encore,опять,another,1
5429,encore,опять,now,1
5430,encore,также,again,1
5431,encore,также,further,1
5432,encore,также,another,1
5433,encore,кроме того,further,1
5434,y compris,даже,even,1
5435,y compris,включительно,inclusif,1
5436,voire même,даже,even,1
5437,égal,ровный,even,2
5438,égal,равный,equal,2
5439,égal,равный,same,1
5440,égal,равный,even,1
5441,égal,равный,equivalent,1
5442,égal,равный,peer-to-peer,1
5443,égal,равноправный,equal,1
5444,égal,одинаковый,equal,1
5445,égal,равномерный,even,1
5446,égal,беспристрастный,no_equality,1
5447,égal,безразличный,no_equality,1
5448,pair,четный,even,2
5449,pair,no_equality,pair,1
5450,pair,четное число,no_equality,1
5451,pair,пэр,peer,1
5452,pair,номинал,no_equality,1
5453,pair,паритет,par,1
5454,pair,чет,no_equality,1
5455,indemnité,компенсация,compensation,2
5456,indemnité,компенсация,indemnity,1
5457,indemnité,компенсация,award,1
5458,indemnité,компенсация,damage,1
5459,indemnité,компенсация,indemnification,1
5460,indemnité,возмещение,compensation,1
5461,indemnité,выплата,compensation,1
5462,indemnité,выплата,allowance,1
5463,indemnité,пособие,allowance,2
5464,indemnité,пособие,benefit,2
5465,indemnité,пособие,indemnity,1
5466,indemnité,пособие,grant,1
5467,indemnité,пособие,payment,1
5468,indemnité,пособие,entitlement,1
5469,indemnité,надбавка,allowance,1
5470,indemnité,оклад,salary,1
5471,indemnité,страховое возмещение,no_equality,1
5472,indemnité,оплата расходов,payment,1
5473,indemnité,оплата расходов,fee,1
5474,indemnité,страховка,no_equality,1
5475,indemnité,отступные,severance,1
5476,indemnité,жалованье,salary,1
5477,allocation,пособие,allowance,2
5478,allocation,пособие,benefit,2
5479,allocation,пособие,grant,1
5480,allocation,пособие,stipend,1
5481,allocation,пособие,payment,1
5482,allocation,пособие,entitlement,1
5483,allocation,пособие,dole,1
5484,allocation,надбавка,allowance,1
5485,allocation,распределение,allocation,2
5486,allocation,распределение,allotment,1
5487,allocation,распределение,assignment,1
5488,allocation,распределение,allocating,1
5489,allocation,распределение,allocated,1
5490,allocation,распределение,disbursement,1
5491,allocation,выделение,allocation,1
5492,allocation,ассигнование,allocation,2
5493,allocation,ассигнование,provision,1
5494,allocation,ассигнование,appropriation,1
5495,allocation,ассигнование,allocating,1
5496,allocation,субсидия,grant,1
5497,allocation,субсидия,subsidy,1
5498,allocation,предоставление,grant,1
5499,allocation,предоставление,provision,1
5500,allocation,предоставление,granting,1
5501,allocation,отпуск,entitlement,1
5502,allocation,наделение,granting,1
5503,banlieue,пригород,suburb,2
5504,banlieue,пригород,countryside,2
5505,banlieue,пригород,outskirts,1
5506,banlieue,пригород,suburbia,1
5507,banlieue,no_equality,suburban,1
5508,banlieue,пригородный район,suburban,1
5509,banlieue,пригородный район,commuter,1
5510,banlieue,пригородный район,neighborhood,1
5511,banlieue,пригородный район,neighbourhood,1
5512,banlieue,пассажирский поезд,no_equality,1
5513,Beaver,бивер,beaver,2
5514,Beaver,бобёр,beaver,1
5515,Beaver,бобр,beaver,1
5516,Beaver,бобрик,beaver,1
5517,castor,бобёр,beaver,1
5518,castor,бобр,beaver,2
5519,castor,бобер,beaver,1
5520,castor,бобер,beav,1
5521,castor,бобровый мех,beaver,1
5522,beaver,Бобрик,beaver,1
5523,beaver,Бивер,beaver,1
5524,soirée,вечер,evening,2
5525,soirée,вечер,night,1
5526,soirée,вечер,party,1
5527,soirée,вечер,tonight,1
5528,soirée,вечер,event,1
5529,soirée,вечер,soiree,1
5530,soirée,вечер,dinner,1
5531,soirée,вечер,gala,1
5532,soirée,вечер,homecoming,1
5533,soirée,ужин,evening,1
5534,soirée,танцевальный вечер,dance,1
5535,soirée,вечернее время,evening,1
5536,avantage,преимущество,benefit,4
5537,avantage,преимущество,advantage,1
5538,avantage,преимущество,upper hand,1
5539,avantage,преимущество,virtue,1
5540,avantage,преимущество,head start,1
5541,avantage,преимущество,edge,1
5542,avantage,преимущество,gain,1
5543,avantage,преимущество,odds,1
5544,avantage,преимущество,vantage,1
5545,avantage,выгода,benefit,3
5546,avantage,польза,benefit,2
5547,avantage,льгота,benefit,1
5548,avantage,плюс,upside,1
5549,avantage,эффект,benefit,1
5550,avantage,выгодность,no_equality,1
5551,avantage,больше,no_equality,1
5552,avantage,достоверный,no_equality,1
5553,bénéfice,выгода,benefit,1
5554,bénéfice,выгода,profit,1
5555,bénéfice,прибыль,benefit,2
5556,bénéfice,прибыль,profit,2
5557,bénéfice,прибыль,income,1
5558,bénéfice,прибыль,earnings,1
5559,bénéfice,прибыль,gain,1
5560,bénéfice,прибыль,return,1
5561,bénéfice,прибыль,proceeds,1
5562,bénéfice,прибыть,profit,1
5563,bénéfice,преимущество,benefit,1
5564,bénéfice,преимущество,advantage,1
5565,bénéfice,преимущество,gain,1
5566,bénéfice,льготы,benefit,1
5567,bénéfice,льготы,entitlement,1
5568,bénéfice,поступления,income,1
5569,bénéfice,поступления,earnings,1
5570,bénéfice,поступления,proceeds,1
5571,bénéfice,пользование,enjoyment,1
5572,profit,выгода,benefit,1
5573,profit,выгода,profit,1
5574,profit,прибыль,benefit,2
5575,profit,прибыль,profit,2
5576,profit,прибыль,gain,1
5577,profit,прибыль,profitability,1
5578,profit,прибыть,profit,1
5579,profit,доход,profit,1
5580,profit,получение прибыли,profit,1
5581,profit,получение прибыли,profitability,1
5582,profit,нажива,profit,1
5583,profit,прок,use,1
5584,profit,доход прибыль,profit,1
5585,profit,доход прибыль,gain,1
5586,profit,пожива,no_equality,1
5587,profit,получать доход,no_equality,1
5588,intérêt,выгода,benefit,2
5589,intérêt,выгода,interest,1
5590,intérêt,выгода,advantage,1
5591,intérêt,благо,benefit,1
5592,intérêt,интерес,interest,2
5593,intérêt,интерес,concern,1
5594,intérêt,интерес,relevance,1
5595,intérêt,интерес,attention,1
5596,intérêt,интерес,stake,1
5597,intérêt,интерес,interested,1
5598,intérêt,интерес,relevant,1
5599,intérêt,интерес,curiosity,1
5600,intérêt,заинтересованность,interest,2
5601,intérêt,заинтересованность,concern,1
5602,intérêt,заинтересованность,stake,1
5603,intérêt,заинтересованность,incentive,1
5604,intérêt,заинтересованность,interested,1
5605,intérêt,внимание,interest,1
5606,intérêt,процент,interest,2
5607,intérêt,смысл,point,1
5608,intérêt,процентная ставка,no_equality,1
5609,intérêt,процентный доход,no_equality,1
5610,intérêt,ссудный процент,no_equality,1
5611,intérêt,целесообразность,value,1
5612,intérêt,целесообразность,relevance,1
5613,intérêt,занимательность,no_equality,1
5614,prestation,пособие,benefit,3
5615,prestation,пособие,allowance,1
5616,prestation,пособие,entitlement,1
5617,prestation,выплаты,benefit,1
5618,prestation,выплаты,allowance,1
5619,prestation,выплаты,entitlement,1
5620,prestation,поставки,delivery,1
5621,prestation,поставки,provision,1
5622,prestation,поставки,supply,1
5623,prestation,отделка,no_equality,1
5624,prestation,выступление,performance,1
5625,prestation,обложение,no_equality,1
5626,prestation,спортивное достижение,no_equality,1
5627,prestation,довольствие,allowance,1
5628,prestation,повинность,no_equality,1
5629,bénéficier,пользоваться,benefit,3
5630,bénéficier,пользоваться,receive,1
5631,bénéficier,пользоваться,enjoy,1
5632,bénéficier,пользоваться,take advantage,1
5633,bénéficier,пользоваться,obtain,1
5634,bénéficier,пользоваться,use,1
5635,bénéficier,воспользоваться,benefit,2
5636,bénéficier,получать,benefit,2
5637,bénéficier,получить,benefit,2
5638,bénéficier,приносить польза,benefit,1
5639,bénéficier,приносить пользу,benefit,1
5640,bénéficier,извлекать пользу,no_equality,1
5641,bénéficier,пользоваться правом,no_equality,1
5642,bénéficier,получать прибыль,no_equality,1
5643,pourboire,чаевой,tip,1
5644,pourboire,чаевые,tip,2
5645,pourboire,чаевые,tipper,1
5646,pourboire,на чай,tip,1
5647,bout,кончик,tip,3
5648,bout,кончик,fingertip,1
5649,bout,наконечник,tip,1
5650,bout,конец,end,2
5651,bout,обрывок,scrap,1
5652,bout,обрывок,piece,1
5653,bout,край,side,1
5654,bout,край,edge,1
5655,bout,обрезок,scrap,1
5656,bout,отрезок,piece,1
5657,bout,отрезок,stretch,1
5658,bout,пенис,no_equality,1
5659,bout,ветвь,no_equality,1
5660,conseil,совет,tip,2
5661,conseil,совет,advice,2
5662,conseil,Совет,tip,1
5663,conseil,Совет,advice,1
5664,conseil,рекомендация,advice,3
5665,conseil,рекомендация,counseling,1
5666,conseil,консультация,advice,2
5667,conseil,консультирование,advice,2
5668,conseil,консультативная помощь,advice,1
5669,conseil,наставление,advice,1
5670,conseil,консалтинг,consulting,1
5671,conseil,консалтинг,consultancy,1
5672,conseil,консультант,counsel,1
5673,conseil,консультант,consultancy,1
5674,conseil,поверенный,counsel,1
5675,pointe,верхушка,tip,2
5676,pointe,верхушка,top,1
5677,pointe,кончик,tip,1
5678,pointe,пик,spike,1
5679,pointe,пик,peak,1
5680,pointe,оконечность,no_equality,1
5681,pointe,шип,spike,1
5682,pointe,шип,pin,1
5683,pointe,указатель,no_equality,1
5684,pointe,острый конец,no_equality,1
5685,pointe,шпиль,spike,1
5686,pointe,клин,no_equality,1
5687,pointe,гравировальная игла,no_equality,1
5688,sommet,вершинка,tip,1
5689,sommet,саммит,summit,2
5690,sommet,встреча на высокий уровень,summit,1
5691,sommet,вершина,summit,2
5692,sommet,вершина,top,1
5693,sommet,вершина,peak,1
5694,sommet,вершина,apex,1
5695,sommet,вершина,vertex,1
5696,sommet,вершина,mountaintop,1
5697,sommet,вершина,hilltop,1
5698,sommet,максимум,peak,1
5699,sommet,совещание,summit,1
5700,sommet,узловая точка,no_equality,1
5701,sommet,предел,no_equality,1
5702,sommet,свод,no_equality,1
5703,sommet,кровля,no_equality,1
5704,donner un pourboire,давать чаевые,tip,1
5705,débutant,новичок,beginner,4
5706,débutant,новичок,rookie,1
5707,débutant,новичок,newbie,1
