,en,ru,fr,votes
5479,indicate,означать,désigner,1
5480,engineering,инженерный,génie,1
5481,engineering,инженер,ingénieur,1
5482,engineering,инжиниринг,ingénieur,1
5483,engineering,инженерное дело,génie,1
5484,genius,гений,génie,2
5485,genius,гениальность,génie,1
5486,genius,умник,génie,1
5487,genius,гениальный,génie,1
5488,genius,талант,génie,1
5489,childhood,детство,enfance,4
5490,childhood,детский,enfance,2
5491,childhood,детский,no_equality,1
5492,childhood,ребёнок,enfance,2
5493,childhood,детский возраст,enfance,2
5494,secret,секрет,secret,4
5495,secret,тайна,secret,2
5496,secret,тайный,secret,4
5497,secret,секретный,secret,2
5498,secret,потайной,no_equality,1
5499,secret,скрытный,secret,1
5500,secret,негласный,no_equality,1
5501,secret,закулисный,no_equality,1
5502,secret,конспиративный,secret,1
5503,secret,засекреченный,secret,2
5504,secret,скрытый,caché,3
5505,secret,закрытый,no_equality,1
5506,secret,затаенный,no_equality,1
5507,secret,тайно,no_equality,1
5508,secret,в секрете,secret,1
5509,secret,секретность,secret,2
5510,secret,засекретить,secret,1
5511,advice,совет,conseil,2
5512,advice,совет,conseiller,1
5513,advice,совет,consultation,1
5514,advice,рекомендация,conseil,3
5515,advice,рекомендация,avis,1
5516,advice,консультация,conseil,2
5517,advice,консультация,consultation,2
5518,advice,консультация,Conseil,1
5519,advice,консультирование,conseil,2
5520,advice,консультирование,conseiller,1
5521,advice,Совет,conseil,1
5522,advice,Совет,avis,1
5523,advice,Совет,conseiller,2
5524,advice,Совет,conseille,1
5525,advice,Совет,Conseil,1
5526,advice,уведомление,avis,1
5527,advice,авизо,no_equality,1
5528,advice,консультативная помощь,conseil,1
5529,advice,информация,no_equality,1
5530,advice,консультативное заключение,no_equality,1
5531,advice,наставление,conseil,1
5532,advice,консультационный,no_equality,1
5533,advice,мнение,avis,1
5534,prior,прежде чем,avant,1
5535,prior,ранее,avant,1
5536,prior,ранее,auparavant,1
5537,prior,ранее,précédemment,1
5538,prior,предыдущий,précédent,1
5539,prior,предшествующий,précédent,1
5540,prior to,прежде чем,avant,1
5541,prior to,перед,avant,1
5542,prior to,ранее,avant,1
5543,after,после,après,2
5544,after,после,plus tard,1
5545,after,спустя,après,2
5546,after,поздний,après,1
5547,after,поздний,ensuite,1
5548,after,вслед за,après,2
5549,after,через,après,2
5550,after,после тот как,après,1
5551,after,впоследствии,ultérieurement,1
5552,after,позже,plus tard,1
5553,after,позже,après,1
5554,after,позже,ensuite,1
5555,after,потом,plus tard,1
5556,after,позади,derrière,1
5557,after,позади,après,1
5558,after,за,derrière,1
5559,after,затем,après,1
5560,after,затем,ensuite,1
5561,after,затем,puis,1
5562,afterwards,после,après,3
5563,afterwards,после,ensuite,1
5564,afterwards,после,plus tard,1
5565,afterwards,потом,après,2
5566,afterwards,потом,ensuite,1
5567,afterwards,потом,plus tard,2
5568,afterwards,спустя,après,2
5569,afterwards,поздний,après,1
5570,afterwards,поздний,ensuite,2
5571,afterwards,впоследствии,après,2
5572,afterwards,впоследствии,ensuite,3
5573,afterwards,впоследствии,par la suite,1
5574,afterwards,впоследствии,puis,1
5575,afterwards,впоследствии,plus tard,1
5576,afterwards,впоследствии,ultérieurement,2
5577,afterwards,после этого,ensuite,1
5578,afterwards,после этого,puis,1
5579,afterwards,дальнейший,ensuite,1
5580,afterwards,последующий,ensuite,1
5581,afterwards,позже,plus tard,1
5582,afterwards,позже,après,1
5583,afterwards,позже,ensuite,1
5584,afterwards,затем,après,1
5585,afterwards,затем,ensuite,1
5586,afterwards,затем,puis,1
5587,particular,no_equality,notamment,1
5588,particular,особо,spécifiquement,1
5589,in particular,особенно,notamment,1
5590,in particular,особенно,particulièrement,1
5591,in particular,особенно,en particulier,1
5592,in particular,например,notamment,1
5593,in particular,прежде всего,notamment,1
5594,in particular,а именно,notamment,1
5595,in particular,особо,notamment,1
5596,in particular,включая,notamment,1
5597,in particular,в частности,notamment,1
5598,in particular,в частности,en particulier,1
5599,such as,например,notamment,1
5600,such as,а именно,notamment,1
5601,inter alia,например,notamment,1
5602,inter alia,включая,notamment,1
5603,inter alia,среди прочее,notamment,1
5604,inter alia,в частности,notamment,1
5605,fireplace,камин,cheminée,2
5606,fireplace,очаг,feu,1
5607,open fireplace,no_equality,cheminée,1
5608,publication,публикация,publication,2
5609,publication,опубликование,publication,2
5610,publication,издание,publication,1
5611,publication,выпуск,publication,2
5612,publication,издательский,publication,1
5613,publication,опубликовать,publication,1
5614,publication,обнародование,publication,1
5615,publish,no_equality,publication,1
5616,publish,опубликовать,publier,2
5617,publish,публиковать,publier,1
5618,publish,издать,publier,1
5619,publish,издавать,publier,1
5620,publish,выпускать,publier,1
5621,publish,напечатать,publier,1
5622,publish,обнародовать,publier,1
5623,publish,обнародовать,diffuser,1
5624,publish,размещать,publier,1
5625,publish,выпускать в свет,publier,1
5626,fracture,перелом,fracture,2
5627,fracture,перелом,rupture,1
5628,fracture,трещина,fracture,1
5629,hollow,no_equality,creux,1
5630,hollow,пустой,vide,1
5631,hollow,пустой,creux,1
5632,hollow,полый,vide,1
5633,hollow,пустотелый,creux,1
5634,hollow,дупло,creux,1
5635,hollow,впадина,creux,1
5636,hollow,выбоина,creux,1
5637,hollow,пустой промежуток,creux,1
5638,trough,no_equality,creux,1
5639,review,рассмотрение,examen,2
5640,review,обзор,examen,2
5641,review,обзор,étude,1
5642,review,изучение,examen,1
5643,review,анализ,examen,1
5644,review,пересмотр,examen,1
5645,review,проверка,examen,1
5646,review,оценка,examen,1
5647,review,обследование,examen,1
5648,examination,рассмотрение,examen,4
5649,examination,рассмотрение,étude,1
5650,examination,рассмотрение,examiné,1
5651,examination,изучение,examen,3
5652,examination,изучение,étude,1
5653,examination,анализ,examen,2
5654,examination,экзамен,examen,4
5655,examination,экзамен,concours,1
5656,examination,экзамен,test,1
5657,examination,проверка,examen,2
5658,examination,осмотр,examen,2
5659,examination,обследование,examen,4
5660,examination,обследование,étude,1
5661,examination,освидетельствование,examen,2
5662,examination,освидетельствование,expertise,1
5663,examination,экспертиза,no_equality,1
5664,examination,экспертиза,expertise,1
5665,examination,экспертиза,examen,1
5666,examination,допрос,interrogatoire,2
5667,examination,допрос,interrogation,1
5668,examination,разбирательство,no_equality,1
5669,examination,ознакомление,no_equality,1
5670,examination,проведение экспертизы,examen,1
5671,examination,проведение экзаменов,examen,1
5672,examination,экзаменационная сессия,no_equality,1
5673,examination,экзаменационный,no_equality,1
5674,examination,смотровой,no_equality,1
5675,examination,досмотровый,no_equality,1
5676,examination,тест,test,1
5677,examination,исследование,étude,1
5678,exam,экзамен,examen,3
5679,exam,экзамен,concours,1
5680,exam,экзамен,test,1
5681,exam,осмотр,examen,2
5682,exam,обследование,examen,2
5683,exam,испытание,test,1
5684,exam,экзаменационный,no_equality,1
5685,exam,тест,examen,1
5686,trip,поездка,voyage,2
5687,trip,поездка,trajet,1
5688,trip,путешествие,voyage,1
5689,trip,путешествие,périple,1
5690,trip,путь,voyage,1
5691,trip,дорога,voyage,1
5692,trip,рейс,voyage,1
5693,trip,полёт,voyage,1
5694,trip,визит,voyage,1
5695,trip,путешествовать,voyager,1
5696,trip,уехать,voyager,1
5697,trip,проезд,voyage,1
5698,model,модель,modèle,2
5699,model,образец,modèle,1
5700,model,пример,modèle,1
5701,model,схема,modèle,1
5702,model,типовой,modèle,1
5703,model,образцовый,modèle,2
5704,model,натурщица,modèle,1
5705,model,модельный,modèle,1
5706,pair,no_equality,pair,1
5707,imperative,императив,impératif,2
5708,imperative,настоятельный необходимость,impératif,1
5709,imperative,императивный,impératif,1
5710,necessity,необходимость,impératif,1
5711,necessity,необходимость,nécessaire,1
5712,necessity,потребность,besoin,1
5713,necessity,потребности,besoin,1
5714,fact,тот,fait,2
5715,fact,факт,fait,4
5716,fact,факт,réalité,3
5717,fact,факт,satisfaction,1
5718,fact,дело,fait,3
5719,fact,реальность,réalité,2
5720,fact,сущность,no_equality,1
5721,fact,то,fait,1
5722,good,хороший,bon,2
5723,good,хороший,bien,2
5724,good,отличный,bon,1
5725,good,добрый,bon,2
5726,good,приятно,bon,1
5727,good,отлично,bon,1
5728,good,хорошо,bien,2
5729,good,добро,bien,2
5730,good,очень,bien,2
5731,good,очень,super,1
5732,good,очень,fort,1
5733,good,хорошенько,bien,2
5734,good,благо,bien,2
5735,good,товар,bien,2
5736,good,лучшее,mieux,1
5737,good,лучше,mieux,1
5738,good,лучше,meilleur,1
5739,good,правильный,correct,1
5740,good,надлежащий,correct,1
5741,good,нормальный,correct,1
5742,good,прекрасное,beau,1
5743,good,лучший,meilleur,1
5744,good,хорошее,bon,1
5745,good,доброе,bon,1
5746,good,вкусный,bon,1
5747,good,супер,super,1
5748,good,круто,super,1
5749,good,классный,super,1
5750,door,дверь,porte,2
5751,door,ворот,porte,1
5752,door,порог,porte,1
5753,door,ворота,porte,1
5754,door,вход,porte,2
5755,door,вход,entrée,1
5756,door,выход,porte,1
5757,door,путь,porte,1
5758,door,врата,porte,1
5759,front door,no_equality,porte,1
5760,worn,носить,porté,1
5761,worn,надеть,porté,1
5762,pneumatic,no_equality,pneumatique,1
5763,pneumatic,пневматический,pneumatique,1
5764,pneumatic,пневматика,pneumatique,1
5765,pneumatic,пневматическое устройство,pneumatique,1
5766,pneumatic,пневматическая часть,pneumatique,1
5767,machine,машина,machine,3
5768,machine,аппарат,machine,1
5769,machine,устройство,machine,3
5770,machine,машинка,machine,1
5771,machine,автомат,machine,1
5772,machine,механизм,machine,1
5773,machine,компьютер,machine,3
5774,machine,станок,machine,1
5775,machine,прибор,machine,1
5776,machine,оборудование,machine,1
5777,machine,техника,machine,2
5778,computer,компьютер,machine,3
5779,engineered,no_equality,machiné,1
5780,ketchup,кетчуп,ketchup,4
5781,ultimate,окончательный,final,2
5782,ultimate,окончательный,définitif,1
5783,ultimate,конечный,final,1
5784,ultimate,конечный,ultime,2
5785,ultimate,главный,ultime,1
5786,ultimate,высокий,ultime,1
5787,ultimate,высший,ultime,1
5788,engage,участвовать,engager,1
5789,engage,проводить,engager,1
5790,engage,привлекать,engager,1
5791,engage,затрагивать,entamer,1
5792,engage,нанять,engager,1
5793,engage,привлечь,engager,1
5794,committed,no_equality,engager,1
5795,undertake,провести,engager,1
5796,undertake,провести,entreprendre,1
5797,undertake,проводить,engager,1
5798,undertake,проводить,entreprendre,1
5799,undertake,принимать,engager,1
5800,undertake,предпринять,entreprendre,2
5801,undertake,предпринять,entamer,1
5802,undertake,осуществлять,entreprendre,1
5803,undertake,осуществить,entreprendre,1
5804,undertake,предпринимать,entreprendre,1
5805,undertake,принять,entreprendre,1
5806,undertake,принять,prendre,1
5807,undertake,заниматься,entreprendre,1
5808,undertake,заняться,entreprendre,1
5809,undertake,проведение,entreprendre,1
5810,undertake,осуществление,entreprendre,1
5811,undertake,совершить,engager,1
5812,commit,no_equality,engager,1
5813,commit,совершить,engager,1
5814,engaged,no_equality,engager,1
5815,otherwise,иначе,sinon,2
5816,otherwise,иначе,autrement,2
5817,otherwise,в остальной,sinon,1
5818,otherwise,в противный случай,sinon,1
5819,otherwise,иной образ,autrement,1
5820,bell,звонок,sonnette,1
5821,bell,тревога,alarme,1
5822,bell,колокольчик,sonnette,1
5823,scared,no_equality,apeuré,1
5824,scared,напуганный,effrayé,1
5825,scared,напуганный,apeuré,1
5826,scared,испуганный,effrayé,1
5827,scared,испуганный,apeuré,1
5828,scared,страх,peur,1
5829,frightened,no_equality,apeuré,1
5830,frightened,напуганный,effrayé,1
5831,frightened,напуганный,apeuré,1
5832,frightened,испуганный,effrayé,1
5833,frightened,испуганный,apeuré,1
5834,frightened,страх,peur,1
5835,elephant,слон,éléphant,4
5836,elephant,Элефант,no_equality,1
5837,elephant,слоновий,no_equality,1
5838,elephant,слоновый,no_equality,1
5839,elephant,слоник,éléphant,1
5840,study,исследование,étude,2
5841,study,изучение,étude,1
5842,study,обследование,étude,1
5843,study,анализ,étude,1
5844,study,обучение,cursus,1
5845,study,учиться,apprendre,1
5846,study,выучить,apprendre,1
5847,study,этюд,étude,1
5848,entry,вступление,entrée,2
5849,entry,въезд,entrée,2
5850,entry,вход,entrée,2
5851,entry,выход,entrée,1
5852,entry,запись,entrée,1
5853,entry,запись,écriture,1
5854,entry,ввод,entrée,1
5855,entry,поступление,entrée,2
5856,entry,элемент,entrée,1
5857,entry,элемент,élément,1
5858,entry,доступ,accès,1
5859,entry,доступ,entrée,1
5860,entry,входное устройство,entrée,1
5861,entry,бухгалтерская запись,écriture,1
5862,input,вход,entrée,2
5863,input,ввод,entrée,1
5864,input,ввести,introduire,1
5865,input,ввести,entrer,1
5866,input,ввести,saisir,1
5867,input,входные данные,entrée,1
5868,input,поступление,entrée,1
5869,entrance,въезд,entrée,3
5870,entrance,вход,entrée,4
5871,entrance,вход,accès,1
5872,entrance,вход,porte,1
5873,entrance,выход,entrée,2
5874,entrance,поступление,entrée,4
5875,entrance,появление,entrée,2
5876,entrance,входная дверь,no_equality,1
5877,entrance,доступ,accès,1
5878,entrance,прихожая,vestibule,1
5879,entrance,ход,no_equality,1
5880,entrance,ход,entrée,1
5881,entrance,проходная,no_equality,1
5882,entrance,входной,no_equality,1
5883,entrance,вступительный,no_equality,1
5884,entrance,въездной,no_equality,1
5885,entrance,подъезд,entrée,2
5886,entrance,вступление,entrée,2
5887,entrance,входное устройство,entrée,1
5888,against,против,contre,4
5889,against,вопреки,contre,1
5890,against,напротив,no_equality,1
5891,against,по отношению,no_equality,1
5892,against,на фоне,no_equality,1
5893,effective,эффективный,effectif,1
5894,effective,фактический,effectif,1
5895,effective,реальный,effectif,1
5896,effective,действенный,effectif,1
5897,actual,фактический,effectif,2
5898,actual,реальный,effectif,1
5899,exhibition,выставка,exposition,2
5900,exhibition,выставка,salon,1
5901,exhibition,экспозиция,exposition,1
5902,exhibition,проведение выставки,exposition,1
5903,reality,реальность,réalité,2
5904,reality,действительность,réalité,1
5905,reality,жизнь,réalité,1
5906,reality,реалия,réalité,1
5907,reality,факт,réalité,2
5908,reality,реальный положение дело,réalité,1
5909,reality,реальный жизнь,réalité,1
5910,reality,живая действительность,réalité,1
5911,necessary,необходимый,nécessaire,4
5912,necessary,необходимый,indispensable,1
5913,necessary,необходимый,requis,1
5914,necessary,необходимый,besoin,1
5915,necessary,необходимый,faut,1
5916,necessary,нужный,nécessaire,2
5917,necessary,нужный,faut,1
5918,necessary,неизбежный,no_equality,1
5919,necessary,надобный,no_equality,1
5920,necessary,требуемый,nécessaire,2
5921,necessary,требуемый,requis,2
5922,necessary,надо,no_equality,1
5923,necessary,надобность,no_equality,1
5924,necessary,потребоваться,faut,1
5925,necessary,требоваться,faut,1
5926,necessary,обязательный,requis,1
5927,necessary,потребность,besoin,1
5928,necessary,потребности,besoin,1
5929,necessary,необходимое,nécessaire,1
5930,necessary,необходимое,indispensable,1
5931,non,no_equality,non,1
5932,not,нет,non,2
5933,not,без,non,1
5934,equity,справедливость,équité,2
5935,equity,равенство,équité,1
5936,equity,равноправие,équité,1
5937,equity,беспристрастность,équité,1
5938,equity,справедливый,équité,1
5939,equity,справедливый,équitable,1
5940,parental,родительский,parental,2
5941,parental,родительский,parent,1
5942,parental,родитель,parental,1
5943,parenting,родительский,parental,1
5944,campaign,кампания,campagne,2
5945,campaign,компания,campagne,1
5946,campaign,штаб,campagne,1
5947,campaign,поход,campagne,1
5948,countryside,сельский местность,campagne,2
5949,countryside,сельская местность,campagne,2
5950,countryside,природа,nature,2
5951,countryside,пригород,banlieue,2
5952,countryside,сельские районы,no_equality,1
5953,countryside,загородная местность,région,1
5954,countryside,сельский ландшафт,no_equality,1
5955,countryside,сельский,no_equality,1
5956,countryside,окружающая природа,nature,1
5957,countryside,загород,campagne,1
5958,fishing,рыболовство,pêche,4
5959,fishing,рыболовство,pêcherie,1
5960,fishing,рыбалка,pêche,2
5961,fishing,лов,pêche,2
5962,fishing,рыбный промысел,pêche,2
5963,fishing,рыбный промысел,pêcherie,1
5964,fishing,рыболовный,pêche,2
5965,fishing,рыболовный,no_equality,1
5966,fishing,рыбный промысл,pêche,2
5967,fishing,рыбопромысловый,pêche,2
5968,fishing,промысловый,pêche,2
5969,fishing,Рыбная ловля,pêche,1
5970,fishing,рыболов,pêcheur,1
5971,fishing,удочка,no_equality,1
5972,fishing,вылов рыбы,pêche,1
5973,fishing,вылов рыбы,halieutique,1
5974,fishing,ужение,no_equality,1
5975,fishing,рыбодобывающий,no_equality,1
5976,fishing,ловильный,no_equality,1
5977,fishing,рыбный ловля,pêche,1
5978,fishing,рыбная ловля,pêche,1
5979,fishing,место рыбной ловли,pêche,1
5980,unless,no_equality,sauf,1
5981,unless,кроме,sauf,1
5982,unless,кроме,excepté,1
5983,apart from,за исключение,sauf,1
5984,apart from,за исключение,excepté,1
5985,apart from,кроме,excepté,2
5986,apart from,кроме,hormis,1
5987,apart from,за исключением,hormis,1
5988,orchestra,оркестр,orchestre,2
5989,orchestra,партер,orchestre,1
5990,orchestra,орхестра,orchestre,1
5991,conductor,no_equality,orchestre,1
5992,Scripture,no_equality,écriture,1
5993,broadcast,транслировать,diffuser,2
5994,spread,распространять,diffuser,1
5995,spread,распространить,diffuser,1
5996,spread,спрэд,fourchette,1
5997,spread,распылять,diffuser,1
5998,disseminate,распространять,diffuser,1
5999,disseminate,распространить,diffuser,1
6000,disseminate,пропагандировать,diffuser,1
6001,disseminate,распространение,diffuser,1
6002,distribute,распространять,diffuser,1
6003,distribute,распространить,diffuser,1
6004,distribute,распространение,diffuser,1
6005,essential,необходимый,indispensable,1
6006,essential,необходимый,nécessaire,1
6007,essential,необходимое,nécessaire,1
6008,essential,необходимое,indispensable,1
6009,essential,существенный,indispensable,1
6010,indispensable,необходимый,indispensable,1
6011,indispensable,незаменимый,indispensable,2
6012,indispensable,обязательный,indispensable,1
6013,indispensable,неотъемлемый,indispensable,1
6014,indispensable,необходимое,indispensable,1
6015,impartial,беспристрастный,impartial,2
6016,impartial,беспристрастность,impartial,1
6017,impartially,no_equality,impartial,1
6018,impartially,справедливо,équitablement,1
6019,impartially,беспристрастно,équitablement,1
6020,index,индекс,index,2
6021,index,указатель,index,1
6022,play,играть,jouer,2
6023,play,сыграть,jouer,1
6024,play,поиграть,jouer,1
6025,play,выполнять,jouer,1
6026,play,выступать,jouer,1
6027,play,внести,jouer,1
6028,play,разыгрывать,jouer,2
6029,play,проиграть,jouer,1
6030,highly,очень,très,2
6031,highly,очень,fort,1
6032,highly,весьма,très,1
6033,highly,крайне,très,2
6034,highly,крайне,extrêmement,1
6035,highly,чрезвычайно,très,1
6036,highly,сильно,très,2
6037,highly,сильно,fort,1
6038,then,впоследствии,ensuite,1
6039,then,впоследствии,puis,1
6040,then,далёкий,ensuite,1
6041,then,далёкий,puis,1
6042,then,после это,ensuite,1
6043,then,далее,ensuite,1
6044,then,далее,puis,1
6045,then,теперь,ensuite,1
6046,then,теперь,puis,1
6047,then,после что,puis,1
6048,then,вот,puis,1
6049,then,пока,puis,1
6050,then,вдруг,puis,1
6051,then,но,puis,1
6052,then,позже,plus tard,1
6053,then,позже,après,1
6054,then,позже,ensuite,1
6055,then,потом,plus tard,1
6056,then,после,plus tard,1
6057,then,после,après,1
6058,then,момент,moment,1
6059,then,так,ainsi,1
6060,then,итак,ainsi,1
6061,then,наконец,enfin,1
6062,then,затем,après,1
6063,then,затем,ensuite,1
6064,then,затем,puis,1
6065,then,тогда,lors,1
6066,then,тогда,puis,1
6067,then,иначе,sinon,1
6068,furthermore,далее,ensuite,1
6069,furthermore,no_equality,ailleurs,1
6070,format,формат,format,2
6071,format,форма,format,2
6072,specify,указать,indiquer,2
6073,specify,указать,désigner,1
6074,specify,указывать,indiquer,1
6075,specify,определить,indiquer,1
6076,specify,указываться,indiquer,1
6077,specify,предусматривать,prescrire,1
6078,state,указать,indiquer,2
6079,state,заявить,indiquer,1
6080,state,изложить,exposer,1
6081,state,утверждать,dire,1
6082,state,сообщить,indiquer,1
6083,elsewhere,в друг место,ailleurs,1
6084,elsewhere,в другой место,ailleurs,1
6085,elsewhere,повсюду,ailleurs,1
6086,elsewhere,другой место,ailleurs,1
6087,elsewhere,другой страна,ailleurs,1
6088,elsewhere,другой район,ailleurs,1
6089,elsewhere,где-то ещё,ailleurs,1
6090,elsewhere,другой регион,ailleurs,1
6091,elsewhere,везде,partout,1
6092,elsewhere,в другом месте,ailleurs,1
6093,elsewhere,в другое место,ailleurs,1
6094,besides,кстати,ailleurs,1
6095,besides,между прочить,ailleurs,1
6096,besides,за исключением,hormis,1
6097,besides,кроме,hormis,1
6098,besides,кроме,excepté,1
6099,college,колледж,collège,2
6100,college,коллегия,collège,2
6101,college,факультет,faculté,1
6102,college,училище,lycée,1
6103,college,школа,école,1
6104,college,школа,académie,1
6105,college,университет,fac,1
6106,college,университет,université,1
6107,letter,письмо,lettre,4
6108,letter,письмо,courrier,1
6109,letter,письмо,écrit,1
6110,letter,письмо,message,1
6111,letter,письмо,lettres,1
6112,letter,буква,lettre,4
6113,letter,буква,lettres,1
6114,letter,записка,lettre,2
6115,letter,послание,lettre,2
6116,letter,грамота,no_equality,1
6117,letter,грамота,lettre,1
6118,letter,письмена,no_equality,1
6119,letter,буквенный,no_equality,1
6120,letter,письменный,no_equality,1
6121,letter,письменный,lettre,1
6122,letter,Letters,no_equality,1
6123,letter,писать письмо,no_equality,1
6124,letter,литература,lettre,1
6125,literate,no_equality,lettré,1
6126,clear,ясно,clair,1
6127,clear,очевидно,clair,1
6128,clear,чётко,clair,1
6129,clear,явно,clair,1
6130,clear,чёткий,clair,1
6131,clear,ясный,clair,2
6132,clear,понятный,clair,1
6133,clear,отчетливо,nettement,1
6134,clear,чисто,nettement,1
6135,clear,четко,nettement,1
6136,clear,четко,précisément,1
6137,clear,очистить,vider,1
6138,clear,явный,clair,1
6139,plain,ясно,clair,1
6140,plain,простой,nature,1
6141,clearly,ясно,clair,2
6142,clearly,очевидно,clair,1
6143,clearly,чётко,clair,1
6144,clearly,явно,clair,1
6145,clearly,точно,clair,1
6146,clearly,точно,précisément,1
6147,clearly,отчетливо,nettement,1
6148,clearly,четко,nettement,1
6149,clearly,четко,précisément,1
6150,clearly,прямо,nettement,1
6151,clearly,определенно,précisément,1
6152,clearly,совершенно,précisément,1
6153,obvious,понятный,clair,1
6154,obvious,очевидный,clair,1
6155,obvious,ясно,clair,1
6156,obvious,явный,clair,1
6157,air,воздух,air,4
6158,air,воздух,atmosphère,2
6159,air,эйр,air,2
6160,air,эфир,no_equality,1
6161,air,атмосфера,atmosphère,2
6162,air,атмосфера,air,1
6163,air,авиация,no_equality,1
6164,air,самолет,avion,1
6165,air,самолет,vol,1
6166,air,Эйр,air,1
6167,air,воздушный транспорт,no_equality,1
6168,air,пневматический,pneumatique,2
6169,air,атмосферный,no_equality,1
6170,air,эфирный,no_equality,1
6171,air,надувной,gonflable,1
6172,air,авиатранспортный,no_equality,1
6173,air,вентиляционный,no_equality,1
6174,air,проветривать,aérer,1
6175,air,транслировать,diffuser,1
6176,air,вид,air,2
6177,air,воздушный,aérien,2
6178,theme,тема,thème,2
6179,theme,тема,sujet,1
6180,theme,вопрос,thème,1
6181,theme,тематика,thème,1
6182,theme,тематический,thème,1
6183,theme,под название,thème,1
6184,topic,тема,thème,2
6185,topic,тема,sujet,1
6186,topic,вопрос,thème,1
6187,topic,вопрос,question,1
6188,topic,проблема,thème,1
6189,topic,тематика,thème,1
6190,topic,предмет,thème,1
6191,topic,тематический,thème,1
6192,pause,перерыв,pause,1
6193,pause,пауза,pause,2
6194,rightly,справедливо,justement,2
6195,rightly,заслуженно,justement,1
6196,correctly,справедливо,justement,2
6197,correctly,верно,juste,1
6198,correctly,правильно,juste,1
6199,mile,no_equality,mille,1
6200,mile,миля,mille,1
6201,last,последний,dernier,2
6202,last,прошлый,dernier,1
6203,last,прошлый,passé,1
6204,last,предыдущий,dernier,1
6205,last,предыдущий,précédent,1
6206,last,прошедший,passé,1
6207,last,прошедший,dernier,1
6208,last,прошлое,passé,1
6209,last,конечный,ultime,1
6210,last,крайний,dernier,1
6211,latest,последний,dernier,1
6212,latest,новейший,dernier,1
6213,recent,последний,dernier,1
6214,complementary,дополнительный,complémentaire,2
6215,complementary,взаимодополняющий,complémentaire,2
6216,complementary,дополнять,complémentaire,1
6217,complementary,дополнение,complémentaire,1
6218,complementary,дополняющий,complémentaire,1
6219,supplemental,дополнительный,complémentaire,2
6220,supplemental,дополнительный,additionnel,1
6221,supplemental,дополнительный,supplémentaire,1
6222,release,no_equality,sortir,1
6223,release,выпустить,publier,1
6224,release,выпустить,sortir,1
6225,release,выпускать,publier,1
6226,release,публикация,publier,1
6227,release,публикация,publication,1
6228,release,выпуск,publier,1
6229,release,выпуск,sortie,1
6230,release,выпуск,lancement,1
6231,release,выпуск,publication,1
6232,release,выход,sortie,1
6233,release,освобождение,sortie,1
6234,release,освобождать,relever,1
6235,release,версия,édition,1
6236,release,облегчение,délivrance,1
6237,release,опубликование,publication,1
6238,release,обнародовать,diffuser,1
6239,release,выпускаться,sortir,1
6240,come out,выйти,sortir,2
6241,come out,выбраться,sortir,1
6242,come out,выходить,sortir,1
6243,come out,пойти,sortir,1
6244,come out,вылезать,sortir,2
6245,already,уже,déjà,2
6246,already,так,déjà,1
6247,already,ранее,déjà,1
6248,already,ранее,précédemment,1
6249,already,давно,déjà,1
6250,old,старый,âgé,1
6251,old,пожилой,âgé,2
6252,old,взрослый,âgé,1
6253,elderly,пожилой,âgé,2
6254,early,начать,début,1
6255,early,начало,début,2
6256,early,начало,commencement,1
6257,early,раньше,plus tôt,1
6258,fast,быстро,vite,2
6259,fast,быстрый,vite,1
6260,fast,скорый,vite,1
6261,fast,срочно,vite,1
6262,fast,поспешно,vite,1
6263,quickly,быстро,vite,2
6264,quickly,быстрый,vite,1
6265,quickly,скоро,vite,1
6266,quickly,скорый,vite,1
6267,quickly,срочно,vite,1
6268,quickly,поспешно,vite,1
6269,quickly,живо,vite,1
6270,majority,большинство,plupart,1
6271,majority,большой часть,plupart,1
6272,other,другой,autre,2
6273,other,иной,autre,1
6274,accept,принять,accepter,1
6275,accept,принять,prendre,1
6276,accept,согласиться с,accepter,1
6277,accept,принимать,accepter,2
6278,accept,признать,accepter,1
6279,accept,признавать,accepter,1
6280,accept,взять,accepter,1
6281,accept,взять,prendre,1
6282,accept,пойти,accepter,1
6283,accept,мириться с,accepter,1
6284,accept,брать,accepter,1
6285,accept,допустить,accepter,1
6286,accept,согласиться,accepter,1
6287,accept,акцептовать,accepter,1
6288,accept,воспринимать,accepter,1
6289,accepted,no_equality,accepter,1
6290,agreement,соглашение,Convention,1
6291,agreement,соглашение,accord,1
6292,agreement,соглашение,convention,1
6293,agreement,договор,Convention,1
6294,agreement,договорённость,Convention,1
6295,agreement,согласен,d'accord,1
6296,listen,слушать,écouter,2
6297,listen,послушать,écouter,1
6298,listen,выслушать,écouter,1
6299,listen,услышать,écouter,1
6300,listen,выслушивать,écouter,1
6301,listen,слышать,écouter,1
6302,listen,слушаться,écouter,1
6303,listen,прислушиваться,écouter,2
6304,listen,послушаться,écouter,1
6305,listen,прослушивать,écouter,1
6306,listen,подслушивать,écouter,1
6307,super,супер,super,2
6308,super,очень,super,2
6309,advisor,советник,conseiller,2
6310,advisor,консультант,conseiller,1
6311,counsellor,советник,conseiller,2
6312,counsellor,консультант,conseiller,1
6313,adviser,советник,conseiller,2
6314,adviser,консультант,conseiller,1
6315,counsel,советник,conseiller,1
6316,counsel,консультант,conseiller,1
6317,counsel,консультант,conseil,1
6318,counsel,адвокат,conseiller,1
6319,counsel,совет,conseiller,1
6320,counsel,консультировать,conseiller,1
6321,counsel,поверенный,conseil,1
6322,counsel,Совет,Conseil,1
6323,councillor,советник,conseiller,2
