"translate","trans_rating","translation_id","word_id","ref_id"
"вол",38784,2,28957,1
"вина",38783,1,18643,1
"брошенный",38781,1,41149,1
"незаконный",38774,1,20623,1
"простительный",38773,1,16764,1
"сомневаться",38769,6,45620,1
"выращивать",38765,2,488762,1
"нимб",38756,4,17967,1
"лет",38753,1,50632,1
"грешник",38748,1,1711340,1
"дневник",38746,1,9052137,1
"Ревун",38741,1,20193,1
"страх",38726,1,15639,1
"заявлять",38722,1,11250,1
"неясный",38710,1,48717,1
"друзья",38708,1,50653,1
"проникать",38701,1,30159,1
"приключение",38696,1,2079,1
"солёный",38696,2,35373,1
"кроссовки",38690,1,37736,1
"дядя",38688,2,42828,1
"реальность",38682,1,33506,1
"пожал",38677,2,36909,1
"чувствительный",38674,1,36418,1
"зачем",38673,2,45347,1
"описание",38671,1,11802,1
"торговля",38666,1,41781,1
"дарить",38661,1,18284,1
"недостаток",38654,1,16323,1
"заслуживать",38653,2,11813,1
"шампур",38643,1,37344,1
"зонтик",38636,1,42653,1
"предложение",38636,1,39636,1
"тур",38625,1,41702,1
"куст",38624,1,6514,1
"мощный",38623,3,25703,1
"охотнее",38618,3,33368,1
"ежевика",38616,1,75443,1
"заяц",38605,2,19093,1
"размещать",38604,1,25062,1
"ореол",38589,5,17967,1
"фактор",38562,1,15364,1
"разнообразить",38561,1,12839,1
"шнурки",38558,1,143527,1
"развивался",38554,1,55547,1
"неопределённость",38546,1,42813,1
"рост",38543,1,18571,1
"доказанный",38536,1,32458,1
"сверстники",38535,1,72356,1
"поглощенный",38534,2,14359,1
"нежно",38526,1,17712,1
"влияние",38525,2,20736,1
"оболочка",38515,1,36789,1
"кинотеатр",38512,2,8057,1
"чистый",38510,1,8258,1
"церковь",38507,1,1696278,1
"взрослые",38506,1,54879,1
"человек",38501,2,30211,1
"скрытый",38472,2,21691,1
"тупой",38471,6,3622,1
"вкус",38467,1,16319,1
"соединять",38467,1,23994,1
"реализация",38462,1,20826,1
"исключение",38442,1,53810,1
"дублёр",38441,1,13128,1
"неохотный",38440,1,34059,1
"утонувший",38431,1,51429,1
"василиск",38423,1,4528,1
"дорогой",38406,1,11089,1
"правильность",38364,1,32366,1
"воющий",38355,1,20194,1
"шкаф",38355,2,44656,1
"овальный",38346,1,28703,1
"разрушать",38343,1,35087,1
"химчистка",38343,1,476175,1
"применять",38329,2,43770,1
"предпочтительно",38322,4,33368,1
"як",38320,1,45864,1
"бассейн",38308,1,31351,1
"оценивать",38291,1,3670,1
"пульс",38281,1,32641,1
"билет",38264,2,41202,1
"менее",38242,2,23708,1
"руки",38229,1,50712,1
"сережки",38225,1,53083,1
"предполагать",38223,1,31935,1
"личный",38199,1,30215,1
"мартышка",38188,1,25035,1
"кино",38182,1,26483,1
"хвастаться",38173,1,5979,1
"динго",38170,1,12246,1
"пальцы",38155,1,51397,1
"всплывать",38155,3,39865,1
"панда",38135,1,29202,1
"грязный",38122,1,15999,1
"приходить",38105,2,3537,1
"плоский",38089,2,16290,1
"ну",38088,3,45030,1
"фейерверк",38082,1,16121,1
"продолжать",38062,4,22787,1
"воспитывать",38057,1,13854,1
"спасать",38052,1,35568,1
"участник",38050,1,29505,1
"синагога",38043,1,40164,1
"допущение",38036,2,2597,1
"назначенный",38034,1,54956,1
"исследовали",38028,1,53715,1
"очевидный",38015,1,3225,1
"деревня",38005,1,44273,1
"парнишка",38003,1,23162,1
"предполагаемый",38003,3,32104,1
"презирать",37999,1,11847,1
"спасла",37997,1,58763,1
"быть",37990,2,487463,1
"вздрагивать",37979,1,45415,1
"уменьшать",37972,1,12218,1
"сурок",37939,2,25036,1
"архитектор",37929,1,3406,1
"дочь",37920,2,10980,1
"предварительный",37914,1,32060,1
"усиливать",37907,1,39274,1
"самодовольный",37904,2,43850,1
"разочарование",37903,1,12355,1
"отпуск",37898,5,23581,1
"прыщ",37897,1,30685,1
"потоплен",37887,1,39723,1
"погубленный",37879,1,43069,1
"цифровой",37878,1,12168,1
"длина",37869,1,23680,1
"поймал",37868,2,7353,1
"конференция",37848,1,9256,1
"теннис",37839,1,40722,1
"одержимый",37796,1,55647,1
"крючок",37796,1,19960,1
"оценка",37794,1,3285,1
"преданный",37790,1,24439,1
"вокруг",37772,2,34990,1
"спорить",37767,1,5081,1
"фраза",37766,1,30475,1
"встроенный",37757,1,58223,1
"сияние",37756,6,17967,1
"отношения",37737,1,52065,1
"снизить",37732,1,24433,1
"цепляться",37731,1,8338,1
"приманка",37730,1,4214,1
"литр",37728,1,24056,1
"пять",37728,1,16203,1
"привязанный",37723,1,59157,1
"провидец",37723,1,36174,1
"остановка",37720,1,18935,1
"переход",37703,1,41914,1
"вглядываться",37681,1,29876,1
"плавающий",37677,1,16413,1
"странный",37673,2,39213,1
"толпа",37657,1,26069,1
"гиппогриф",37636,1,166218,1
"личность",37627,1,20533,1
"становится",37623,2,228451,1
"прибытие",37621,1,8896,1
"отношение",37611,3,34352,1
"диагноз",37610,1,12030,1
"июнь",37605,2,784,1
"воздействие",37605,1,15176,1
"собака",37602,2,12927,1
"марля",37598,1,17608,1
"незначительный",37598,1,25857,1
"взволнованный",37589,2,41125,1
"многообещающий",37588,1,32274,1
"безукоризненный",37587,4,38511,1
"бескорыстный",37555,1,43490,1
"черника",37554,1,125436,1
"вмешиваться",37548,1,21898,1
"приближаться",37542,2,54546,1
"заработал",37539,1,55144,1
"добрый",37524,2,112349,1
"рожденный",37519,1,5834,1
"глупый",37517,2,16600,1
"тролль",37513,1,42189,1
"кроссовки",37512,1,436143,1
"святой",37496,1,19869,1
"рассматривается",37483,2,52405,1
"униматься",37483,2,36589,1
"посредственный",37482,1,25338,1
"шипы",37479,1,53480,1
"сам",37455,1,22330,1
"внешний",37446,1,28688,1
"уж",37431,1,232797,1
"обвинять",37424,1,1838,1
"безобидный",37417,1,19109,1
"устойчивость",37410,1,34321,1
"охотно",37402,2,45402,1
"козёл",37393,1,147366,1
"положил",37390,1,23204,1
"порочный",37388,1,44225,1
"тёлка",37385,1,19435,1
"спросил",37382,1,50944,1
"очень",37373,2,26495,1
"обитать",37362,1,13655,1
"обещанный",37354,1,32272,1
"таблица",37352,2,40227,1
"выхухоль",37341,1,11837,1
"пустой",37327,1,5362,1
"боязнь",37324,2,15639,1
"знающий",37317,1,23056,1
"полночь",37314,1,25682,1
"ламантин",37305,1,4627992,1
"медитация",37290,4,25341,1
"сталкиваются",37288,1,15355,1
"предвидеть",37281,1,801137,1
"тошнота",37274,1,37084,1
"тротуар",37266,1,37107,1
"клетчатый",37263,1,52915,1
"тыкать",37255,1,31181,1
"приглашение",37254,1,22149,1
"гиппопотам",37249,2,19745,1
"объяснил",37239,1,51101,1
"родственный",37231,1,34010,1
"забор",37220,2,15749,1
"беспокойный",37213,1,34391,1
"труд",37207,1,23111,1
"общение",37205,1,8976,1
"подавляющий",37202,1,28929,1
"средство",37200,4,44900,1
"пижама",37198,1,32821,1
"запинаться",37198,3,57107,1
"наблюдение",37195,1,39909,1
"клетки",37176,1,56799,1
"проголосовать",37170,1,44490,1
"продавать",37167,1,37919,1
"вывод",37143,1,20829,1
"молчание",37127,2,37150,1
"размышлять",37123,2,33853,1
"блондин",37120,1,5468,1
"разрешение",37117,2,30163,1
"соя",37115,1,128438,1
"подготовленный",37113,1,31844,1
"разложение",37104,1,11184,1
"беженец",37103,1,33895,1
"ссылка",37092,1,33840,1
"маска",37087,2,12519,1
"земля",37082,2,23271,1
"несклонный",37081,1,43641,1
"поддерживать",37077,1,52168,1
"выглядеть",37073,1,178108,1
"добавил(а)",37071,1,52032,1
"восьмидесятилетний",37066,1,27940,1
"гора",37062,1,26458,1
"песня",37061,1,38000,1
"ложный",37032,1,15449,1
"невежливый",37030,1,20837,1
"рано",37030,3,13725,1
"изысканный",37023,2,39547,1
"шприц",37020,1,40209,1
"соглашаться",37015,3,2029,1
"стремление",37012,1,14311,1
"везде",37012,1,3145,1
"задача",37011,1,40460,1
"посылать",37010,2,36394,1
"cоус",37008,2,35547,1
"изгиб",37002,2,4905,1
"обыденный",37002,1,26600,1
"поглощен",36997,2,60155,1
"матка",36963,1,43793,1
"послал",36959,1,36428,1
"невежественный",36944,1,20578,1
"утверждение",36943,1,61081,1
"курок",36928,1,42113,1
"обычно",36913,2,17670,1
"сердито",36913,1,2919,1
"ужасный",36908,2,53843,1
"поколение",36908,1,17673,1
"бакенбарды",36904,1,57719,1
"каракуль",36901,1,713675,1
"святой",36887,1,35292,1
"отважиться",36886,1,44064,1
"бесконечный",36863,3,21428,1
"морозный",36860,1,17117,1
"выживание",36847,1,39913,1
"надоедать",36844,3,2965,1
"понимая",36834,1,63412,1
"бюджет",36827,1,6344,1
"увольнять",36826,1,12586,1
"заканчивать",36826,3,9048,1
"устаревший",36818,1,28586,1
"загорелый",36818,2,6273,1
"обширный",36816,2,43968,1
"бытие",36808,2,4834,1
"горящий",36805,1,6493,1
"безработный",36796,1,43090,1
"стоимость",36784,2,9959,1
"кепка",36779,1,1696398,1
"требовательный",36767,1,62520,1
"вымерший",36766,1,15230,1
"уважать",36764,4,34352,1
"депозит",36764,1,11719,1
"выхухоль",36753,1,475811,1
"кричит",36742,1,58303,1
"сад",36729,1,17482,1
"конкретный",36722,1,38255,1
"снежный",36707,1,37806,1
"содержать",36701,5,22787,1
"паром",36695,1,15794,1
"существенный",36695,2,14733,1
"Залы",36694,1,58723,1
"решения",36667,1,54792,1
"ссора",36665,1,32908,1
"неминуемый",36661,1,42736,1
"множественный",36640,1,26572,1
"стерилизованный",36633,1,38953,1
"винтовка",36632,1,34651,1
"рождение",36615,1,5239,1
"заставать",36603,5,16014,1
"приручать",36601,1,40361,1
"пшеница",36600,1,45159,1
"забавлять",36592,1,2824,1
"головокружение",36583,1,17810,1
"консультант",36573,1,2101,1
"точка",36566,1,55771,1
"возвращать",36564,1,34472,1
"поражeн",36561,1,54090,1
"молчание",36559,2,20333,1
"племя",36556,1,42073,1
"след",36553,1,16637,1
"нигде",36539,2,27620,1
"нанимать",36529,1,52750,1
"пижама",36517,1,29094,1
"пытать",36517,1,41662,1
"столпотворения",36504,2,29205,1
"пугать",36500,1,17051,1
"орангутанг",36465,1,28347,1
"Предки",36452,1,53519,1
"скользкий",36433,1,37550,1
"вышивать",36423,1,14151,1
"раздражать",36394,1,22278,1
"золочение",36382,1,17822,1
"педаль",36380,1,29840,1
"одолжение",36369,1,15625,1
"дементор",36365,1,201756,1
"тормоз",36357,1,6008,1
"шаль",36352,1,36742,1
"окружающий",36350,1,39906,1
"женский",36342,1,15739,1
"красота",36318,1,4703,1
"животные",36309,1,53892,1
"созерцать",36309,1,4827,1
"зрители",36303,2,3853,1
"способный",36286,3,8312,1
"вместо",36271,1,224953,1
"густой",36269,2,40977,1
"гамбургер",36269,1,18945,1
"расход",36264,1,15123,1
"приветствовать",36262,2,18824,1
"одинокий",36228,1,24247,1
"лемур",36193,1,23676,1
"начинания",36191,1,51399,1
"ходьба",36182,2,44594,1
"ежечасный",36178,1,20142,1
"соглашаться",36166,1,9411,1
"погоня",36156,2,7682,1
"носить",36156,1,44941,1
"упустить",36148,1,51754,1
"возможно",36139,1,31472,1
"очаровывать",36134,1,14263,1
"предлагать",36124,2,39633,1
"выполнять",36121,2,12882,1
"игра",36101,1,17425,1
"доступный",36093,1,1771,1
"нарыв",36090,2,5654,1
"победа",36087,1,44234,1
"подходящий",36084,2,3307,1
"содовая",36082,1,37873,1
"мангал",36082,1,6054,1
"джинн",36057,1,17689,1
"негативный",36056,1,26988,1
"полукровка",36055,1,18874,1
"орангутанг",36051,1,124561,1
"вкладывать",36039,1,22127,1
"гренки",36036,1,41426,1
"жизнь",36028,1,24115,1
"торговец",36028,1,25470,1
"сарай",36027,1,4451,1
"гной",36022,1,32764,1
"наконец",36007,3,16008,1
"случайный",36001,1,27896,1
"высокомерие",35996,1,3538,1
"положительный",35994,1,31458,1
"табурет",35987,1,39126,1
"разоблачать",35970,1,15170,1
"укол",35962,1,21560,1
"воспитывать",35962,1,190515,1
"вращающийся",35930,1,68903,1
"хижина",35928,1,20345,1
"стройный",35927,2,37536,1
"вход",35922,1,14485,1
"пингвин",35909,1,29948,1
"исследовать",35900,2,22128,1
"вставлять",35899,2,224359,1
"сельдерей",35893,1,7420,1
"неудобство",35891,1,21120,1
"имущество",35884,2,39375,1
"бесчисленный",35883,1,10075,1
"хвастать(ся)",35875,1,5592,1
"прозрение",35873,1,1698551,1
"соседство",35872,1,50127,1
"изменять",35867,1,43961,1
"несправедливость",35847,1,21569,1
"устаревший",35846,1,27863,1
"иной",35837,2,28516,1
"кого",35834,1,45327,1
"акушер",35828,1,27868,1
"зелья",35824,1,136443,1
"честолюбие",35824,3,2728,1
"бродил",35821,1,52104,1
"расцветать",35813,2,5499,1
"границы",35801,1,54565,1
"уровень",35795,2,33361,1
"незрелый",35793,1,20687,1
"посыпать",35771,1,38556,1
"нам",35770,2,43766,1
"квиддич",35763,1,233450,1
"облегчать",35750,1,34044,1
"сахарница",35732,1,455096,1
"обязанность",35720,1,27818,1
"разочаровывать",35711,1,12352,1
"специалист",35705,1,15134,1
"осуждать",35675,1,7231,1
"обращаться",35674,4,42018,1
"часть",35660,1,36112,1
"движение",35656,1,41812,1
"пунктуальный",35652,1,32667,1
"водка",35650,1,44432,1
"беспорядок",35641,1,12595,1
"присоединяться",35614,1,39500,1
"бант",35611,2,5914,1
"устройство",35610,1,11953,1
"уединение",35595,1,22299,1
"ключица",35585,2,187072,1
"прогресс",35582,2,39295,1
"дефис",35581,1,20425,1
"непременно",35569,2,7513,1
"грусть",35562,4,38059,1
"последовательный",35557,1,9443,1
"храбрость",35551,3,10098,1
"подчеркнуть",35523,1,163933,1
"облигация",35512,2,5711,1
"необходимость",35509,1,20786,1
"взбитый",35500,1,54264,1
"бизон",35499,1,475810,1
"аксельбант",35497,1,2284,1
"пустота",35495,1,44439,1
"закат",35486,1,13621,1
"сожаление",35468,5,38059,1
"ползти",35454,3,10262,1
"накладная",35453,1,11519,1
"тошнить",35453,1,44478,1
"безупречный",35446,1,16324,1
"маслёнка",35446,1,474162,1
"спектакль",35445,2,30962,1
"мусор",35441,1,41976,1
"обеспечивать",35432,2,32464,1
"холм",35431,1,19715,1
"клюква",35420,1,138440,1
"непременно",35416,2,39862,1
"остаток",35416,1,34066,1
"повернулся",35407,1,40114,1
"вперёд",35406,3,2630,1
"благородный",35388,4,17680,1
"отношение",35386,1,51536,1
"королевский",35380,1,35027,1
"чепуха",35377,3,39375,1
"гармония",35369,1,9453,1
"кишечник",35342,1,22022,1
"абсолютно",35341,1,55224,1
"долговременный",35339,3,30152,1
"расширение",35335,1,15094,1
"выглядит",35334,1,50654,1
"находить",35330,2,16868,1
"цикл",35317,1,24315,1
"будет",35314,4,45397,1
"хочет",35300,1,50972,1
"считать",35299,3,33618,1
"бегемот",35297,1,19740,1
"виды",35295,1,51403,1
"чрезмерно",35282,1,28836,1
"задерживаться",35274,1,23983,1
"парикмахер",35259,1,4397,1
"мятый",35252,2,59635,1
"искушать",35250,1,58610,1
"сомневаться",35248,2,50805,1
"изгородь",35247,1,19405,1
"энергичный",35230,2,14342,1
"поднимающийся",35229,1,52262,1
"прежний",35216,2,16791,1
"дальний",35212,4,15505,1
"перечница",35209,1,30017,1
"данный",35207,2,29514,1
"вымышленный",35205,1,15879,1
"картофель",35199,1,31543,1
"отчаянно",35196,1,65331,1
"значительно",35194,1,54732,1
"осведомился",35191,2,54094,1
"безусловно",35187,2,54664,1
"тепло",35181,1,44682,1
"ошейник",35180,2,8746,1
"усыновление",35175,1,2044,1
"взрывать",35164,1,15154,1
"окружать",35160,2,39905,1
"предложил",35141,1,51053,1
"бросать",35137,1,13569,1
"дебет",35135,1,11138,1
"сохранять",35135,2,34418,1
"поездка",35127,3,22614,1
"понимать",35118,1,174424,1
"носок",35112,1,37868,1
"одинаково",35078,1,2521,1
"фундамент",35077,1,16869,1
"а",35063,5,6540,1
"замечать",35062,3,27574,1
"разносить",35061,2,38528,1
"человеческий",35055,2,20227,1
"прорыв",35055,1,56311,1
"удалось",35054,2,24860,1
"утомительный",35048,1,40587,1
"встретил",35047,1,25535,1
"персик",35040,3,29757,1
"офсайд",35019,1,54518,1
"выиграть",35018,1,45414,1
"военнослужащий",35015,1,36551,1
"противостоять",35006,1,34104,1
"письмо",35003,1,23727,1
"дуб",34994,1,27747,1
"шампиньоны",34990,1,216828,1
"высокий",34989,2,40341,1
"это",34984,2,53594,1
"бессмысленный",34975,1,36414,1
"война",34974,1,44643,1
"малоимущий",34964,1,131705,1
"ископаемый",34963,1,16849,1
"предполагаемый",34952,1,3701,1
"кофемолка",34932,1,831747,1
"дружественный",34928,1,17042,1
"гвоздь",34926,3,26759,1
"миловидный",34926,3,31960,1
"буженина",34924,1,1670153,1
"части",34910,1,51056,1
"ожидание",34899,2,3066,1
"педиатр",34896,1,50168,1
"те",34878,1,51013,1
"значение",34874,2,70091,1
"безрассудный",34873,1,43412,1
"обман",34871,1,59843,1
"ракурс",34865,1,246936,1
"смущать",34855,1,9306,1
"безумный",34850,1,16954,1
"палуба",34849,1,11225,1
"послушный",34848,1,27783,1
"гусь",34847,1,18149,1
"отвратительный",34846,1,24383,1
"ненадежный",34842,1,43464,1
"падает",34839,1,51450,1
"ступеньки",34839,1,53941,1
"поразительный",34831,1,39306,1
"дорогой",34830,2,15124,1
"знал",34817,1,23009,1
"горячий",34817,1,52601,1
"сухожилие",34772,2,40715,1
"созданный",34770,2,14737,1
"судьба",34770,2,11865,1
"управлять",34767,1,9626,1
"стычки",34763,1,60587,1
"космонавт",34751,1,3739,1
"приводить",34735,4,6190,1
"баскетбол",34728,1,53624,1
"приматы",34721,1,32022,1
"каркас",34711,1,16942,1
"Достопримечательности",34706,1,52919,1
"разбухание",34702,1,40034,1
"хромой",34695,1,23232,1
"течение",34695,2,16463,1
"восприимчивый",34670,1,39917,1
"молоть",34670,1,18473,1
"течение",34666,1,39256,1
"ливень",34655,3,36996,1
"приемлемый",34633,1,1762,1
"область",34632,1,33511,1
"видевший",34624,1,36171,1
"громче",34618,1,56582,1
"местный",34609,2,26852,1
"истерика",34609,1,40405,1
"мелодия",34606,1,42383,1
"метро",34593,1,42962,1
"предмет",34592,1,39452,1
"знакомство",34588,2,1881,1
"апатия",34577,3,3156,1
"изобилие",34571,1,1730,1
"оценивать",34557,1,14827,1
"склонный",34552,1,21051,1
"воровство",34524,1,38858,1
"отступление",34518,1,34463,1
"нерешительность",34513,3,13169,1
"дождь",34496,2,33228,1
"комментировал",34492,1,54231,1
"пища",34482,2,16593,1
"запас",34475,1,39046,1
"мучили",34468,1,58251,1
"добрый",34457,5,17680,1
"гинеколог",34457,1,18742,1
"черт",34457,2,19464,1
"каменщики",34452,1,53970,1
"пушистый",34452,1,16489,1
"булавка",34441,1,30688,1
"после",34435,3,29598,1
"паруса",34428,1,51036,1
"полный",34426,5,14472,1
"ехать",34401,1,13402,1
"стейк",34391,2,38856,1
"энергия",34391,1,44262,1
"оружие",34378,1,44933,1
"каблуки",34369,1,53035,1
"поражать",34367,2,39343,1
"происшествие",34358,1,27915,1
"бродяга",34355,1,41860,1
"лобби",34348,1,24154,1
"легкое",34321,2,24519,1
"волноваться",34308,2,5862,1
"эрудит",34301,1,47821,1
"продолжать",34297,1,9570,1
"очаровательный",34295,2,11498,1
"да",34292,1,45927,1
"четырнадцать",34291,1,16899,1
"впитывать",34289,1,1704,1
"сильный",34288,4,25703,1
"переулок",34277,2,2577,1
"дополнительный",34269,1,1956,1
"также",34263,2,5861,1
"стеснительный",34261,2,14113,1
"распространять",34255,1,51462,1
"задница",34241,1,6548,1
"сумасшедший",34226,1,24645,1
"освоение",34224,2,53697,1
"кожаный",34222,3,23571,1
"матрац",34218,1,25189,1
"готовить",34203,1,9709,1
"стимул",34201,1,21017,1
"четвертый",34186,1,16901,1
"успех",34170,3,39565,1
"союзник",34168,1,2612,1
"разрушение",34166,1,11871,1
"случилось",34155,1,51666,1
"ползущий",34144,1,58604,1
"сущность",34141,1,14476,1
"произвол",34133,1,28645,1
"ожидания",34131,1,15105,1
"болит",34128,1,90738,1
"обобщение",34119,1,274482,1
"жёсткий",34118,2,38989,1
"порошок",34113,1,31603,1
"вращающийся",34110,1,34859,1
"енот",34103,1,33122,1
"напортачил",34101,1,35883,1
"реагировать",34099,1,33465,1
"труба",34097,1,30748,1
"режим",34096,1,33925,1
"доставка",34091,1,11518,1
"растворяться",34090,1,12725,1
"мелочи",34089,3,27571,1
"предсказание",34086,1,31761,1
"ботинок",34078,2,5795,1
"мерцающий",34068,1,65671,1
"щетина",34064,1,39354,1
"взволнованный",34061,1,14194,1
"дуть",34055,1,51646,1
"Когтевран",34046,1,233481,1
"удовлетворение",34013,1,35535,1
"убийство",34010,1,26613,1
"точно",34003,2,42272,1
"изгиб",33997,1,10708,1
"конический",33996,1,9345,1
"удар",33995,1,4333,1
"светлый",33985,4,6176,1
"сражаться",33985,3,15940,1
"преданный",33984,2,11981,1
"ожидать",33959,2,52211,1
"данные",33948,1,10962,1
"движение",33945,2,26479,1
"диаграмма",33936,1,12036,1
"поддерживать",33914,2,14286,1
"съезд",33913,1,9339,1
"вражеский",33911,1,20107,1
"факел",33909,1,41616,1
"пораженный",33890,2,58016,1
"стерилизованное",33889,2,38953,1
"ограда",33889,3,15749,1
"возможность",33886,3,7591,1
"молитвы",33885,2,51072,1
"приготовление",33884,1,31840,1
"взобравшийся",33874,1,479636,1
"трогать",33871,2,41685,1
"весело",33862,2,60309,1
"через",33853,4,28710,1
"современный",33842,1,26096,1
"противник",33840,1,28296,1
"внешний",33836,1,28595,1
"старение",33833,1,2277,1
"толпа",33826,1,20207,1
"Трансляция",33815,1,6206,1
"повторять",33813,1,33988,1
"свидетельство",33796,2,14874,1
"футбол",33790,1,16622,1
"движение",33787,2,26487,1
"выслеживать",33780,1,55252,1
"предмет",33776,3,41002,1
"полностью",33775,1,17208,1
"корона",33766,1,10469,1
"значительно",33747,1,57118,1
"себя",33736,2,40894,1
"относиться",33694,2,33837,1
"прощение",33687,1,29404,1
"доверие",33659,2,9268,1
"ожог",33658,3,6490,1
"безопасность",33650,1,35247,1
"возбуждение",33639,1,46171,1
"вонзать",33638,3,39361,1
"некоммерческий",33636,1,106165,1
"плакал",33621,1,10343,1
"домашний",33607,1,13022,1
"увеличивать",33605,1,2813,1
"столб",33597,1,1162,1
"детство",33585,1,7830,1
"позволять",33583,1,14245,1
"измерение",33581,1,12212,1
"чиханье",33575,1,37741,1
"мрачный",33567,1,18467,1
"черешня",33554,1,474294,1
"закрыть",33536,3,8390,1
"другие",33532,1,50965,1
"секунда",33522,2,36083,1
"Договоренности",33517,1,57725,1
"вилка",33501,2,16773,1
"надеющийся",33496,2,19995,1
"блуждающий",33477,1,44633,1
"ощущение",33457,2,15698,1
"причинять",33457,3,7364,1
"оскорблять",33454,2,27994,1
"Лемур",33437,2,23676,1
"обязанный",33433,1,52967,1
"сомнение",33426,1,19594,1
"крошечный",33425,3,41356,1
"честь",33420,1,19949,1
"возможный",33417,1,46100,1
"черепаха",33396,2,41658,1
"превосходит",33393,1,53942,1
"помощник",33379,1,3688,1
"поднимать",33366,3,23863,1
"пассивно",33366,1,62472,1
"утверждать",33366,1,55143,1
"почет",33365,5,34352,1
"противоположный",33363,1,28302,1
"носорог",33360,1,34580,1
"увеличивать",33358,3,21136,1
"кружиться",33355,1,38384,1
"унижаться",33344,1,39128,1
"задевать",33342,3,20326,1
"кремний",33341,1,37158,1
"прокалывать",33340,1,30590,1
"врождённый",33337,1,21598,1
"испуганный",33334,1,52432,1
"получать",33333,2,27879,1
"падать",33332,3,13429,1
"вырезать",33331,1,52838,1
"просьба",33318,2,31674,1
"лжец",33311,1,23777,1
"безразличный",33310,1,21231,1
"класс",33308,1,8228,1
"уравнение",33296,1,14596,1
"парикмахер",33274,1,18849,1
"очаровательный",33254,1,7670,1
"премия",33253,4,34557,1
"возникший",33245,1,54727,1
"выражение",33238,2,66449,1
"выдержать",33232,2,39914,1
"общественный",33232,1,1695695,1
"разрушать",33225,1,12669,1
"легкомысленный",33208,1,7066,1
"лапы",33189,1,53162,1
"танцевать",33184,1,10899,1
"обречённый",33173,1,13062,1
"приглушенный",33168,1,26521,1
"наибольший",33164,1,54391,1
"несладкий",33139,2,285476,1
"хитроумный",33137,3,39547,1
"возвращаться",33136,2,191004,1
"свистеть",33132,1,45267,1
"горб",33122,1,20266,1
"формальный",33114,1,16779,1
"довольный",33113,2,49063,1
"далеко",33097,3,4012,1
"теннис",33093,2,40722,1
"довольно",33089,2,15409,1
"сдвинулся",33079,2,51714,1
"волшебник",33058,1,45580,1
"гравюра",33056,1,14381,1
"кабан",33051,1,475813,1
"свободно",33048,1,16995,1
"зубы",33046,1,40602,1
"сандалия",33032,1,35416,1
"трудности",33031,2,27958,1
"хореограф",33019,1,7942,1
"сияющий",33016,1,17984,1
"щелчок",33012,1,16376,1
"ошеломлённый",33005,1,53510,1
"судьба",33002,1,13061,1
"выздоравливать",32996,2,33666,1
"черешня",32975,1,422089,1
"доля",32970,1,16924,1
"правописание",32964,1,38309,1
"истина",32960,2,42305,1
"самолёт",32958,1,2424,1
"воображаемый",32954,1,20657,1
"равноценный",32954,1,14624,1
"есть",32951,1,2695,1
"попытки",32948,1,56740,1
"форма",32945,1,26128,1
"пламя",32932,1,16064,1
"просто",32921,2,37210,1
"перекрёсток",32921,1,21993,1
"соблазнять",32920,1,40688,1
"рецепт",32920,1,31876,1
"лыжник",32915,1,37353,1
"заплатка",32912,1,29626,1
"непредсказуемый",32911,1,43365,1
"волнистый",32901,1,44892,1
"затруднение",32898,1,12143,1
"тащили",32885,1,61407,1
"повсюду",32883,3,41143,1
"внимательно",32862,2,7065,1
"другой",32860,3,14074,1
"прямоугольный",32851,1,33687,1
"принадлежность",32848,4,28953,1
"паста",32846,1,49231,1
"бездна",32834,1,1739,1
"убывать",32827,2,11303,1
"телевизионщики",32826,1,475204,1
"жалить",32821,1,39014,1
"заключённый",32818,1,9688,1
"разделять",32817,2,12848,1
"пара",32813,1,29090,1
"длиться",32806,4,23402,1
"драгоценный",32806,3,43882,1
"поднимать",32788,2,33244,1
"профессионал",32785,1,32184,1
"здоровый",32781,1,19303,1
"момент",32760,2,26149,1
"ленивый",32758,2,23518,1
"редактор",32756,1,13849,1
"губка",32743,1,38474,1
"бекон",32740,1,4155,1
"сумасшествие",32735,1,24646,1
"ошеломляющий",32729,2,39396,1
"если",32720,3,20565,1
"занятый",32706,3,6537,1
"исследования",32701,1,43465,1
"опаздывать",32699,3,23407,1
"староста",32694,1,31784,1
"родинка",32687,2,26129,1
"ценный",32683,4,43882,1
"вовлекать",32665,3,22162,1
"метеоролог",32653,1,222699,1
"предприятие",32648,1,14454,1
"осторожный",32647,1,7379,1
"последствия",32645,1,55261,1
"иметь",32645,5,28953,1
"вид",32638,2,44247,1
"сани",32627,1,37513,1
"внутри",32622,3,21691,1
"довольный",32621,2,51776,1
"разрешать",32621,3,2595,1
"возмутительный",32612,1,28646,1
"экзотический",32603,1,15089,1
"причастность",32601,6,34352,1
"связь",32601,7,34352,1
"пух",32600,3,13200,1
"строгий",32600,1,38960,1
"опасение",32596,2,3295,1
"длительный",32595,1,23403,1
"оберегать",32594,9,34352,1
"робкий",32593,1,41313,1
"представлять",32585,1,31883,1
"комната",32571,1,7577,1
"бобы",32569,1,70596,1
"вокзал",32568,1,476238,1
"дыхание",32559,2,5523,1
"щекотать",32557,1,41206,1
"застенчивый",32554,2,36243,1
"изобразительный",32550,3,11803,1
"наказание",32543,1,32678,1
"доля",32537,2,29490,1
"велосипедист",32522,1,10776,1
"спаниель",32511,1,38187,1
"расход",32485,1,15122,1
"виза",32482,1,44341,1
