,fr,en,ru
2034,plutôt,rather,довольно
2035,plutôt,rather,скорее
2036,plutôt,rather,очень
2037,plutôt,rather,весьма
2038,plutôt,rather,достаточно
2039,plutôt,rather,наоборот
2040,plutôt,rather,напротив
2041,plutôt,rather,даже
2042,plutôt,rather,точнее
2043,plutôt,instead of,а не
2044,point,point,пункт
2045,point,point,точка
2046,point,point,вопрос
2047,point,point,момент
2048,point,point,связь
2049,point,point,замечание
2050,point,point,очко
2051,point,point,мысль
2052,libre,free,свободный
2053,libre,free,беспрепятственный
2054,libre,free,вольный
2055,libre,freely,no_equality
2056,précédemment,previously,ранее
2057,précédemment,previously,выше
2058,précédemment,previously,ранний
2059,précédemment,previously,прежде
2060,précédemment,earlier,ранее
2061,précédemment,earlier,выше
2062,précédemment,earlier,ранний
2063,précédemment,before,ранее
2064,précédemment,before,ранний
2065,précédemment,before,прежде
2066,précédemment,previous,no_equality
2067,mode,mode,режим
2068,mode,mode,способ
2069,mode,mode,метод
2070,mode,mode,форма
2071,mode,mode,вид
2072,mode,mode,порядок
2073,mode,mode,модель
2074,mode,fashion,мода
2075,mode,way,способ
2076,mode,way,метод
2077,mode,way,порядок
2078,tirer,draw,извлечь
2079,tirer,draw,извлекать
2080,tirer,draw,тянуть
2081,tirer,draw,получать
2082,tirer,pull,тянуть
2083,tirer,pull,вытащить
2084,tirer,pull,потянуть
2085,tirer,pull,вытянуть
2086,tirer,shot,no_equality
2087,échouer,fail,потерпеть неудача
2088,échouer,fail,провалиться
2089,extraordinaire,extraordinary,чрезвычайный
2090,extraordinaire,extraordinary,внеочередной
2091,extraordinaire,extraordinary,необычный
2092,extraordinaire,extraordinary,экстраординарный
2093,extraordinaire,extraordinary,удивительный
2094,extraordinaire,extraordinary,необыкновенный
2095,extraordinaire,extraordinary,невероятно
2096,extraordinaire,amazing,удивительный
2097,extraordinaire,amazing,потрясать
2098,extraordinaire,wonderful,удивительный
2099,pêcherie,fishery,no_equality
2100,sens,sense,смысл
2101,sens,sense,чувство
2102,sens,sense,значение
2103,sens,sense,точка зрение
2104,sens,sense,ощущение
2105,décision,decision,решение
2106,décision,decision,постановление
2107,décision,decision,выбор
2108,décision,decision,заключение
2109,décision,decision,принятие решение
2110,décision,decision,решить
2111,fiable,reliable,надёжный
2112,fiable,reliable,достоверный
2113,fiable,reliable,надёжность
2114,fiable,reliably,no_equality
2115,spécialiste,specialist,специалист
2116,spécialiste,specialist,эксперт
2117,spécialiste,specialist,специалист по
2118,idéal,ideal,идеал
2119,idéal,ideal,идеальный
2120,idéal,great,no_equality
2121,reste,rest,остаток
2122,reste,remain,оставаться
2123,reste,remain,остаться
2124,reste,remain,весь ещё
2125,ajouter,add,добавить
2126,ajouter,add,включить
2127,ajouter,add,добавлять
2128,ajouter,add,сказать
2129,ajouter,add,дополнить
2130,ajouter,add,внести
2131,ajouter,add,добавление
2132,info,info,информация
2133,info,info,дать
2134,délivrance,issuance,выдача
2135,délivrance,deliverance,no_equality
2136,précédent,previous,предыдущий
2137,précédent,previous,прежний
2138,précédent,previous,предшествовать
2139,précédent,previous,прошлый
2140,précédent,previous,бывший
2141,précédent,above,no_equality
2142,précédent,unprecedented,no_equality
2143,donner,give,дать
2144,donner,give,отдать
2145,donner,give,давать
2146,donner,give,предоставить
2147,donner,give,передать
2148,donner,give,обеспечить
2149,donner,give,придать
2150,donner,give,привести
2151,donner,give,отдавать
2152,donner,give,предоставлять
2153,donner,give,уделять
2154,donner,give,преподать
2155,donner,sacrifice,пожертвовать
2156,atmosphère,atmosphere,атмосфера
2157,atmosphère,atmosphere,обстановка
2158,atmosphère,atmosphere,воздух
2159,atmosphère,atmosphere,атмосферный
2160,satisfaction,satisfaction,удовлетворение
2161,satisfaction,satisfaction,признательность
2162,satisfaction,satisfaction,удовлетворённость
2163,satisfaction,satisfaction,сатисфакция
2164,satisfaction,satisfaction,удовольствие
2165,satisfaction,satisfaction,удовлетворение отмечать
2166,satisfaction,customer satisfaction,no_equality
2167,Tambour,drum,барабан
2168,réveil,awakening,пробуждение
2169,émission,emission,выброс
2170,émission,emission,эмиссия
2171,émission,issue,выпуск
2172,émission,issue,выдача
2173,canard,duck,утка
2174,canard,duck,утёнок
2175,canard,canard,no_equality
2176,violer,violate,нарушать
2177,violer,violate,нарушить
2178,violer,violate,нарушение
2179,raison,reason,причина
2180,raison,reason,основание
2181,raison,reason,повод
2182,raison,reason,смысл
2183,raison,reason,разум
2184,raison,reason,соображение
2185,raison,reason,рассудок
2186,raison,reason,благодаря
2187,raison,due,no_equality
2188,expliquer,explain,объяснить
2189,expliquer,explain,объяснять
2190,expliquer,explain,разъяснить
2191,expliquer,explain,рассказать
2192,expliquer,explain,пояснить
2193,expliquer,explain,объясняться
2194,expliquer,explain,объясниться
2195,expliquer,explain,разъяснять
2196,expliquer,explain,разъяснение
2197,expliquer,explain,объяснение
2198,expliquer,say,рассказать
2199,expliquer,say,сказать
2200,chute,fall,падение
2201,chute,fall,снижение
2202,chute,fall,сокращение
2203,chute,waterfall,no_equality
2204,supplémentaire,additional,дополнительный
2205,supplémentaire,additional,новый
2206,supplémentaire,extra,дополнительный
2207,enveloppe,envelope,конверт
2208,enveloppe,envelope,оболочка
2209,enveloppe,envelope,пакет
2210,référence,reference,ссылка
2211,référence,reference,упоминание
2212,référence,reference,указание
2213,référence,reference,справочный
2214,référence,refer,no_equality
2215,chaleureux,warm,тёплый
2216,ventilateur,fan,вентилятор
2217,exactement,exactly,именно
2218,exactement,exactly,точно
2219,exactement,exactly,ровно
2220,exactement,exactly,так
2221,exactement,exactly,как раз
2222,exactement,exactly,в точность
2223,exactement,exactly,вот
2224,exactement,exactly,абсолютно
2225,exactement,exactly,собственно
2226,exactement,exactly,совершенно
2227,exactement,exactly,конкретно
2228,exactement,exactly,же
2229,exactement,precisely,именно
2230,exactement,precisely,точно
2231,exactement,precisely,ровно
2232,exactement,precisely,как раз
2233,exactement,precisely,конкретно
2234,salon,lounge,гостиный
2235,salon,lounge,зал
2236,salon,lounge area,гостиный
2237,salon,lounge area,зал
2238,salon,living area,no_equality
2239,Amérique,America,америка
2240,Amérique,America,сша
2241,Amérique,America,штат
2242,Amérique,America,американский
2243,Amérique,America,американец
2244,Amérique,Americas,америка
2245,respect,respect,соблюдение
2246,respect,respect,уважение
2247,respect,compliance,соблюдение
2248,respect,compliance,выполнение
2249,respect,compliance,соответствие
2250,respect,compliance,осуществление
2251,respect,uphold,no_equality
2252,entamer,begin,начать
2253,entamer,begin,приступить к
2254,entamer,begin,вступить
2255,entamer,begin,начало
2256,entamer,initiate,начать
2257,entamer,initiate,приступить к
2258,arrière,back,назад
2259,arrière,back,задний
2260,arrière,back,тыл
2261,arrière,rear,назад
2262,arrière,rear,позади
2263,arrière,rear,задний
2264,arrière,rear,тыл
2265,arrière,rear,задний часть
2266,pub,pub,паб
2267,pub,pub,бар
2268,album,album,альбом
2269,quasi,almost,почти
2270,quasi,almost,практически
2271,quasi,quasi,no_equality
2272,quasi,virtually,почти
2273,quasi,virtually,практически
2274,désigner,designate,назначить
2275,désigner,designate,назначать
2276,désigner,designate,назначение
2277,désigner,refer,no_equality
2278,désigner,mean,no_equality
2279,désigner,assign,назначить
2280,désigner,assign,назначать
2281,désigner,identify,указать
2282,désigner,denote,обозначение
2283,désigner,define,указать
2284,désigner,indicate,указать
2285,génie,engineering,инженерный
2286,génie,genius,гений
2287,génie,genius,гениальность
2288,génie,genius,умник
2289,génie,genius,гениальный
2290,enfance,childhood,детство
2291,enfance,childhood,детский
2292,enfance,childhood,ребёнок
2293,enfance,childhood,детский возраст
2294,secret,secret,секрет
2295,secret,secret,тайна
2296,secret,secret,тайный
2297,secret,secret,секретный
2298,conseil,advice,совет
2299,conseil,advice,рекомендация
2300,conseil,advice,консультация
2301,conseil,advice,консультирование
2302,conseil,tip,совет
2303,avant,before,пока
2304,avant,before,прежде чем
2305,avant,before,до тот
2306,avant,before,перед
2307,avant,before,прежде
2308,avant,before,ранний
2309,avant,before,ранее
2310,avant,before,до наступление
2311,avant,prior,прежде чем
2312,avant,prior,ранее
2313,avant,prior to,прежде чем
2314,avant,prior to,перед
2315,avant,prior to,ранее
2316,après,after,после
2317,après,after,спустя
2318,après,after,поздний
2319,après,after,вслед за
2320,après,after,через
2321,après,after,после тот как
2322,après,later,после
2323,après,later,спустя
2324,après,later,поздний
2325,après,later,впоследствии
2326,après,later,через
2327,après,afterwards,после
2328,après,afterwards,потом
2329,après,afterwards,спустя
2330,après,afterwards,поздний
2331,après,afterwards,впоследствии
2332,notamment,particularly,особенно
2333,notamment,particularly,прежде всего
2334,notamment,particularly,особо
2335,notamment,particular,no_equality
2336,notamment,in particular,особенно
2337,notamment,in particular,например
2338,notamment,in particular,прежде всего
2339,notamment,in particular,а именно
2340,notamment,in particular,особо
2341,notamment,in particular,включая
2342,notamment,such as,например
2343,notamment,such as,а именно
2344,notamment,inter alia,например
2345,notamment,inter alia,включая
2346,notamment,inter alia,среди прочее
2347,cheminée,fireplace,камин
2348,cheminée,open fireplace,no_equality
2349,rêve,dream,мечта
2350,rêve,dream,сон
2351,rêve,dream,сказка
2352,publication,publication,публикация
2353,publication,publication,опубликование
2354,publication,publication,издание
2355,publication,publication,выпуск
2356,publication,publication,издательский
2357,publication,publication,опубликовать
2358,publication,publication,обнародование
2359,publication,publish,no_equality
2360,fracture,fracture,перелом
2361,fracture,fracture,трещина
2362,Fashion,fashion,мода
2363,creux,hollow,no_equality
2364,creux,trough,no_equality
2365,creux,empty,no_equality
2366,examen,review,рассмотрение
2367,examen,review,обзор
2368,examen,review,изучение
2369,examen,review,анализ
2370,examen,review,пересмотр
2371,examen,review,проверка
2372,examen,review,оценка
2373,examen,examination,рассмотрение
2374,examen,examination,изучение
2375,examen,examination,анализ
2376,examen,examination,экзамен
2377,examen,examination,проверка
2378,examen,examination,осмотр
2379,examen,examination,обследование
2380,examen,examination,освидетельствование
2381,examen,exam,экзамен
2382,examen,exam,осмотр
2383,examen,exam,обследование
2384,voyage,travel,поездка
2385,voyage,travel,путешествие
2386,voyage,trip,поездка
2387,voyage,trip,путешествие
2388,voyage,trip,путь
2389,voyage,trip,дорога
2390,voyage,trip,рейс
2391,voyage,trip,полёт
2392,voyage,trip,визит
2393,voyage,travelling,путешествие
2394,modèle,model,модель
2395,modèle,model,образец
2396,modèle,model,пример
2397,modèle,model,схема
2398,modèle,model,типовой
2399,modèle,model,образцовый
2400,Star,star,звезда
2401,pair,pair,no_equality
2402,uniquement,only,только
2403,uniquement,only,исключительно
2404,uniquement,only,просто
2405,impératif,imperative,императив
2406,impératif,imperative,настоятельный необходимость
2407,impératif,necessity,необходимость
2408,casser,break,сломать
2409,casser,break,разбить
2410,casser,break,ломать
2411,casser,break,взломать
2412,casser,break,разбивать
2413,casser,break,сломаться
2414,casser,breaking,no_equality
2415,fait,fact,тот
2416,fait,fact,факт
2417,fait,fact,дело
2418,bon,good,хороший
2419,bon,good,отличный
2420,bon,good,добрый
2421,bon,good,приятно
2422,bon,good,отлично
2423,bon,great,отличный
2424,bon,great,отлично
