,English text,train_type,en_fr_translate,fr_en_translate,correct
149,We'll survive.,future_simple poz,Nous allons survivre.,We will survive.,False
151,You will change.,future_simple poz,Vous allez changer.,You're going to change.,False
152,We will sing.,future_simple poz,Nous allons chanter.,We're going to sing.,False
153,We'll return.,future_simple poz,Nous allons revenir.,We'll be back.,False
155,It'll happen.,future_simple poz,Il va arriver.,He'll be here soon.,False
156,They will listen.,future_simple poz,Ils vont écouter.,They'll listen.,False
158,You'll meet them again.,future_simple poz,Vous pourrez les rencontrer à nouveau.,You can meet them again.,False
160,She'll mend.,future_simple poz,Elle va réparer.,She'll fix it.,False
161,I'll repeat.,future_simple poz,Je vais répéter.,I'll rehearse.,False
162,You'll do it again.,future_simple poz,Vous allez le faire à nouveau.,You're gonna do it again.,False
163,I will finish it tonight.,future_simple poz,Je le finirai ce soir.,I'll finish it tonight.,False
164,They will miss them again.,future_simple poz,Ils vont encore leur manquer.,They'll miss them again.,False
166,I'll jump.,future_simple poz,Je vais sauter.,I'm gonna jump.,False
168,They'll help.,future_simple poz,Ils vous aideront.,They'll help you.,False
169,They'll pay.,future_simple poz,Ils vont payer.,They're gonna pay.,False
170,We will go.,future_simple poz,Nous irons.,We'll go.,False
174,I'll come.,future_simple poz,Je vais venir.,I'll be right there.,False
175,You'll pay!,future_simple poz,Vous aurez à payer!,You'll have to pay!,False
177,You'll understand.,future_simple poz,Vous l'aurez compris.,You'll understand that.,False
180,We'll learn.,future_simple poz,Nous allons apprendre.,We will learn.,False
181,We will listen.,future_simple poz,Nous serons à l'écoute.,We'll be listening.,False
182,It'll end.,future_simple poz,Il va de fin.,It's going to end.,False
183,They'll attack.,future_simple poz,Ils vont attaquer.,They're going to attack.,False
184,We'll succeed.,future_simple poz,Nous allons réussir.,We will succeed.,False
186,I will decide.,future_simple poz,Je vais décider.,I'll decide.,False
187,I'll confess!,future_simple poz,Je vais t'avouer!,I'll tell you!,False
189,It'll take you fifty years.,future_simple poz,Ça te prendra 50 ans.,It'll take you 50 years.,False
190,It will take him four hours.,future_simple poz,Ça lui prendra quatre heures.,It'll take him four hours.,False
194,I'll check when I get home.,future_simple poz,Je vérifierai quand je rentrerai.,I'll check when I get back.,False
195,I hope you will be kind to them.,future_simple poz,J'espère que vous allez être gentils avec eux.,I hope you're going to be nice to them.,False
196,I hope it will be useful to her.,future_simple poz,J'espère que ce sera utile pour elle.,I hope it will be of use to her.,False
197,It will be ready in half an hour.,future_simple poz,Il sera prêt dans une demi-heure.,It'll be ready in half an hour.,False
199,I'll be there in about fifteen minutes.,future_simple poz,Je serai là dans une quinzaine de minutes.,I'll be there in fifteen minutes.,False
202,I will go to the village with you.,future_simple poz,Je vais aller au village avec vous.,I'll go to the village with you.,False
203,I'll speak to a friend about it.,future_simple poz,Je vais en parler à un ami à ce sujet.,I'll talk to a friend about it.,False
204,I'll go to the hospital with you.,future_simple poz,Je vais aller à l'hôpital.,I'm going to the hospital.,False
207,"Okay, I'll meet you at the car.",future_simple poz,"Bon, je vais vous rencontrer à la voiture.","Well, I'll meet you at the car.",False
208,"Yes, I'll bring it in a minute.",future_simple poz,"Oui, je vais l'amener dans une minute.","Yeah, I'll bring it in a minute.",False
209,I'll get only one chance.,future_simple poz,Je vais avoir une seule chance.,I'm gonna get one chance.,False
210,He'll be back one day.,future_simple poz,Il sera de retour un jour.,He'll be back someday.,False
211,We'll go there one day.,future_simple poz,Nous allons y aller un jour.,We're gonna go someday.,False
212,We'll meet again one day.,future_simple poz,Nous nous reverrons un jour.,We'll see each other again someday.,False
213,We'll be together one day.,future_simple poz,Nous allons être ensemble un jour.,We're gonna be together someday.,False
214,I think I'll change my mind too.,future_simple poz,Je pense que je vais changer mon esprit aussi.,"I think I'm gonna change my mind, too.",False
215,I reckon he'll know your name soon.,future_simple poz,Je pense qu'il va connaître votre nom bientôt.,I think he'll know your name soon.,False
218,I'll see you tomorrow morning.,future_simple poz,Je te vois demain matin.,I'll see you in the morning.,False
219,It'll be over very fast.,future_simple poz,Ça va être très rapide.,It's going to be very fast.,False
221,I'll pick you up at three.,future_simple poz,Je passe te prendre à trois heures.,I'll pick you up at 3: 00.,False
224,I'll go help my family.,future_simple poz,Je vais aller aider ma famille.,I'm gonna go help my family.,False
225,I'll go tell my father.,future_simple poz,Je vais aller le dire à mon père.,I'm gonna go tell my dad.,False
226,I'll go check his room.,future_simple poz,Je vais vérifier sa chambre.,I'll check his room.,False
227,I'll go get my coffee.,future_simple poz,Je vais aller prendre mon café.,I'm gonna go get my coffee.,False
228,I'll go get her dessert.,future_simple poz,Je vais chercher son dessert.,I'll get his dessert.,False
229,"Okay, I will see you next time.",future_simple poz,"OK, je te verrai la prochaine fois.","Okay, I'll see you next time.",False
230,I'll give you fifty dollars.,future_simple poz,Je vous donne 50 dollars.,I'll give you 50 bucks.,False
1,Will he be fine?,future_simple q,Sera-t-il bien?,Will he be all right?,False
4,Will you be wise?,future_simple q,Serez-vous sages?,Will you be good?,False
9,Will it look real?,future_simple q,Sera t'il de vrai?,Will it be real?,False
11,Will we be safe?,future_simple q,Allons-nous être sûrs?,Are we going to be sure?,False
12,Will I be handsome?,future_simple q,Vais-je être beau?,Am I gonna look good?,False
13,Will she be okay?,future_simple q,Sera-t-elle d'accord?,Will she agree?,False
14,Will it be safe?,future_simple q,Est-il sécuritaire?,Is it safe?,False
15,Will you be comfortable?,future_simple q,Vous être à l'aise?,Are you comfortable?,False
17,Will you be okay?,future_simple q,Serez-vous d'accord?,Will you agree?,False
18,Will it be cool?,future_simple q,Ça va être cool?,Is this gonna be cool?,False
21,Will she be fine?,future_simple q,Sera-t-elle bien?,Will she be all right?,False
23,Will it be painful?,future_simple q,Sera-ce douloureux?,Will it hurt?,False
24,Will they become great?,future_simple q,Deviendront-ils grands?,Will they grow up?,False
25,Will it be possible?,future_simple q,Est-il possible?,Is it possible?,False
27,Will it look perfect?,future_simple q,Elle aura l'air parfait?,Will she look perfect?,False
28,Will we be okay?,future_simple q,Serons-nous d'accord?,Will we agree?,False
34,Will it be wrong?,future_simple q,Sera-ce une mauvaise chose?,Will it be a bad thing?,False
35,Will it be clear?,future_simple q,Il sera évident?,Will it be obvious?,False
36,Will they be soft?,future_simple q,Seront-ils doux?,Will they be gentle?,False
38,Will I be good?,future_simple q,Vais-je être bon?,Am I gonna be good?,False
40,Will I be poor?,future_simple q,Vais-je être pauvres?,Am I going to be poor?,False
41,Will you release her?,future_simple q,Allez-vous libérer?,Are you going to release?,False
43,Will you forget me?,future_simple q,Oublierez-vous de moi?,Will you forget about me?,False
47,Will you help me?,future_simple q,Pouvez-vous m'aider?,Can you help me?,False
51,Will you allow me?,future_simple q,Me permettez-vous?,May I?,False
53,Will you sign it?,future_simple q,Allez-vous signer?,Are you going to sign?,False
54,Will we disturb him?,future_simple q,Nous déranger?,Bother us?,False
55,Will you invite him?,future_simple q,Allez-vous inviter?,Are you going to invite?,False
56,Will you build it?,future_simple q,Allez-vous construire?,Are you going to build?,False
57,Will you marry him?,future_simple q,Allez-vous l'épouser?,Are you going to marry?,False
58,Will you find them?,future_simple q,Saurez-vous les trouver?,Can you find them?,False
59,Will you hit me?,future_simple q,Allez-vous me frapper?,Are you going to hit me?,False
62,Will you try it?,future_simple q,Allez-vous essayer?,Are you going to try?,False
65,Will it hurt you?,future_simple q,Ça va te faire mal?,Is that gonna hurt?,False
66,Will you hear them?,future_simple q,Allez-vous entendre?,Will you hear?,False
68,Will I hear you?,future_simple q,Je vous entends?,I hear you?,False
69,Will you show us?,future_simple q,Allez-vous nous montrer?,Are you going to show us?,False
70,Will you confront him?,future_simple q,Allez-vous affronter?,Are you going to fight?,False
71,Will it harm you?,future_simple q,Ça te fera du mal?,Will it hurt you?,False
72,Will you spend it?,future_simple q,Allez-vous dépenser?,Are you going to spend?,False
73,Will they believe it?,future_simple q,Croiront-ils?,Will they believe?,False
74,Will you describe it?,future_simple q,Serez-vous le décrire?,Will you describe him?,False
75,Will it help us?,future_simple q,Il nous aider?,Is he helping us?,False
77,Will we allow it?,future_simple q,Allons-nous nous le permettre?,Are we going to afford it?,False
80,Will he hurt her?,future_simple q,Va-t-il du mal?,Is he hurt?,False
81,Will you teach us?,future_simple q,Allez-vous nous apprendre?,Are you going to teach us?,False
84,Will you consider it?,future_simple q,Allez-vous considérer?,Will you consider?,False
85,Will you meet me?,future_simple q,Allez-vous me rencontrer?,Are you going to meet me?,False
86,Will you join us?,future_simple q,Voulez-vous vous joindre à nous?,Would you like to join us?,False
88,Will you hear him?,future_simple q,Allez-vous l'entendre?,Will you hear it?,False
89,Will you see him?,future_simple q,Allez-vous le voir?,Are you going to see?,False
91,Will you tell us?,future_simple q,Vous allez nous le dire?,Are you going to tell us?,False
94,Will you help her?,future_simple q,Allez-vous l'aider?,Are you going to help?,False
96,Will you find it?,future_simple q,Allez-vous le trouver?,Are you going to find?,False
97,Will you lose me?,future_simple q,Allez-vous perdre moi?,Are you gonna lose me?,False
98,Will you tell them?,future_simple q,Allez-vous leur dire?,Are you going to tell them?,False
101,Will it cure them?,future_simple q,Il guérir?,He's healing?,False
102,Will you save us?,future_simple q,Allez-vous nous sauver?,Are you going to save us?,False
105,Will you pay me?,future_simple q,Allez-vous me payer?,Are you going to pay me?,False
106,Will you paint me?,future_simple q,Allez-vous me peindre?,Are you going to paint me?,False
107,Will she destroy me?,future_simple q,Elle me détruire?,She destroy me?,False
108,Will you advise me?,future_simple q,Allez-vous me conseiller?,Are you going to advise me?,False
110,Will you betray us?,future_simple q,Allez-vous nous trahir?,Are you going to betray us?,False
111,Will it save them?,future_simple q,Il les sauver?,He's saving them?,False
112,Will you abandon me?,future_simple q,Vous m'abandonnez?,You're abandoning me?,False
113,Will you buy it?,future_simple q,Allez-vous l'acheter?,Are you going to buy?,False
114,Will you teach me?,future_simple q,Allez-vous m'apprendre?,Are you going to teach me?,False
115,Will I meet her?,future_simple q,Vais-je rencontrer?,Will I meet?,False
116,Will you tell her?,future_simple q,Allez-vous lui dire?,Will you tell him?,False
117,Will you save me?,future_simple q,Allez-vous me sauver?,Are you going to save me?,False
121,Will I feel it?,future_simple q,Ressent-il?,Does he feel?,False
122,Will you accompany me?,future_simple q,Allez-vous m'accompagner?,Will you come with me?,False
126,Will I marry you?,future_simple q,Je vous épouser?,I marry you?,False
128,Will you help me?,future_simple q,Pouvez-vous m'aider?,Can you help me?,False
129,Will it suit her?,future_simple q,Il lui conviennent?,It suits him?,False
130,Will you train her?,future_simple q,Allez-vous en train de lui?,Are you going to him?,False
131,Will you represent him?,future_simple q,Allez-vous représenter?,Are you going to represent?,False
132,Will he punish me?,future_simple q,Me punira-t-il?,I will punish it?,False
133,Will you wear it?,future_simple q,Allez-vous porter?,Are you going to carry?,False
134,Will you share it?,future_simple q,Allez-vous partager?,Will you share?,False
135,Will it help you?,future_simple q,Il vous aidera?,Will he help you?,False
137,Will you hurt me?,future_simple q,Tu vas me faire mal?,Are you gonna hurt me?,False
139,Will I see you?,future_simple q,Vais-je vous voir?,Shall I see you?,False
140,Will she lose it?,future_simple q,Sera-t-elle perdre?,Will she lose?,False
141,Will you get it?,future_simple q,Allez-vous l'obtenir?,Are you going to get?,False
142,Will he choose me?,future_simple q,Il va me choisir?,Is he gonna pick me?,False
144,Will she hear him?,future_simple q,Sera-t-elle l'entendre?,Will she hear it?,False
148,Will they make it?,future_simple q,Vont-ils le faire?,Will they?,False
149,Will you lead us?,future_simple q,Allez-vous nous conduire?,Are you going to drive us?,False
150,Will they destroy it?,future_simple q,Vont-ils détruire?,Will they destroy?,False
151,Will he deny it?,future_simple q,Le niera-t-il?,Deny it?,False
152,Will you take him?,future_simple q,Allez-vous le prendre?,Will you take it?,False
153,Will you ask her?,future_simple q,Allez-vous lui demander?,Will you ask him?,False
154,Will you take us?,future_simple q,Allez-vous prendre à nous?,Will you take to us?,False
155,Will they fit you?,future_simple q,Vont-ils s'adapter à vous?,Will they adapt to you?,False
156,Will you defend me?,future_simple q,Allez-vous me défendre?,Are you going to defend me?,False
159,Will they understand it?,future_simple q,Vont-ils le comprendre?,Will they understand?,False
160,Will you leave me?,future_simple q,Allez-vous me laisser?,Will you leave me alone?,False
161,Will you read it?,future_simple q,Vous le lire?,You read it?,False
162,Will he marry you?,future_simple q,Il vous marier?,Are you getting married?,False
163,Will it heal her?,future_simple q,Il va la guérir?,Is he gonna fix her?,False
165,Will you paint it?,future_simple q,Allez-vous peindre?,Are you going to paint?,False
166,Will you phone him?,future_simple q,Allez-vous lui téléphoner?,Are you going to phone him?,False
168,Will it stop them?,future_simple q,Il va les arrêter?,Is he going to stop them?,False
172,Will I love her?,future_simple q,Je l'aime?,I love him?,False
173,Will it save her?,future_simple q,Il la sauver?,He saved her?,False
174,Will you protect me?,future_simple q,Allez-vous me protéger?,Are you going to protect me?,False
175,Will I miss it?,future_simple q,Me manquerait-il?,Would I miss him?,False
176,Will you call them?,future_simple q,Allez-vous appeler?,Are you going to call?,False
177,Will he let us?,future_simple q,Va-t-il laissez-nous?,Will he leave us?,False
178,Will you remember it?,future_simple q,Vous souvenez-vous il?,Do you remember him?,False
180,Will you let him?,future_simple q,Allez-vous laisser?,Will you leave?,False
182,Will he bring her?,future_simple q,Va-t-il lui apporter?,Will he bring him?,False
183,Will you punish us?,future_simple q,Allez-vous nous punir?,Are you going to punish us?,False
184,Will you heal me?,future_simple q,Allez-vous me guérir?,Will you cure me?,False
185,Will he do it?,future_simple q,Le fera-t-il?,Will he?,False
187,Will we let them?,future_simple q,Allons-nous leur laisser?,Shall we leave them?,False
188,Will you find him?,future_simple q,Allez-vous le trouver?,Are you going to find?,False
191,Will it help them?,future_simple q,Il les aider?,Help them?,False
193,Will you remind her?,future_simple q,Allez-vous lui rappeler?,Will you call him back?,False
194,Will you introduce me?,future_simple q,Allez-vous me présenter?,Are you going to introduce me?,False
195,Will you answer them?,future_simple q,Tu vas leur répondre?,You gonna answer them?,False
196,Will you catch me?,future_simple q,Allez-vous me prendre?,Will you take me?,False
197,Will I regret it?,future_simple q,Vais-je le regretter?,Am I gonna regret this?,False
200,Will you hire me?,future_simple q,Allez-vous m'embaucher?,Are you going to hire me?,False
201,Will we build it?,future_simple q,Allons-nous construire?,Are we going to build?,False
202,Will you take her?,future_simple q,Allez-vous l'emmener?,Are you going to take?,False
205,Will you watch the game upstairs?,future_simple q,Tu vas regarder le match à l'étage?,You gonna watch the game upstairs?,False
207,Will he have long hair?,future_simple q,Va-t-il avoir les cheveux longs?,Is he gonna have long hair?,False
209,What tools will they need?,future_simple q,Quels sont les outils dont ils ont besoin?,What tools do they need?,False
210,What roles will we play?,future_simple q,Quels rôles que nous jouons?,What roles do we play?,False
211,What results will they get?,future_simple q,Quels résultats obtiendront-ils?,What results will they achieve?,False
213,What resources will she need?,future_simple q,De quelles ressources aura-t-elle besoin?,What resources will it need?,False
215,What steps will you take?,future_simple q,Quelles mesures allez-vous prendre?,What measures are you going to take?,False
216,Will it make me happy?,future_simple q,Ça va me faire plaisir?,Will that make me happy?,False
217,Will you be a team player?,future_simple q,Serez-vous un joueur de l'équipe?,Are you a team player?,False
219,Will you bake a cherry pie?,future_simple q,Tu veux faire une tarte aux cerises?,You want to make a cherry pie?,False
220,Will you go back home?,future_simple q,Allez-vous rentrer à la maison?,Are you going home?,False
222,Will I finish this book today?,future_simple q,Vais-je terminer ce livre aujourd'hui?,Am I going to finish this book today?,False
226,Will you leave me alone then?,future_simple q,Tu vas me laisser tranquille?,Will you leave me alone?,False
227,Will we see them again tonight?,future_simple q,Allons-nous voir de nouveau ce soir?,Are we going to see again tonight?,False
229,Will you come back tomorrow?,future_simple q,Allez-vous revenir demain?,Are you coming back tomorrow?,False
230,Will you be here tomorrow?,future_simple q,Serez-vous là demain?,Will you be there tomorrow?,False
2,There are seven floors in the hospital.,there_is_there_are,Il y a sept étages de l'hôpital.,There are seven floors of the hospital.,False
9,There are many tall buildings in this city.,there_is_there_are,Il y a beaucoup de bâtiments dans cette ville.,There's a lot of buildings in this town.,False
11,There are many villages in that area.,there_is_there_are,Il y a beaucoup de villages dans cette région.,There are many villages in this region.,False
14,There are lovely flowers in the vase.,there_is_there_are,Il y a de belles fleurs dans le vase.,There are beautiful flowers in the vase.,False
15,There are many children on the playground.,there_is_there_are,Il y a beaucoup d'enfants sur le terrain de jeu.,There's a lot of kids on the playground.,False
19,There are two dangers here.,there_is_there_are,Il y a deux dangers.,There are two dangers.,False
22,There are other kinds of jobs.,there_is_there_are,Il existe d'autres types d'emplois.,There are other types of jobs.,False
23,There are several kinds of classes.,there_is_there_are,Il existe plusieurs types de classes.,There are several types of classes.,False
25,There are various types of contracts.,there_is_there_are,Il existe différents types de contrats.,There are different types of contracts.,False
26,There are many kinds of tests.,there_is_there_are,Il existe de nombreux types de tests.,There are many types of tests.,False
27,There are many kinds of stars.,there_is_there_are,Il existe de nombreux types d'étoiles.,There are many types of stars.,False
28,There are many kinds of books.,there_is_there_are,Il existe de nombreux types de livres.,There are many types of books.,False
29,There are different kinds of exams.,there_is_there_are,Il existe différents types d'examens.,There are different types of examinations.,False
30,There are secrets in all families.,there_is_there_are,Il y a des secrets dans toutes les familles.,There are secrets in every family.,False
35,There are seven bicycles in that street.,there_is_there_are,Il y a sept vélos dans cette rue.,There are seven bikes on this street.,False
41,There are six players in a team.,there_is_there_are,Il y a six joueurs dans une équipe.,There are six players on a team.,False
44,There are two photos in the bag.,there_is_there_are,Il y a deux photos dans le sac.,There are two pictures in the bag.,False
48,There are ten computers in the classroom.,there_is_there_are,Il y a dix ordinateurs dans la classe.,There are ten computers in the class.,False
54,There are fifteen students in the class.,there_is_there_are,Il y a une quinzaine d'étudiants dans la classe.,There are about 15 students in the class.,False
56,There are six eggs in the fridge.,there_is_there_are,Il y a six œufs au frigo.,There's six eggs in the fridge.,False
60,There are three apples on the plate.,there_is_there_are,Il y a trois pommes dans l'assiette.,There's three apples on the plate.,False
61,There are two windows in the room.,there_is_there_are,Il y a deux fenêtres dans la chambre.,There are two windows in the bedroom.,False
62,There are three rooms in the school.,there_is_there_are,Il y a trois chambres à l'école.,There are three rooms at the school.,False
69,There are two children in the room.,there_is_there_are,Il y a deux enfants dans la même chambre.,There are two children in the same room.,False
72,There are five kittens in the basket.,there_is_there_are,Il y a cinq chatons dans un panier.,There are five kittens in a basket.,False
73,There are twelve desks in the room.,there_is_there_are,Il y a douze bureaux dans la pièce.,There are twelve offices in the room.,False
74,There is a good library there.,there_is_there_are,Il y a une bonne bibliothèque.,There's a good library.,False
77,There's a beautiful lake there.,there_is_there_are,Il y a un beau lac.,There's a beautiful lake.,False
78,There is a small mailbox here.,there_is_there_are,Il y a une petite boîte aux lettres ici.,There's a little mailbox here.,False
79,There's a big casino there.,there_is_there_are,Il y a un grand casino.,There's a big casino.,False
80,There's a small garden there.,there_is_there_are,Il y a un petit jardin.,There's a little garden.,False
81,There's an interesting church nearby.,there_is_there_are,Il y a une église intéressante à côté.,There's an interesting Church nearby.,False
83,There is a strange animal there.,there_is_there_are,Il y a un animal étrange là-bas.,There was a strange animal out there.,False
85,There is a nice river in my city.,there_is_there_are,Il y a une belle rivière dans ma ville.,There's a beautiful river in my town.,False
86,There is a big stadium near my house.,there_is_there_are,Il y a un grand stade près de chez moi.,There's a big stadium near my house.,False
87,There's some lemon water in my bag.,there_is_there_are,Il y a un peu de citron de l'eau dans mon sac.,There's a little lemon water in my bag.,False
88,There is a big window in my bedroom.,there_is_there_are,Il y a une grande fenêtre dans ma chambre.,There's a big window in my room.,False
89,There are carpets on the floor.,there_is_there_are,Il y a des tapis sur le plancher.,There's carpets on the floor.,False
94,There are books in the bookcase.,there_is_there_are,Il y a des livres dans la bibliothèque.,There are books in the library.,False
95,There are pencils on the table.,there_is_there_are,Il y a des crayons sur la table.,There's pencils on the table.,False
102,There are drinks on the table.,there_is_there_are,Il y a des boissons sur la table.,There's drinks on the table.,False
103,There are people at the river.,there_is_there_are,Il y a des gens au bord de la rivière.,There are people by the river.,False
105,There are vegetables in the bag.,there_is_there_are,Il y a des légumes dans le sac.,There's vegetables in the bag.,False
112,There are people on that ship.,there_is_there_are,Il y a des gens sur ce navire.,There are people on this ship.,False
113,There are plates in the box.,there_is_there_are,Il y a des plaques dans la zone.,There are plates in the area.,False
117,There are stories about that place.,there_is_there_are,Il y a des histoires sur cet endroit.,There are stories about this place.,False
118,There are lots of dangerous things,there_is_there_are,Il y a beaucoup de choses dangereuses,There are many dangerous things,False
119,There are lots of apples in the fridge.,there_is_there_are,Il y a beaucoup de pommes au frigo.,There's a lot of apples in the fridge.,False
121,There are hundreds of such stories.,there_is_there_are,Il y a des centaines de ces histoires.,There are hundreds of these stories.,False
122,There is too much sugar in the coffee.,there_is_there_are,Il y a trop de sucre dans le café.,There's too much sugar in the coffee.,False
124,There is too much food on the plate.,there_is_there_are,Il y a trop de nourriture sur la plaque.,There's too much food on the plate.,False
125,There is gold in these bags!,there_is_there_are,Il y a de l'or dans ces sacs!,There's gold in those bags!,False
126,There is a school for their kids.,there_is_there_are,Il y a une école pour leurs enfants.,There's a school for their children.,False
127,There is a snake in my boots.,there_is_there_are,Il y a un serpent dans mes bottes.,There's a snake in my boots.,False
128,There's a road there.,there_is_there_are,Il y a une route.,There's a road.,False
129,There is a snake in there.,there_is_there_are,Il y a un serpent.,There's a snake.,False
130,There's some juice in my bag.,there_is_there_are,Il y a peu de jus dans mon sac.,There's not much juice in my bag.,False
131,There is a sandwich in my bag.,there_is_there_are,Il s'agit d'un sandwich dans mon sac.,It's a sandwich in my purse.,False
133,There is a bed in my bedroom.,there_is_there_are,"Il y a un lit, dans ma chambre.",There's a bed in my room.,False
134,There is a TV-set in my room.,there_is_there_are,Il y a un téléviseur dans ma chambre.,There's a television in my room.,False
135,There is a beautiful park near my house.,there_is_there_are,Il y a un beau parc près de chez moi.,There's a beautiful park near my house.,False
141,There are beautiful red flowers on every table.,there_is_there_are,Il y a de belles fleurs rouges sur chaque table.,There are beautiful red flowers on each table.,False
142,There are many famous festivals around the world.,there_is_there_are,Il y a de nombreux festivals célèbres dans le monde entier.,There are many famous festivals all over the world.,False
143,There are many interesting things in this house.,there_is_there_are,Il y a beaucoup de choses intéressantes dans cette maison.,There's a lot of interesting things in this house.,False
144,There are many good programs on this channel.,there_is_there_are,Il y a beaucoup de bonnes émissions sur cette chaîne.,There are a lot of good shows on this channel.,False
145,There are many new shops near the theatre.,there_is_there_are,Il y a beaucoup de nouvelles boutiques près du théâtre.,There are many new shops near the theater.,False
146,There are many interesting books on the shelf.,there_is_there_are,Il y a beaucoup de livres intéressants sur l'étagère.,There are a lot of interesting books on the shelf.,False
147,There are many colourful flowers in the vase.,there_is_there_are,Il y a beaucoup de fleurs colorées dans le vase.,There are a lot of colorful flowers in the vase.,False
149,There is a mouse in her kitchen!,there_is_there_are,Il y a une souris dans sa cuisine!,There's a mouse in his kitchen!,False
150,There is a strange man in the street.,there_is_there_are,Il est un homme étrange dans la rue.,He's a strange man on the street.,False
153,There's a phone in my bag.,there_is_there_are,Il y a un téléphone dans mon sac.,There's a phone in my purse.,False
158,There's a number on your door.,there_is_there_are,Il y a un certain nombre de votre porte.,There are a number of your door.,False
162,There is some money in my pocket.,there_is_there_are,Il y a un peu d'argent dans ma poche.,There's a little money in my pocket.,False
165,There is a camera in my room.,there_is_there_are,Il y a une caméra dans ma chambre.,There's a camera in my room.,False
167,There is a letter in her hand.,there_is_there_are,Il y a une lettre dans sa main.,There's a letter in his hand.,False
169,There's a pen in my bag.,there_is_there_are,Il y a un stylo dans mon sac.,There's a pen in my purse.,False
172,There is a bookcase in his room.,there_is_there_are,Il y a une bibliothèque dans sa chambre.,There's a library in his room.,False
173,There is a computer on my table.,there_is_there_are,Il est un ordinateur sur ma table.,It's a computer on my table.,False
174,There is some tea in my glass.,there_is_there_are,Il y a du thé dans mon verre.,There's tea in my glass.,False
178,There's a strange man in my bedroom.,there_is_there_are,Il y a un homme étrange dans ma chambre.,There's a strange man in my room.,False
179,There's an extra bed in our room.,there_is_there_are,Il y a un lit dans notre chambre.,There's a bed in our room.,False
180,There is a strange smile on my face.,there_is_there_are,Il y a un sourire étrange sur mon visage.,There's a strange smile on my face.,False
182,There is a new boss in his office.,there_is_there_are,Il y a un nouveau patron dans son bureau.,There's a new boss in his office.,False
183,There's an empty bottle in his hand.,there_is_there_are,Il a une bouteille vide dans la main.,He's got an empty bottle in his hand.,False
184,There is a big vase in our room.,there_is_there_are,Il y a un grand vase dans notre chambre.,There's a big vase in our room.,False
188,There were two photos.,there_is_there_are,Il y avait deux photos.,There were two pictures.,False
190,There were twelve guests.,there_is_there_are,Il y avait douze personnes.,There were 12 people.,False
200,There were big shops near my house.,there_is_there_are,Il y avait de grands magasins près de chez moi.,There were department stores near my house.,False
207,There were thirty people in the class.,there_is_there_are,Il y avait trente personnes dans la classe.,There were 30 people in the class.,False
214,There were two men in the hall.,there_is_there_are,Il y avait deux hommes dans la salle.,There were two men in the room.,False
215,There was a coffee cup on the table.,there_is_there_are,Il y avait une tasse de café sur la table.,There was a cup of coffee on the table.,False
0,This is your husband.,Указательные местоимения,C'est votre mari.,He's your husband.,False
1,That's his idea.,Указательные местоимения,C'est son idée.,It was his idea.,False
2,That is our home.,Указательные местоимения,C'est notre maison.,This is our house.,False
4,This is our ticket.,Указательные местоимения,C'est notre billet.,That's our ticket.,False
5,This is your father!,Указательные местоимения,C'est votre père!,It's your father!,False
7,This is their task.,Указательные местоимения,C'est leur tâche.,That's their job.,False
8,That's my house.,Указательные местоимения,C'est ma maison.,This is my house.,False
10,This is your home!,Указательные местоимения,C'est votre maison!,This is your house!,False
11,This is my homework.,Указательные местоимения,C'est mon devoir.,It's my duty.,False
12,This is his plan.,Указательные местоимения,C'est son plan.,That's his plan.,False
13,This is his work.,Указательные местоимения,C'est son travail.,It's his job.,False
14,That's our music.,Указательные местоимения,C'est notre musique.,It's our music.,False
15,This is my exam.,Указательные местоимения,C'est mon examen.,This is my test.,False
16,That is my grandfather.,Указательные местоимения,C'est mon grand-père.,He's my grandfather.,False
17,This is my place!,Указательные местоимения,C'est ma place!,This is my spot!,False
21,That's our place.,Указательные местоимения,C'est notre place.,This is where we belong.,False
22,This is his game.,Указательные местоимения,C'est son jeu.,That's his game.,False
23,That's my glass.,Указательные местоимения,C'est mon verre.,That's my drink.,False
24,That's my lunch.,Указательные местоимения,C'est mon déjeuner.,It's my lunch.,False
28,That's his bike.,Указательные местоимения,C'est son vélo.,It's his bike.,False
30,This is your birthday.,Указательные местоимения,C'est ton anniversaire.,It's your birthday.,False
32,That's your plate.,Указательные местоимения,C'est dans votre assiette.,It's on your plate.,False
33,That's your colour.,Указательные местоимения,Que ta couleur.,Only your color.,False
34,That's your brother,Указательные местоимения,C'est votre frère,He's your brother.,False
35,This is her answer.,Указательные местоимения,C'est sa réponse.,That's his answer.,False
36,This is her task.,Указательные местоимения,C'est sa tâche.,That's his job.,False
37,This is their work.,Указательные местоимения,C'est leur travail.,It's their job.,False
38,That's their home.,Указательные местоимения,C'est leur maison.,This is their house.,False
39,That's our future.,Указательные местоимения,C'est notre avenir.,This is our future.,False
40,That's your daughter.,Указательные местоимения,C'est votre fille.,She's your daughter.,False
41,That's our place.,Указательные местоимения,C'est notre place.,This is where we belong.,False
43,This is my shirt.,Указательные местоимения,C'est ma chemise.,That's my shirt.,False
45,This is my box.,Указательные местоимения,C'est ma boîte.,It's my company.,False
46,That is his phone.,Указательные местоимения,C'est son téléphone.,That's her phone.,False
47,This is your pen.,Указательные местоимения,C'est votre plume.,It's your pen.,False
48,That's my music.,Указательные местоимения,C'est ma musique.,It's my music.,False
49,This is her dress.,Указательные местоимения,C'est sa robe.,It's her dress.,False
