,ID,Page ID,Local text,English text,en_fr_yandex_tr,fr_en_yandex_tr,ru_fr_yandex_tr,fr_ru_yandex_tr
159,160,6,Где ты паркуешь свою машину?,Where do you park your car?,Où avez-vous garer votre voiture?,Where did you park your car?,Où garez-vous votre voiture?,Где вы паркуете свой автомобиль?
160,161,6,Ты любишь их?,Do you love them?,Avez-vous aimer?,Did you like it?,Tu les aimes?,Ты их любишь?
161,162,6,Они понимают это?,Do they understand it?,Font-ils le comprendre?,Do they make it clear?,Ils le comprennent?,Они это понимают?
162,163,6,Они помнят меня?,Do they remember me?,Se souviennent-ils de moi?,Do they remember me?,Ils se souviennent de moi?,Они меня помнят?
163,164,6,Как ты работаешь?,How do you work?,Comment travaillez-vous?,How do you work?,Comment tu travailles?,Как ты работаешь?
164,165,6,Они любят его?,Do they love him?,Font-ils l'amour de lui?,Do they love him?,Ils l'aiment?,Они его любят?
165,166,6,Они учат это?,Do they learn it?,Ils l'apprennent?,They find out?,Ils l'enseignent?,Учат?
166,167,6,Вы прощаете меня?,Do you forgive me?,- Vous me pardonner?,- You forgive me?,Vous me pardonnez?,Вы меня простите?
167,168,6,Как вам нравится моя борода?,How do you like my beard?,Comment aimez-vous ma barbe?,How do you like my beard?,Comment aimez-vous ma barbe?,Как вам нравится моя борода?
168,169,6,Как вы произносите по буквам его имя?,How do you spell his name?,Comment voulez-vous épeler son nom?,How do you spell his name?,Comment épelez-vous son nom?,Как вы пишете его имя?
169,170,6,Как ты проводишь своё время?,How do you spend your time?,Comment passez-vous votre temps?,How do you spend your time?,Comment tu passes ton temps?,Как ты проводишь время?
170,171,6,Как ты ездишь в школу?,How do you go to school?,Comment voulez-vous aller à l'école?,How do you want to go to school?,Comment vas-tu à l'école?,Как ты в школе?
171,172,6,Как ты копишь деньги?,How do you save money?,Comment voulez-vous économiser de l'argent?,How do you want to save money?,Comment économisez-vous de l'argent?,Как вы экономите деньги?
172,173,6,Почему у тебя его фотография?,Why do you have his picture?,Pourquoi avez-vous de son image?,Why do you have his picture?,Pourquoi as-tu une photo de lui?,Зачем тебе его фотография?
173,174,6,Где мне найти мой багаж?,Where do I find my baggage?,Où puis-je trouver mes bagages?,Where can I find my luggage?,Où puis-je trouver mes bagages?,Где я могу найти свой багаж?
174,175,6,Как ты говоришь своему начальнику?,How do you tell your boss?,Comment tu le dis à ton patron?,How do you tell your boss?,Comment dites-vous à votre patron?,Как вы говорите своему боссу?
175,176,6,Когда ты делаешь свою домашнюю работу?,When do you do your homework?,Quand faites-vous vos devoirs?,When do you do your homework?,Quand fais-tu tes devoirs?,Когда ты делаешь домашнее задание?
176,177,6,Куда мне отправить мой счёт?,Where do I send my bill?,Où dois-je envoyer ma facture?,Where do I send my invoice?,Où dois-je envoyer ma facture?,Куда я должен отправить свой счет?
177,178,6,Как ты открываешь свою дверь?,How do you open your door?,Comment voulez-vous ouvrir votre porte?,How do you want to open your door?,Comment ouvres-tu ta porte?,Как ты открываешь дверь?
178,179,6,Почему ты говоришь с ней?,Why do you talk to her?,Pourquoi parlez-vous de lui?,Why are you talking about him?,Pourquoi tu lui parles?,Зачем ты с ним разговариваешь?
179,180,6,Ты хочешь немного торта?,Do you want some cake?,Voulez-vous un gâteau?,Would you like a cake?,Tu veux un peu de gâteau?,Хочешь немного торта?
180,181,6,Где ты начинаешь своё путешествие?,Where do you start your journey?,Où voulez-vous commencer votre voyage?,Where do you want to start your journey?,Où commencez-vous votre voyage?,Где вы начинаете свое путешествие?
181,182,6,Как тебе нравится моя рубашка?,How do you like my shirt?,Comment aimez-vous ma chemise?,How do you like my shirt?,Comment aimes-tu ma chemise?,Как тебе нравится моя рубашка?
182,183,6,Почему бы тебе не попытаться?,Why don't you try?,Pourquoi n'essayez-vous pas?,Why don't you try?,Pourquoi ne pas essayer?,Почему бы не попробовать?
183,184,6,Почему бы тебе не дать ему шанс?,Why don't you give him a chance?,Pourquoi tu ne lui donnes pas une chance?,Why don't you give him a chance?,Pourquoi tu ne lui donnerais pas une chance?,Почему бы тебе не дать ему шанс?
184,185,6,"Кто твой начальник, кстати?","Who is your boss, by the way?","Qui est votre patron, par la voie?","Who's your boss, by the way?","Qui est ton patron, au fait?","Кстати, кто твой босс?"
185,186,6,"Как тебя зовут, кстати?","What's your name, by the way?","Quel est votre nom, au fait?","What's your name, by the way?","Quel est ton nom, au fait?","Кстати, как тебя зовут?"
186,187,6,"Как его зовут, кстати?","What's his name, by the way?","Quel est son nom, par le chemin?","What's his name, by the way?","Comment s'appelle-t-il, au fait?","Кстати, как его зовут?"
187,188,6,Почему вы не носите свой новый костюм?,Why don't you wear your new suit?,Pourquoi tu ne Portes pas ton nouveau costume?,Why don't you wear your new suit?,Pourquoi ne portez-vous pas votre nouveau costume?,Почему вы не носите свой новый костюм?
188,189,6,Какое число сегодня?,What date is it today?,Quelle date est-il aujourd'hui?,What date is it today?,Quel est le nombre aujourd'hui?,Какое сегодня число?
189,190,6,Какой день сегодня?,What day is it today?,Quel jour est-ce aujourd'hui?,What day is it today?,Quel jour est aujourd'hui?,Какой сегодня день?
190,191,6,В твоей комнате холодно?,Is it cold in your room?,Il fait froid dans votre chambre?,Is it cold in your room?,Il fait froid dans ta chambre?,В твоей комнате холодно?
191,192,6,Как часто ты ходишь к зубному врачу?,How often do you go to the dentist?,Combien de fois avez-vous aller chez le dentiste?,How many times have you gone to the dentist?,Combien de fois allez-vous chez le dentiste?,Сколько раз вы ходите к стоматологу?
192,193,6,Вы знаете о скидке?,Do you know about the discount?,Savez-vous à propos de la réduction?,Do you know about the discount?,Connaissez-vous le rabais?,Вы знаете скидку?
193,194,6,Что вы делаете на выходных?,What do you do at weekends?,Que faites-vous le week-end?,What do you do on weekends?,Que faites-vous le week-end?,Что вы делаете по выходным?
194,195,6,Что ты знаешь о физике?,What do you know about physics?,Que savez-vous au sujet de la physique?,What do you know about physics?,Que sais-tu de la physique?,Что ты знаешь о физике?
195,196,6,Что я знаю о компьютерах?,What do I know about computers?,Qu'est-ce que je connais aux ordinateurs?,What do I know about computers?,Que sais - je des Ordinateurs?,Что я знаю о компьютерах?
196,197,6,Что вы имеете против собак?,What do you have against dogs?,Qu'avez-vous contre les chiens?,What do you have against dogs?,Qu'avez-vous contre les chiens?,Что вы имеете против собак?
197,198,6,Она знаменита в твоей стране?,Is she famous in your country?,Est-elle célèbre dans votre pays?,Is she famous in your country?,Elle est célèbre dans ton pays?,Она знаменита в твоей стране?
198,199,6,Это плохо для твоего здоровья?,Is it bad for your health?,Est-il mauvais pour votre santé?,Is it bad for your health?,C'est mauvais pour ta santé?,Это плохо для твоего здоровья?
199,200,6,В твоем городе солнечно?,Is it sunny in your city?,Est-il ensoleillé dans votre ville?,Is it Sunny in your city?,C'est ensoleillé dans ta ville?,В твоем городе солнечно?
200,201,6,Он знает о шоу?,Does he know about the show?,Ne sait-il à propos de l'émission?,Doesn't he know about the show?,Il sait pour le spectacle?,Он знает о шоу?
201,202,6,Что вы делаете для клиентов?,What do you do for clients?,Que faites-vous pour les clients?,What do you do for customers?,Que faites-vous pour les clients?,Что вы делаете для клиентов?
202,203,6,"Как так вышло, что он не нравится вам?",How come you don't like him?,Comment venir vous n'avez pas comme lui?,How come you don't like him?,Comment est-il arrivé qu'il ne vous aime pas?,"Как случилось, что он вас не любит?"
203,204,6,"Как так вышло, что вы не верите мне?",How come you don't believe me?,Comment pouvez-vous ne me croyez pas?,How can you not believe me?,Comment est-il arrivé que vous ne me croyiez pas?,"Как случилось, что вы мне не поверили?"
204,205,6,Что ты думаешь о детях?,What do you think about kids?,Que pensez-vous des enfants?,What do you think of the children?,Que penses-tu des enfants?,Что ты думаешь о детях?
205,210,6,Что ты делаешь по средам?,What do you do on Wednesdays?,Que faites-vous de mercredi?,What about Wednesday?,Que fais-tu le mercredi?,Что ты делаешь по средам?
206,211,6,Что ты знаешь о животных?,What do you know about animals?,Que connaissez-vous les animaux?,What do you know about animals?,Que sais-tu des animaux?,Что ты знаешь о животных?
207,212,6,Почему вы не говорите о проблеме?,Why don't you talk about the problem?,Pourquoi tu ne parles pas du problème?,Why don't you talk about the problem?,Pourquoi ne parlez-vous pas du problème?,Почему вы не говорите о проблеме?
208,213,6,Почему они не приходят?,Why don't they come?,Pourquoi n'ont-ils pas venus?,Why didn't they come?,Pourquoi ils ne viennent pas?,Почему они не приходят?
209,214,6,Почему бы нам не пойти туда?,Why don't we go there?,Pourquoi ne pas y aller?,Why don't you go?,Pourquoi ne pas y aller?,Почему бы не пойти туда?
210,215,6,Почему ты меня не навещаешь?,Why don't you visit me?,Pourquoi tu ne viens pas me voir?,Why don't you come to me?,Pourquoi tu ne me rends pas visite?,Почему ты не навещаешь меня?
211,216,6,Почему вы не говорите им правду?,Why don't you tell them the truth?,Pourquoi ne pas leur dire la vérité?,Why not tell them the truth?,Pourquoi ne leur dites-vous pas la vérité?,Почему вы не говорите им правду?
212,217,6,Как часто вы ходите в библиотеку?,How often do you go to the library?,Combien de fois allez-vous à la bibliothèque?,How many times do you go to the library?,À quelle fréquence allez-vous à la bibliothèque?,Как часто вы ходите в библиотеку?
213,218,6,Как часто ты ходишь в кино?,How often do you go to the cinema?,À quelle fréquence allez-vous au cinéma?,How often do you go to the movies?,Combien de fois allez-vous au cinéma?,Сколько раз вы ходите в кино?
214,219,6,Как часто вы ходите в спортивный зал?,How often do you go to the gym?,Combien de fois avez-vous aller à la gym?,How many times have you gone to the gym?,À quelle fréquence allez-vous au Gymnase?,Как часто вы ходите в спортзал?
0,1,8,Он не нуждается в помощи.,He does not need help.,Il n'a pas besoin d'aide.,He doesn't need any help.,Il n'a pas besoin d'aide.,Ему не нужна помощь.
1,2,8,Это не значит ничего.,It doesn't mean anything.,Cela ne veut pas dire quoi que ce soit.,It doesn't mean anything.,Cela ne signifie pas rien.,Это ничего не значит.
2,3,8,Он не хочет ничего.,He doesn't want anything.,Il ne veut pas que quoi que ce soit.,He doesn't want anything.,Il ne veut rien.,Он ничего не хочет.
3,4,8,Это не показывает ничего.,It doesn't show anything.,Il ne veut pas montrer quoi que ce soit.,It doesn't show anything.,Cela ne montre rien.,Это ничего не показывает.
4,5,8,Он не знает ничего.,He doesn't know anything.,Il ne sait rien.,He knows nothing.,Il ne sait rien.,Он ничего не знает.
5,6,8,Это не меняет ничего.,It doesn't change anything.,Ça ne change rien.,It doesn't matter.,Cela ne change rien.,Это ничего не меняет.
6,7,8,Он не говорит ничего.,He doesn't say anything.,Il ne veut rien dire.,He means nothing.,Il ne dit rien.,Он ничего не говорит.
7,8,8,Я не думаю так.,I do not think so.,Je ne le crois pas.,I don't believe that.,Je ne le pense pas.,Я так не думаю.
8,9,8,Мы не знаем еще.,We don't know yet.,Nous ne savons pas encore.,We don't know yet.,Nous ne savons pas encore.,Мы еще не знаем.
9,10,8,Вы не живете здесь.,You don't live here.,Tu ne vis pas ici.,You don't live here.,Vous ne vivez pas ici.,Вы здесь не живете.
10,11,8,Мы не считаем так.,We don't think so.,Nous ne le pensons pas.,We don't think so.,Nous ne considérons pas le cas.,Мы не рассматриваем этот случай.
11,12,8,Я не знаю много об этом.,I don't know much about it.,Je ne sais pas beaucoup sur elle.,I don't know much about her.,Je ne sais pas grand - chose à ce sujet.,Я мало что знаю об этом.
12,13,8,Я не понимаю этого.,I don't understand it.,Je ne le comprends pas.,I don't understand.,Je ne comprends pas.,Я не понимаю.
13,14,8,Я не доверяю ему.,I don't trust him.,Je n'ai pas confiance en lui.,I don't trust him.,Je n'ai pas confiance en lui.,Я ему не доверяю.
14,15,8,Я не понимаю тебя.,I don't understand you.,Je ne te comprends pas.,I don't understand you.,Je ne comprends pas.,Я не понимаю.
15,16,8,Я не вижу этого.,I don't see it.,Je ne la vois pas.,I don't see it.,Je ne vois pas cela.,Я этого не вижу.
16,17,8,Они не помнят его.,They do not remember him.,Ils ne se souviennent pas de lui.,They don't remember him.,Ils ne se souviennent pas de lui.,Они не помнят его.
17,18,8,Я не хочу этого.,I don't want it.,Je ne veux pas ça.,I don't want that.,Je ne veux pas cela.,Я не хочу этого.
18,19,8,Ты не отвечаешь мне.,You don't answer me.,Vous ne répondez pas à moi.,You're not answering me.,Tu ne réponds à moi.,Ты не отвечаешь на мои вопросы.
19,20,8,Ты не доверяешь мне.,You don't trust me.,Vous n'avez pas confiance en moi.,You don't trust me.,Tu n'as pas confiance en moi.,Ты мне не доверяешь.
20,21,8,Вы не имеете в виду это.,You don't mean it.,Vous n'êtes pas sérieux.,You can't be serious.,Vous ne voulez pas dire ça.,Вы не это имеете в виду.
21,22,8,Я не знаю вас!,I don't know you!,Je ne vous connais pas!,I don't know you!,Je ne vous connais pas!,Я вас не знаю!
22,23,8,Я не знаю этого!,I don't know it!,Je ne sais pas elle!,I don't know her!,Je ne sais pas!,Не знаю!
23,24,8,У нас нет этого.,We don't have it.,Nous ne l'avons pas.,We don't have it.,Nous n'avons pas cela.,У нас этого нет.
24,25,8,Они не верят мне.,They don't believe me.,Ils ne me croyez pas.,They don't believe me.,Ils ne me croient.,Они мне не верят.
25,26,8,Я не верю ей.,I don't believe her.,Je ne la crois pas.,I don't believe her.,Je ne crois pas lui.,Я ему не верю.
26,27,8,Я не помню этого.,I don't remember it,Je ne m'en souviens pas,I don't remember,Je ne m'en souviens pas.,Не помню.
27,28,8,Я не вижу ее.,I don't see her.,Je ne la vois pas.,I don't see it.,Je ne la vois pas.,Я ее не вижу.
28,29,8,Вы не нуждаетесь в ней.,You don't need her.,Vous n'avez pas besoin d'elle.,You don't need her.,Vous n'en avez pas besoin.,Вам это не нужно.
29,30,8,Я не ненавижу её.,I don't hate her.,Je ne suis pas à la haïr.,I'm not hating.,Je ne déteste pas le son.,Я не ненавижу звук.
30,31,8,Вам не нравится это.,You don't like it.,Vous ne l'aimez pas.,You don't like him.,Vous ne l'aimez pas.,Вы его не любите.
31,32,8,Я не согласен.,I don't agree.,Je ne suis pas d'accord.,I do not agree.,Je ne suis pas d'accord.,Я не согласен.
32,33,8,Я не помогаю ей.,I don't help her.,Je n'ai pas l'aider.,I didn't help him.,Je n'ai pas l'aide à lui.,Я ему не помогаю.
33,34,8,Я не понимаю его.,I don't understand him.,Je ne le comprends pas.,I don't understand.,Je ne comprends pas son.,Я не понимаю его.
34,35,8,Я не хочу этого.,I do not want it.,Je ne veux pas de ça.,I don't want that.,Je ne veux pas cela.,Я не хочу этого.
35,36,8,Ты не помнишь меня.,You don't remember me.,Vous ne vous souvenez pas de moi.,You don't remember me.,Tu ne te rappelles pas de moi.,Ты меня не помнишь.
36,37,8,Я не люблю его.,I don't love him.,Je ne l'aime pas.,I don't like him.,Je ne l'aime pas.,Я не люблю его.
37,38,8,Мы не пользуемся этим.,We don't use it.,Nous ne l'utilisons pas.,We don't use it.,Nous ne l'utilisons.,Мы не используем его.
38,39,8,Им не нравится это.,They don't like it.,Ils ne l'aiment pas.,They don't like him.,Ils ne l'aiment pas.,Они его не любят.
39,40,8,Вы не знаете её.,You don't know her.,Vous ne la connaissez pas.,You don't know.,Vous ne la connaissez pas.,Вы ее не знаете.
40,41,8,Я не верю ему.,I do not believe him.,Je ne crois pas en lui.,I don't believe in him.,Je ne crois pas en lui.,Я в него не верю.
41,42,8,Вы не знаете их.,You don't know them.,Vous ne les connaissez pas.,You don't know.,Vous ne les connaissez pas.,Вы их не знаете.
42,43,8,Вы не верите мне.,You don't believe me.,Vous ne me croyez pas.,You don't believe me.,Vous ne me croyez pas.,Вы мне не верите.
43,44,8,Ты не любишь его.,You don't love him.,Vous ne l'aimez pas.,You don't like him.,Tu n'aimes pas son.,Ты не любишь его.
44,45,8,Я не знаю этого.,I don't know it.,Je ne sais pas elle.,I don't know her.,Je ne sais pas.,Я не знаю.
45,46,8,Я не вижу их.,I don't see them.,Je ne les vois pas.,I don't see them.,Je ne vois pas leur.,Я не вижу их.
46,47,8,Они не любят его.,They do not love him.,Ils ne l'aiment pas.,They don't like him.,Ils ne l'aiment pas.,Они его не любят.
47,48,8,Вы не чувствуете этого.,You don't feel it.,Vous ne le sentez pas.,You don't feel it.,Vous ne sentez pas de le faire.,Вы не чувствуете этого.
48,49,8,Я не понимаю себя.,I don't understand myself.,Je ne comprends pas moi-même.,I don't understand myself.,Je ne comprends pas lui-même.,Сам не понимаю.
49,50,8,Мы не знаем вас.,We don't know you.,Nous ne vous connaissent pas.,We don't know you.,Nous ne vous connaissons pas.,Мы вас не знаем.
50,51,8,Я не помню тебя.,I don't remember you.,Je ne me souviens pas de vous.,I don't remember you.,Je ne me souviens pas de toi.,Я не помню тебя.
51,52,8,Ты не помогаешь мне.,You don't help me.,Vous ne m'aidez pas.,You're not helping me.,Tu ne m'aides.,Ты мне не поможешь.
52,53,8,Они не знают тебя.,They don't know you.,Ils ne vous connaissent pas.,They don't know you.,Ils ne te connaissent pas.,Они тебя не знают.
53,54,8,У них нет этого.,They don't have it.,Ils ne l'ont pas.,They don't have it.,Ils n'ont pas cette.,У них нет этого.
54,55,8,Ты не видишь этого.,You don't see it.,Vous ne le voyez pas.,You don't see it.,Tu ne vois pas ça.,Ты этого не видишь.
55,56,8,Мне не нравится это.,I do not like it.,Je n'aime pas ça.,I don't like it.,Je ne l'aime pas.,Я не люблю его.
56,57,8,Я не помню ее.,I don't remember her.,Je ne me souviens pas de son.,I don't remember her.,Je ne me souviens pas de son.,Я не помню его.
57,58,8,Ты не знаешь его!,You don't know him!,Vous ne savez pas lui!,You don't know him!,Tu ne connais pas son!,Ты не знаешь его!
58,59,8,Я не верю вам.,I do not believe you.,Je ne vous crois pas.,I don't believe you.,Je ne vous crois pas.,Я вам не верю.
59,60,8,Ты не любишь меня.,You do not love me.,Vous ne m'aimez pas.,You don't like me.,Tu ne m'aimes pas.,Ты меня не любишь.
60,61,8,Я не понимаю тебя.,I do not understand you.,Je ne vous comprends pas.,I don't understand you.,Je ne comprends pas.,Я не понимаю.
61,62,8,Они не звонят мне.,They don't call me.,On ne m'appelle pas.,No one's calling me.,Ils ne m'appellent pas.,Они мне не звонят.
62,63,8,Я не доверяю тебе.,I do not trust you.,Je n'ai pas confiance en vous.,I don't trust you.,Je n'ai pas confiance en toi.,Я тебе не доверяю.
63,64,8,Они не видят меня.,They don't see me.,Ils ne me voient pas.,They can't see me.,Ils ne me voient.,Они меня не видят.
64,65,8,Мне не нужен врач.,I don't need a doctor.,Je n'ai pas besoin d'un médecin.,I don't need a doctor.,Je n'ai pas besoin d'un médecin.,Мне не нужен врач.
65,66,8,Мне не нужен душ.,I don't need a shower.,Je n'ai pas besoin d'une douche.,I don't need a shower.,Je n'ai pas besoin d'une douche.,Мне не нужен душ.
66,67,8,Я не хочу никаких проблем.,I don't want any problems.,Je ne veux pas de problèmes.,I don't want any trouble.,Je ne veux aucun problème.,Я не хочу никаких проблем.
67,68,8,Мне не нужна работа.,I don't need a job.,Je n'ai pas besoin d'un emploi.,I don't need a job.,Je n'ai pas besoin de travail.,Мне не нужна работа.
68,69,8,У тебя нет подруги.,You don't have a girlfriend.,Vous n'avez pas de petite amie.,You don't have a girlfriend.,Tu n'as pas de petite amie.,У тебя нет девушки.
69,70,8,Мне не нравится этот вопрос.,I don't like this question.,Je n'aime pas cette question.,I don't like that question.,Je n'aime pas cette question.,Мне не нравится этот вопрос.
70,71,8,У меня нет плана.,I don't have a plan.,Je n'ai pas de plan.,I don't have a plan.,Je n'ai pas de plan.,У меня нет плана.
71,72,8,У нас нет никакого выбора.,We don't have any choice.,Nous n'avons pas le choix.,We have no choice.,Nous n'avons pas le choix.,У нас нет выбора.
72,73,8,Я не понимаю вопроса.,I don't understand the question.,Je ne comprends pas la question.,I don't understand the question.,Je ne comprends pas la question.,Я не понимаю вопроса.
73,74,8,У нас нет выбора.,We don't have a choice,Nous n'avons pas le choix,We have no choice.,Nous n'avons pas le choix.,У нас нет выбора.
74,75,8,Мне не нравится эта игра.,I don't like this game.,Je n'aime pas ce jeu.,I don't like this game.,Je n'aime pas ce jeu.,Мне не нравится эта игра.
75,76,8,У меня нет мужа.,I don't have a husband.,Je n'ai pas de mari.,I don't have a husband.,Je n'ai pas de mari.,У меня нет мужа.
76,77,8,Мне не нравится это место.,I don't like this place.,Je n'aime pas cet endroit.,I don't like this place.,Je n'aime pas cet endroit.,Мне не нравится это место.
77,78,8,У меня нет списка.,I don't have a list.,Je n'ai pas de liste.,I don't have a list.,Je n'ai pas la liste.,У меня нет списка.
78,79,8,У меня нет работы.,I don't have a job.,Je n'ai pas de travail.,I don't have a job.,Je n'ai pas de travail.,У меня нет работы.
79,80,8,У вас нет шанса.,You don't have a chance.,Vous n'avez pas de chance.,You're out of luck.,Vous n'avez aucune chance.,У вас нет шансов.
80,81,8,У меня нет ответа.,I don't have an answer.,Je n'ai pas de réponse.,I have no answer.,Je n'ai pas de réponse.,У меня нет ответа.
81,82,8,У вас нет машины.,You don't have a car.,Vous n'avez pas de voiture.,You don't have a car.,Vous n'avez pas la machine.,У вас нет машины.
82,83,8,У меня нет проблемы.,I don't have a problem.,Je n'ai pas de problème.,I don't have a problem.,Je n'ai pas de problème.,У меня нет проблем.
83,84,8,У меня нет сына.,I don't have a son.,Je n'ai pas de fils.,I don't have a son.,Je n'ai pas de fils.,У меня нет сына.
84,85,8,У меня нет брата.,I don't have a brother.,Je n'ai pas de frère.,I don't have a brother.,Je n'ai pas de frère.,У меня нет брата.
85,86,8,У меня нет никаких наличных денег.,I don't have any cash.,Je n'ai pas de trésorerie.,I don't have any cash.,Je n'ai pas d'argent.,У меня нет денег.
86,87,8,У меня нет отца.,I don't have a father.,Je n'ai pas de père.,I don't have a father.,Je n'ai pas de père.,У меня нет отца.
87,88,8,У нас нет выбора.,We don't have a choice.,Nous n'avons pas le choix.,We have no choice.,Nous n'avons pas le choix.,У нас нет выбора.
88,89,8,У меня нет пистолета.,I don't have a gun.,Je n'ai pas de pistolet.,I don't have a gun.,Je n'ai pas de pistolet.,У меня нет пистолета.
89,90,8,Мне не нужен другой друг.,I don't need another friend,Je n'ai pas besoin d'un autre ami,I don't need another friend,Je n'ai pas besoin d'un autre ami.,Мне не нужен другой друг.
90,91,8,Я не ношу часы.,I don't wear a watch.,Je ne porte pas de montre.,I'm not wearing a watch.,Je ne porte pas de montre.,Я не ношу часов.
91,92,8,У меня нет телефона.,I don't have a phone.,Je n'ai pas de téléphone.,I don't have a phone.,Je n'ai pas de téléphone.,У меня нет телефона.
92,93,8,Тебе не нужно пальто.,You don't need a coat.,Vous n'avez pas besoin d'un manteau.,You don't need a coat.,Tu n'as pas besoin d'un manteau.,Тебе не нужно пальто.
93,94,8,У меня нет дочери.,I don't have a daughter.,Je n'ai pas de fille.,I don't have a daughter.,Je n'ai pas de fille.,У меня нет дочери.
94,95,8,У вас нет никакого выбора.,You don't have any choice.,Vous n'avez pas le choix.,You have no choice.,Vous n'avez aucun choix.,У вас нет выбора.
95,96,8,Я не знаю дороги.,I do not know the way.,Je ne sais pas le chemin.,I don't know the way.,Je ne connais pas la route.,Я не знаю дороги.
96,97,8,Мне не нужно молоко.,I don't need any milk.,Je n'ai pas besoin du tout de lait.,I don't need milk at all.,Je n'ai pas besoin de lait.,Мне не нужно молоко.
97,98,8,Ты не скучаешь по мне.,You don't miss me.,Vous ne manquez pas de moi.,You don't miss me.,Tu n'as pas gonna miss me.,Ты не стала Мисс МЕ.
98,99,8,У меня нет ключа.,I don't have a key.,Je n'ai pas de clé.,I don't have a key.,Je n'ai pas la clé.,У меня нет ключа.
99,100,8,У меня нет мужа.,I don't have a husband.,Je n'ai pas de mari.,I don't have a husband.,Je n'ai pas de mari.,У меня нет мужа.
100,101,8,Мне не нравится эта книга.,I don't like this book.,Je n'aime pas ce livre.,I don't like this book.,Je n'aime pas ce livre.,Мне не нравится эта книга.
101,102,8,У меня нет ручки.,I don't have a pen.,Je n'ai pas de stylo.,I don't have a pen.,Je n'ai pas de stylo.,У меня нет ручки.
102,103,8,У меня нет матери.,I don't have a mother.,Je n'ai pas de mère.,I don't have a mother.,Je n'ai pas de mère.,У меня нет матери.
103,104,8,Я не помню названия.,I don't remember the name.,Je ne me souviens pas le nom.,I don't remember the name.,Je ne me souviens pas des noms.,Я не помню имен.
104,105,8,У меня нет времени.,I don't have the time,Je n'ai pas le temps,I don't have time.,Je suis à court de temps.,У меня мало времени.
105,106,8,Мне не нравится этот дом.,I don't like this house.,Je n'aime pas cette maison.,I don't like this house.,Je n'aime pas cette maison.,Мне не нравится этот дом.
106,107,8,Мне не нужен доктор.,I don't need a doctor.,Je n'ai pas besoin d'un médecin.,I don't need a doctor.,Je n'ai pas besoin d'un docteur.,Мне не нужен врач.
107,108,8,У меня нет сына.,I don't have a son.,Je n'ai pas de fils.,I don't have a son.,Je n'ai pas de fils.,У меня нет сына.
108,109,8,Мне не нужен танец.,I don't need a dance.,Je n'ai pas besoin d'une danse.,I don't need a dance.,Je ne veux pas de danse.,Я не хочу танцевать.
109,110,8,Я не понимаю этот язык.,I don't understand this language,Je ne comprends pas cette langue,I don't understand that language.,Je ne comprends pas cette langue.,Я не понимаю этого языка.
110,111,8,Вы ничего не знаете.,You don't know a thing,Vous ne savez pas une chose,You don't know a thing,Vous ne savez rien.,Вы ничего не знаете.
111,112,8,У тебя нет никаких вопросов.,You don't have any questions.,Vous n'avez pas de questions.,You have no questions.,Tu n'as aucune question.,У тебя нет вопросов.
112,113,8,У нас нет ни минуты.,We don't have a minute.,Nous n'avons pas une minute.,We don't have a minute.,On n'a pas une minute.,У нас нет ни минуты.
113,114,8,Я не говорю ни слова.,I don't say a word.,Je ne dis pas un mot.,I'm not saying a word.,Je ne dis pas un mot.,Я не говорю ни слова.
114,115,8,Мне не нужен учитель.,I don't need a teacher.,Je n'ai pas besoin d'un professeur.,I don't need a teacher.,Je n'ai pas besoin d'un professeur.,Мне не нужен учитель.
115,116,8,Вам не нужна причина.,You don't need a reason,Vous n'avez pas besoin d'une raison,You don't need a reason,Vous n'avez pas besoin d'une raison.,Вам не нужна причина.
116,117,8,Нам не нужна причина.,We don't need a reason,Nous n'avons pas besoin d'une raison,We don't need a reason,Nous n'avons pas besoin d'une raison.,Нам не нужна причина.
117,118,8,У нас нет никаких денег.,We don't have any money.,Nous n'avons pas d'argent du tout.,We have no money at all.,Nous n'avons pas d'argent.,У нас нет денег.
118,119,8,Я не чувствую никакой боли.,I don't feel any pain,Je ne ressens aucune douleur,I don't feel any pain,Je ne ressens aucune douleur.,Я не чувствую боли.
119,120,8,Мне не нужен компьютер.,I don't need a computer,Je n'ai pas besoin d'un ordinateur,I don't need a computer,Je n'ai pas besoin d'un ordinateur.,Мне не нужен компьютер.
120,121,8,Она не нуждается в нём.,She doesn't need him,Elle n'a pas besoin de lui,She doesn't need him.,Elle n'en a pas besoin.,Ей это не нужно.
121,122,8,Это не удивляет меня.,It doesn't surprise me,Ça ne m'étonne pas,I'm not surprised.,Cela ne me surprend pas.,Меня это не удивляет.
122,123,8,Она не верит мне.,She doesn't believe me.,Elle ne me croyez pas.,She doesn't believe me.,Elle ne me croit.,Она мне не верит.
123,124,8,Это не причиняет мне боль.,It doesn't hurt me.,Il ne veut pas me faire de mal.,He doesn't want to hurt me.,Cela ne me cause de la douleur.,Это не причиняет мне боли.
124,125,8,Он не говорит этого.,He doesn't say it.,Il ne le dit pas.,He doesn't say.,Il ne dit pas cela.,Он этого не говорит.
125,126,8,Он не нуждается в тебе.,He doesn't need you.,Il n'a pas besoin de vous.,He doesn't need you.,Il n'a pas besoin de toi.,Ты ему не нужна.
126,127,8,Вам не нужен талант.,You don't need talent.,Vous n'avez pas besoin de talent.,You don't need talent.,Vous n'avez pas besoin de talent.,Вам не нужен талант.
