,English text,train_type,en_fr_translate,fr_en_translate,correct
118,He loves his daughter.,Употребление,Il aime sa fille.,He loves his daughter.,True
123,He knows your secret.,Употребление,Il connaît ton secret.,He knows your secret.,True
126,She knows your name.,Употребление,Elle connaît votre nom.,She knows your name.,True
127,It's his shop.,Употребление,C'est sa boutique.,It's his shop.,True
132,It's my letter.,Употребление,C'est ma lettre.,It's my letter.,True
133,She hates my mother.,Употребление,Elle déteste ma mère.,She hates my mother.,True
140,He hates my books.,Употребление,Il déteste mes livres.,He hates my books.,True
149,He knows our problem.,Употребление,Il connaît notre problème.,He knows our problem.,True
150,It's your mother.,Употребление,C'est votre mère.,It's your mother.,True
151,He knows our history.,Употребление,Il connaît notre histoire.,He knows our history.,True
154,He loves his wife.,Употребление,Il aime sa femme.,He loves his wife.,True
156,He likes his job.,Употребление,Il aime son travail.,He likes his job.,True
157,She knows my name!,Употребление,Elle connaît mon nom!,She knows my name!,True
159,It's your hometask.,Употребление,C'est votre hometask.,It's your hometask.,True
167,She calls my mother,Употребление,Elle appelle ma mère,She calls my mother,True
170,He needs my help.,Употребление,Il a besoin de mon aide.,He needs my help.,True
180,She drinks her wine.,Употребление,Elle boit son vin.,She drinks her wine.,True
182,He knows my name.,Употребление,Il connaît mon nom.,He knows my name.,True
3,I've been watching you for a year.,present_perfect_continuous,J'ai été regarder vous pour une année.,I've been watching you for a year.,True
4,We've been chasing him since this morning.,present_perfect_continuous,Nous avons été courir après lui depuis ce matin.,We've been chasing him since this morning.,True
6,I've been watching you for an hour.,present_perfect_continuous,J'ai été regarder vous pour une heure.,I've been watching you for an hour.,True
13,They've been waiting.,present_perfect_continuous,Ils ont été en attente.,They've been waiting.,True
14,I've been listening.,present_perfect_continuous,J'ai été à l'écoute.,I've been listening.,True
20,We've been dating.,present_perfect_continuous,Nous avons été datant.,We've been dating.,True
23,I've been planning.,present_perfect_continuous,J'ai été la planification.,I've been planning.,True
27,I've been ignoring.,present_perfect_continuous,J'ai été en ignorant.,I've been ignoring.,True
29,I've been teaching you a lesson.,present_perfect_continuous,J'ai été vous enseigner une leçon.,I've been teaching you a lesson.,True
30,I've been watching you all day!,present_perfect_continuous,J'ai été regarder vous toute la journée!,I've been watching you all day!,True
36,You've been avoiding me all day.,present_perfect_continuous,Vous avez été en évitant moi toute la journée.,You've been avoiding me all day.,True
37,You've been kicking me all night!,present_perfect_continuous,Vous avez été des coups de pied me toute la nuit!,You've been kicking me all night!,True
45,She's been waiting for you.,present_perfect_continuous,Elle a été en attente pour vous.,She's been waiting for you.,True
46,She's been looking for him.,present_perfect_continuous,Elle a été à la recherche pour lui.,She's been looking for him.,True
48,He's been looking for us.,present_perfect_continuous,Il a été à la recherche pour nous.,He's been looking for us.,True
54,She's been flirting with me.,present_perfect_continuous,Elle a été flirter avec moi.,She's been flirting with me.,True
58,He's been praying for you.,present_perfect_continuous,Il a été en train de prier pour vous.,He's been praying for you.,True
62,He's been waiting for you.,present_perfect_continuous,Il a été en attente pour vous.,He's been waiting for you.,True
66,We've been talking for three minutes.,present_perfect_continuous,On parle depuis trois minutes.,We've been talking for three minutes.,True
68,We've been walking for three days.,present_perfect_continuous,Nous avons été une marche de trois jours.,We've been walking for three days.,True
69,I've been waiting for two months,present_perfect_continuous,J'ai été en attente pendant deux mois,I've been waiting for two months,True
71,I've been sailing for seven years.,present_perfect_continuous,J'ai été à la voile depuis sept ans.,I've been sailing for seven years.,True
73,I've been hiding for five years.,present_perfect_continuous,Je me cache depuis cinq ans.,I've been hiding for five years.,True
75,I've been driving for 12 hours.,present_perfect_continuous,Je conduis depuis 12 heures.,I've been driving for 12 hours.,True
76,We've been rehearsing for six months.,present_perfect_continuous,Nous avons été en train de répéter pour six mois.,We've been rehearsing for six months.,True
78,I've been asking you for months,present_perfect_continuous,J'ai été demander vous pour le mois,I've been asking you for months,True
79,I've been calling you for hours.,present_perfect_continuous,J'ai été vous appelle pendant des heures.,I've been calling you for hours.,True
81,I've been calling you for weeks.,present_perfect_continuous,J'ai été vous appelle pendant des semaines.,I've been calling you for weeks.,True
82,I've been wearing it for years.,present_perfect_continuous,J'ai été le porter pendant des années.,I've been wearing it for years.,True
90,I've been chasing him for years.,present_perfect_continuous,J'ai été courir après lui pendant des années.,I've been chasing him for years.,True
92,I've been watching you for weeks.,present_perfect_continuous,J'ai été regarder vous pendant des semaines.,I've been watching you for weeks.,True
93,We've been paying them for years!,present_perfect_continuous,On les paie depuis des années!,We've been paying them for years!,True
95,I've been watching you for years.,present_perfect_continuous,J'ai été regarder vous pendant des années.,I've been watching you for years.,True
96,We've been chasing him for months.,present_perfect_continuous,Nous avons été courir après lui pendant des mois.,We've been chasing him for months.,True
97,You've been defending him for years.,present_perfect_continuous,Vous avez été la défense de lui depuis des années.,You've been defending him for years.,True
102,I've been noticing it for two weeks.,present_perfect_continuous,Je le remarque depuis deux semaines.,I've been noticing it for two weeks.,True
108,He's been manipulating us!,present_perfect_continuous,Il a été de nous manipuler!,He's been manipulating us!,True
113,I've been worrying about you.,present_perfect_continuous,J'ai été à vous soucier de vous.,I've been worrying about you.,True
114,They've been waiting for you.,present_perfect_continuous,Ils ont été en attente pour vous.,They've been waiting for you.,True
125,She's been texting me.,present_perfect_continuous,Elle a été texter moi.,She's been texting me.,True
141,I've been rewriting it.,present_perfect_continuous,J'ai été le réécrire.,I've been rewriting it.,True
142,We've been improving it.,present_perfect_continuous,Nous avons été à l'améliorer.,We've been improving it.,True
145,I've been missing you.,present_perfect_continuous,J'ai été vous manque.,I've been missing you.,True
146,I've been translating it.,present_perfect_continuous,J'ai été le traduire.,I've been translating it.,True
150,I've been babysitting you.,present_perfect_continuous,J'ai été baby-sitting vous.,I've been babysitting you.,True
168,He's been trying for six weeks.,present_perfect_continuous,Il essaie depuis six semaines.,He's been trying for six weeks.,True
175,I've been mending it.,present_perfect_continuous,J'ai été raccommoder il.,I've been mending it.,True
180,You've been avoiding me.,present_perfect_continuous,Vous avez été en évitant moi.,You've been avoiding me.,True
181,I've been calling you!,present_perfect_continuous,J'ai été vous appelle!,I've been calling you!,True
182,I've been avoiding you.,present_perfect_continuous,J'ai été en évitant de vous.,I've been avoiding you.,True
183,We've been flying a lot lately.,present_perfect_continuous,On a beaucoup volé ces derniers temps.,We've been flying a lot lately.,True
184,I've been reading a lot lately.,present_perfect_continuous,J'ai lu beaucoup ces derniers temps.,I've been reading a lot lately.,True
189,He's been calling me all week.,present_perfect_continuous,Il m'appelle de toute la semaine.,He's been calling me all week.,True
194,I've been rehearsing for a month.,present_perfect_continuous,J'ai été en train de répéter pour un mois.,I've been rehearsing for a month.,True
199,I've been looking for another job.,present_perfect_continuous,J'ai été à la recherche d'un autre emploi.,I've been looking for another job.,True
207,I've been learning new words.,present_perfect_continuous,J'ai été l'apprentissage de nouveaux mots.,I've been learning new words.,True
209,I've been waiting for a miracle.,present_perfect_continuous,J'ai été en attente d'un miracle.,I've been waiting for a miracle.,True
214,I've been waiting for this message.,present_perfect_continuous,J'ai été en attente pour ce message.,I've been waiting for this message.,True
215,I've been working around the clock.,present_perfect_continuous,J'ai travaillé autour de l'horloge.,I've been working around the clock.,True
216,I've been thinking about the situation.,present_perfect_continuous,J'ai réfléchi à la situation.,I've been thinking about the situation.,True
224,We've been dating since February.,present_perfect_continuous,On sort ensemble depuis février.,We've been dating since February.,True
227,We've been dating since September.,present_perfect_continuous,On sort ensemble depuis septembre.,We've been dating since September.,True
234,He has been playing sports since he was three.,present_perfect_continuous,Il a été jouer à des sports depuis qu'il a trois.,He has been playing sports since he was three.,True
235,She has been teaching since she graduated from college.,present_perfect_continuous,Elle enseigne depuis elle est diplômée du collège.,She has been teaching since she graduated from college.,True
3,We haven't changed anything.,present_perfect neg,Nous n'avons pas changé quoi que ce soit.,We haven't changed anything.,True
19,We haven't told anyone.,present_perfect neg,Nous n'avons pas dit à personne.,We haven't told anyone.,True
21,You haven't eaten anything.,present_perfect neg,Vous n'avez pas mangé quoi que ce soit.,You haven't eaten anything.,True
28,I've never cooked meat.,present_perfect neg,Je n'ai jamais cuisiné de la viande.,I've never cooked meat.,True
29,I've never played golf.,present_perfect neg,Je n'ai jamais joué au golf.,I've never played golf.,True
31,You haven't broken anything.,present_perfect neg,Vous n'avez rien de cassé.,You haven't broken anything.,True
32,I have never borrowed money,present_perfect neg,Je n'ai jamais emprunté de l'argent,I have never borrowed money,True
33,I've never played baseball.,present_perfect neg,Je n'ai jamais joué au baseball.,I've never played baseball.,True
36,I haven't eaten today.,present_perfect neg,Je n'ai pas mangé aujourd'hui.,I haven't eaten today.,True
38,I've never seen snow.,present_perfect neg,Je n'ai jamais vu de neige.,I've never seen snow.,True
44,I've never worn pink.,present_perfect neg,Je n'en ai jamais porté rose.,I've never worn pink.,True
50,I haven't decided yet.,present_perfect neg,Je n'ai pas encore décidé.,I haven't decided yet.,True
56,We haven't ordered yet.,present_perfect neg,Nous n'avons pas encore commandé.,We haven't ordered yet.,True
58,I've never been alone,present_perfect neg,Je n'ai jamais été seul,I've never been alone,True
59,You haven't finished yet.,present_perfect neg,Vous n'avez pas encore terminée.,You haven't finished yet.,True
60,We haven't decided yet.,present_perfect neg,Nous n'avons pas encore décidé.,We haven't decided yet.,True
64,I haven't checked yet.,present_perfect neg,Je n'ai pas vérifié encore.,I haven't checked yet.,True
66,I haven't eaten yet.,present_perfect neg,Je n'ai pas encore mangé.,I haven't eaten yet.,True
67,I haven't asked yet.,present_perfect neg,Je n'ai pas encore posée.,I haven't asked yet.,True
70,I haven't been abroad.,present_perfect neg,Je n'ai pas été à l'étranger.,I haven't been abroad.,True
71,I haven't signed yet.,present_perfect neg,Je n'ai pas encore signé.,I haven't signed yet.,True
75,They haven't arrived yet.,present_perfect neg,Ils n'ont pas encore arrivés.,They haven't arrived yet.,True
77,You haven't won yet.,present_perfect neg,Vous n'avez pas encore gagné.,You haven't won yet.,True
78,We haven't met yet.,present_perfect neg,Nous n'avons pas encore rencontré.,We haven't met yet.,True
80,I haven't paid yet.,present_perfect neg,Je n'ai pas encore payé.,I haven't paid yet.,True
81,You haven't lived yet.,present_perfect neg,Vous n'avez pas vécu encore.,You haven't lived yet.,True
82,We haven't started yet.,present_perfect neg,Nous n'avons pas encore commencé.,We haven't started yet.,True
83,I've never lived here!,present_perfect neg,Je n'ai jamais vécu ici!,I've never lived here!,True
84,You haven't been here.,present_perfect neg,Vous n'avez pas été ici.,You haven't been here.,True
85,I haven't started yet!,present_perfect neg,Je n'ai pas encore commencé!,I haven't started yet!,True
89,You haven't recovered yet.,present_perfect neg,Vous n'avez pas encore récupérée.,You haven't recovered yet.,True
97,I haven't smoked all day.,present_perfect neg,Je n'ai pas fumé de la journée.,I haven't smoked all day.,True
102,I've never seen this part.,present_perfect neg,Je n'ai jamais vu cette partie.,I've never seen this part.,True
103,I've never seen this girl.,present_perfect neg,Je n'ai jamais vu cette fille.,I've never seen this girl.,True
104,I've never seen the sea.,present_perfect neg,Je n'ai jamais vu la mer.,I've never seen the sea.,True
105,You haven't eaten a bite.,present_perfect neg,Vous n'avez pas mangé une bouchée.,You haven't eaten a bite.,True
107,I've never lost a game.,present_perfect neg,Je n'ai jamais perdu un match.,I've never lost a game.,True
108,We haven't left the camp.,present_perfect neg,Nous n'avons pas quitté le camp.,We haven't left the camp.,True
115,I've never worn a watch.,present_perfect neg,Je n'en ai jamais porté une montre.,I've never worn a watch.,True
117,We haven't found any money.,present_perfect neg,Nous n'avons pas trouvé de l'argent.,We haven't found any money.,True
121,I've never seen the ocean!,present_perfect neg,Je n'ai jamais vu l'océan!,I've never seen the ocean!,True
128,I've never had a pet.,present_perfect neg,Je n'ai jamais eu un animal de compagnie.,I've never had a pet.,True
134,I've never seen this report.,present_perfect neg,Je n'ai jamais vu ce rapport.,I've never seen this report.,True
137,You haven't eaten all day.,present_perfect neg,Vous n'avez pas mangé de la journée.,You haven't eaten all day.,True
139,I've never seen a baby.,present_perfect neg,Je n'ai jamais vu un bébé.,I've never seen a baby.,True
140,You haven't heard the news.,present_perfect neg,Vous n'avez pas entendu les nouvelles.,You haven't heard the news.,True
145,I've never seen the desert.,present_perfect neg,Je n'ai jamais vu le désert.,I've never seen the desert.,True
147,I've never seen the show.,present_perfect neg,Je n'ai jamais vu le spectacle.,I've never seen the show.,True
151,I've never seen the sunrise.,present_perfect neg,Je n'ai jamais vu le lever du soleil.,I've never seen the sunrise.,True
153,I've never seen a kangaroo.,present_perfect neg,Je n'ai jamais vu un kangourou.,I've never seen a kangaroo.,True
155,We haven't made a decision.,present_perfect neg,Nous n'avons pas pris une décision.,We haven't made a decision.,True
162,I've never celebrated a birthday.,present_perfect neg,Je n'ai jamais célébré un anniversaire.,I've never celebrated a birthday.,True
163,I've never been a bridesmaid.,present_perfect neg,Je n'ai jamais été une demoiselle d'honneur.,I've never been a bridesmaid.,True
164,I haven't seen a doctor.,present_perfect neg,Je n'ai pas vu un médecin.,I haven't seen a doctor.,True
165,I've never ridden a horse.,present_perfect neg,Je n'ai jamais monté à cheval.,I've never ridden a horse.,True
173,I've never lost a client.,present_perfect neg,Je n'ai jamais perdu un client.,I've never lost a client.,True
177,You've never worked a day,present_perfect neg,Vous n'avez jamais travaillé un jour,You've never worked a day,True
180,I've never seen the ocean,present_perfect neg,Je n'ai jamais vu l'océan,I've never seen the ocean,True
181,I've never seen this man.,present_perfect neg,Je n'ai jamais vu cet homme.,I've never seen this man.,True
183,I've never seen a rainbow.,present_perfect neg,Je n'ai jamais vu un arc-en-ciel.,I've never seen a rainbow.,True
186,We haven't found the girl.,present_perfect neg,Nous n'avons pas trouvé la jeune fille.,We haven't found the girl.,True
195,I've never been on a date.,present_perfect neg,Je n'ai jamais été sur une date.,I've never been on a date.,True
198,I've never been inside the house.,present_perfect neg,Je n'ai jamais été à l'intérieur de la maison.,I've never been inside the house.,True
199,I've never been in the museum.,present_perfect neg,Je n'ai jamais été dans le musée.,I've never been in the museum.,True
200,We haven't met for a week.,present_perfect neg,Nous n'avons pas rencontré pendant une semaine.,We haven't met for a week.,True
201,I've never heard of this tradition.,present_perfect neg,Je n'ai jamais entendu parler de cette tradition.,I've never heard of this tradition.,True
203,I've never heard of this guy.,present_perfect neg,Je n'ai jamais entendu parler de ce gars.,I've never heard of this guy.,True
207,You haven't worked for a year.,present_perfect neg,Vous n'avez pas travaillé pendant un an.,You haven't worked for a year.,True
210,I've never trained in a gym,present_perfect neg,Je n'ai jamais formé dans une salle de gym,I've never trained in a gym,True
212,He hasn't answered yet.,present_perfect neg,Il n'a pas encore répondu.,He hasn't answered yet.,True
213,He hasn't decided yet.,present_perfect neg,Il n'a pas encore décidé.,He hasn't decided yet.,True
214,She hasn't lost yet.,present_perfect neg,Elle n'a pas encore perdu.,She hasn't lost yet.,True
221,He hasn't finished the report yet.,present_perfect neg,Il n'a pas encore fini le rapport.,He hasn't finished the report yet.,True
222,He hasn't been home for two days.,present_perfect neg,Il n'a pas été à la maison pendant deux jours.,He hasn't been home for two days.,True
228,He hasn't said a word yet.,present_perfect neg,Il n'a pas dit un mot encore.,He hasn't said a word yet.,True
232,He hasn't answered my question yet.,present_perfect neg,Il n'a pas encore répondu à ma question.,He hasn't answered my question yet.,True
233,She hasn't said yes yet.,present_perfect neg,Elle n'a pas dit oui encore.,She hasn't said yes yet.,True
29,You haven't been talking!,present_perfect_continuous neg,Vous n'avez pas été en parle!,You haven't been talking!,True
37,You haven't been listening properly.,present_perfect_continuous neg,Vous n'avez pas été à l'écoute correctement.,You haven't been listening properly.,True
53,She hasn't been sleeping well for a long time.,present_perfect_continuous neg,Elle n'a pas été bien dormir pendant une longue période.,She hasn't been sleeping well for a long time.,True
56,He hasn't been sleeping well lately.,present_perfect_continuous neg,Il n'a pas été bien dormir ces derniers temps.,He hasn't been sleeping well lately.,True
0,Are you avoiding the question?,present_continuous q,Êtes-vous en évitant la question?,Are you avoiding the question?,True
1,Why are you asking me?,present_continuous q,Pourquoi tu me le Demandes?,Why are you asking me?,True
2,Where are you taking me?,present_continuous q,Où m'emmenez-vous?,Where are you taking me?,True
3,Why are you telling me?,present_continuous q,Pourquoi tu me le dis?,Why are you telling me?,True
4,Why are you burning it?,present_continuous q,Pourquoi êtes-vous de le graver?,Why are you burning it?,True
10,Where are you taking him?,present_continuous q,Où en êtes-vous de le prendre avec lui?,Where are you taking him?,True
11,Why are you helping me?,present_continuous q,Pourquoi êtes-vous m'aider?,Why are you helping me?,True
12,Why are you following us?,present_continuous q,Pourquoi êtes-vous de nous suivre?,Why are you following us?,True
14,Why are you helping him?,present_continuous q,Pourquoi êtes-vous l'aider?,Why are you helping him?,True
15,Why are you avoiding me?,present_continuous q,Pourquoi tu m'évite?,Why are you avoiding me?,True
16,Where are they taking me?,present_continuous q,Où prennent-ils de moi?,Where are they taking me?,True
17,How am I torturing you?,present_continuous q,Comment suis-je en train de torturer vous?,How am I torturing you?,True
18,Why are you torturing yourself?,present_continuous q,Pourquoi êtes-vous en train de torturer vous-même?,Why are you torturing yourself?,True
19,Why are you hurting me?,present_continuous q,Pourquoi tu me fais mal?,Why are you hurting me?,True
21,Are you dating anyone?,present_continuous q,Êtes-vous datant quelqu'un?,Are you dating anyone?,True
23,Are you working tonight?,present_continuous q,Travaillez-vous ce soir?,Are you working tonight?,True
24,Are you wearing makeup?,present_continuous q,Êtes-vous de porter le maquillage?,Are you wearing makeup?,True
25,Are they having fun?,present_continuous q,Sont-ils avoir du plaisir?,Are they having fun?,True
28,Are you going home?,present_continuous q,Allez-vous à la maison?,Are you going home?,True
30,Are we going home?,present_continuous q,Allons-nous à la maison?,Are we going home?,True
31,Are you wearing cologne?,present_continuous q,Tu portes de l'eau de cologne?,Are you wearing cologne?,True
32,Are you wearing lipstick?,present_continuous q,Êtes-vous porter du rouge à lèvres?,Are you wearing lipstick?,True
33,Are you having a party?,present_continuous q,Êtes-vous d'avoir un parti?,Are you having a party?,True
34,Are you building a boat?,present_continuous q,Êtes-vous la construction d'un bateau?,Are you building a boat?,True
35,Are you expecting a letter?,present_continuous q,Vous attendez-vous à une lettre?,Are you expecting a letter?,True
36,Am I doing this right?,present_continuous q,Suis-je à faire de ce droit?,Am I doing this right?,True
37,Are you telling the truth?,present_continuous q,Êtes-vous de dire la vérité?,Are you telling the truth?,True
38,Are you having a stroke?,present_continuous q,Êtes-vous d'avoir un accident vasculaire cérébral?,Are you having a stroke?,True
40,Are you writing a book?,present_continuous q,Êtes-vous écrire un livre?,Are you writing a book?,True
43,What's he doing here?,present_continuous q,Que fait-il ici?,What's he doing here?,True
52,Why are you driving?,present_continuous q,Pourquoi êtes-vous conduire?,Why are you driving?,True
54,Why are you hugging?,present_continuous q,Pourquoi êtes-vous étreindre?,Why are you hugging?,True
57,Why are you blushing?,present_continuous q,Pourquoi êtes-vous rougir?,Why are you blushing?,True
58,Why am I whispering?,present_continuous q,Pourquoi suis-je en chuchotant?,Why am I whispering?,True
59,How are you feeling?,present_continuous q,Comment vous sentez-vous?,How are you feeling?,True
60,Am I pushing you?,present_continuous q,Suis-je en poussant vous?,Am I pushing you?,True
61,Are you using me?,present_continuous q,Utilisez-vous de moi?,Are you using me?,True
62,Are they bothering you?,present_continuous q,Sont-ils vous dérangent-ils?,Are they bothering you?,True
65,Are they avoiding me?,present_continuous q,Sont-ils m'évite?,Are they avoiding me?,True
66,Are you protecting me?,present_continuous q,Protégez-vous de moi?,Are you protecting me?,True
72,Are you decorating it?,present_continuous q,Êtes-vous à décorer-il?,Are you decorating it?,True
77,Are you opening it?,present_continuous q,Êtes-vous l'ouvrir?,Are you opening it?,True
80,Where are you sitting?,present_continuous q,Où en êtes-vous assis?,Where are you sitting?,True
83,How are they participating?,present_continuous q,Comment sont-ils participer?,How are they participating?,True
86,Why are they listening?,present_continuous q,Pourquoi sont-ils à l'écoute?,Why are they listening?,True
88,Why are you nodding?,present_continuous q,Pourquoi êtes-vous en hochant la tête?,Why are you nodding?,True
89,Why are we going?,present_continuous q,Pourquoi allons-nous?,Why are we going?,True
90,Why are you leaving?,present_continuous q,Pourquoi tu pars?,Why are you leaving?,True
91,Why are you hesitating?,present_continuous q,Pourquoi êtes-vous hésiter?,Why are you hesitating?,True
92,"Hi, how are you feeling today?",present_continuous q,"Salut, comment vous sentez-vous aujourd'hui?","Hi, how are you feeling today?",True
99,Why are you telling me this today?,present_continuous q,Pourquoi me dites-vous cela aujourd'hui?,Why are you telling me this today?,True
100,What are you doing under the stairs?,present_continuous q,Que faites-vous sous l'escalier?,What are you doing under the stairs?,True
101,Why are you telling me this story?,present_continuous q,Pourquoi me dites-vous de cette histoire?,Why are you telling me this story?,True
102,Why are you giving me this money?,present_continuous q,Pourquoi tu me donnes cet argent?,Why are you giving me this money?,True
106,What are you doing with those boxes?,present_continuous q,Que faites-vous avec ces boîtes?,What are you doing with those boxes?,True
107,How much is she paying you?,present_continuous q,Combien est-elle de vous payer?,How much is she paying you?,True
109,How much is she offering you?,present_continuous q,Combien est-elle vous offrir?,How much is she offering you?,True
110,Where is he taking it?,present_continuous q,Où est-il le prendre?,Where is he taking it?,True
111,Why is he asking me?,present_continuous q,Pourquoi est-il me demander?,Why is he asking me?,True
112,Why is she calling you?,present_continuous q,Pourquoi est-elle vous appeler?,Why is she calling you?,True
114,Why is she texting you?,present_continuous q,Pourquoi est-elle textos vous?,Why is she texting you?,True
117,Are you kidding me?!,present_continuous q,Vous vous moquez de moi?!,Are you kidding me?!,True
0,We'll see you there.,future_simple poz,Nous allons vous y voir.,We'll see you there.,True
10,We'll follow you there.,future_simple poz,"Nous allons vous suivre, là.",We'll follow you there.,True
12,We'll meet you there!,future_simple poz,Nous allons vous y rencontrer!,We'll meet you there!,True
13,I'll call you there.,future_simple poz,Je t'appellerai là-bas.,I'll call you there.,True
14,We'll meet him there.,future_simple poz,Nous allons le rencontrer là.,We'll meet him there.,True
16,I'll send you there.,future_simple poz,Je vais vous y envoyer.,I'll send you there.,True
19,I'll see you there!,future_simple poz,Je vais vous y voir!,I'll see you there!,True
22,They'll meet us there.,future_simple poz,Ils vont nous y rencontrer.,They'll meet us there.,True
30,They'll be back tomorrow.,future_simple poz,Ils seront de retour demain.,They'll be back tomorrow.,True
32,We'll come back tomorrow.,future_simple poz,Nous reviendrons demain.,We'll come back tomorrow.,True
33,You'll be back tomorrow.,future_simple poz,Vous serez de retour demain.,You'll be back tomorrow.,True
34,He'll be here tomorrow.,future_simple poz,Il sera ici demain.,He'll be here tomorrow.,True
36,They'll be here tomorrow.,future_simple poz,Ils seront là demain.,They'll be here tomorrow.,True
37,I'll write again tomorrow.,future_simple poz,Je vais écrire à nouveau demain.,I'll write again tomorrow.,True
38,She'll be back tomorrow!,future_simple poz,Elle sera de retour demain!,She'll be back tomorrow!,True
39,I'll take them with me.,future_simple poz,Je vais les prendre avec moi.,I'll take them with me.,True
40,It'll remind me of you.,future_simple poz,Ça va me rappeler de vous.,It'll remind me of you.,True
41,I'll fix it for you.,future_simple poz,Je vais le corriger pour vous.,I'll fix it for you.,True
45,I'll do it without you.,future_simple poz,Je vais le faire sans vous.,I'll do it without you.,True
47,I'll sing it with you.,future_simple poz,Je la chanterai avec toi.,I'll sing it with you.,True
49,I'll do it for us.,future_simple poz,Je vais le faire pour nous.,I'll do it for us.,True
50,I'll leave you with him.,future_simple poz,Je vais vous laisser avec lui.,I'll leave you with him.,True
54,I'll tell you about him.,future_simple poz,Je vais vous parler de lui.,I'll tell you about him.,True
57,I'll tell him about you.,future_simple poz,Je vais lui dire à propos de vous.,I'll tell him about you.,True
59,I'll watch it with you.,future_simple poz,Je vais regarder ça avec vous.,I'll watch it with you.,True
61,I'll take him with me.,future_simple poz,Je vais l'emmener avec moi.,I'll take him with me.,True
62,We'll find it for you.,future_simple poz,Nous le trouverons pour vous.,We'll find it for you.,True
64,I'll finish it for you.,future_simple poz,Je vais le terminer pour vous.,I'll finish it for you.,True
66,I'll buy them for you.,future_simple poz,Je vais les acheter pour vous.,I'll buy them for you.,True
67,We'll take him with us.,future_simple poz,Nous allons l'emmener avec nous.,We'll take him with us.,True
68,He'll do it for you.,future_simple poz,Il va le faire pour vous.,He'll do it for you.,True
71,I'll find it for you.,future_simple poz,Je vais le trouver pour vous.,I'll find it for you.,True
72,She'll do it for you.,future_simple poz,Elle va le faire pour vous.,She'll do it for you.,True
73,I'll pronounce it for you.,future_simple poz,Je le prononcerai pour toi.,I'll pronounce it for you.,True
74,They'll take us with them.,future_simple poz,Ils nous emmèneront avec eux.,They'll take us with them.,True
76,They'll do it for me.,future_simple poz,Ils vont le faire pour moi.,They'll do it for me.,True
77,I'll share it with you.,future_simple poz,Je vais le partager avec vous.,I'll share it with you.,True
79,He'll protect you from him.,future_simple poz,Il te protégera de lui.,He'll protect you from him.,True
81,I'll do it for you.,future_simple poz,Je vais le faire pour vous.,I'll do it for you.,True
84,I'll sell them for you.,future_simple poz,Je vais les vendre pour vous.,I'll sell them for you.,True
86,They'll take you with them.,future_simple poz,Ils vont vous emmener avec eux.,They'll take you with them.,True
87,I'll do it with you.,future_simple poz,Je vais le faire avec vous.,I'll do it with you.,True
90,I'll take you with me.,future_simple poz,Je vais vous emmener avec moi.,I'll take you with me.,True
96,I'll take it with me.,future_simple poz,Je vais le prendre avec moi.,I'll take it with me.,True
98,I'll share it with her.,future_simple poz,Je vais le partager avec elle.,I'll share it with her.,True
104,We'll fix it for you.,future_simple poz,Nous allons le corriger pour vous.,We'll fix it for you.,True
107,He'll use them against you.,future_simple poz,Il les utilisera contre toi.,He'll use them against you.,True
112,I'll wash it for you.,future_simple poz,Je vais la laver pour vous.,I'll wash it for you.,True
115,We'll leave him with you.,future_simple poz,Nous le laisserons avec vous.,We'll leave him with you.,True
119,We'll take them with us!,future_simple poz,Nous allons les prendre avec nous!,We'll take them with us!,True
121,I'll decorate it for you.,future_simple poz,Je vais la décorer pour toi.,I'll decorate it for you.,True
123,I'll read it for you.,future_simple poz,Je vais la lire pour vous.,I'll read it for you.,True
126,They'll do it for us.,future_simple poz,Ils vont le faire pour nous.,They'll do it for us.,True
129,I'll borrow it from you.,future_simple poz,Je vais l'emprunter à partir de vous.,I'll borrow it from you.,True
130,I'll do it for him.,future_simple poz,Je vais le faire pour lui.,I'll do it for him.,True
131,We'll meet again tomorrow.,future_simple poz,Nous nous reverrons demain.,We'll meet again tomorrow.,True
137,We'll start again tomorrow.,future_simple poz,Nous allons commencer à nouveau demain.,We'll start again tomorrow.,True
141,We'll try again tomorrow.,future_simple poz,Nous allons essayer de nouveau demain.,We'll try again tomorrow.,True
142,I'll be there tomorrow.,future_simple poz,Je serai là demain.,I'll be there tomorrow.,True
150,They'll bite.,future_simple poz,Ils vont mordre.,They'll bite.,True
154,She'll try.,future_simple poz,Elle va essayer.,She'll try.,True
157,She'll survive.,future_simple poz,Elle va survivre.,She'll survive.,True
159,I'll bring them back.,future_simple poz,Je vais les ramener.,I'll bring them back.,True
165,We'll ask.,future_simple poz,Nous allons demander.,We'll ask.,True
167,I'll pay!,future_simple poz,Je vais payer!,I'll pay!,True
171,He'll understand.,future_simple poz,Il va comprendre.,He'll understand.,True
172,You'll lose.,future_simple poz,Vous perdrez.,You'll lose.,True
173,He'll hear.,future_simple poz,Il va entendre.,He'll hear.,True
176,We'll stay.,future_simple poz,Nous allons rester.,We'll stay.,True
178,I'll listen.,future_simple poz,Je vais écouter.,I'll listen.,True
179,We'll share.,future_simple poz,Nous allons partager.,We'll share.,True
185,You'll forget!,future_simple poz,Vous allez oublier!,You'll forget!,True
188,I'll give you ten seconds!,future_simple poz,Je vais vous donner dix secondes!,I'll give you ten seconds!,True
191,"Yeah, I'll call you next week.",future_simple poz,"Ouais, je t'appelle la semaine prochaine.","Yeah, I'll call you next week.",True
