,word_id,word_value,lemma_id,definition,local_word,examples,definition_local,examples_local,word_rating
180,45107,went,18018,,пошли,"[""One afternoon we went to Jason King's house."", 'Some people have her, but the others went to get her back.', 'Jessica and Kim... we went out to celebrate.']",,"['Однажды днем мы отправились в дом Джейсона Кинга.', 'Некоторые люди забрали ее, но другие пошли, чтобы вернуть ее.', 'Джессика и Ким... мы пошли праздновать.']",пошли
181,45107,went,18018,,ходил,"[""Because last night I went to Cahill and tried to give him Sutter's trading program."", 'Census personnel went to such addresses only when accompanied by a district police officer.', 'He told me he went to the Bent Elbow to meet with some new friends.']",,"['Потому что вчера вечером я пошел к Кэхиллу и попытался дать ему торговую программу Саттера.', 'Сотрудники переписи выезжали по таким адресам только в сопровождении участкового.', 'Он сказал мне, что пошел в ""согнутый локоть"", чтобы встретиться с новыми друзьями.']",ходил
182,45107,went,18018,,отправился,"['[Narrator] And Buster went to his job as a dishwasher.', 'Yesterday, King Bossa Ahadee went up north with his entire army.', 'You went down there, dumped the computer and headed back to the hotel.']",,"['А Бастер отправился на работу, как посудомоечная машина.', 'Вчера Король босса Ахади отправился на север со всей своей армией.', 'Ты спустился туда, бросил компьютер и вернулся в отель.']",отправился
183,45107,went,18018,,ходила,"['But then, I went to business school.', ""The last concert she went to was Bruce Springsteen in the late '80s."", 'I just went to see him in the hospital a few times.']",,"['Но потом я пошел в бизнес-школу.', 'Последний концерт, на который она ходила, был Брюс Спрингстин в конце 80-х.', 'Я просто навещал его в больнице несколько раз.']",ходила
184,45107,went,18018,,ходили,"[""Well, that's why we never went camping."", 'This was taken when we went to the beach.', ""I went with Delphine to one of Leekie's Neolution lectures.""]",,"['Вот почему мы никогда не ходили в походы.', 'Это было сделано, когда мы пошли на пляж.', 'Мы с Дельфиной ходили на одну из лекций Лики по Неолюции.']",ходили
185,45107,went,18018,,ушел,"['Then he paid the witness a few bucks and went on his way.', 'He went to meet Booth, help with the questioning.', '2.3 After his release, the complainant went underground and continued work for the EPRP.']",,"['Затем он заплатил свидетелю несколько баксов и пошел своей дорогой.', 'Он пошел встречать Бута, помогать с допросом.', '2.3 после освобождения заявитель ушел в подполье и продолжил работу в ЕПРП.']",ушел
186,45107,went,18018,,поехал,"['I went to pick him up after practice.', ""After the ayahuasca you went to Abby's."", ""He went to get proof and now he's missing.""]",,"['Я пошел забрать его после тренировки.', 'После аяхуаски ты пошел к Эбби.', 'Он пошел, чтобы получить доказательства, и теперь он пропал.']",поехал
187,45107,went,18018,,прошло,"['You make it sound as if it all went according to plan.', 'Everything went smoothly, right up to the exchange.', ""It's been a crazy couple of days, but I think it all went great.""]",,"['Ты говоришь так, будто все прошло по плану.', 'Все шло гладко, вплоть до обмена.', 'Это была сумасшедшая пара дней, но я думаю, что все прошло отлично.']",прошло
188,45107,went,18018,,пошло,"['In Paris, the Government of the Sudan went further than just making promises.', ""He was a good boy, but somehow... things went wrong. I wasn't there."", ""Well, it obviously went about as badly as it could've gone.""]",,"['В Париже правительство Судана пошло дальше, чем просто давало обещания.', 'Он был хорошим мальчиком, но каким-то образом... все пошло не так. Меня там не было.', 'Ну, это, очевидно, пошло так плохо, как могло бы пойти.']",пошло
189,45107,went,18018,,пришел,"['He came to check the victim was OK after the power went down.', 'Graham came to thank me for my support... and it went further.']",,"['Он пришел проверить, все ли в порядке с жертвой после отключения электричества.', 'Грэм пришел поблагодарить меня за поддержку... и он пошел дальше.']",пришел
190,45107,went,18018,,ушла,"['Dr. Murphy went home sick in the middle of an intestinal resection.', 'Apparently most of it went to a laboratory in Rochester, New York.', 'She was on the phone and went that way.']",,"['Доктор Мерфи вернулся домой больным в середине резекции кишечника.', 'По-видимому, большая часть его отправилась в лабораторию в Рочестере, штат Нью-Йорк.', 'Она разговаривала по телефону и пошла туда.']",ушла
191,45107,went,18018,,прошла,"['We were up in the mountains when the bombs went off.', ""Just checking in to see how Alex's procedure went.""]",,"['Мы были в горах, когда взорвались бомбы.', 'Просто проверяю, как прошла процедура Алекса.']",прошла
192,45107,went,18018,,отправились,"['We went to the very heart of the vessel, the propulsion unit.', 'The rest of the agents went straight to the crime scenes.', 'On that occasion, we went to the Council armed with a draft resolution.']",,"['Мы подошли к самому сердцу корабля, к двигательной установке.', 'Остальные агенты отправились прямо на место преступления.', 'По этому случаю мы направились в Совет, вооружившись проектом резолюции.']",отправились
193,18113,gone,18018,,ушел,"[""Well, now he's gone for good."", ""He's gone ahead... to the Stones."", ""Cain's gone and we've lost him, Alan.""]",,"['Ну, теперь он ушел навсегда.', 'Он ушел вперед... к камням.', 'Кейн ушел, и мы потеряли его, Алан.']",ушел
194,18113,gone,18018,,ушла,"[""Things have lost their meaning, now that Eva's gone."", 'I woke up, and you were gone again.']",,"['Теперь, когда Ева ушла, все потеряло свой смысл.', 'Я проснулся, а тебя опять не было.']",ушла
195,18113,gone,18018,,ушли,"['All three ships have already gone off their bearings in the Atlantic Ocean.', 'With the males gone, the female is at last reunited with her cub.', ""Huntington's money is gone as of 30 seconds ago.""]",,"['Все три корабля уже сбились с курса в Атлантическом океане.', 'Когда самцы ушли, самка наконец-то воссоединилась со своим детенышем.', 'Деньги Хантингтона пропали 30 секунд назад.']",ушли
196,18113,gone,18018,,пропал,"['The light is gone, and thousands of people have just suddenly appeared.', ""He's gone - the guy in the tent."", 'Then one day, suddenly, the post was gone.']",,"['Свет исчез, и тысячи людей просто внезапно появились.', 'Он ушел-тот парень в палатке.', 'Но однажды, внезапно, почта исчезла.']",пропал
197,18113,gone,18018,,уехал,"[""Dr. Peterson's gone to Kansas City to look for his daughter.""]",,['Доктор Питерсон уехал в Канзас-Сити искать свою дочь.'],уехал
198,18113,gone,18018,,пошел,"[""No, he's gone to see some fella about a job."", ""He's gone to confront Stevens and get him to talk."", ""It's OK that you've gone to the police.""]",,"['Нет, он пошел к какому-то парню насчет работы.', 'Он пошел к Стивенсу и заставил его говорить.', 'Ничего страшного, что вы обратились в полицию.']",пошел
199,18113,gone,18018,,исчезли,"[""Mrs. McGowan... the rest of the presents, they're gone.""]",,"['Миссис Макгоуэн... остальные подарки, они ушли.']",исчезли
200,18113,gone,18018,,пропали,"['And then you left and the raisins were gone.', 'When I woke up, they were gone.', 'It appears all the adults were murdered And the children are gone.']",,"['А потом ты ушел, и изюм исчез.', 'Когда я проснулся, их уже не было.', 'Похоже, все взрослые были убиты, а дети пропали.']",пропали
201,18113,gone,18018,,пошла,"[""For what it's worth, you might as well have gone all the way."", ""She's gone to the hotel to meet James."", 'My wife had taken a sleeping pill and gone to bed.']",,"['Как бы то ни было, вы могли бы пройти весь путь.', 'Она пошла в отель, чтобы встретиться с Джеймсом.', 'Моя жена приняла снотворное и легла спать.']",пошла
202,36095,secret,36095,"If something is secret, other people are not allowed to know about it.",тайный,"['a secret affair/meeting', ""I'll tell you but you must keep it secret."", ""You're not even the greatest secret agent in that room."", 'I was really serious about that secret language.']","Если что-то секретно, другие люди не должны знать об этом.","['тайное дело / встреча', 'Я скажу тебе, но ты должен держать это в секрете.', 'Ты даже не самый большой секретный агент в этой комнате.', 'Я действительно серьезно относился к этому секретному языку.']",тайный
203,36095,secret,36095,someone who does something or feels something without telling other people about it,тайный поклонник/алкоголик и т. д.,[],"кто-то, кто делает что-то или чувствует что-то, не говоря об этом другим людям",[],тайный поклонник/алкоголик и т. д.
204,36095,secret,36095,,тайно,['He secretly taped their conversation.'],,['Он тайно записал их разговор.'],тайно
205,36095,secret,36095,something that you tell no one about or only a few people,"секрет, тайна","[""I'm having a party for him but it's a secret."", 'Can you keep a secret?']","что-то, о чем вы никому не говорите или только нескольким людям","['Я устраиваю для него вечеринку, но это секрет.', 'Вы умеете хранить тайны?']","секрет, тайна"
206,36095,secret,36095,the best way of achieving something,"секрет, ключ","[""So what's the secret of your success?""]",лучший способ добиться чего-то,['Так в чем же секрет вашего успеха?'],"секрет, ключ"
207,36095,secret,36095,without telling other people,тайно,"['For years they met in secret.', 'How secret will it be with a dozen Italians patrolling the halls?', 'This has been yer secret place since ye were a lad.', 'When did you build this secret passage?']",не говоря другим людям,"['В течение многих лет они встречались тайно.', 'Насколько секретно это будет с дюжиной итальянцев, патрулирующих залы?', 'Это было твое тайное место с тех пор, как ты был мальчишкой.', 'Когда вы построили этот секретный проход?']",тайно
208,1262331,secret,36095,,секрет,"[""The hierarchy of the service, it's like this big secret."", ""And just like that, a pretty girl's ugly secret is revealed."", 'Then in the aftermath, Ronnie must have figured out the family secret.']",,"['Иерархия службы, это как большой секрет.', 'И вот так, уродливая тайна красивой девушки раскрывается.', 'А потом Ронни, должно быть, разгадала семейную тайну.']",секрет
209,1262331,secret,36095,,тайна,"['It is the one secret that will never leave my people.', 'The only secret that is in there is that your trains kill people.', ""There's a dark secret in the Petrelli family.""]",,"['Это единственный секрет, который никогда не покинет мой народ.', 'Единственный секрет в том, что ваши поезда убивают людей.', 'В семье Петрелли есть темная тайна.']",тайна
210,1262331,secret,36095,,секретный,"[""There's no way we can crack Dempsey's secret safe."", ""Now I'll show you my secret recipe."", ""It's the only way our group stays secret.""]",,"['Мы никак не сможем взломать секретный сейф Демпси.', 'Теперь я покажу вам мой секретный рецепт.', 'Это единственный способ сохранить нашу группу в тайне.']",секретный
211,1262331,secret,36095,,скрытый,"[""This is the secret safe that's hidden in the wall.""]",,"['Это секретный сейф, который спрятан в стене.']",скрытый
212,57876,secrets,36095,,секреты,"['The secrets in his head must be damaging to the empire.', ""There are some secrets you're only too happy to keep."", ""I don't want to keep any more of her secrets.""]",,"['Секреты в его голове, должно быть, вредят империи.', 'Есть некоторые секреты, которые вы только рады сохранить.', 'Я не хочу больше хранить ее секреты.']",секреты
213,57876,secrets,36095,,секретов,"[""I'm a woman of the world and privy to all family secrets."", 'It seems only fair, given the secrets I keep from her.', 'She and two other employees were under suspicion of selling company secrets.']",,"['Я светская женщина и посвящена во все семейные тайны.', 'Это кажется справедливым, учитывая секреты, которые я скрываю от нее.', 'Она и еще двое сотрудников находились под подозрением в продаже секретов компании.']",секретов
214,57876,secrets,36095,,секретами,"['She ends up with all of our secrets.', ""There's stuff on there about you going rogue, selling secrets."", ""But I'm tired of carrying around your secrets.""]",,"['Она заканчивает со всеми нашими секретами.', 'Там есть кое-что о том, как ты стал мошенником, продавая секреты.', 'Но я устал таскать с собой твои секреты.']",секретами
215,57876,secrets,36095,,секретах,"[""It's like a perpetual motion machine, powered by secrets."", 'To speak of the ancient mysteries - the secrets of the mighty Kronos.', ""We're talking nuclear secrets from all over the world.""]",,"['Это как вечный двигатель, работающий на секретах.', 'Если говорить о древних мистериях-тайнах могучего Кроноса.', 'Мы говорим о ядерных секретах со всего мира.']",секретах
216,57876,secrets,36095,,тайну,['He claims he has important secrets to tell Caesar.'],,"['Он утверждает, что у него есть важные секреты, чтобы рассказать Цезарю.']",тайну
217,57876,secrets,36095,,секретам,"['Soon we learned the dark secrets that working the land brings.', 'For them, to know that a civilian like you can have access to military secrets...', 'You cannot print that I have access to military secrets.']",,"['Вскоре мы узнали темные тайны, которые приносит работа на земле.', 'Для них, чтобы знать, что гражданское лицо, как вы можете иметь доступ к военным секретам...', 'Вы не можете напечатать, что у меня есть доступ к военным секретам.']",секретам
218,57876,secrets,36095,,тайнами,"[""I hate that gummy worms won't tell me their secrets."", ""And I don't trust a man with secrets."", 'A war zone rife with shame, gossip, and secrets.']",,"['Я ненавижу, что липкие черви не рассказывают мне свои секреты.', 'И я не доверяю человеку с секретами.', 'Зона военных действий изобилует стыдом, сплетнями и секретами.']",тайнами
219,57876,secrets,36095,,тайнах,"['I was only in on their secrets before the split.', 'To speak of the ancient mysteries - the secrets of the mighty Kronos.', 'You built your life around lies, and secrets.']",,"['Я был только в их тайнах до раскола.', 'Если говорить о древних мистериях-тайнах могучего Кроноса.', 'Ты построил свою жизнь вокруг лжи и секретов.']",тайнах
220,40227,table,40227,"a piece of furniture with four legs, used for eating off, putting things on, etc",стол,"['the kitchen table', 'You lay life on a table, and you cut out all the tumors of injustice.', 'Help me move this table and get those prayer mats down.', 'Look, a table was overturned in the fight.']","предмет мебели с четырьмя ножками, используемый для еды, надевания вещей и т. д","['кухонный стол', 'Вы кладете жизнь на стол, и вы вырезаете все опухоли несправедливости.', 'Помоги мне передвинуть этот стол и опустить молитвенные коврики.', 'Смотри, стол был опрокинут в драке.']",стол
221,40227,table,40227,"to put plates, knives, forks, etc on the table to prepare for a meal",накрывать на стол,[],"поставить тарелки, ножи, вилки и т.д. На стол, чтобы подготовиться к еде",[],накрывать на стол
222,40227,table,40227,a set of numbers or words written in rows that go across and down the page,таблица,"['The table below shows the results of the experiment.', 'The agenda of the meeting and the synoptic table of the issues discussed will be made available to the Commission as background documents.', 'A compilation table based on the responses received will be made available in time for the meeting.', 'A table containing information on the needs identified has also been included in order to make reading easier.']","набор чисел или слов, написанных в строках, которые идут поперек и вниз по странице","['В таблице ниже приведены результаты эксперимента.', 'Повестка дня совещания и сводная таблица обсужденных вопросов будут представлены комиссии в качестве справочных документов.', 'К совещанию будет подготовлена компиляционная таблица, основанная на полученных ответах.', 'Для облегчения чтения была также включена таблица, содержащая информацию о выявленных потребностях.']",таблица
223,40227,table,40227,a collection of a particular kind of information in a database,"список, строка таблицы",[],сбор определенного вида информации в базе данных,[],"список, строка таблицы"
224,40227,table,40227,to formally suggest that a particular subject is discussed,выносить на обсуждение,[],"формально предположить, что обсуждается конкретная тема",[],выносить на обсуждение
225,40227,table,40227,to decide to discuss something later,откладывать обсуждение,[],чтобы решить обсудить что-то позже,[],откладывать обсуждение
226,50701,tables,40227,,грунтовых,"['The Kalahari basin of southern Africa, for example, is experiencing falling water tables because of increased sedentary livestock production.', 'The protective function includes the protection of the groundwater tables and the prevention of soil erosion.']",,"['Например, в бассейне Калахари на юге Африки наблюдается снижение уровня грунтовых вод из-за увеличения производства оседлого скота.', 'Защитная функция включает в себя защиту грунтовых вод и предотвращение эрозии почвы.']",грунтовых
227,10283,create,10283,to make something happen or exist,создавать,"['The project will create more than 500 jobs.', 'The snow created further problems.', 'The differences between these national requirements could in fact create obstacles to international trade.', 'Measures to address the crisis should not create other problems for the future.']",чтобы что-то произошло или существовало,"['В рамках проекта будет создано более 500 рабочих мест.', 'Снег создавал дополнительные проблемы.', 'Различия между этими национальными требованиями могут фактически создать препятствия для международной торговли.', 'Меры по преодолению кризиса не должны создавать других проблем на будущее.']",создавать
228,53717,created,10283,,создана,"[""The dynamics of today's world have been created by immense forces of change."", 'Following the adoption of the Constitution, the position of Deputy Governor was created.']",,"['Динамика современного мира была создана огромными силами перемен.', 'После принятия Конституции была создана должность заместителя губернатора.']",создана
229,53717,created,10283,,создал,"['Thus, the Fund Forum created a number of creative activity centres for children in Tashkent and Samarkand.', 'The Council of Ministers created the NCCEDI as a consultative body headed by a Deputy Prime Minister.', 'He created it while living in my Incubator.']",,"['Так, Фонд форум создал ряд центров творческой деятельности для детей в Ташкенте и Самарканде.', 'Совет Министров создал НССЭДВ в качестве консультативного органа, возглавляемого заместителем премьер-министра.', 'Он создал его, живя в моем инкубаторе.']",создал
230,53717,created,10283,,создан,"['During the various phases of implementation, a certain number of structures have been created.', 'The doppelganger was created as way to be able to undo the spell.', ""A number of Ombudsman type institutions have been created for the purpose of serving as 'watchdogs'.""]",,"['В ходе различных этапов реализации было создано определенное количество структур.', 'Двойник был создан как способ, чтобы иметь возможность отменить заклинание.', 'Для выполнения функций ""сторожевых псов"" был создан ряд учреждений Омбудсменского типа.']",создан
231,53717,created,10283,,созданы,"['To support this Project, 19 temporary assistance ""posts"" have been created.', 'Dedicated funds were created in which the liabilities were recorded, which made it easier to follow their variation.']",,"['Для поддержки этого проекта было создано 19 ""должностей"" временного персонала.', 'Были созданы специальные фонды, в которых отражались обязательства, что облегчило отслеживание их изменения.']",созданы
232,53717,created,10283,,создали,"['Various bilateral donors have created programmes that seek to leverage the contribution of expatriate communities to countries of origin.', 'Audits 65. Several States have created supervisory bodies and/or undertake audits.', ""Seems to me you've created an environment that is, indeed, ferocious.""]",,"['Различные двусторонние доноры разработали программы, направленные на использование вклада общин экспатриантов в странах происхождения.', 'Аудит 65. Несколько государств создали надзорные органы и / или проводят проверки.', 'Мне кажется, что вы создали среду, которая действительно свирепа.']",создали
233,53717,created,10283,,создано,"['We had organized a political movement that was not created by political scientists, experts or intellectuals.', 'A private shared workspace will be created that will only be visible and accessible to those users.', 'As a result of inter-community dialogue, 5 reconciliation commissions have been created in the Farchana region.']",,"['Мы организовали политическое движение, которое не было создано политологами, экспертами или интеллектуалами.', 'Будет создана частная общая рабочая область, которая будет видна и доступна только этим пользователям.', 'В результате межобщинного диалога в регионе Фарчана было создано 5 комиссий по примирению.']",создано
234,53717,created,10283,,создала,"[""The Attorney General's Office has created a special unit to conduct investigations of extrajudicial executions."", 'With the help of the Canadian Cooperative Association, the Federation has created hundreds of jobs for persons with disabilities.', 'At the national level, Japan has created opportunities for our young people to participate in volunteer activities within their communities.']",,"['Генеральная прокуратура создала специальное подразделение для проведения расследований случаев внесудебных казней.', 'С помощью канадской Кооперативной Ассоциации Федерация создала сотни рабочих мест для инвалидов.', 'На национальном уровне Япония создала возможности для участия нашей молодежи в волонтерской деятельности в своих общинах.']",создала
235,53717,created,10283,,созданных,"['The mechanisms created thus far have failed to take into account the practical and strategic needs of women.', 'The enjoyment of human rights was only possible if States created an enabling environment.', 'Please clarify the role of the Institute with respect to the coordination mechanisms created under these laws.']",,"['Созданные до настоящего времени механизмы не учитывают практических и стратегических потребностей женщин.', 'Осуществление прав человека возможно только в том случае, если государства создают благоприятные условия.', 'Просьба разъяснить роль института в отношении координационных механизмов, созданных в соответствии с этими законами.']",созданных
236,53717,created,10283,,создает,"['Both rigorous and constructive, the Review mechanism has created an environment of equality.']",,"['Как строгий, так и конструктивный механизм обзора создал условия для обеспечения равенства.']",создает
237,53717,created,10283,,созданные,"['She had the power to destroy the fantasy created by Alison and maintained with her little group of followers.', 'An hallucination created by potion and powerful spell work.', 'Every man on the face of the globe... has the right to share in the advantages created by technological progress.']",,"['У нее была сила уничтожить фантазию, созданную Элисон и поддерживаемую ее маленькой группой последователей.', 'Галлюцинация, созданная зельем и мощной работой заклинания.', 'Каждый человек на лице земного шара... имеет право на долю в преимуществах, создаваемых техническим прогрессом.']",созданные
238,53717,created,10283,,созданный,"['The momentum created by the positive outcome of the dialogue should not be lost.', 'Failure to do so could undermine the dynamic created by the Comprehensive Peace Agreement.', 'Auntie Alice is a brand that was created by a big corporation.']",,"['Импульс, созданный позитивными результатами диалога, не должен быть утрачен.', 'Неспособность сделать это может подорвать динамику, созданную Всеобъемлющим мирным соглашением.', 'Тетя Алиса-это бренд, который был создан большой корпорацией.']",созданный
239,53717,created,10283,,создаются,"['The centres for protection and support of victims of human trafficking are created with the regional commissions.', 'In this way, conditions are created that make it possible for the parents to work productively and to carry out their family obligations.', 'Some of these organizations are created by the State with the aim of ensuring greater control over civil society activism.']",,"['При региональных комиссиях создаются центры по защите и поддержке жертв торговли людьми.', 'Таким образом, создаются условия, позволяющие родителям продуктивно работать и выполнять свои семейные обязанности.', 'Некоторые из этих организаций создаются государством с целью обеспечения большего контроля над активностью гражданского общества.']",создаются
240,53717,created,10283,,созданная,"['The window of opportunity that the UNIFIL presence has created cannot be maintained indefinitely, however.', ""The other organization is the World Federation of Engineers' Organizations, created in 1968."", 'An alien species created with a new sequence of DNA, received in a transmission from deep space.']",,"['Однако возможности, которые создает присутствие ВСООНЛ, не могут сохраняться бесконечно.', 'Другая организация-Всемирная Федерация организаций инженеров, созданная в 1968 году.', 'Чужеродный вид, созданный с новой последовательностью ДНК, полученной при передаче из глубокого космоса.']",созданная
241,54424,creating,10283,,создавая,"['By creating a large public demand for reforms, the current crisis offers another opportunity to improve governance arrangements.', 'They increase vulnerability by creating further hardships for families and may be an incentive to migrate.', 'DCs may wish to select from different regulatory options, creating hybrid models that are appropriate for their individual country contexts.']",,"['Создавая большой общественный спрос на реформы, нынешний кризис дает еще одну возможность улучшить механизмы управления.', 'Они повышают уязвимость, создавая дополнительные трудности для семей, и могут быть стимулом для миграции.', 'РС, возможно, пожелают выбрать один из различных вариантов регулирования, создав гибридные модели, соответствующие условиям их отдельных стран.']",создавая
242,54424,creating,10283,,создает,"['This subsidization is creating hazardous distortion to the present international system of agricultural production and trade.', 'The absence of a legal definition of terrorism is creating gaps in our global fight against terror.']",,"['Такое субсидирование создает опасные искажения в нынешней международной системе сельскохозяйственного производства и торговли.', 'Отсутствие юридического определения терроризма создает пробелы в нашей глобальной борьбе с терроризмом.']",создает
243,54424,creating,10283,,создают,"['Unilateralism and changing postures by big Powers are creating a new global order.', 'He explained that the discrepancies between the provisions of the Convention and the technical regulations were already creating obstacles to the international road traffic.']",,"['Односторонность и изменение позиций крупных держав создают новый глобальный порядок.', 'Он пояснил, что расхождения между положениями Конвенции и техническими правилами уже создают препятствия для международного дорожного движения.']",создают
244,54424,creating,10283,,создаем,"['We are creating jobs to reduce the number of our poor.', 'No, we are creating a food source for other Wraith.', 'We are creating a managed web sites with exclusive design.']",,"['Мы создаем рабочие места, чтобы сократить число наших бедных.', 'Нет, мы создаем источник пищи для других Рейфов.', 'Мы создаем управляемые веб-сайты с эксклюзивным дизайном.']",создаем
245,44671,warm,44671,having a temperature between cool and hot,теплый,"[""It's nice and warm in here."", 'Are you warm enough?', 'Make sure you keep warm.']",имея температуру между прохладным и горячим,"['Здесь хорошо и тепло.', 'Тебе достаточно тепло?', 'Убедитесь, что вы держите тепло.']",теплый
246,44671,warm,44671,Warm clothes or covers keep your body warm.,теплый,['a warm sweater'],Теплая одежда или одеяла согревают ваше тело.,['теплый свитер'],теплый
247,44671,warm,44671,friendly and showing affection,"теплый, радушный",['a warm smile/welcome'],дружелюбный и нежности,['теплая улыбка/добро пожаловать'],"теплый, радушный"
248,44671,warm,44671,to become warm or to make something become warm,"нагревать(ся), согревать(ся)","['She warmed her feet against his.', ""I'll warm the soup.""]",стать теплым или сделать что-то теплым,"['Она согрела свои ноги рядом с его.', 'Я разогрею суп.']","нагревать(ся), согревать(ся)"
249,57944,warmest,44671,,самые теплые,"['I would like to offer my warmest congratulations.', 'President Harris has asked me to convey to Mr. Julian Hunte warmest congratulations on his assumption of the stewardship of the Assembly.', 'Our warmest, our most sincere congratulations to you both.']",,"['Я хотел бы выразить свои самые теплые поздравления.', 'Президент Харрис просил меня передать г-ну Джулиану Ханту самые теплые поздравления в связи с его вступлением на пост председателя Ассамблеи.', 'Наши самые теплые, самые искренние поздравления вам обоим.']",самые теплые
250,44677,warming,44671,,потепление,"['During this period, a certain ""warming"" could be observed in the conflict.', 'For recent century our planet has been facing the most rapid and significant warming in the whole history of civilization.', 'In 2002, the greatest warming was observed in the East and Central Antarctica.']",,"['В этот период в конфликте можно было наблюдать определенное ""потепление"".', 'За последнее столетие наша планета столкнулась с самым быстрым и значительным потеплением за всю историю цивилизации.', 'В 2002 году наибольшее потепление наблюдалось в Восточной и Центральной Антарктиде.']",потепление
251,27328,nobody,27328,no person,никто,"['There was nobody I could talk to.', ""Nobody's listening."", 'Sally helped me, but nobody else bothered.', ""Hell, nobody'll work with him on account of his heritage.""]",ни один человек,"['Не было никого, я мог бы поговорить.', 'Никто не слушает.', 'Салли помогла мне, но больше никто не беспокоился.', 'Черт, никто не будет работать с ним из-за его наследия.']",никто
252,14472,entire,14472,whole or complete,"целый, весь",['She spent her entire life caring for other people.'],весь или полный,['Она всю свою жизнь заботилась о других людях.'],"целый, весь"
253,1259814,entire,14472,,целый,"['Today, our long and historic relationship has evolved into a sustainable and enduring partnership that embraces the entire spectrum of human engagement.', 'The sponsors of the amendment were proposing the deletion of the entire list of vulnerable groups contained in that paragraph.', 'Clearly, an entire people is being massacred in a flagrant, massive and systematic manner.']",,"['Сегодня наши давние и исторические отношения превратились в устойчивое и прочное партнерство, которое охватывает весь спектр человеческого участия.', 'Авторы поправки предлагают исключить весь перечень уязвимых групп, содержащийся в этом пункте.', 'Очевидно,что целый народ подвергается жестоким, массовым и систематическим убийствам.']",целый
254,1259814,entire,14472,,целых,"['The largest concessions are half the size, or more, of entire provinces.', 'Other conflicts have erupted suddenly, scotching the hopes for a brighter future and for the development of entire regions.', 'Thousands of people have died and the livelihoods of entire communities have been disrupted.']",,"['Самые крупные концессии составляют половину или более размеров целых провинций.', 'Другие конфликты вспыхнули внезапно, разрушив надежды на светлое будущее и на развитие целых регионов.', 'Тысячи людей погибли, и жизнь целых общин была нарушена.']",целых
255,1259814,entire,14472,,всей,"['It can be assumed that water supply and disposal systems are in place throughout almost the entire Austrian territory.', 'The specific contribution of UNIDO relied on a distinctive combination of expertise that cut across the entire Organization.', 'The problem of how to agree on a programme of work is one of pressing importance to the entire Conference.']",,"['Можно предположить, что системы водоснабжения и водоотведения существуют практически на всей территории Австрии.', 'Конкретный вклад ЮНИДО зависит от особого сочетания специальных знаний и опыта, которыми обладает вся организация.', 'Проблема согласования программы работы является одной из самых насущных для всей конференции.']",всей
256,1259814,entire,14472,,целое,"['They make up one specific whole of the entire cultural heritage of the Serbian people.', ""I'm not diverting an entire task force for a missing high heel.""]",,"['Они составляют одно конкретное целое из всего культурного наследия сербского народа.', 'Я не буду отвлекать всю оперативную группу из-за пропавшего высокого каблука.']",целое
257,1259814,entire,14472,,целую,"['There was also a suggestion to dedicate an entire session for an in-depth consideration of the means of implementation.', 'The hijacking of planes should not result in the hijacking of an entire religion.', 'Stefan took out an entire village in Monterrey, and Caroline still wants him.']",,"['Было также предложено посвятить целую сессию углубленному рассмотрению средств осуществления.', 'Захват самолетов не должен приводить к захвату целой религии.', 'Стефан снял целую деревню в Монтеррее, и Кэролайн все еще хочет его.']",целую
258,1259814,entire,14472,,всего,"['It is in the shared interests of the entire international community for the Conference to achieve a positive outcome.', 'The Council carried out a detailed reading of the entire text of the draft regulations.', 'It is a situation that puts the security of the entire region at risk.']",,"['В общих интересах всего международного сообщества, чтобы конференция достигла позитивных результатов.', 'Совет провел подробное чтение всего текста проекта правил.', 'Это ситуация, которая ставит под угрозу безопасность всего региона.']",всего
259,41062,thousand,41062,the number 1000,тысяча,"['One thousand delegates to the National Gathering were chosen at random out of Registers Iceland.', 'It would be another thousand years before the next movie.', 'There are thousands of different ways to get to the courthouse using the doors.', 'There are currently 206 thousand children with disabilities that benefit from this education.']",количество 1000,"['Тысяча делегатов Национального собрания были выбраны наугад из реестров Исландии.', 'До следующего фильма оставалась еще тысяча лет.', 'Есть тысячи различных способов добраться до здания суда, используя двери.', 'В настоящее время этим образованием пользуются 206 тысяч детей-инвалидов.']",тысяча
260,41062,thousand,41062,a lot,множество,"[""She tried on thousands of dresses but didn't like any of them.""]",много,"['Она примеряла тысячи платьев, но ни одно из них ей не нравилось.']",множество
261,51931,thousands,41062,,тысячи,"['The light is gone, and thousands of people have just suddenly appeared.', 'They would all gather there, thousands of them... this massive flock.', ""It won't be long before thousands of drones begin to fight back.""]",,"['Свет исчез, и тысячи людей просто внезапно появились.', 'Они все соберутся там, тысячи людей... огромная стая.', 'Это не будет долго, прежде чем тысячи дронов начнут отбиваться.']",тысячи
262,51931,thousands,41062,,тысячелетий,"['Indigenous peoples had lived in harmony with nature for thousands of years.', 'Indigenous peoples usually have a connection with the land, measured in thousands of years.', 'Indeed, nomadic civilization has served for thousands of years as a bridge between world civilizations.']",,"['Коренные народы тысячелетиями жили в гармонии с природой.', 'Коренные народы обычно имеют связь с землей, измеряемую тысячами лет.', 'Действительно, кочевая цивилизация тысячелетиями служила мостом между мировыми цивилизациями.']",тысячелетий
