,word,local_word,examples,local_examples,examples_and_definitions
578,write,inscrire,to write the elector’s name|written into the treaty|to write a signature|written into the constitution|,inscrire le nom de l'électeur | inscrit dans le traité | inscrire une signature | inscrit dans la constitution | ,to write the elector’s name|written into the treaty|to write a signature|written into the constitution|register | enter | list | record | enroll | place | put | enshrine | 
579,write down,noter,empty_cell,empty_cell,note | notice | record | observe | down-~-write down | note | score | 
580,write down,écrire votre nom,empty_cell,empty_cell,empty_cell
581,write down,écrire le nom,empty_cell,empty_cell,empty_cell
582,write down,écrire toute autre raison,empty_cell,empty_cell,empty_cell
583,write down,écrire les faits nécessaires,empty_cell,empty_cell,empty_cell
584,write down,écrire des choses,empty_cell,empty_cell,empty_cell
585,write out,écrire,to write out my speech|,écrire mon discours | ,to write out my speech|write | write | 
586,write out,radier,empty_cell,empty_cell,cancel | deregister | write off | out-~-strike out | expunge | previously write off | erase | revoke | 
587,approbation,approbation,expert approbation|,approbation des spécialistes | ,expert approbation|approval | acceptance | adoption | endorsement | 
588,approbation,aval,empty_cell,empty_cell,endorsement | backing | 
589,approbation,louange,empty_cell,empty_cell,praise | worship | commendation | 
590,read,lecture,tough read|sequential read|Direct Read|charming read|,lecture difficile | lecture séquentielle | lecture directe | lecture fascinante | ,tough read|sequential read|Direct Read|charming read|reading | playback | play | 
591,read,lire,empty_cell,empty_cell,lira | lit | 
592,read,lecture-écriture,empty_cell,empty_cell,empty_cell
593,read,cultivé,empty_cell,empty_cell,cultured | educated | well-educated | well-read | donnish | bookish | tilled | 
594,read,lettré,empty_cell,empty_cell,literate | well-read | educated | lettered | erudite | 
595,read,lire,to read the report|to read a book|to read this section|to read the newspaper|,lire le rapport | lire un livre | lire attentivement cette section | lire le journal | ,to read the report|to read a book|to read this section|to read the newspaper|play | 
596,read,se lire,empty_cell,empty_cell,empty_cell
597,read,consulter,to read the label|to read the Rules of Procedure|to read the FAQ|,consulter l'étiquette | consulter le règlement | consulter la faq | ,to read the label|to read the Rules of Procedure|to read the FAQ|see | consult | refer to | view | visit | check | access | consult | review | 
598,read,renseigner,empty_cell,empty_cell,inform | fill | educate | out-~-find out | populate | inform | fill in | out-~-fill out | 
599,read out,relire,empty_cell,empty_cell,reread | reread | replay | proofread | read back | out-~-read out | read again | 
600,read out,lire en anglais,empty_cell,empty_cell,empty_cell
601,read out,lire un discours tout prêt,empty_cell,empty_cell,empty_cell
602,read out,dire en anglais,empty_cell,empty_cell,empty_cell
603,hear,entendre,to hear the news|to hear the Commissioner|to hear the answer|heard by the commission|,entendre les nouvelles | entendre le commissaire | entendre la réponse | entendue par la commission | ,to hear the news|to hear the Commissioner|to hear the answer|heard by the commission|intend | mean | listen | understand | want | wish | 
604,hear,écouter,to hear your reply|to hear Parliament|to hear my voice|to hear your recording|,écouter vos réponses | écouter intégralement le Parlement | écouter ma voix | écouter votre enregistrement | ,to hear your reply|to hear Parliament|to hear my voice|to hear your recording|listen | listen | watch | listen for | 
605,hear,apprendre,to hear from the Commission|to hear this news|to hear this morning|,apprendre de la Commission | apprendre la nouvelle | apprendre ce matin | ,to hear from the Commission|to hear this news|to hear this morning|learn | teach | learn | learn how | tell | out-~-find out | inform | 
606,hear,connaître,empty_cell,empty_cell,know | experience | know | understand | verify | out-~-find out | inform | 
607,hear,audiencer,empty_cell,empty_cell,commission | abridge | 
608,hear,instruire,empty_cell,empty_cell,educate | instruct | instruct | teach | appraise | investigate | educate | entertain | 
609,hear of,entendre,to hear of such a thing|,entendre une telle chose | ,to hear of such a thing|hear | intend | mean | listen | hear | understand | want | wish | 
610,feel,atmosphère,elegant feel|welcoming feel|modern feel|rustic feel|,atmosphère élégante | atmosphère chaleureuse | atmosphère moderne | atmosphère rustique | ,elegant feel|welcoming feel|modern feel|rustic feel|atmosphere | air | ambience | ambiance | 
611,feel,ambiance,tropical feel|historic feel|family feel|retro feel|,ambiance tropicale | ambiance historique | ambiance familiale | ambiance rétro | ,tropical feel|historic feel|family feel|retro feel|atmosphere | ambience | ambiance | mood | surroundings | 
612,feel,sensation,empty_cell,empty_cell,sensation | feeling | sense | thrill | 
613,feel,toucher,empty_cell,empty_cell,touch | sense of touch | 
614,feel,feel,empty_cell,empty_cell,empty_cell
615,feel,allure,empty_cell,empty_cell,look | appearance | pace | allure | gait | 
616,feel,convivialité,empty_cell,empty_cell,friendliness | conviviality | user-friendliness | usability | warmth | friendly atmosphere | ease | ease-of-use | 
617,feel,se sentir,to feel at home|to feel much better|to feel at ease|to feel much better today|,se sentir comme à la maison | se sentir beaucoup mieux | se sentir à l'aise | se sentir beaucoup mieux aujourd'hui | ,to feel at home|to feel much better|to feel at ease|to feel much better today|
618,feel,estimer,empty_cell,empty_cell,estimate | believe | consider | think | find | deem | estimate | esteem | 
619,feel,penser,to feel about natural gas|,penser du gaz naturel | ,to feel about natural gas|think | believe | think | consider | suggest | design | conceive | 
620,feel,ressentir,to feel the need|to feel the effects|to feel pain|to feel a need for speed|,ressentir le besoin | ressentir les effets | ressentir de la douleur | ressentir un besoin de vitesse | ,to feel the need|to feel the effects|to feel pain|to feel a need for speed|experience | perceive | sense | 
621,feel,sentir,to feel the implant|to feel the pressure|to feel his knee|to feel resistance|,sentir l'implant | sentir la pression | sentir ses genoux | sentir une résistance | ,to feel the implant|to feel the pressure|to feel his knee|to feel resistance|smell | sense | sense | 
622,feel,croire,to feel very strongly|,croire très fermement | ,to feel very strongly|believe | think | suggest | believe | 
623,feel,considérer,empty_cell,empty_cell,consider | regard | see | view | believe | look | think | treat | 
624,feel,sembler,empty_cell,empty_cell,seem | appear | think | look | believe | sound | strike | 
625,feel,avoir le sentiment,empty_cell,empty_cell,empty_cell
626,be,avoir,to be in trouble|to be by roll-call|to always be more|to be even more|,avoir un problème | avoir lieu par appel nominal | avoir toujours plus | avoir encore plus | ,to be in trouble|to be by roll-call|to always be more|to be even more|have | get | make | need | have got | do | find | give | 
627,be,être,to be in a position|to be on time|,être en mesure | être à l'heure | ,to be in a position|to be on time|have | become | get | come | remain | occur | 
628,be,constituer,empty_cell,empty_cell,constitute | provide | represent | form | make up | establish | pose | setup | 
629,be,consister,empty_cell,empty_cell,consist | involve | consist of | lie | entail | 
630,be,s'agir,empty_cell,empty_cell,concern | talk about | involve | deal | need | mean | relate | constitute | 
631,be,représenter,empty_cell,empty_cell,represent | account for | represent | constitute | make up | pose | show | depict | 
632,be,se faire,to no longer be between companies|to be in the euro|,se faire plus entre entreprises | se faire en euros | ,to no longer be between companies|to be in the euro|do | get | happen | take place | occur | carry out | conduct | takes place | 
633,be,devenir,empty_cell,empty_cell,become | become | get | 
634,be,se trouver,to be on a label|,se trouver sur une étiquette | ,to be on a label|locate | find | situate | lie | set | stand | sit | happen | 
635,be worth,valoir,to be worth a thousand words|to be worth the effort|to be worth a visit|to be worth a look|,valoir mille mots | valoir la peine | valoir une visite | valoir le coup d'oeil | ,to be worth a thousand words|to be worth the effort|to be worth a visit|to be worth a look|apply | argue | earn | claim | assert | 
636,be worth,convenir,empty_cell,empty_cell,agree | need | suit | fit | agree upon | 
637,be worth,mériter,empty_cell,empty_cell,deserve | merit | need | warrant | earn | deserve | 
638,be,être,He is calling his friend|I have been waiting for hours|,Il appelle son ami (= il est en train d'appeler)    | J'attends depuis des heures | ,He is calling his friend|I have been waiting for hours|
639,be,être,to be continued...|He was taught a lesson ! |,à suivre... | Il a reçu une bonne leçon | ,to be continued...|He was taught a lesson ! |
640,be,être,He is to arrive by 6|You are to be helped|,Il arrivera vers 6h | On devrait vous aider | ,He is to arrive by 6|You are to be helped|
641,right,bon,quite right|,tout à fait bon | ,quite right|good | best | better | bad | great | proper | improved | correct | 
642,right,droit,empty_cell,empty_cell,straight | right-hand | right hand | upright | 
643,right,juste,absolutely right|morally right|,tout à fait juste | moralement juste | ,absolutely right|morally right|fair | just | correct | accurate | proper | 
644,right,approprié,empty_cell,empty_cell,appropriate | proper | suitable | adequate | correct | relevant | 
645,right,adéquat,empty_cell,empty_cell,adequate | appropriate | proper | suitable | correct | 
646,right,correct,empty_cell,empty_cell,correct | proper | decent | valid | accurate | 
647,right,adapté,right for your business|,adapté à votre entreprise | ,right for your business|appropriate | suitable | adequate | responsive | 
648,right,vrai,empty_cell,empty_cell,true | real | genuine | 
649,right,opportun,empty_cell,empty_cell,timely | appropriate | opportune | advisable | desirable | expedient | welcome | 
650,right,juste,empty_cell,empty_cell,just | 
651,right,à droite,empty_cell,empty_cell,on the right | to the right | 
652,right,bon,empty_cell,empty_cell,well | anyway | okay | 
653,right,droit,human right|fundamental right|intellectual property right|exclusive right|,droit de l'homme | droit fondamental | droit de propriété intellectuelle | droit exclusif | ,human right|fundamental right|intellectual property right|exclusive right|law | duty | fee | 
654,right,droite,extreme right|european right|political right|israeli right|,extrême droite | droite européenne | droite politique | droite israélienne | ,extreme right|european right|political right|israeli right|right wing | right side | right-hand side | right hand side | right hand | 
655,right,redresser,empty_cell,empty_cell,redress | straighten | restate | rectify | remedy | adjust | out-~-straighten out | 
656,right,réparer,to right this wrong|,réparer cette injustice | ,to right this wrong|repair | fix | repair | fix | rectify | remedy | mend | undo | 
657,guru,gourou,economic gurus|internet guru|,gourou économique | gourou de l'internet | ,economic gurus|internet guru|
658,beginner,débutant,beginner to expert|,débutant à l'expert | ,beginner to expert|novice | debutant | newbie | rookie | junior | learner | tyro | 
659,beginner,initiation,empty_cell,empty_cell,initiation | uptake | induction | 
660,beginner,novice,empty_cell,empty_cell,novice | rookie | amateur | newcomer | greenhorn | tyro | tenderfoot | computer novice | 
661,beginner,débutante,empty_cell,empty_cell,empty_cell
662,beginner,apprenti,empty_cell,empty_cell,apprentice | apprenticeship | trainee | learner | novice | tyro | 
663,beginner,néophyte,empty_cell,empty_cell,neophyte | novice | newcomer | 
664,collide,entrer en collision,empty_cell,empty_cell,empty_cell
665,collide,se heurter,empty_cell,empty_cell,face | encounter | face | clash | hamper | encounter | 
666,collide,entrer en conflit,empty_cell,empty_cell,empty_cell
667,collide,heurter,empty_cell,empty_cell,hit | offend | hurt | ram | hit | bump | hurt | clash | upset | 
668,genetically,génétiquement,empty_cell,empty_cell,empty_cell
669,precedent,précédent,dangerous precedent|legal precedent|important precedent|very dangerous precedent|,dangereux précédent | précédent juridique | important précédent | précédent très dangereux | ,dangerous precedent|legal precedent|important precedent|very dangerous precedent|predecessor | 
670,precedent,jurisprudence,existing precedent|,jurisprudence existante | ,existing precedent|case-law | case law | jurisprudence | 
671,precedent,antécédent,empty_cell,empty_cell,history | background | track record | antecedents | 
672,refugee,réfugié,political refugees|convention refugee|Kosovar refugees|iraqi refugees|,réfugié politique | réfugié au sens de la Convention | réfugié kosovar | réfugiés irakiens | ,political refugees|convention refugee|Kosovar refugees|iraqi refugees|
673,refugee,asile,empty_cell,empty_cell,asylum | asylum-seeker | 
674,secular,laïque,empty_cell,empty_cell,laid | 
675,secular,laïc,empty_cell,empty_cell,laid | 
676,secular,séculaire,empty_cell,empty_cell,age-old | century-old | long-standing | age - old | centuries-long | long-establish | age-long | centennial | 
677,secular,séculier,empty_cell,empty_cell,profane | worldly | 
678,secular,profane,empty_cell,empty_cell,profane | laid | unholy | mundane | 
679,pasta,pâte,homemade pasta|fresh pasta|pasta with seafood|italian pasta|,pâte maison | pâte fraîche | pâtes aux fruits de mer | pâtes italiennes | ,homemade pasta|fresh pasta|pasta with seafood|italian pasta|pulp | paste | dough | pastry | pasta dish | 
680,pasta,pâtes alimentaires,empty_cell,empty_cell,empty_cell
681,pasta,pâté,empty_cell,empty_cell,block | pâté | pie | pate | blocks away | city block | pâtés | patés | 
682,beaver,castor,canadian beaver|,castor canadien | ,canadian beaver|caster | 
683,tiger,tigre,Tamil Tiger|paper tiger|celtic tiger|asian tigers|,Tigres tamouls | tigre de papier | tigre celtique | tigre asiatique | ,Tamil Tiger|paper tiger|celtic tiger|asian tigers|
684,lion,lion,sea lion|last lion|male lions|african lion|,lion de mer | dernier lion | lion mâle | lion africain | ,sea lion|last lion|male lions|african lion|
685,pen,stylo,insulin pen|byetta pen|pre-filled pen|pens suitable|,stylo à insuline | stylo byetta | stylo pré-rempli | stylos compatibles | ,insulin pen|byetta pen|pre-filled pen|pens suitable|pre-filled pen | 
686,pen,stylet,digitizer pen|,stylet du digitaliseur | ,digitizer pen|stylus | stylet | stiletto | 
687,pen,plume,empty_cell,empty_cell,feather | duvet | bedding | plume | nib | quill | 
688,pen,crayon,empty_cell,empty_cell,pencil | crayon | 
689,pen,enclos,empty_cell,empty_cell,enclosure | paddock | corral | kennel | pigpen | 
690,coconut,coco,empty_cell,empty_cell,coco | coke | 
691,coconut,cocotier,empty_cell,empty_cell,coconut tree | coconut palm | palm tree | coconut grove | 
692,dynamite,dynamite,empty_cell,empty_cell,empty_cell
693,dynamite,dynamiter,empty_cell,empty_cell,blow-up | blast | conducting blast | 
694,spoon,cuillère,wooden spoon|clean spoon|soup spoon|full spoon|,cuillère en bois | cuillère propre | cuillère à soupe | cuillère pleine | ,wooden spoon|clean spoon|soup spoon|full spoon|spoonful | teaspoon | 
695,spoon,cuiller,empty_cell,empty_cell,lure | tablespoon | spinner | 
696,spoon,cuillerée,table spoon|,cuillerée à table | ,table spoon|spoonful | scoop | scoopful | 
697,ocean,océanique,empty_cell,empty_cell,oceanic | seagoing | ocean-going | 
698,ocean,océan,pacific ocean|Arctic Ocean|deep ocean|world's oceans|,océan pacifique | océan arctique | océan profond | océans du monde | ,pacific ocean|Arctic Ocean|deep ocean|world's oceans|coast | 
699,ocean,mer,open ocean|,haute mer | ,open ocean|sea | 
700,mug,tasse,coffee mugs|,tasse à café | ,coffee mugs|cup | 
701,mug,chope,empty_cell,empty_cell,tankard | stein | mugful | 
702,mug,gueule,empty_cell,empty_cell,mouth | hangover | gob | muzzle | 
703,mug,trogne,empty_cell,empty_cell,empty_cell
704,mug,trombine,empty_cell,empty_cell,empty_cell
705,mug,andouille,empty_cell,empty_cell,andouille sausage | knucklehead | dummy | bozo | jackass | nitwit | boob | thickhead | 
706,mug,tronche,empty_cell,empty_cell,empty_cell
707,mug,agresser,empty_cell,empty_cell,attack | assault | attack | assault | abuse | molest | harass | assail | 
708,shampoo,shampooing,tar-based shampoos|,shampooings à base de goudron | ,tar-based shampoos|hair shampoos | 
709,shampoo,shampoing,medicated shampoo|,shampoings médicamentés | ,medicated shampoo|
710,shampoo,shampouiner,empty_cell,empty_cell,empty_cell
711,buzzer,sonnette,empty_cell,empty_cell,bell | doorbell | wake-up | pile driver | sonnet | ram | 
712,buzzer,vibrateur,empty_cell,empty_cell,vibrator | 
713,buzzer,ronfleur,empty_cell,empty_cell,snorer | 
714,exhaustively,exhaustivement,empty_cell,empty_cell,empty_cell
715,exhaustively,de manière exhaustive,empty_cell,empty_cell,empty_cell
716,apoplexy,apoplexie,empty_cell,empty_cell,empty_cell
717,typhus,typhus,epidemic typhus|,typhus exanthématique | ,epidemic typhus|
718,typhus,typhi,empty_cell,empty_cell,empty_cell
719,ravioli,ravioli,large vapour-cooked ravioli|vapour-cooked ravioli|,gros raviolis cuits à la vapeur | raviolis cuits à la vapeur | ,large vapour-cooked ravioli|vapour-cooked ravioli|dumpling | 
720,ravioli,ravioles,empty_cell,empty_cell,empty_cell
721,meet,répondre,to meet their needs|to meet your needs|to meet the following criteria|to meet the following conditions|,répondre à leurs besoins | répondre à vos besoins | répondre aux critères suivants | répondre aux conditions suivantes | ,to meet their needs|to meet your needs|to meet the following criteria|to meet the following conditions|respond | answer | reply | address | satisfy | respond | fulfill | comply | 
722,meet,satisfaire,to meet the requirements|to meet the following requirements|to meet these criteria|to meet the criteria|,satisfaire aux exigences | satisfaire aux exigences suivantes | satisfaire à ces critères | satisfaire aux critères | ,to meet the requirements|to meet the following requirements|to meet these criteria|to meet the criteria|satisfy | comply | fulfill | satisfy | 
723,meet,rencontrer,to meet people|to meet with the Complainant|to meet a man|to meet an old man|,rencontrer des gens | rencontrer le plaignant | rencontrer un homme | rencontrer un vieil homme | ,to meet people|to meet with the Complainant|to meet a man|to meet an old man|encounter | face | experience | come across | find | 
724,meet,respecter,to meet compliance requirements|to meet service levels|to meet their obligations|to meet its commitments|,respecter les exigences de conformité | respecter les niveaux de service | respecter leurs obligations | respecter ses engagements | ,to meet compliance requirements|to meet service levels|to meet their obligations|to meet its commitments|respect | follow | observe | adhere | fulfill | respect | keep | honor | 
725,meet,remplir,to meet its obligations|to meet these conditions|to meet the conditions|to meet its mandate|,remplir ses obligations | remplir ces conditions | remplir les conditions | remplir son mandat | ,to meet its obligations|to meet these conditions|to meet the conditions|to meet its mandate|complete | fulfill | fill | out-~-fill out | complete | perform | fill in | populate | 
726,meet,se réunir,to meet in ordinary session|to meet for the first time|to meet in public|to meet in ordinary session once|,se réunir en session ordinaire | se réunir pour la première fois | se réunir en public | se réunir en session ordinaire une fois | ,to meet in ordinary session|to meet for the first time|to meet in public|to meet in ordinary session once|gather | get together | convene | together-~-come together | 
727,meet,atteindre,to meet its objectives|to meet these objectives|to meet their objectives|to meet the targets|,atteindre ses objectifs | atteindre cet objectif | atteindre leurs objectifs | atteindre les objectifs | ,to meet its objectives|to meet these objectives|to meet their objectives|to meet the targets|achieve | reach | achieve | attain | reach | affect | get | 
728,meet,relever,to meet these challenges|to meet the challenges|to meet the challenges of globalisation|to meet the national challenge|,relever ces défis | relever les défis | relever les défis de la mondialisation | Relever le défi national | ,to meet these challenges|to meet the challenges|to meet the challenges of globalisation|to meet the national challenge|identify | address | note | report | raise | face | address | take up | 
729,meet,se rencontrer,to meet regularly throughout the year|to meet at the station|to meet downtown|to meet at least twice a year|,se rencontrer régulièrement au cours de l'année | se rencontrer à la gare | se rencontrer au centre-ville | se rencontrer au moins deux fois par année | ,to meet regularly throughout the year|to meet at the station|to meet downtown|to meet at least twice a year|get together | 
730,meeting,réunion,next meeting|first meeting|annual meeting|informal meeting|,prochaine réunion | première réunion | réunion annuelle | réunion informelle | ,next meeting|first meeting|annual meeting|informal meeting|conference | 
731,meeting,rencontre,bilateral meetings|international meeting|ministerial meeting|regular meetings|,rencontre bilatérale | rencontre internationale | rencontre ministérielle | rencontre régulière | ,bilateral meetings|international meeting|ministerial meeting|regular meetings|encounter | gathering | 
732,meeting,assemblée,general meeting|annual general meeting|public meeting|special meeting|,assemblée générale | assemblée générale annuelle | assemblée publique | assemblée extraordinaire | ,general meeting|annual general meeting|public meeting|special meeting|house | assembly | parliament | chamber | 
733,meeting,séance,plenary meeting|committee meeting|joint meeting|council meeting|,séance plénière | séance du comité | séance commune | séance du Conseil | ,plenary meeting|committee meeting|joint meeting|council meeting|session | sitting | briefing | 
734,meeting,session,extraordinary meeting|last meeting|ordinary meeting|meeting of the standing committee|,session extraordinaire | dernière session | session ordinaire | session du comité permanent | ,extraordinary meeting|last meeting|ordinary meeting|meeting of the standing committee|session | part-session | sitting | sign | logon | login | 
735,actually,en fait,empty_cell,empty_cell,empty_cell
736,actually,réellement,empty_cell,empty_cell,really | truly | genuinely | 
737,actually,effectivement,empty_cell,empty_cell,indeed | effectively | 
738,actually,en réalité,empty_cell,empty_cell,empty_cell
739,actually,vraiment,empty_cell,empty_cell,really | truly | genuinely | 
740,actually,en effet,empty_cell,empty_cell,indeed | 
741,actually,véritablement,empty_cell,empty_cell,really | truly | genuinely | 
742,add,ajouter,to add value|to add code|to add the following code|added to the list|,ajouter de la valeur | ajouter du code | ajouter le code suivant | ajouté à la liste | ,to add value|to add code|to add the following code|added to the list|say | 
743,add,s'ajouter,to add to the Commission's proposal|,s'ajouter à la proposition de la Commission | ,to add to the Commission's proposal|complement | supplement | up-~-add up | augment | 
744,add,apporter,to add value to your business|to add enhancements to GCIMS|to add enhancements|,apporter à votre entreprise | apporter des améliorations au SGISC | apporter des améliorations | ,to add value to your business|to add enhancements to GCIMS|to add enhancements|make | bring | provide | give | contribute | make | deliver | provide | 
745,add up,additionner,empty_cell,empty_cell,add | up-~-add up | sum | add together | total | sweeten | supplement | 
746,add up,s'ajouter,empty_cell,empty_cell,add | complement | add | supplement | up-~-add up | augment | 
747,add up,totaliser,empty_cell,empty_cell,total | total | tabulate | up-~-add up | sum | 
748,add up,s'additionner,empty_cell,empty_cell,up-~-add up | 
749,add up,se résumer,empty_cell,empty_cell,summarize | sum up | down-~-boil down | amount | come down | up-~-add up | 
750,add up,cumuler,empty_cell,empty_cell,accumulate | combine | cumulate | aggregate | accrue | cumulate | accumulate | up-~-add up | up-~-roll up | 
751,add up,concorder,empty_cell,empty_cell,coincide | accord | concur | tally | conflict | match | align | fit in | up-~-add up | 
752,add up,ajouter tous ces pays,empty_cell,empty_cell,empty_cell
753,add up,correspondre au total indiqué,empty_cell,empty_cell,empty_cell
754,adjective,attributif,empty_cell,empty_cell,attributive | 
755,adjective,adjectif,empty_cell,empty_cell,used adjective | 
756,adjective,qualificatif,empty_cell,empty_cell,qualifier | descriptor | epithet | qualifying term | 
757,draw,attirer,to draw your attention|to draw attention|to draw our attention|to draw customers|,attirer votre attention | attirer l'attention | attirer notre attention | attirer la clientèle | ,to draw your attention|to draw attention|to draw our attention|to draw customers|attract | bring | attract | call | focus | entice | lure | 
758,draw,tirer,to draw conclusions|to draw the necessary conclusions|to draw the following conclusions|to draw a line|,tirer des conclusions | tirer les conclusions nécessaires | tirer les conclusions suivantes | tirer un trait | ,to draw conclusions|to draw the necessary conclusions|to draw the following conclusions|to draw a line|learn | pull | get | derive | fire | shoot | gain | 
759,draw,dessiner,to draw a straight line|to draw the shape|to draw a circle|to draw a picture|,dessiner des lignes droites | dessiner la forme | dessiner un cercle | dessiner une image | ,to draw a straight line|to draw the shape|to draw a circle|to draw a picture|design | shape | 
760,draw,tracer,to draw a plot|,tracer un graphique | ,to draw a plot|trace | plot | outline | chart | chart | paint | lay out | 
761,draw,puiser,to draw water|,puiser l'eau | ,to draw water|tap | dip | dig | dip | 
762,draw,prélever,to draw monthly payments|draw according to the protocol|,prélever des versements mensuels | prélevés conformément au protocole | ,to draw monthly payments|draw according to the protocol|collect | charge | take | levy | withdraw | collect | deduct | pick | take in | 
763,draw,vider,empty_cell,empty_cell,empty | clear | flush | empty | drain | dump | gut | strip | purge | 
764,draw,opérer,to draw a distinction|,opérer une distinction | ,to draw a distinction|operate | operate | effect | 
765,draw together,regrouper quelques principes fondamentaux,empty_cell,empty_cell,empty_cell
766,draw together,rassembler,empty_cell,empty_cell,gather | collect | bring together | brings together | gather | assemble | compile | brought together | unite | 
767,draw off,soutirer,empty_cell,empty_cell,squeeze | extract | extort | wrest | exact | 
768,draw up,établir,drawn up by the commission|drawn up by the director|to draw up their report|to draw up an invitation to tender|,établi par la Commission | établi par le directeur | établir leur rapport | établir un avis d'adjudication | ,drawn up by the commission|drawn up by the director|to draw up their report|to draw up an invitation to tender|establish | set | establish | determine | make | develop | set out | lay down | 
769,draw up,élaborer,to draw up proposals|drawn up by private bodies|drawn up by the convention|to draw up a report|,élaborer des propositions | élaborées par des organismes privés | élaboré par la Convention | élaborer un rapport | ,to draw up proposals|drawn up by private bodies|drawn up by the convention|to draw up a report|develop | develop | prepare | draft | produce | elaborate | build | design | 
770,draw up,rédiger,to draw up this report|drawn up in english|to draw up the report|to draw up a resolution|,rédiger ce rapport | rédigée en anglais | rédiger le rapport | rédiger une résolution | ,to draw up this report|drawn up in english|to draw up the report|to draw up a resolution|write | draft | prepare | produce | draft | write | author | 
771,draw up,dresser,to draw up an action plan|to draw up a balance sheet|to draw up this list|drawn up this year|,dresser un plan d'action | dresser un bilan | dresser ces listes | dressée cette année | ,to draw up an action plan|to draw up a balance sheet|to draw up this list|drawn up this year|compile | paint | erect | train | pit | setup | lay | 
772,draw up,formuler,to draw up the following opinion|to draw up guidelines|to draw up the resolution|,formuler l'avis suivant | formuler des directives | formuler dans la résolution | ,to draw up the following opinion|to draw up guidelines|to draw up the resolution|make | formulate | express | make | word | formulate | put forward | articulate | 
773,drawing,dessin,said Drawing|technical drawing|little drawing|detailed drawings|,ledit dessin | dessin technique | petit dessin | dessin détaillé | ,said Drawing|technical drawing|little drawing|detailed drawings|design | draw | cartoon | sketch | 
774,drawing,tirage,drawing of lots|,tirage au sort | ,drawing of lots|draw | print | circulation | prize draw | random drawing | raffle | sweepstake | lottery | 
775,drawing,esquisse,empty_cell,empty_cell,sketch | outline | strawman | etching | 
776,dream,rêve,empty_cell,empty_cell,idyllic | dreamlike | dreamy | 
777,dream,songe,empty_cell,empty_cell,empty_cell
778,dream,reve,empty_cell,empty_cell,empty_cell
779,dream,rêverie,empty_cell,empty_cell,reverie | daydream | stargazing | abstraction | daydreaming | fantasizing | imagining | musing | 
780,dream,dream,empty_cell,empty_cell,empty_cell
781,dream,utopie,empty_cell,empty_cell,utopian dream | utopian idea | oxymoron | utopian ideal | utopianism | idealism | utopian fantasy | pipe dream | 
782,dream,grand dessein,empty_cell,empty_cell,empty_cell
783,dream,fantasme,empty_cell,empty_cell,fantasy | phantasm | delusion | imagining | phantom | 
784,dream,rêver,to dream of a world|,rêver d'un monde | ,to dream of a world|dream about | 
785,dream,songer,empty_cell,empty_cell,consider | consider | think | contemplate | bear in mind | contemplate | 
786,dress,habiller,dressed in white|dressed in black|,habillée en blanc | habillé en noir | ,dressed in white|dressed in black|up-~-dress up | clothe | adorn | 
787,dress,se habiller,empty_cell,empty_cell,empty_cell
788,dress,vêtir,dressed in red|,vêtue de rouge | ,dressed in red|clothe | wear | attire | outfit | 
789,dress,panser,to dress the wound|,panser les plaies | ,to dress the wound|heal | bandage | lick | groom | heal | bind up | 
790,dress,se vêtir,empty_cell,empty_cell,clothe | 
791,dress,assaisonner,to dress the salad|,assaisonner la salade | ,to dress the salad|season | spice | season | flavor | 
792,dress,déguiser,empty_cell,empty_cell,disguise | hide | conceal | veil | disguise | revamp | cap | 
793,dress,dresser,empty_cell,empty_cell,draw up | compile | paint | erect | train | draw up | pit | setup | lay | 
794,dress,revêtir,to dress decently|,revêtir une tenue décente | ,to dress decently|coat | line | clothe | don | pave | 
795,dress up,habiller,empty_cell,empty_cell,up-~-dress up | dress | clothe | adorn | dress | 
796,dress up,se déguiser,empty_cell,empty_cell,up-~-dress up | 
797,dress up,enrober,empty_cell,empty_cell,coat | wrap | up-~-dress up | overlay | 
798,drive,conduire,to drive a car|to drive too fast|to drive the emergence of nas|to drive the car|,conduire une voiture | conduire trop vite | conduire à l'émergence du NAS | conduire la voiture | ,to drive a car|to drive too fast|to drive the emergence of nas|to drive the car|lead | conduct | result | operate | lead | head | 
799,drive,pousser,to drive production|driven by this desire|,pousser la production | poussé par le désir | ,to drive production|driven by this desire|push | grow | prompt | push | force | urge | press | grow | 
800,drive,rouler,to drive at night|,rouler de nuit | ,to drive at night|roll | roll | ride | cycle | taxi | furl | 
801,drive,motiver,drive by congestive symptom|driven by the need|,motivée par les symptômes congestifs | motivée par la nécessité | ,drive by congestive symptom|driven by the need|motivate | reason | motivate | substantiate | inspire | justify | prompt | 
802,drive,piloter,empty_cell,empty_cell,fly | pilot | ride | pilot | lead | steer | ride | fly | 
803,drive,circuler,empty_cell,empty_cell,circulate | move | travel | flow | circulate | move around | travel | 
804,drive,se rendre,empty_cell,empty_cell,go | visit | travel | get | reach | travel | go | proceed | 
805,drive,stimuler,to drive growth|to drive regulatory modernization|to drive innovation|,stimuler la croissance | stimuler la modernisation de la réglementation | stimuler l'innovation | ,to drive growth|to drive regulatory modernization|to drive innovation|stimulate | boost | stimulate | encourage | promote | foster | boost | promote | 
806,drive,animer,driven by the desire|,Animé par la volonté | ,driven by the desire|animate | host | facilitate | enliven | inspire | motivate | moderate | animate | 
807,drive out,chasser,empty_cell,empty_cell,hunt | hunt | drive | chase | expel | evict | dispel | banish | 
808,drive out,expulser,empty_cell,empty_cell,expel | deport | evict | expel | deport | eject | discharge | 
