,word,russian_word,local_word,examples,local_examples
823,countryside,природа,nature,[],[]
824,countryside,пригород,banlieue,[],[]
825,countryside,сельские районы,zones rurales,[],[]
826,countryside,загородная местность,campagne,[],[]
827,countryside,сельский ландшафт,paysage rural,[],[]
828,countryside,сельский,rural,"['countryside life', 'countryside village']","['campagne vie', 'village de campagne']"
829,electricity,электричество,électricité,['charges of static electricity'],"[""les charges d'électricité statique""]"
830,electricity,свет,lumière,[],[]
831,electricity,электрический,électrique,"['national electricity grid', 'electricity generation capacity', 'electricity industry']","[""réseau national d'électricité"", ""capacité de production d'électricité"", ""l'industrie de l'électricité""]"
832,spoon,ложка,cuillère,['tea spoon'],['cuillère à thé']
833,spoon,блесна,devon,[],[]
834,spoon,обниматься,s'embrasser,[],[]
835,spoon,черпать ложкой,écoper d'une cuillère,[],[]
836,journey,путешествие,voyage,"['end of his journey', 'purpose of this journey', 'spiritual journey']","['à la fin de son voyage', 'le but de ce voyage', 'voyage spirituel']"
837,journey,путь,chemin,"['last journey', 'complete journey', 'long journey']","['dernier voyage', 'journée complète', 'long voyage']"
838,journey,рейс,vol,['return journey'],['voyage de retour']
839,journey,проезд,passage,['cost of the journey'],['coût du voyage']
840,journey,переезд,déménagement,['night journeys'],['la nuit des voyages']
841,journey,странствование,pèlerinage,[],[]
842,journey,путешествовать,voyager,[],[]
843,you,вы,vous,['pleased with all of you'],['heureux avec vous tous']
844,you,ты,tu,"['to talk to you', 'someone who loves you', 'to invite you for dinner']","['pour vous parler', ""quelqu'un qui vous aime"", 'de vous inviter pour le dîner']"
845,table,таблица,tableau,"['file allocation table', 'local temporary table']","[""tableau d'attribution des fichiers"", 'table temporaire locale']"
846,table,стол,bureau,"['negotiating table', 'dining room table', 'table working surface', 'round work table', 'universal operating table', 'rotary indexing table', 'night table']","['table de négociation', 'table de salle à manger', 'surface de travail de la table', 'tour de table de travail', ""table d'opération universelle"", ""table d'indexation rotative"", 'table de nuit']"
847,table,скрижаль,table,['tables of testimony'],['tables des témoignages']
848,table,расписание,horaire,[],[]
849,table,табель,livret scolaire,['table of ranks'],['table des rangs']
850,table,столовая,salle à manger,[],[]
851,table,табличка,panonceau,['rock table'],['rock de table']
852,table,настольный,de table,[],[]
853,table,табличный,tabulaire,['table space'],"[""l'espace de la table""]"
854,table,застольный,de table,[],[]
855,table,на стол,sur la table,[],[]
856,thing,вещь,chose,"['order of things', 'say such things', 'mean different things', 'most important thing', 'buy new things', 'look at old things', 'tricky thing']","[""l'ordre des choses"", 'dire de telles choses', 'signifier différentes choses', ""le plus important, c'"", 'acheter de nouvelles choses', 'regardons les choses anciennes', 'chose la plus délicate']"
857,thing,дело,affaire,"['glorious things', 'similar thing']","['choses glorieuses', 'chose de similaire']"
858,thing,предмет,objet,['dangerous thing'],['quelque chose de dangereux']
859,thing,событие,événement,"['terrible thing', 'transitory thing']","['chose terrible', 'transitoire chose']"
860,thing,существо,créature,"['other living thing', 'creeping thing']","['autre chose de vivant', 'les reptiles']"
861,thing,штучка,truc,"['fashionable thing', 'damn thing', 'small thing']","['chose à la mode', 'putain de chose', 'petite chose']"
862,thing,поступок,acte,['do bad things'],['faire de mauvaises choses']
863,thing,задача,tâche,[],[]
864,thing,что-то,que,[],[]
865,shampoo,шампунь,shampooing,['dry shampoo'],['shampoing sec']
866,shampoo,мытье головы,shampoing,[],[]
867,shampoo,мыть,laver,[],[]
868,finger,палец,doigt,"['middle finger', 'right index finger', 'long slender fingers', 'thick finger', 'pointing finger', 'tiny fingers']","['doigt du milieu', 'index de la main droite', 'de longs doigts minces', 'épaisseur de doigt', 'pointant du doigt', 'petits doigts']"
869,finger,отпечаток пальца,empreinte digitale,[],[]
870,finger,указующий перст,doigt de pointage,[],[]
871,finger,пальцевой,de doigt,[],[]
872,finger,пальчиковый,doigt,[],[]
873,finger,теребить,tirailler,[],[]
874,come,приходить,venir,"['come home late', 'come here', 'come yesterday']","['venu tard à la maison', 'venez ici', 'venue hier']"
875,come,приезжать,venir,"['come in time', 'come specially', 'come hither', 'come unexpectedly', 'come twice']","['dans le temps', 'venu spécialement', 'viens ici', ""venir à l'improviste"", 'viennent deux fois']"
876,come,вступать,entrer,[],[]
877,come,появиться,faire son apparition,['come into existence'],"[""venir à l'existence""]"
878,come,поставляться,livrant,[],[]
879,come,поступать,faire,['come exclusively'],['proviennent exclusivement']
880,come,исходить,émaner,['come directly'],['venez directement']
881,come,попасть,tomber,[],[]
882,come,давай,Vas-y,[],[]
883,elephant,слон,éléphant,"['white elephant', 'asian elephant', 'pink elephant']","['éléphant blanc', ""éléphant d'asie"", 'éléphant rose']"
884,elephant,Элефант,Elephant,[],[]
885,elephant,слоновий,éléphants,['elephant tusk'],"[""défense d'éléphant""]"
886,elephant,слоновый,d'éléphant,['elephant grass'],"[""l'herbe à éléphant""]"
887,add,добавлять,ajouter,"['add salt', 'add sound', 'added value', 'add speed']","['ajouter le sel', 'ajouter du son', 'la valeur ajoutée', 'ajouter la vitesse']"
888,add,складывать,plier,['add numbers'],['ajouter des numéros']
889,add,дополнить,compléter,[],[]
890,add,придавать,conférer,['added mass'],['masse ajoutée']
891,add,добавиться,s'ajouter,[],[]
892,add,подлить,ajouter,['add oil'],"[""ajouter de l'huile""]"
893,add,пополнять,réapprovisionner,[],[]
894,add,дописать,achever,[],[]
895,add,присовокупить,ajouter,[],[]
896,add,дополнительный,supplémentaire,['added weight'],"[""l'ajout de poids""]"
897,grandchild,внук,petit-fils,['young grandchildren'],['petits-enfants']
898,advice,консультация,consultation,"['technical advice', 'legal advice office', ""doctor's advice"", 'policy advice']","['conseils techniques', 'conseils juridiques bureau', ""l'avis du médecin"", 'conseils en matière de politique']"
899,advice,Совет,Conseil,['valuable advice'],['de précieux conseils']
900,advice,уведомление,notification,[],[]
901,advice,авизо,aviso,['credit advice'],"[""l'avis de crédit""]"
902,advice,консультативная помощь,services consultatifs,[],[]
903,advice,информация,information,[],[]
904,advice,консультативное заключение,avis consultatif,[],[]
905,advice,наставление,précepte,[],[]
906,advice,консультационный,de conseil,['advice bureau'],['le bureau de conseil']
907,point,точка,point,"['dew point temperature', 'upper dead point', 'zero point energy', 'new reference point', 'isolated singular point', 'ideal starting point', 'good entry point', 'basis point', 'tipping point']","['température du point de rosée', 'supérieure au point mort', ""l'énergie du point zéro"", 'nouveau point de référence', 'point singulier isolé', 'point de départ idéal', ""bon point d'entrée"", ""d'un point de base"", 'point de bascule']"
908,point,очко,lunette,"['bonus point', 'rating point']","['point de bonus', 'la cote']"
909,point,место,espace,['weak point'],['point faible']
910,point,вопрос,question,['sore point'],['le mal de point']
911,point,пойнт,point,[],[]
912,point,смысл,sens,['be no point'],['pas de point']
913,point,этап,phase,['completion point'],"[""point d'achèvement de l'""]"
914,point,точка зрения,point de vue,[],[]
915,point,указывать,indiquer,['pointing device'],['dispositif de pointage']
916,point,дело,affaire,[],[]
917,point,отмечать,célébrer,[],[]
918,point,показать,montrer,[],[]
919,point,подчеркивать,souligner,[],[]
920,point,навести,induire,[],[]
921,point,точечный,ponctuel,['point light source'],['source lumineuse ponctuelle']
922,adventure,приключение,aventure,"['incredible adventure', 'adventures of tom sawyer', 'sexual adventures', 'exciting adventure']","['aventure incroyable', 'les aventures de tom sawyer', 'les aventures sexuelles', 'aventure passionnante']"
923,adventure,авантюра,aventure,['military adventure'],['aventure militaire']
924,adventure,адвенчуры,адвенчуры,[],[]
925,adventure,жажда приключений,soif d'aventure,[],[]
926,adventure,приключенческий,d'aventure,"['action adventure game', 'adventure story']","[""action jeu d'aventure"", ""récit d'aventure""]"
927,lie,лежать,coucher,"['lie still', 'lie quietly']","['mensonge encore', 'se coucher tranquillement']"
928,lie,находиться,se trouver,['lie within'],"[""se trouvent à l'intérieur""]"
929,lie,лгать,mentir,['lie to people'],['mentir à des gens']
930,lie,крыться,se trouver,[],[]
931,lie,пролегать,passe,[],[]
932,lie,залегать,se reposer,[],[]
933,lie,ложь,mensonge,"['lie detector test', 'little white lie', 'father of all lies', 'tell lies', 'blatant lie']","['test au détecteur de mensonge', 'petit mensonge', 'père de tous les mensonges', 'dire des mensonges', 'mensonge flagrant']"
934,lie,лиев,Liev,[],[]
935,curriculum,учебный план,curriculum,[],[]
936,curriculum,курс обучения,cursus,[],[]
937,curriculum,программа,programme,['history curriculum'],"[""curriculum d'histoire""]"
938,curriculum,куррикулум,curriculum,[],[]
939,curriculum,расписание,horaire,[],[]
940,curriculum,содержание образования,contenu de l'éducation,[],[]
941,tip,кончик,pointe,"['white tail tip', 'tip of her finger', 'wing tips', 'stem tip']","['blanc extrémité de la queue', 'bout de son doigt', ""les bouts d'aile"", 'tige pointe']"
942,tip,чаевые,pourboire,[],[]
943,tip,тонкий конец,fin mince,[],[]
944,tip,верхушка,groupe dirigeant,"['root tips', 'tip of the triangle']","['extrémité de la racine', 'la pointe du triangle']"
945,tip,подсказка,bulle,['last tip'],['dernier conseil']
946,tip,Совет,Conseil,[],[]
947,tip,оконечность,extrémité,['tip of africa'],"[""pointe de l'afrique""]"
948,tip,отзыв,avis,['good tip'],['bonne astuce']
949,tip,полезный Совет,conseils utiles,[],[]
950,tip,зонд,sonde,[],[]
951,tip,подачка,SOP,[],[]
952,tip,вершинка,vertex,[],[]
953,tip,наклонять,incliner,[],[]
954,tip,опрокинуться,chavirer,[],[]
955,tip,давать чаевые,donner un pourboire,[],[]
956,tip,на чай,sur le thé,[],[]
957,entire,целый,entier,"['entire function', 'entire star system', 'entire city block', 'entire new world', 'entire generation of people', 'entire life cycle']","['ensemble de la fonction', 'tout le système stellaire', 'bloc entier de la ville', 'tout le nouveau monde', 'toute une génération de personnes', 'ensemble du cycle de vie']"
958,entire,целостный,holistique,['entire organism'],['organisme tout entier']
959,entire,весь,tous,[],[]
960,entire,целиком,entièrement,[],[]
961,against,против,contre,"['against the wind', 'delivery against payment', 'violence against women', 'vaccine against swine flu', 'movement against illegal immigration', 'protection against short circuit', 'vaccination against yellow fever', 'race against time']","['contre le vent', 'livraison contre paiement', 'la violence contre les femmes', 'le vaccin contre la grippe porcine', ""le mouvement contre l'immigration illégale"", 'protection contre les courts-circuits', 'la vaccination contre la fièvre jaune', 'course contre le temps']"
962,against,вопреки,contrairement,['against all expectations'],['contre toutes les attentes']
963,against,напротив,en face,[],[]
964,against,по отношению,par rapport,[],[]
965,against,на фоне,sur fond,[],[]
966,hear,слышать,entendre,"['hear strange noises', 'hear the sermon', 'hear a whisper', 'hear a song', 'hear the answer', 'hear the report', 'hear lectures']","['entendre des bruits étranges', 'entendre le sermon', 'entendre un murmure', 'entendre une chanson', 'entendre la réponse', 'entendre le rapport', 'entendre des conférences']"
967,hear,узнать,apprendre,['hear the news'],['entendre les nouvelles']
968,hear,звучать,sonner,[],[]
969,hear,слыхать,entendre,[],[]
970,hear,расслышать,entendre,[],[]
971,hear,заслышать,entendre,[],[]
972,hear,слышный,audible,[],[]
973,actually,фактически,effectivement,[],[]
974,actually,действительно,En effet,[],[]
975,actually,вообще-то,"en fait,",[],[]
976,actually,по существу,au fond,[],[]
977,actually,как ни странно,étrangement,[],[]
978,actually,фактический,réel,[],[]
979,right,право,droit,[],[]
980,right,правая сторона,droite,[],[]
981,right,правда,vérité,[],[]
982,right,правота,bon droit,[],[]
983,right,правый,droit,"['right part', 'right mouse button', 'right engine failure', 'right gastric artery', 'right ventricular hypertrophy', 'right wing party', 'right index finger', 'right rear wheel', 'right step', 'right direction']","['la partie de droite', 'bouton droit de la souris', 'droit à une panne de moteur', 'artère gastrique droite', 'hypertrophie ventriculaire droite', ""l'aile droite du parti"", 'index de la main droite', 'droit de la roue arrière', ""droit de l'étape"", 'bonne direction']"
984,right,нужный,nécessaire,['right size'],['bonne taille']
985,right,подходящий,qui convient,[],[]
986,right,вправо,à droite,[],[]
987,right,правильно,correctement,[],[]
988,right,сразу,à la fois,[],[]
989,right,хорошо,Ça va,[],[]
990,right,прямо,directement,[],[]
991,else,еще,encore,['how else'],"['sinon, comment']"
992,else,прочий,autre,[],[]
993,else,же еще,encore,[],[]
994,else,чужой,étranger,[],[]
995,album,альбом,album,"['latest album', 'debut solo album', 'double live album', 'album cover art', 'song from this album', 'commercially successful album', 'self titled album', 'vocal jazz album']","['le dernier album de', 'premier album solo', 'double live album', ""la pochette de l'album"", 'chanson de cet album', ""succès commercial de l'album"", ""éponyme de l'album"", 'album jazz vocal']"
996,album,альбомный,d'album,[],[]
997,fifth,пятый,cinquième,"['fifth column', 'fifth international conference', 'fifth part']","['cinquième colonne', 'cinquième conférence internationale', 'cinquième partie']"
998,fifth,пятая часть,cinquième partie,[],[]
999,fifth,Квинта,Quinte,[],[]
1000,beer,пиво,bière,"['dark beer', 'beer in glass bottles', 'quality of its beer', 'cold beer']","['bière brune', 'bière en bouteilles de verre', 'la qualité de sa bière', 'bière froide']"
1001,beer,сорт пива,variété de bière,[],[]
1002,beer,пивная,brasserie,[],[]
1003,beer,пивной,de bière,[],[]
1004,beer,пчелиный,d'abeille,[],[]
1005,secret,секрет,secret,"['dirty little secret', 'commercial secret']","['sale petit secret de', 'secret commercial']"
1006,secret,тайный,secret,"['secret ballot vote', 'secret police agent', 'secret revolutionary society', 'secret bank account', 'shared secret key', 'new secret weapon', 'secret military base', 'secret charm', 'secret doctrine', 'secret corners']","['vote au scrutin secret', 'agent de police secret', 'société révolutionnaire secrète', 'compte bancaire secret', 'la clé secrète partagée', 'nouvelle arme secrète', 'base militaire secrète', 'charme secret', 'doctrine secrète', 'coins secrets']"
1007,secret,потайной,secret,['secret passage'],['le passage secret']
1008,secret,скрытный,secret,[],[]
1009,secret,негласный,tacite,['secret surveillance'],['surveillance secrète']
1010,secret,закулисный,sournois,['secret game'],['jeu secret']
1011,secret,конспиративный,clandestin,['secret apartment'],['secret appartement']
1012,secret,засекреченный,secret,[],[]
1013,secret,скрытый,masqué,[],[]
1014,secret,закрытый,fermé,[],[]
1015,secret,затаенный,secrète,[],[]
1016,secret,тайно,secrètement,[],[]
1017,secret,в секрете,dans le secret,[],[]
1018,this,этот,ce,"['this method', 'follow these instructions', 'this new phenomenon', 'this information system', 'reject this proposal', 'this small group', 'this type']","['cette méthode', 'suivez ces instructions', 'ce nouveau phénomène', ""ce système d'information"", 'rejeter cette proposition', 'ce petit groupe', 'ce type']"
1019,this,это,ce,[],[]
1020,this,настоящий,actuel,"['this standard', 'this season']","['cette norme', 'cette saison']"
1021,this,то,ce,[],[]
1022,this,так,donc,[],[]
1023,guru,гуру,gourou,"['root guru', 'great guru']","['racine gourou', 'grand gourou']"
1024,fashion,мода,mode,[],[]
1025,fashion,стиль,style,['sense of fashion'],['sens de la mode']
1026,fashion,форма,forme,[],[]
1027,fashion,способ,façon,['similar fashion'],['de manière similaire']
1028,fashion,модельер,couturier,[],[]
1029,fashion,веяние моды,tendance de la mode,[],[]
1030,fashion,модный,à la mode,"['fashion accessory', 'own fashion house']","['accessoire de mode', 'propre maison de couture']"
1031,fashion,модельный,modèle,[],[]
1032,fashion,фасонировать,façonner,[],[]
1033,fashion,вылепить,façonner,[],[]
1034,submissively,покорно,docilement,[],[]
1035,except,кроме,sauf,[],[]
1036,except,исключая,excepté,[],[]
1037,except,за исключением того,sauf que,[],[]
1038,except,кроме тех случаев,sauf dans ces cas,[],[]
1039,star,звезда,étoile,"['large red star', 'white dwarf star', 'light of distant stars', 'lone star state', 'wear a yellow star', 'star of main sequence', 'tiny star']","['grande étoile rouge', 'étoile naine blanche', 'la lumière des étoiles lointaines', 'lone star state', 'porter une étoile jaune', ""l'étoile de la séquence principale"", 'petite etoile']"
1040,star,светило,lumière,['world stars'],['les stars du monde']
1041,star,кинозвезда,star,[],[]
1042,star,стар,vieux,[],[]
1043,star,главные роли,rôles principaux,[],[]
1044,star,дива,diva,[],[]
1045,star,звездный,stellaire,"['star wars', 'double star system']","['star wars', 'système double étoile']"
1046,star,сниматься,s'enlever,[],[]
1047,star,играть главные роли,jouer les rôles principaux,[],[]
1048,East,Восток,Orient,[],[]
1049,East,Восток страны,Est du pays,[],[]
1050,East,Восточное направление,Direction est,[],[]
1051,East,восточный,oriental,[],[]
1052,East,на Восток,à l'est,[],[]
1053,benefit,выгода,avantage,"['mutual benefit', 'significant economic benefits', 'long term benefit', 'maximum benefit']","['le bénéfice mutuel', 'avantages économiques importants', ""l'avantage à long terme"", ""le maximum d'avantages""]"
1054,benefit,преимущество,avantage,['benefit of this method'],['avantage de cette méthode']
1055,benefit,привилегия,privilège,['number of tax benefits'],"[""certain nombre d'avantages fiscaux""]"
1056,benefit,пособие,allocation,"['social security benefit', 'various health benefits']","['prestation de sécurité sociale', 'différents avantages pour la santé']"
1057,benefit,благо,bienfait,"['benefits of modern civilization', 'benefit of his people']","['avantages de la civilisation moderne', 'profit de son peuple']"
1058,benefit,прибыль,bénéfice,['net benefit'],"[""l'avantage net""]"
1059,benefit,эффект,effet,['external benefit'],['externe avantage']
1060,benefit,выигрыш,gain,['performance benefit'],['avantage en matière de performances']
1061,benefit,плод,fruit,[],[]
1062,benefit,приносить пользу,servir,[],[]
1063,benefit,принести пользу,apporter des avantages,[],[]
1064,benefit,выигрывать,gagner,[],[]
1065,benefit,выгодный,avantageux,[],[]
1066,meeting,встреча,rencontre,"['important business meeting', 'meeting of finance ministers', 'meeting with local population', 'plenary meeting', 'expert group meeting', 'hold regular meetings', 'annual general meeting', 'trade union meeting', ""today's meeting""]","[""importante réunion d'affaires"", 'réunion des ministres des finances', 'rencontre avec la population locale', 'réunion plénière', ""réunion du groupe d'experts"", 'tenir régulièrement des réunions', 'assemblée générale annuelle', 'réunion syndicale', ""la réunion d'aujourd'hui""]"
1067,meeting,митинг,rassemblement,['mass meeting'],['la masse de la réunion']
1068,meeting,выполнение,exécution,[],[]
1069,meeting,собрание акционеров,assemblée des actionnaires,[],[]
1070,meeting,свидание,rendez-vous,['secret meeting'],['réunion secrète']
1071,meeting,съезд,congrès,[],[]
1072,meeting,встречающий,rencontrant,[],[]
1073,meeting,удовлетворяющий,satisfaisant,[],[]
1074,meeting,встречающийся,scènes,[],[]
1075,quite,довольно,assez,"['quite a lot', 'quite competitive', 'quite ordinary people', 'quite certain', 'quite large', 'quite small']","['beaucoup', 'tout à fait compétitif', 'tout à fait ordinaire des gens', 'tout à fait certain', 'assez grand', 'assez petit']"
1076,quite,немало,beaucoup,[],[]
1077,quite,неплохой,assez bon,[],[]
1078,quite,самое,même,[],[]
1079,strength,сила,force,"['inner strength', 'great physical strength', 'relative strength index', 'strength of heart contractions', 'strength of human spirit', 'military strength']","['la force intérieure', ""d'une grande force physique"", 'indice de résistance relative', 'la force des contractions cardiaques', ""la force de l'esprit humain"", 'la force militaire']"
1080,strength,прочность,résistance,"['creep rupture strength', 'have sufficient strength', 'mental strength', 'strength of materials', 'cryptographic strength']","['résistance à la rupture par fluage', 'avoir une résistance suffisante', 'la force mentale', 'résistance des matériaux', 'résistance cryptographique']"
1081,strength,напряженность,tension,['electric field strength'],"[""l'intensité du champ électrique""]"
1082,strength,крепость,forteresse,['strength of egypt'],"[""la force de l'égypte""]"
1083,strength,численность,effectif,['total strength'],"[""l'effectif total""]"
1084,strength,достоинство,dignité,[],[]
1085,strength,мощность,puissance,['maximum strength'],['un maximum de résistance']
1086,strength,сильная сторона,fort,[],[]
1087,strength,усилие,effort,[],[]
1088,strength,силовой,puissance,"['strength function', 'strength property']","['fonction de résistance', 'propriété de résistance']"
1089,strength,прочный,robuste,[],[]
1090,ketchup,кетчуп,ketchup,['tomato ketchup'],['le ketchup à la tomate']
1091,afterwards,впоследствии,ultérieurement,[],[]
1092,afterwards,потом,ensuite,[],[]
1093,afterwards,после этого,là-dessus,[],[]
1094,afterwards,после,après,[],[]
1095,beginner,начинающий,commençant,[],[]
1096,beginner,новичок,débutant,['complete beginner'],['débutant complet']
1097,beginner,начальный уровень,niveau initial,[],[]
1098,beginner,начинающий фотограф,photographe débutant,[],[]
1099,beginner,начальный,initial,['beginner level'],['niveau débutant']
1100,final,окончательный,final,"['final court decision', 'final release version', 'draw a final conclusion', 'final energy consumption', 'final report']","['décision finale du tribunal', 'version finale', 'tirer une conclusion définitive', ""consommation finale d'énergie"", 'rapport final']"
1101,final,заключительный,final,"['final document', 'final stage', 'event final table', 'final straight']","['document final', 'phase finale', ""table finale de l'événement"", 'dernière ligne droite']"
1102,final,последний,dernier,['final betting round'],"[""dernier tour d'enchères""]"
1103,final,выпускной,graduation,['final exams at school'],"[""les examens finaux à l'école""]"
1104,final,готовый,prêt à,[],[]
1105,final,завершающий,final,[],[]
1106,final,решающий,décisif,[],[]
1107,final,финал,final,['world cup final'],['finale de coupe du monde']
1108,final,завершение,achèvement,[],[]
1109,final,выпускной экзамен,examen de sortie,[],[]
1110,final,окончательно,définitivement,[],[]
1111,final,конечно,bien sûr,[],[]
1112,agree,соглашаться,consentir,['agree only'],['accepter de ne']
1113,agree,договариваться,traiter,"['agree in advance', 'agree on price', 'agreed statement']","[""d'accord à l'avance"", ""d'accord sur le prix"", 'déclaration commune']"
1114,agree,согласоваться,concorder,[],[]
1115,agree,сходиться,converger,['agree in opinion'],"[""d'accord dans l'opinion""]"
1116,agree,одобрить,approuver,[],[]
1117,agree,быть согласным,être consonne,[],[]
1118,agree,сходиться во мнениях,convergence de vues,[],[]
1119,agree,сговориться,se mettre d'accord,[],[]
1120,alone,один,un,[],[]
1121,alone,таковая,telle,[],[]
1122,alone,только,seulement,[],[]
1123,alone,исключительно,exclusivement,[],[]
1124,alone,одиноко,solitairement,[],[]
1125,alone,в одиночку,en solo,[],[]
1126,alone,самостоятельно,indépendamment,[],[]
1127,alone,одинокий,solitaire,[],[]
1128,alone,единственный,seul,[],[]
1129,exam,экзамен,examen,"['oral exam', 'graduate school entrance exams', 'foreign language exam', 'breast exam', 'pelvic exam']","['examen oral', ""diplômé de l'école des examens d'entrée"", 'examen de langue étrangère', ""l'examen des seins"", 'examen pelvien']"
1130,exam,испытание,essai,[],[]
1131,exam,экзаменационный,d'examen,['exam question'],"[""questions d'examen""]"
1132,exercise,упражнение,exercice,"['breathing exercise', 'endurance exercise']","['exercice de respiration', ""les exercices d'endurance""]"
1133,exercise,осуществление,mise en œuvre,"['exercise of human rights', 'exercise of governmental authority']","[""l'exercice des droits de l'homme"", 'exercice du pouvoir gouvernemental']"
1134,exercise,зарядка,recharge,['morning exercise'],"[""l'exercice du matin""]"
1135,exercise,занятие,leçon,"['tactical exercise', 'objective of this exercise']","['exercice tactique', ""l'objectif de cet exercice""]"
1136,exercise,гимнастика,gymnastique,['therapeutic exercise'],['exercice thérapeutique']
1137,exercise,учение,doctrine,['military training exercise'],"[""exercice d'entraînement militaire""]"
1138,exercise,выполнение упражнения,effectuer l'exercice,[],[]
1139,exercise,экзерсис,exercice,[],[]
1140,exercise,моцион,exercice,['daily exercise'],"[""l'exercice quotidien""]"
1141,exercise,занятие физкультурой,cours d'éducation physique,[],[]
1142,exercise,осуществлять,exercer,['exercise jurisdiction'],"[""l'exercice de la compétence""]"
1143,exercise,упражнять,exercer,[],[]
1144,exercise,проявлять,manifester,[],[]
1145,exercise,использовать,utiliser,[],[]
1146,exercise,оказывать,avoir,['exercise significant influence'],['exercer une influence importante']
1147,exercise,заниматься физическими упражнениями,faire de l'exercice,[],[]
1148,child,ребенок,enfant,"['mental disorders in children', 'child with cerebral palsy', 'children from rural areas', 'children with chronic illnesses']","['troubles mentaux chez les enfants', 'enfant avec paralysie cérébrale', 'les enfants des zones rurales', 'les enfants atteints de maladies chroniques']"
1149,child,дитя,enfant,['newborn child'],['enfant nouveau-né']
1150,child,детище,progéniture,[],[]
1151,child,сын,fils,[],[]
1152,child,потомок,descendant,['children of abraham'],"[""les enfants d'abraham""]"
1153,child,чадо,enfant,['spiritual child'],['enfant spirituel']
1154,child,детский,infantile,"[""children's home"", 'forced child labor', 'possessing child pornography', 'swimming pool for children', 'child safety seat']","['les enfants de la maison', 'le travail forcé des enfants', 'la possession de pornographie juvénile', 'piscine pour les enfants', 'siège de sécurité pour enfant']"
1155,child,дочерний,filial,['child node'],['nœud enfant']
1156,child,несовершеннолетний,mineur,[],[]
1157,school,школа,école,"['international summer school', 'higher technical school', 'public school system', 'martial arts school', 'middle school students', 'ballet school']","[""école internationale d'été"", 'école technique supérieure', ""système de l'école publique"", ""école d'arts martiaux"", ""élèves de l'école secondaire"", ""ecole de danse de l'""]"
1158,school,колледж,collège,['artillery school'],"[""l'école d'artillerie de""]"
1159,school,класс,C'est super,['junior school'],"[""junior de l'école""]"
1160,school,учебное заведение,établissement d'enseignement,[],[]
1161,school,факультет,faculté,[],[]
1162,school,учеба,études,[],[]
1163,school,занятия в школе,cours à l'école,[],[]
1164,school,школьный,scolaire,"['school library', 'school football team', 'local school district', 'new school year']","[""bibliothèque de l'école"", ""l'école de football de l'équipe"", 'district scolaire local', 'nouvelle année scolaire']"
1165,band,банда,gang,['band of marauders'],['bande de maraudeurs']
1166,band,лента,ruban,"['rubber band', 'frequency band', 'equal horizontal bands']","['élastique', 'bande de fréquence', 'bandes horizontales']"
1167,band,оркестр,orchestre,"['military brass band', 'jazz band']","['militaire fanfare', 'groupe de jazz']"
1168,band,отряд,détachement,"['guerrilla band', 'former band member', 'brand new band', 'heavy metal band', 'folk band']","['la guérilla de la bande', 'ancien membre de la bande', 'marque nouveau groupe', 'groupe de heavy metal', 'folk']"
1169,band,узы,lien,[],[]
1170,band,повязка,pansement,['mourning band'],['le deuil de la bande']
1171,band,диапазон,gamme,['amateur band'],['bande amateur']
1172,band,зона,zone,[],[]
1173,band,музыкальная группа,groupe musical,[],[]
1174,band,ленточный,rubané,['band saw'],['scie à ruban']
1175,band,диапазонный,gamme,[],[]
1176,band,ленточнопильный,ленточнопильный,[],[]
1177,band,Band,Band,[],[]
1178,letter,письмо,lettre,"['open letter', 'write love letters', 'copy of that letter', 'most recent letter', 'apostolic letter']","['lettre ouverte', ""écrire des lettres d'amour"", 'copie de cette lettre', 'lettre la plus récente', 'lettre apostolique']"
1179,letter,буква,lettre,"['lower case letter', 'use of capital letters', 'big red letters', 'initial letters of words', 'golden letter']","['lettre minuscule', 'utilisation de majuscules', 'de grosses lettres rouges', 'des lettres initiales des mots', ""lettre d'or""]"
1180,letter,грамота,diplôme,['gold letter'],"[""lettre d'or""]"
1181,letter,письмена,caractères,[],[]
1182,letter,буквенный,littéral,[],[]
1183,letter,письменный,écrit,[],[]
1184,letter,Letters,Letters,[],[]
1185,letter,писать письмо,écrire une lettre,[],[]
1186,driving,вождение,conduite,"['driving experience', 'reckless driving', 'single driving']","['expérience de conduite', 'conduite dangereuse', 'de conduite unique']"
1187,driving,управление,gestion,[],[]
1188,driving,движение,mouvement,[],[]
1189,driving,руль,volant,[],[]
1190,driving,перегон,parcours,[],[]
1191,driving,проходка,fonçage,[],[]
1192,driving,автовождение,avtovozhenie,[],[]
1193,driving,забивка,battage,[],[]
1194,driving,движущий,mouvant,[],[]
1195,driving,движущийся,en mouvement,[],[]
1196,driving,управляющий,gouverneur,[],[]
1197,driving,въезжающий,entrant,[],[]
1198,driving,приводящий в движение,actionneur,[],[]
1199,driving,гоняющий,chassant,[],[]
1200,driving,приводной,d'entraînement,['driving shaft'],"[""la conduite de l'arbre""]"
1201,driving,ездовой,d'attelage,[],[]
1202,fishing,рыболовство,pêche,"['sea fishing', 'ice fishing', 'shrimp fishing']","['la pêche en mer', 'pêche sur la glace', 'pêche à la crevette']"
1203,fishing,Рыбная ловля,Pêche,[],[]
1204,fishing,рыболов,pêcheur,[],[]
1205,fishing,удочка,ligne,[],[]
1206,fishing,вылов рыбы,pêche,[],[]
1207,fishing,ужение,conspiration,[],[]
