,word,local_word,pos,examples,local_examples,examples_and_definitions
494,stand,portemanteau,NOUN,NOUN,NOUN,stand | 
495,fish,poisson,NOUN,NOUN,NOUN,fish | sea fish | flying fish | fish and chips | april fool | oily fish | goldfish | fishy | I caught three fish. | I don’t eat much fish. | I don’t like fish. | 
496,fish,chercher,VERB,VERB,VERB,be out for | search | look for | look out | look up | ask for | fish | seek | seek out | angle for | hunt | scout around | fossick | 
497,fish,pêcher,VERB,VERB,VERB,fish | angle | angle for | peach | We go there to fish. | They need to learn how to fish and feed themselves. | I just want to fish. | You could fish some wallets. | Can you fish here? | I go now and fish with my father. | Like you know how to fish. | We could fish the mighty rogue. | My dad likes to fish too. | Do people come here to fish? | To fish you need a rod. | You must fish in my trout stream. | And hunt and fish. | Doubt he knows how to fish. | We were taught to fish. | 
498,fish,fouiller,VERB,VERB,VERB,search | search through | go through | feel around | fish | root | root about | examine | probe | shake down | forage | scour | rummage | frisk | fumble | 
499,fish,fouiller pour trouver,VERB,VERB,VERB,fish | fumble for | 
500,benefit,vente,NOUN,NOUN,NOUN,house sale | sale | benefit | cash sale | coffee morning | disposal | auction | auction sale | wholesale | pyramid selling | bazaar | jumble sale | rummage sale | 
501,benefit,être utile à,VERB,VERB,VERB,benefit | 
502,benefit,concert,NOUN,NOUN,NOUN,benefit | benefit concert | chamber concert | concert | pop concert | promenade concert | chorus | gig | prom | 
503,benefit,profit de,NOUN,NOUN,NOUN,benefit | A venue run for the benefit of the community. | 
504,benefit,tirer profit de,VERB,VERB,VERB,benefit | cash in on | 
505,benefit,match,NOUN,NOUN,NOUN,international | game | test | play | away game | home match | match | return match | test match | practice game | practice match | benefit | football match | friendly | friendly match | trial | draw | score draw | league match | ball game | cup tie | tie | wrestling match | replay | fixture | opener | rematch | grudge match | decider | 
506,benefit,prime,NOUN,NOUN,NOUN,benefit | insurance premium | premium | bonus | performance bonus | productivity bonus | danger money | golden hello | incentive bonus | bounty | golden handshake | honorarium | 
507,benefit,avantage,NOUN,NOUN,NOUN,good | plus | benefit | edge | advantage | virtue | odds | tax concession | upside | payback | payoff | perquisite | Enjoy the benefits of being a member. | 
508,benefit,allocation,NOUN,NOUN,NOUN,social security payment | benefit | housing benefit | single parent benefit | allocation | unemployment benefit | unemployment compensation | disability payment | supplementary benefit | allowance | disability allowance | maternity benefit | subsistence allowance | dole | An unemployment benefit. | 
509,benefit,bienfaits,NOUN,NOUN,NOUN,benefit | goodness | 
510,intelligent,intelligent,ADJ,ADJ,ADJ,smart | bright | intelligent | clever | brainy | 
511,follow,suivre,OTHER,OTHER,OTHER,see | take | go after | act on | keep up | follow | follow up | trace | attend | tail | He has difficulty in following written instructions. | Those who seek to follow Jesus Christ. | I don’t quite follow you. | If you've been following me on Facebook recently you may have seen a bunch of different posts about surgery and back trouble. | I decided to follow up the letters with phone calls. | 
512,follow,pratiquer,VERB,VERB,VERB,follow | practice | perform | practise | 
513,follow,résulter,VERB,VERB,VERB,result | follow | ensue | 
514,journey,voyage,NOUN,NOUN,NOUN,travel | package tour | study tour | tour | conducted tour | business trip | field trip | return trip | round trip | trip | car journey | journey | return journey | plane journey | voyage | honeymoon | I don’t like long journeys. | 
515,journey,voyager,VERB,VERB,VERB,travel | move about | move around | journey | voyage | 
516,journey,trajet,NOUN,NOUN,NOUN,drive | travel | route | car journey | journey | rail journey | ride | The journey to school takes about half an hour. | A three-hour journey there and a three-hour journey back. | An 8-hour train journey. | The return train journey. | 
517,journey,périple,NOUN,NOUN,NOUN,journey | A journey into outer space. | 
518,news,informations,NOUN,NOUN,NOUN,news | inside information | background information | tourist information | breaking story | misinformation | newscast | Did you watch the news last night? | 
519,news,nouvelles,NOUN,NOUN,NOUN,news | word | stop press | breaking news | I’ve got some good news for you. | Some good news. | It was nice to have your news. | This was hardly news to her. | I wish I had better news for you. | He was back in the news again. | 
520,news,dernières nouvelles,NOUN,NOUN,NOUN,news | A website with all the latest news about the economy. | 
521,write,faire,VERB,VERB,VERB,be | have | do | work | make | make out | make up | get | get up to | take | create | go | put in | pay | write | pack | cut | carry | deal out | serve | draw | wear | clock up | dial | tender | suffer | wage | dish out | bake | brew | inflict | proffer | 
522,write,écrire,OTHER,OTHER,OTHER,put | write | write down | write off | write out | fill in | pen | spell | ghost | I’m going to write to her in French. | He had to write a cheque for £800. | He couldn't read or write. | He’s learning to read and write. | I was too tired to write up my notes. | Promise to write me every week. | Write in with your query. | 
523,write,rédiger,VERB,VERB,VERB,word | write | write up | phrase | compose | To write a will/check. | 
524,approbation,approbation,NOUN,NOUN,NOUN,approval | favour | acceptance | seal of approval | endorsement | sanction | approbation | A term of approbation. | 
525,read,voir,VERB,VERB,VERB,view | see | see about | read | tell | behold | qv | 
526,read,dire,VERB,VERB,VERB,read | put | say | tell | speak | prompt | bid | 
527,read,lecture,NOUN,NOUN,NOUN,"read | light reading | reading | poetry reading | arraignment | Their read on the national situation may be correct. | Reading between the lines, I think Clare needs money. | I was having a quiet read of the newspaper. | The book is a thoroughly entertaining read. | "
528,read,lire,OTHER,OTHER,OTHER,"read | Emily read over her notes. | I've come to read the gas meter. | Forget about him—read my lips, he wasn't worth it. | She spent the time reading up on antenatal care. | The commonest way of reading a file into the system. | I never learned to read music. | Ring your agent and say you'll read for the part. | I'll go to bed and read for a while. | I can’t read Arabic. | I’m not very good at reading maps. | He went to Manchester to read for a BA in Economics. | The placard read ‘We want justice’. | Children who are unable to read. | He nodded, as though he could read her mind and approved of her attitude. | He couldn’t read or write. | It attempts to read a floppy disk without regard to its format. | "
529,read,se lire,VERB,VERB,VERB,read | 
530,read,recevoir,VERB,VERB,VERB,have | get | read | receive | meet | collect | sustain | entertain | 
531,read,comprendre,VERB,VERB,VERB,make out | get | take | take in | include | read | figure out | understand | catch | realize | relate to | gather | incorporate | comprise | drift | encompass | conceive | comprehend | fathom | apprehend | sympathize | She’s very good at reading people. | 
532,read,indiquer,VERB,VERB,VERB,name | state | point | point to | read | say | mark | tell | measure | signal | indicate | suggest | denote | signify | 
533,read,étudier,VERB,VERB,VERB,do | go into | look into | read | study | explore | 
534,read,être rédigé,VERB,VERB,VERB,read | 
535,read,interpréter,VERB,VERB,VERB,read | perform | render | interpret | portray | construe | 
536,hear,avoir des nouvelles,VERB,VERB,VERB,hear | 
537,hear,apprendre,VERB,VERB,VERB,learn | master | understand | hear | pick up | teach | instruct | Always nice to hear good news. | I was really happy to hear it. | I am pleased to hear that. | So we never got to hear about your wedding. | Delighted to hear it. | I hear either of the other. | And she was happy to hear that this was delivered. | Glad to hear he's doing so well. | She should hear it from you. | Just thought you'd like to hear the good news. | I have to hear it on the street? | I was terribly happy to hear about your divorce. | I just wanted you to hear it from me. | Now to hear that he's an alien sent to ... | I am glad to hear that he is alive ... | 
538,hear,entendre,VERB,VERB,VERB,get | hear | intend | overhear | Behind her she could hear men's voices. | I was shocked to hear of her death. | 
539,hear,écouter,VERB,VERB,VERB,play back | hear | listen | listen in on | listen out for | eavesdrop | I went to hear the Symphony play last night. | 
540,hear,assister à,VERB,VERB,VERB,hear | attend | sit in on | witness | 
541,hear,juger,VERB,VERB,VERB,try | measure | decide | judgment | hear | judge | sentence | to pass judgement | deem | adjudicate | The Supreme Court will hear the case. | 
542,feel,penser,VERB,VERB,VERB,think | figure | feel | believe | reflect | reckon | 
543,feel,penser de,VERB,VERB,VERB,think about | think of | feel | 
544,feel,croire,VERB,VERB,VERB,hold | think | buy | credit | feel | believe | believe in | expect | guess | fancy | 
545,feel,causer un sentiment,VERB,VERB,VERB,feel | 
546,feel,toucher,NOUN,NOUN,NOUN,net | feel | reach | cut across | handle | to the touch | touch | cash in | draw | hit | finger | smoothness | The feel of good leather. | 
547,feel,atmosphère,NOUN,NOUN,NOUN,feel | atmosphere | feeling | mood | flavour | vibe | The smaller company had a different feel from the giant corporation. | 
548,feel,se sentir,OTHER,OTHER,OTHER,feel | They want to feel out the situation. | She started to feel really sick. | 
549,feel,sentir,VERB,VERB,VERB,"feel | sense | taste | smell | You can feel the soft grass beneath your feet. | She was new in the job, still feeling her way. | "
550,feel,avoir envie de,VERB,VERB,VERB,feel | to feel like | fancy | crave | to crave for | 
551,feel,ressentir,VERB,VERB,VERB,experience | feel | He needs to feel that. | Let the reader feel the emotion. | It allows me to feel her pain. | Can you imagine what that would feel like? | I cannot feel so much compassion for him. | The part that lets you feel. | One can only feel. | Something that makes me feel that way. | I think you can feel whatever you want. | You know how that makes me feel? | I wanted to feel nothing. | Just like the feel of music. | You just feel the music. | The ultimate is to feel the pain and the suffering. | Think how she must feel. | 
552,feel,tâter,VERB,VERB,VERB,feel | 
553,feel,palper,VERB,VERB,VERB,"feel | finger | The gambling money, he wants to feel it. | "
554,feel,tâtonner,VERB,VERB,VERB,feel | 
555,be,diplômé en ingénierie,OTHER,OTHER,OTHER,be | 
556,be,être,OTHER,OTHER,OTHER,"be | have | being | human | human being | stand | patronize | I want to be a teacher. | Is food and comfort the be-all and end-all? | Be off with you!. | That must be him at the door. | Let A be a square matrix of order N. | I have just been to Thailand. | Everyone wanted a happy ending, but it was not to be. | That must be he at the door. | I want him to have the confidence to be himself. | She was nowhere to be seen. | "
557,be,faire,OTHER,OTHER,OTHER,"be | have | do | work | make | make out | make up | get | get up to | take | create | go | put in | pay | write | pack | cut | carry | deal out | serve | draw | wear | clock up | dial | tender | suffer | wage | dish out | bake | brew | inflict | proffer | She wanted to be an actress. | So we have to be quick. | But there's got to be some give and take. | They wanted to be provocative. | It should be dark by then. | That should be faster. | There are no end of things to be done. | Going to be an animal just like you. | This is what you always were meant to be. | You should be maintaining order. | They try to be good parents. | We have to be very quiet. | You must be quick, the water is rising. | This is definitely something that can be done. | He wants us to be his prisoners. | "
558,be,avoir,VERB,VERB,VERB,be | have | get | take | take in | run | hold | meet | keep | turn | credit note | to have got | wear | credit slip | There must be something wrong. | 
559,be,aller,VERB,VERB,VERB,be | do | go | go on | to go | single | go along | travel | let | go ahead | ride | to go forth | strike | belong | sail | outbound | outward | 
560,be,devoir,VERB,VERB,VERB,be | have | should | must | shall | test | paper | duty | assignment | owe | 
561,be,coûter,VERB,VERB,VERB,be | set back | cost | 
562,right,tout à fait,VERB,VERB,VERB,like | right | whole | perfect | quite | sharp | thoroughly | wholly | altogether | abundantly | You were quite right to criticize him. | 
563,right,bien,OTHER,OTHER,OTHER,well | all right | right | good | b | easily | ever | nice | comfortable | fine | clearly | ok | carefully | asset | plenty | tight | firmly | decent | rightly | nicely | crown jewel | finely | comfy | amply | smartly | upstanding | Nothing's going right for me this season. | The difference between right and wrong. | At least he knew right from wrong. | A bath and cup of tea soon put me right. | I think you did the right thing. | Treat him right and he’ll be your friend forever. | It’s not right to behave like that. | I want to do right by the child. | Telling the truth is always the right thing to do. | She doesn't understand the difference between right and wrong. | Did I do it right? | 
564,right,droits,NOUN,NOUN,NOUN,right | human rights | due | film rights | civil rights | animal rights | fee | registration fee | customs duty | duty | university fees | tariff | death duties | death taxes | royalty | admission charge | admission fee | admission price | inheritance tax | vested interest | harbour dues | demurrage | He sold the rights to the logo. | You're quite within your rights to ask for your money back. | They sold the paperback rights. | The government attempted to put the economy to rights. | 
565,right,droit,OTHER,OTHER,OTHER,"up | access | right | right of way | company law | law | common law | true | custom | right of appeal | copyright | corporate law | claim | criminal law | vote | fee | duty | patent law | membership fee | entrance fee | straight | maritime law | voting rights | canon law | stamp duty | eligibility | law of inheritance | entitlement | franchise | bolt upright | upright | righteous | erect | power of veto | right of abode | birthright | boxy | His proposal was viewed with alarm by the right of the party. | Take the first turning on the right. | A record that fully embraces the theatricality of its genre but falls just on the right side of ridiculous. | She seated me on her right. | She's on the right side of 40. | There is no right of appeal against the decision. | He hasn't always remained on the right side of the law. | He had guessed right. | If only I could have helped put matters right. | Take the first right over the stream. | Sean was not going to apologize as he believed he was in the right. | He made a right in Dorchester Avenue. | They made a neat series of passes over on the right. | The right edge of the field. | Right, let's have a drink. | The state will be obliged to provide health care as of right. | She had every right to be angry. | The Right got in at the election. | He was already established as a poet in his own right. | Freedom of speech is one of the rights of every citizen. | Right you are, sir. | You're not holding it the right way up. | He was clearly the right man for the job. | He'll be as right as rain in a day or two. | She has no right to take things without asking. | We have the right to choose our leaders. | Let me put you right on some things. | You’ve got no right to do that. | The allies succeeded in overrunning the French right. | "
566,right,tout de suite,VERB,VERB,VERB,now | right | right now | at once | directly | right away | yet | immediately | in a minute | straight away | straight off | I’ll be right there. | I'll be right back. | We started with two wins right off the bat. | 
567,right,bon,OTHER,OTHER,OTHER,well | now | now then | right | good | full | long | due | sound | kind | correct | delivery note | nice | good guy | oh well | token | treasury bill | food stamp | anyway | beneficial | beneficial to | favourable | coupon | travel voucher | voucher | handsome | nimble | slob | deadbeat | bungler | He was seen at all the right places. | I felt a right idiot. | I'm not sure I know the right answer. | It isn’t the right size. | We’re on the right train. | I hope we're doing the right thing. | I was waiting for the right moment to ask him. | Is this the right way to the cottage? | 
568,right,comme il faut,VERB,VERB,VERB,right | proper | straight | duly | acceptably | It’s important to do it right. | 
569,right,juste,ADJ,ADJ,ADJ,only | right | just | correct | fair | right and proper | accurate | apt | Do you have the right time? | The train arrived right on time. | Harriet was standing right behind her. | It’s right in front of you. | Are you sure that clock’s right? | 
570,right,droite,NOUN,NOUN,NOUN,"right | To her right was an orange tree. | Turn to the right after the bridge. | Walk up the street and make a right. | The car spun right off the track. | Turn right off the B1269. | Take the next right. | Are you politically right, left, or centre? | Remember to drive on the right. | "
571,right,à droite,OTHER,OTHER,OTHER,on the right | right | I'm right out of ideas. | Turn right here. | Turn right at the traffic lights. | 
572,right,qui convient,ADJ,ADJ,ADJ,all right | right | due | appropriate | suitable | reasonable | Clare is obviously the right person for the job. | 
573,right,bien aller,VERB,VERB,VERB,right | 
574,right,correctement,VERB,VERB,VERB,right | properly | correctly | accurately | Am I pronouncing it right? | 
575,right,complètement,VERB,VERB,VERB,up | out | right | full | top | off | away | fully | completely | clean | properly | dead | absolutely | thoroughly | wholly | altogether | utterly | comprehensively | plumb | soundly | hopelessly | 
576,right,entendu,OTHER,OTHER,OTHER,right | knowing | 
577,right,approprié,ADJ,ADJ,ADJ,right | appropriate | suitable | proper | adequate | fitting | apropos | 
578,right,vrai,OTHER,OTHER,OTHER,"right | real | true | positive | proper | identical twin | bona fide | dinkum | fair dinkum | By rights, he should not be playing next week. | "
579,right,exactement,VERB,VERB,VERB,very | right | just | directly | quite | exactly | anyway | accurately | promptly | pat | 
580,right,sacré,ADJ,ADJ,ADJ,right | holy | sacred | ruddy | He made a right mess. | 
581,right,redresser,OTHER,OTHER,OTHER,right | draw up | redress | brace | rectify | straighten | straighten out | unbend | 
582,guru,gourou,NOUN,NOUN,NOUN,"guru | I think you are an amazing guru, and. | Is that your guru? | I am a guru. | Our guru has given his life for our cause. | The alternative medicine guru? | "
583,beginner,débutant,OTHER,OTHER,OTHER,beginner | learner | Language courses for beginners. | I’m just a beginner. | 
584,collide,être en conflit,VERB,VERB,VERB,collide | 
585,collide,entrer en collision,VERB,VERB,VERB,collide | 
586,collide,se heurter,VERB,VERB,VERB,collide | 
587,genetically,génétiquement,OTHER,OTHER,OTHER,genetically | A genetically inherited condition. | Hair colour is genetically determined. | 
588,precedent,créer un précédent,NOUN,NOUN,NOUN,precedent | 
589,precedent,précédent,OTHER,OTHER,OTHER,previous | past | earlier | preceding | precedent | There are substantial precedents for using interactive media in training. | The precedent on which the law is based. | We hope to set a legal precedent to protect hundreds of miles of green lanes. | 
590,refugee,de réfugiés,OTHER,OTHER,OTHER,refugee | 
591,refugee,pour les réfugiés,OTHER,OTHER,OTHER,refugee | 
592,refugee,réfugiés,OTHER,OTHER,OTHER,refugee | My final point concerns the refugee question. | We were in the refugee camp. | We just have to find this refugee camp. | An emergency at a refugee camp down south. | From the refugee camp. | The refugee problem is probably one of the greatest ... | The refugee problem is an extremely serious human problem ... | ... stop broadcasting about the refugee center? | ... it is to live in a refugee camp? | ... medical supplies to the refugee camp. | ... difference between you and the children in the refugee camp. | ... the colonies and the misery of the refugee camps. | Have you seen what's happening at the refugee camp? | ordered the general evacuation of the refugee camp. | ... 'll make it to a refugee camp. | 
593,refugee,réfugié,OTHER,OTHER,OTHER,political refugee | refugee | Tens of thousands of refugees fled their homes. | 
594,secular,laïque,ADJ,ADJ,ADJ,lay | secular | layman | secularist | There is evidence that the slump is not cyclical but secular. | A secular state. | Secular attitudes to death. | 
595,secular,profane,ADJ,ADJ,ADJ,"lay | secular | profane | layman | ... is the foundation of all secular musical art. | It's a good song, though a bit secular. | "
596,pasta,pâtes,NOUN,NOUN,NOUN,"pasta | You want pasta salad, melon? | I was making pasta. | It has a terrific pasta bar. | I could make some of that pasta. | She was cooking pasta. | What kind of pasta? | The pasta is ready. | Will you help me drain the pasta? | This is for stirring the pasta? | Save me some cold pasta? | The pasta is delicious like back home. | How about pasta salad? | The founder or pasta or sushi. | Saved you some pasta. | Nothing like a nice plate of pasta. | "
597,beaver,castor,NOUN,NOUN,NOUN,beaver | I was the beaver. | There was a beaver sitting right there. | A tent made of beaver skins. | It was like nursing a beaver. | The beaver doesn't allow any intruders into his territory. | 
598,tiger,tigre,OTHER,OTHER,OTHER,"tiger | tiger economy | I'm a Tiger for a bargain. | If you push me down again you might find that you have a Tiger by the tail. | Despite his wound, he still fought like a Tiger. | She was riding a Tiger and there was no way of escape. | "
599,tiger,tigresse,NOUN,NOUN,NOUN,"tiger | tigress | She's worse than a tiger! | Watch out for the tiger next to him | She's a tiger. | You're a tiger. | You'll get him next time, tiger. | ... ""She's a tiger. | ... said, ""She's a tiger. | "
600,lion,lion,NOUN,NOUN,NOUN,leo | lion | sea lion | He marched reluctantly into the lion's den to address the charity gala. | 
601,lion,lionne,NOUN,NOUN,NOUN,lion | lioness | 
602,pen,parc,NOUN,NOUN,NOUN,business park | national park | park | car pool | garden | stock | science park | ground | theme park | server farm | wind farm | adventure park | fleet | pen | sculpture park | timber yard | fold | amusement park | playpen | 
603,pen,écrire,VERB,VERB,VERB,put | write | write down | write off | write out | fill in | pen | spell | ghost | 
604,pen,plume,NOUN,NOUN,NOUN,"pen | feather | tail feather | peacock feather | plume | ostrich feather | quill | Not with a pen. | Have you pen and paper? | This is my pen name. | The pen has to be aggressive. | Take another pen and sign the pact! | Bring me the pen and paper! | Do you bring me pen and ink? | All right, the power of the pen. | The octopus doesn't have a pen. | And here's a gold pen to make the signing pleasant ... | ... with your tongue as your pen. | ... if you took up the pen. | I can't write with a pen. | Think about the speed ofhis pen. | Give me my notebook, my pen. | "
605,pen,stylo,NOUN,NOUN,NOUN,pen | fountain pen | Could I use your pen? | 
606,pen,enclos,NOUN,NOUN,NOUN,run | compound | pen | enclosure | walled | paddock | pigsty | pigpen | A cattle pen. | 
607,pen,taule,NOUN,NOUN,NOUN,pen | 
608,coconut,noix,OTHER,OTHER,OTHER,"brazil nut | nut | coconut | pat | walnut | scraping | nutmeg | nugget | cashew | desiccated coconut | Gardens produced vegetables, coconut, and pineapples. | "
609,coconut,noix de coco,NOUN,NOUN,NOUN,coconut | 
610,dynamite,dynamite,OTHER,OTHER,OTHER,dynamite | That roads policy is political dynamite. | He threatened to dynamite a major hydroelectric dam. | Both her albums are dynamite. | 
611,dynamite,dynamiter,VERB,VERB,VERB,blast | dynamite | ... what do you mean helping those guys dynamite the bay? | 
612,spoon,cuillère,NOUN,NOUN,NOUN,serving spoon | soup spoon | spoon | I saw them spooning on the beach. | Three spoons of sugar. | 
613,spoon,cuillerée,NOUN,NOUN,NOUN,spoon | teaspoon | tablespoon | spoonful | teaspoonful | tablespoonful | 
614,spoon,cuiller,NOUN,NOUN,NOUN,coffee spoon | spoon | wooden spoon | scoop | tablespoon | dessertspoon | 
615,ocean,océan,NOUN,NOUN,NOUN,sea | ocean | antarctic ocean | The sound of the ocean. | They scramble across the beach to the ocean and plunge into the surf. | She had oceans of energy. | I went down to the ocean and took a swim. | Fish that live in the ocean. | The seas and oceans of the world. | 
616,mug,tasse,NOUN,NOUN,NOUN,c | coffee cup | cup | mug | teacup | cuppa | cupful | Do you want a cup or a mug? | 
617,mug,poire,NOUN,NOUN,NOUN,pear | mug | 
618,mug,chope,NOUN,NOUN,NOUN,"beer mug | mug | tankard | Some people lose their knife or their mug. | You got a no-spill mug? | I mug for the jugular, and after ... | $4, 000 for a beer mug? | "
619,mug,agresser,VERB,VERB,VERB,assault | confront | mug | aggress | He was mugged in the city centre. | 
620,mug,bouille,NOUN,NOUN,NOUN,"mug | Their chief had a round mug, talked in proverbs. | Just look at his mug. | ... would he have given me this mug? | "
621,shampoo,laver,VERB,VERB,VERB,clean | clean up | wash | wash away | wash down | wash off | wash out | wash up | shampoo | bathe | 
622,shampoo,shampooing,OTHER,OTHER,OTHER,"shampoo | dandruff shampoo | He smelt clean, of soap and Shampoo. | A shampoo for dry hair. | A bottle of shampoo. | Dolly was sitting in the bath shampooing her hair. | A shampoo and set. | The foyer smelled of dusty plants and carpet shampoo. | "
623,shampoo,faire un shampoing,VERB,VERB,VERB,shampoo | 
624,buzzer,sonnerie,NOUN,NOUN,NOUN,"ring | bell | ring tone | ringing | ringing tone | buzzer | We should probably set this to buzzer. | Hello, the buzzer buzzed. | ... rotate to the left at the buzzer. | "
625,buzzer,timbre,NOUN,NOUN,NOUN,bell | stamp | crest | nicotine patch | buzzer | timbre | 
626,buzzer,interphone,NOUN,NOUN,NOUN,entry phone | baby monitor | intercom | buzzer | To push the buzzer. | 
627,exhaustively,exhaustivement,ADV,ADV,ADV,exhaustively | 
628,exhaustively,manière exhaustive,ADV,ADV,ADV,"exhaustively | comprehensively | The report exhaustively describes all these situations. | ... duty to brief consumers exhaustively on the advent of ... | ... every type of species, which it analyses exhaustively; | "
629,apoplexy,apoplexie,NOUN,NOUN,NOUN,apoplexy | 
630,typhus,typhus,NOUN,NOUN,NOUN,typhus | You are going to catch typhus. | ... a year ago from typhus. | 
631,ravioli,ravioli,NOUN,NOUN,NOUN,ravioli | I hear the ravioli here is great. | ... think she'll notice one ravioli missing? | ... over a cup of Ravioli! | ... over a cup of Ravioli! | And trade them for a package of sunshine and ravioli | 
632,meeting,réunion,NOUN,NOUN,NOUN,board meeting | committee meeting | meeting | public meeting | function | meet | sports day | track meet | prayer meeting | gathering | social gathering | reunion | She’s in a meeting. | I'm optimistic there'll be a meeting of minds and it can all be resolved. | They’re holding an emergency meeting. | Mr Davis will not be able to attend the meeting. | The meeting will take place in room 202. | We held an Urgent meeting to discuss the response to the epidemic. | When’s the next meeting? | He intrigued her on their first meeting. | 
633,meeting,rencontre,NOUN,NOUN,NOUN,"meeting | meet | encounter | fixture | The meeting is set. | So guys, shall we drink to our meeting? | The meeting will seem like an accident. | Back to their meeting place. | This meeting is important. | Your meeting with the prosecutor? | Meeting spots, and for parties. | Any advice for meeting with your mother? | This meeting is not a coincidence, hmm? | I thought you might broker a meeting. | I want the minutes from this meeting. | I knew it from our first meeting. | After tonight's meeting you must deliver a message. | Were you at that meeting last night? | They are holding a secret meeting about it tonight. | "
634,meeting,assemblée,NOUN,NOUN,NOUN,"council | general meeting | meeting | assembly | annual general meeting | extraordinary general meeting | congregation | constituent assembly | convocation | coven | That would account for his behaviour at the meeting. | Peace to this meeting. | Did they not call a town meeting to discuss this? | A meeting is only successful, however ... | The meeting of the parties shall be held when a quorum ... | ... report that this general meeting went well. | ... participate actively in the meeting. | ... least the approval of the general meeting of each of the ... | ... least the approval of a general meeting of each company involved ... | to call any meeting of creditors of each of the ... | Big meeting there last week, ... | The meeting of the parties shall establish rules of confidentiality ... | distribute documents at the meeting, with the approval of the ... | ... participate at least 50 days in advance of the meeting. | ... months of the general meeting's decision. | "
635,meeting,meeting,NOUN,NOUN,NOUN,air show | meeting | air display | race meeting | rally | Something that was there at the meeting. | I think we should go to the meeting. | Who asked for the meeting? | Someone said so at the meeting. | This meeting is prohibited. | This meeting was not properly advertised. | This meeting is over. | He said he had a meeting and will be late. | Are you at the meeting yet? | There was some meeting just around the corner. | This is a private meeting. | This is a political meeting. | We should bring her to our next meeting. | ... grab a seat and let's get the meeting started. | ... be late for this meeting. | 
636,meeting,rencontre fortuite,NOUN,NOUN,NOUN,meeting | 
637,actually,en fait,VERB,VERB,VERB,in the event | fact | in fact | in effect | matter | actually | in actual fact | indeed | basically | 
638,actually,vraiment,VERB,VERB,VERB,do | real | really | ever so | actually | indeed | certainly | truly | definitely | thoroughly | badly | genuinely | honestly | distinctly | decidedly | I can’t believe you actually believed it!. | 
639,actually,réellement,OTHER,OTHER,OTHER,actually | genuinely | She actually said that to me. | Someone who could actually leave the hotel? | It is actually possible to turn things round. | You actually turned it on? | Water is actually flowing through there. | I actually enjoyed it as a subject. | He actually massaged my eyes. | The rat is actually sick? | Who had actually rubbed the lamp? | And you can hear it actually. | I actually thought you were an outstanding teacher. | Doctors actually pay for their drinks. | I actually feel my brain turning into goo. | You could actually go to jail for this. | You can actually take a photograph of that. | 
640,actually,véritablement,VERB,VERB,VERB,"actually | This may actually make investments efficient. | I can actually genuinely say it was one of ... | ... in so far as we have actually heard any. | ... life with and that you actually want to marry them. | ... an illegal immigrant, actually work. | ... on a scale that has actually changed the world. | ... how many people would actually be helped to get better, ... | ... we are suggesting here would actually endanger our capacity for ... | ... are cases where one parent actually steals the child from the ... | and actually tutor their peer."" | it has to actually take out the cattle that are ... | ... but that concrete measures are actually implemented. | ... knew anybody who did actually change their lives. | ... food safety, then who will actually be involved? | ... to ensure that this can actually operate smoothly. | "
641,earring,boucle,NOUN,NOUN,NOUN,lock | loop | buckle | curl | earring | tress | ringlet | 
642,add,ajouter,OTHER,OTHER,OTHER,add | add on | throw in | append | Some box offices now add on a convenience charge. | The suite will add a touch of class to your bedroom. | We would like to add our congratulations. | Add the two numbers together. | Watch those air miles add up!. | 
643,add,compter,VERB,VERB,VERB,number | add | add up | allow | count | 
644,add,additionner,VERB,VERB,VERB,add | add up | tot up | To add two numbers together. | Many things in her story didn't add up. | 
645,adjective,adjectif,NOUN,NOUN,NOUN,"adjective | possessive adjective | I know it's your only adjective but it makes you ... | They redacted the adjective. | and abstract can be an adjective | the adjective with the noun that it modifies, | It's a compound adjective. | "
646,drawing,dessin,NOUN,NOUN,NOUN,design | picture | drawing | life drawing | line drawing | scale drawing | technical drawing | mechanical drawing | cartoon | draughtsmanship | He’s good at drawing. | He’s good at drawing. | To make/do a drawing of the bridge. | 
647,dream,de rêve,OTHER,OTHER,OTHER,dream | fantasy | 
648,dream,rêve,OTHER,OTHER,OTHER,"dream | I had a recurrent dream about falling from great heights. | Sb’s dream vacation/house/car Etc. | It was just a dream. | I fulfilled a childhood dream when I became champion. | Maybe he could get a job and earn some money—but he knew this was just a dream. | In your dreams, man, in your dreams!. | The car is still running like a dream. | He had been walking around in a dream all day. | It was his dream to be a baseball player. | Her new man's an absolute dream. | Dean thinks he's going to get the job. Dream on, Babe. | "
649,dream,souhaiter,VERB,VERB,VERB,wish | dream | 
650,dream,merveille,NOUN,NOUN,NOUN,beauty | dream | wonder | gem | marvel | 
651,dream,rêver,OTHER,OTHER,OTHER,dream | fantasize | I wouldn't dream of foisting myself on you. | 
652,dream,rêverie,NOUN,NOUN,NOUN,dream | daydream | reverie | 
653,dressed,habillé,ADJ,ADJ,ADJ,formal | dressed | dressed in pink | fashionably dressed | dressy | dressed in tweeds | How was she dressed? | I’m not dressed yet. | 
654,dressed,assaisonné,ADJ,ADJ,ADJ,dressed | 
